milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
0,32195094.926603764,28684885.159619253,22773492.20436983,19.21989968517252,0.0,0.0,0.0,0.0,0.0,0.0,208184375.01419652,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506447904.625282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14811.008488998019,47178246.171767935,13047242.285720164,5092441.296254935,237222931.3748881,6.494400001726431,0.009790030994321177
100,32195014.413811926,28685058.559507217,22773426.156563725,19.2199487479733,0.0,0.0,0.0,0.0,0.0,0.0,208184852.99691808,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.8551307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.801402593608,47177758.38719964,13047233.177482316,5092450.518934729,237222931.1116702,6.494405979087523,0.00979003075196063
200,32194954.692046452,28685181.02393189,22773373.356867388,19.219949546422196,0.0,0.0,0.0,0.0,0.0,0.0,208184855.64859587,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.440769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.813698790844,47177759.11483704,13047233.71616814,5092450.516435482,237222930.79938933,6.494406091167789,0.009790031435626989
300,32194910.701558173,28685296.40020665,22773330.96113077,19.219948111673016,0.0,0.0,0.0,0.0,0.0,0.0,208184853.36144993,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.272941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.846572457951,47177761.907955684,13047233.940650735,5092450.462524037,237222930.36426055,6.494406119334519,0.009790030869268848
400,32194881.26798714,28685380.905787688,22773303.273559917,19.219947760327727,0.0,0.0,0.0,0.0,0.0,0.0,208184853.28577077,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.9156947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.84844952668,47177759.70495924,13047234.132279307,5092450.46446909,237222930.31589282,6.494406119618265,0.009790030692163963
500,32194859.410929598,28685448.318251256,22773272.24199868,19.219948171815073,0.0,0.0,0.0,0.0,0.0,0.0,208184855.672876,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.814655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.789931627827,47177759.742502175,13047234.512983,5092450.5209632795,237222930.05819553,6.494406060614582,0.009790030814970487
600,32194841.51397154,28685506.934967197,22773243.20573946,19.219948191261327,0.0,0.0,0.0,0.0,0.0,0.0,208184851.18574783,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.35211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.852635544905,47177758.89421552,13047235.07196232,5092450.452323418,237222929.62066323,6.494406062961698,0.009790030771187824
700,32194833.82121298,28685536.369210646,22773224.252468027,19.21994896894036,0.0,0.0,0.0,0.0,0.0,0.0,208184852.60479653,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.454854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.75629548468,47177761.72290163,13047235.262398247,5092450.555777705,237222928.95679122,6.494406074177302,0.009790030979759402
800,32194831.67168342,28685576.161683735,22773214.57161934,19.21994892813084,0.0,0.0,0.0,0.0,0.0,0.0,208184852.15492934,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.5548716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.73535449433,47177758.537294924,13047235.473330673,5092450.46888244,237222928.87839386,6.494406091391986,0.009790030984914563
900,32194830.282089483,28685603.831897628,22773194.64128046,19.219948885353922,0.0,0.0,0.0,0.0,0.0,0.0,208184854.7970518,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.9858856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.794711129003,47177761.848118834,13047235.718912946,5092450.506659338,237222928.31079617,6.4944061138084175,0.009790030983271428
