miliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
3400,32194912.754519664,28685697.33227349,22773125.112145297,19.219948499231432,0.0,0.0,0.0,0.0,0.0,0.0,208184852.81185538,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.3975105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.725041008947,47177760.55523799,13047243.590494808,5092450.523082857,237222920.5955833,6.494406073680698,0.009790030992574203
3500,32194913.939254444,28685707.26294557,22773127.746341523,19.21994891041547,0.0,0.0,0.0,0.0,0.0,0.0,208184851.34221894,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.0858884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.793885557865,47177759.399922475,13047244.145656561,5092450.528120129,237222920.34879652,6.4944061115035705,0.009790030988215407
3600,32194917.84257306,28685706.454320338,22773127.300587494,19.21994901576437,0.0,0.0,0.0,0.0,0.0,0.0,208184851.3348341,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.552961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.77389406535,47177764.41752025,13047244.243323144,5092450.471734442,237222920.03882602,6.494406107363522,0.009790030992195855
3700,32194917.427626185,28685700.69571879,22773131.334784124,19.219948943059425,0.0,0.0,0.0,0.0,0.0,0.0,208184856.7957531,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.5104737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.786683881215,47177763.406418025,13047244.455823,5092450.47116199,237222919.87246758,6.494406107097506,0.009790030986065457
3800,32194918.187530234,28685693.82146645,22773131.4757844,19.219948835213476,0.0,0.0,0.0,0.0,0.0,0.0,208184856.0842623,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.0914574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.844064436864,47177762.846021615,13047244.75545958,5092450.503097131,237222919.7485192,6.49440609916574,0.009790030985013033
3900,32194923.53282617,28685689.525041275,22773133.318124518,19.219948769665578,0.0,0.0,0.0,0.0,0.0,0.0,208184856.63621765,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.609217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.735654087677,47177762.63993043,13047244.999046484,5092450.570535909,237222919.3899977,6.494406101156008,0.009790030989999525
4000,32194924.0393464,28685692.737585902,22773132.02964838,19.219948753492226,0.0,0.0,0.0,0.0,0.0,0.0,208184856.97333866,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.704045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.820284366904,47177760.4219035,13047245.182733087,5092450.50965571,237222918.80527228,6.494406099308396,0.009790030993318396
4100,32194920.811032016,28685694.920688264,22773135.205090735,19.219948734256075,0.0,0.0,0.0,0.0,0.0,0.0,208184855.18637356,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.578748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.740715011649,47177764.36881022,13047245.492209455,5092450.572795571,237222918.77210632,6.494406090110336,0.009790030985475626
4200,32194924.674478725,28685678.035625886,22773131.721316867,19.219948866454033,0.0,0.0,0.0,0.0,0.0,0.0,208184851.29193032,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.09136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.84215071843,47177759.193255246,13047246.116719864,5092450.459547669,237222918.5340689,6.494406039991053,0.009790030994352357
4300,32194922.137759447,28685690.484838028,22773132.985368703,19.21994852075276,0.0,0.0,0.0,0.0,0.0,0.0,208184855.11748928,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.130047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.796153476185,47177763.38169105,13047246.381228691,5092450.579819432,237222918.23062322,6.4944060399453,0.009790030993382694
4400,32194921.415913012,28685684.16152889,22773138.152919497,19.219948610829046,0.0,0.0,0.0,0.0,0.0,0.0,208184853.694327,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.140965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.731083010221,47177757.943358935,13047246.399149816,5092450.577185878,237222917.80254018,6.494406044455357,0.009790030995473901
4500,32194923.52675243,28685684.368069682,22773137.312725417,19.21994855228524,0.0,0.0,0.0,0.0,0.0,0.0,208184854.5840702,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.33334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.74562688853,47177760.18185012,13047246.895889528,5092450.51768241,237222917.49709412,6.494406064776488,0.00979003099003408
4600,32194919.622256506,28685682.930615306,22773134.096934233,19.21994882252798,0.0,0.0,0.0,0.0,0.0,0.0,208184856.28206682,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.1681476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.735310814052,47177759.078405544,13047246.955988858,5092450.496042996,237222917.3380502,6.4944061053063775,0.009790030988863496
4700,32194920.59278389,28685690.346548446,22773134.829006266,19.219948647907557,0.0,0.0,0.0,0.0,0.0,0.0,208184851.89914617,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.1274877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.821859402737,47177763.91150357,13047247.225393081,5092450.563623853,237222917.07974565,6.494406111713765,0.009790030990889837
4800,32194916.48999502,28685701.973111637,22773131.5467318,19.219948746922327,0.0,0.0,0.0,0.0,0.0,0.0,208184853.47072324,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.3781805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.763369166978,47177760.378522836,13047247.734550236,5092450.518478205,237222916.801038,6.494406045226188,0.009790030993698903
4900,32194918.876916368,28685695.372168858,22773133.30287043,19.219948402835946,0.0,0.0,0.0,0.0,0.0,0.0,208184856.17073455,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.4199443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.837911025646,47177762.87780269,13047247.825317971,5092450.50814433,237222916.38242522,6.494406043559185,0.009790030988588508
5000,32194918.970362924,28685690.51627503,22773132.419533946,19.21994903727088,0.0,0.0,0.0,0.0,0.0,0.0,208184851.52059132,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.9690824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.739485999327,47177760.32008691,13047248.300252344,5092450.4734566705,237222916.06276506,6.494406045045574,0.009790030988927044
