miliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
3400,32194912.319246847,28685707.983018573,22773128.974643774,19.219948580711222,0.0,0.0,0.0,0.0,0.0,0.0,208184850.411426,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.840917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.730107147976,47177761.6714472,13047243.814785033,5092450.532648995,237222920.51931876,6.494406066846118,0.009790030988355288
3500,32194916.782691527,28685699.146656085,22773132.023705326,19.219948730059162,0.0,0.0,0.0,0.0,0.0,0.0,208184854.69886255,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.3728466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.831085765247,47177759.19763596,13047244.167767994,5092450.463343115,237222920.40037346,6.49440606551872,0.009790030990434451
3600,32194917.661402076,28685691.733101316,22773132.207719505,19.219948612117115,0.0,0.0,0.0,0.0,0.0,0.0,208184852.65593585,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.548912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.773836970538,47177763.72383121,13047244.131024932,5092450.563414164,237222920.24681607,6.494406082908035,0.00979003099277296
3700,32194918.750720654,28685701.235164374,22773131.30151192,19.2199483800021,0.0,0.0,0.0,0.0,0.0,0.0,208184852.50639355,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.032691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.724174396155,47177763.41023938,13047244.716573317,5092450.570599165,237222919.63135636,6.494406078190088,0.009790030988943111
3800,32194919.57211191,28685697.304003242,22773131.816916987,19.219948664618165,0.0,0.0,0.0,0.0,0.0,0.0,208184851.86345017,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.374988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.735431611585,47177762.40056041,13047244.66705824,5092450.551889147,237222919.41996396,6.4944060524556235,0.009790030990283142
3900,32194921.88112081,28685696.85459642,22773129.68845357,19.219948868383096,0.0,0.0,0.0,0.0,0.0,0.0,208184856.54826218,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.273281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.832252276998,47177760.50663827,13047244.89890209,5092450.57525361,237222919.36199182,6.494406074926412,0.009790030988964133
4000,32194922.155866504,28685693.24632321,22773132.887656644,19.21994878991237,0.0,0.0,0.0,0.0,0.0,0.0,208184852.14712483,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.89328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.79520908069,47177763.45501335,13047245.364303082,5092450.4988291785,237222919.11439058,6.49440603697834,0.009790030993185022
4100,32194924.094170935,28685695.13464663,22773135.52604596,19.21994864691823,0.0,0.0,0.0,0.0,0.0,0.0,208184857.09206432,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.3848624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.745841316744,47177760.66079976,13047245.584747393,5092450.565327364,237222918.50683874,6.494406052688442,0.009790030988997599
4200,32194924.890669208,28685686.70019425,22773135.867460106,19.21994865300383,0.0,0.0,0.0,0.0,0.0,0.0,208184856.36059764,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.5229506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.835378280814,47177763.2497037,13047246.00197887,5092450.5228112945,237222918.29679593,6.494406104986456,0.009790030986393045
4300,32194922.260515884,28685681.157055896,22773132.96505312,19.2199485917673,0.0,0.0,0.0,0.0,0.0,0.0,208184855.86608344,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.2287846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.840783835865,47177759.36126492,13047246.394997206,5092450.529232009,237222918.2646623,6.494406106780087,0.009790030993070718
4400,32194922.850366022,28685682.458166406,22773133.140795674,19.21994846449163,0.0,0.0,0.0,0.0,0.0,0.0,208184855.86394894,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.633122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.830466047206,47177759.59133316,13047246.572332885,5092450.5841535395,237222917.97048602,6.494406039190068,0.009790030993290873
4500,32194922.799730144,28685691.02740183,22773131.048551254,19.219948996430013,0.0,0.0,0.0,0.0,0.0,0.0,208184852.32628107,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.2184687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.745304460766,47177761.97632769,13047246.68125622,5092450.522225956,237222917.49009654,6.494406048376712,0.009790030989669993
4600,32194923.994660713,28685681.966120973,22773133.630538646,19.219948582343264,0.0,0.0,0.0,0.0,0.0,0.0,208184856.03734407,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.128687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.718281227126,47177761.438076176,13047246.909576725,5092450.483932755,237222917.21677616,6.4944061135565105,0.009790030989399486
4700,32194920.20544005,28685699.05922424,22773134.779558085,19.219948698668457,0.0,0.0,0.0,0.0,0.0,0.0,208184856.1863515,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.759053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.815784892986,47177763.5551267,13047247.172267687,5092450.569724957,237222917.14921042,6.4944060745610335,0.009790030990160667
4800,32194919.03769571,28685692.695113715,22773128.55698992,19.2199488804878,0.0,0.0,0.0,0.0,0.0,0.0,208184850.44959536,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.188057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.832464897097,47177759.464254774,13047247.65892843,5092450.488747121,237222916.56179008,6.494406076673131,0.009790030992091968
4900,32194919.60119913,28685687.875849865,22773129.287238732,19.219948385730675,0.0,0.0,0.0,0.0,0.0,0.0,208184851.40653077,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.646591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.77298338771,47177760.63102709,13047248.029311232,5092450.554264268,237222916.7202204,6.494406044854042,0.009790030994079412
5000,32194917.75494688,28685689.842643082,22773134.776137892,19.219948861729307,0.0,0.0,0.0,0.0,0.0,0.0,208184852.0772919,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.9810057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.72122682185,47177762.48273565,13047248.341496889,5092450.541849692,237222916.46906456,6.494406033428188,0.00979003098900842
