miliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
3400,32194914.161136363,28685697.128385015,22773128.779418044,19.219948530093117,0.0,0.0,0.0,0.0,0.0,0.0,208184851.07783478,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.3658986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.760941132794,47177758.97433798,13047243.6435548,5092450.565062254,237222920.8029043,6.494406083573679,0.009790031193312
3500,32194913.73002497,28685697.234788943,22773132.467394993,19.219948385086745,0.0,0.0,0.0,0.0,0.0,0.0,208184853.44483405,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.60349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.82222420447,47177763.01517091,13047244.048746869,5092450.535804957,237222920.39548644,6.4944060420448455,0.00979003110061853
3600,32194919.090112872,28685696.18230374,22773127.44428644,19.219948918669587,0.0,0.0,0.0,0.0,0.0,0.0,208184850.44947332,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.054548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.73894086309,47177759.50959929,13047244.329947757,5092450.454719047,237222920.3245768,6.494406103206801,0.009790030948614562
3700,32194921.246408977,28685689.248164505,22773133.074217934,19.219949018003835,0.0,0.0,0.0,0.0,0.0,0.0,208184856.19106796,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.3606925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.761704380131,47177758.745886065,13047244.694815584,5092450.579203781,237222919.73493212,6.494406075685247,0.00979003117677475
3800,32194918.332688168,28685700.60634151,22773129.536592744,19.219948865568032,0.0,0.0,0.0,0.0,0.0,0.0,208184852.15108526,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.440264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.771207954493,47177763.38424394,13047245.003802335,5092450.52532119,237222919.64623767,6.494406097691475,0.009790031159945938
3900,32194920.886020962,28685695.391696576,22773135.15593501,19.219948492984372,0.0,0.0,0.0,0.0,0.0,0.0,208184852.36072215,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.6172557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.727745258717,47177763.21147779,13047244.995437494,5092450.519034292,237222919.34573177,6.494406069432565,0.009790030908675466
4000,32194921.172863044,28685687.53353032,22773131.811108142,19.21994855612375,0.0,0.0,0.0,0.0,0.0,0.0,208184856.38571975,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.1349287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.793692784975,47177764.38727054,13047245.286355475,5092450.478467205,237222919.0930614,6.494406061688239,0.009790031058787145
4100,32194923.433445264,28685690.99289238,22773135.732167963,19.21994898033851,0.0,0.0,0.0,0.0,0.0,0.0,208184854.34505635,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.305861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.766426452095,47177762.8197888,13047245.669376615,5092450.547323044,237222918.87197465,6.494406096373378,0.009790030792788538
4200,32194925.413486052,28685684.81447,22773138.336350087,19.21994843799087,0.0,0.0,0.0,0.0,0.0,0.0,208184853.75015724,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.678452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.734121292799,47177760.083697975,13047245.863843871,5092450.544966636,237222918.59171712,6.494406100793594,0.009790031077677981
4300,32194925.864257433,28685686.833775677,22773134.52915004,19.219948875446804,0.0,0.0,0.0,0.0,0.0,0.0,208184851.70584252,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.5252066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.729334616799,47177760.47255358,13047246.385809576,5092450.525593426,237222918.37774426,6.494406070858507,0.00979003099169288
4400,32194923.068899706,28685687.995472595,22773138.80361554,19.219948622785203,0.0,0.0,0.0,0.0,0.0,0.0,208184854.0638932,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.607583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.810349845671,47177758.8616384,13047246.49614253,5092450.517927703,237222917.9529405,6.494406094619585,0.009790031190559248
4500,32194924.974744096,28685678.788505737,22773135.499607466,19.21994874814174,0.0,0.0,0.0,0.0,0.0,0.0,208184851.60749465,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.6528687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.771746970462,47177762.786351666,13047246.841715192,5092450.534057165,237222917.81247196,6.494406085999941,0.009790031134020974
4600,32194920.301665843,28685684.34432505,22773137.025513392,19.219948697721083,0.0,0.0,0.0,0.0,0.0,0.0,208184854.23218966,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.5421824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.794349691423,47177763.14477512,13047247.160643062,5092450.576904524,237222917.19604445,6.494406067515628,0.009790031129195714
4700,32194920.439905316,28685697.564800378,22773135.589546047,19.219948725571165,0.0,0.0,0.0,0.0,0.0,0.0,208184853.8504443,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.159694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.84214437443,47177762.21140305,13047247.307481825,5092450.458886841,237222916.8558272,6.494406099425335,0.009790031128812786
4800,32194920.221213773,28685691.546690222,22773132.383050937,19.219948700982123,0.0,0.0,0.0,0.0,0.0,0.0,208184854.69173124,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.450417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.774163877823,47177759.36887376,13047247.538739275,5092450.498751508,237222916.9058164,6.4944060348119494,0.009790030937222237
4900,32194917.828396276,28685689.23462491,22773131.708464254,19.21994889946704,0.0,0.0,0.0,0.0,0.0,0.0,208184851.17225987,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.8831506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.792843560615,47177763.533430144,13047247.943763422,5092450.5503182355,237222916.3772952,6.494406040634268,0.009790030950361286
5000,32194916.429092802,28685696.13296318,22773133.92082801,19.21994873965611,0.0,0.0,0.0,0.0,0.0,0.0,208184851.34399724,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.325273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.715027130584,47177762.65594546,13047248.083745053,5092450.517464141,237222916.17038816,6.494406089385933,0.009790031197382275
