milliseconds,Arr,Arr_di,Arr_tetra,Ca2_buff,G_GTP,Ga_GDP,Ga_GTP,Ga_GTP_PDE_a_Ga_GTP,Ga_GTP_a_PDE_a_Ga_GTP,Gbg,Gt,Ops,Ops_G,Ops_G_GTP,Ops_Gt,PDE,PDE_Ga_GTP,PDE_a_Ga_GTP,R,R0,R0_G,R0_G_GTP,R0_Gt,R0_RKpre,R1,R1_Arr,R1_G,R1_G_GTP,R1_Gt,R1_RKpost,R1_RKpre,R2,R2_Arr,R2_G,R2_G_GTP,R2_Gt,R2_RKpost,R2_RKpre,R3,R3_Arr,R3_G,R3_G_GTP,R3_Gt,R3_RKpost,R3_RKpre,R4,R4_Arr,R4_G,R4_G_GTP,R4_Gt,R4_RKpost,R4_RKpre,R5,R5_Arr,R5_G,R5_G_GTP,R5_Gt,R5_RKpost,R5_RKpre,R6,R6_Arr,R6_G,R6_G_GTP,R6_Gt,R6_RKpost,R6_RKpre,RGS,RGS_Ga_GTP_a_PDE_a_Ga_GTP,RGS_PDE_a_Ga_GTP,RK,R_Gt,RecR_Ca,RecR_Ca_RK,RecT,cGMP,Ca2_free
1000,32194830.275127605,28685628.173876926,22773184.461291086,19.219948567605826,0.0,0.0,0.0,0.0,0.0,0.0,208184856.95974657,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.4286017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.764237401945,47177760.08517564,13047236.415593099,5092450.455406349,237222928.1819202,6.494406103891167,0.009790030982787919
1100,32194834.734462336,28685644.100167003,22773177.4365507,19.219948623156323,0.0,0.0,0.0,0.0,0.0,0.0,208184852.1322697,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.894039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.823100408878,47177759.32187439,13047236.659385664,5092450.468582869,237222927.72145072,6.494406059713596,0.009790030981277132
1200,32194838.12153837,28685674.322151948,22773162.868073404,19.219948459451054,0.0,0.0,0.0,0.0,0.0,0.0,208184852.07869262,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.8006434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.806293000333,47177759.018202476,13047236.815695023,5092450.5079574315,237222927.60334688,6.494406080869231,0.009790030978777132
1300,32194842.3925283,28685675.213244427,22773156.393404365,19.219949018922282,0.0,0.0,0.0,0.0,0.0,0.0,208184851.63387144,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.2421603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.759515621909,47177760.42519819,13047237.37809023,5092450.452780032,237222927.34094083,6.494406047925868,0.009790030981652025
1400,32194848.58477908,28685684.568433926,22773156.821706023,19.219948867093972,0.0,0.0,0.0,0.0,0.0,0.0,208184855.506528,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.524566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.798114491536,47177760.84178452,13047237.524808094,5092450.523741086,237222926.74417275,6.494406111364909,0.009790030979389831
1500,32194852.511498198,28685699.17420177,22773150.658809476,19.219948876961944,0.0,0.0,0.0,0.0,0.0,0.0,208184856.49417406,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.8907948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.811064924284,47177762.558818944,13047237.904919809,5092450.549919447,237222926.5651371,6.494406069029146,0.009790030978484644
1600,32194858.37744117,28685691.368507918,22773148.67152806,19.219948984913362,0.0,0.0,0.0,0.0,0.0,0.0,208184854.62463984,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.458771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.75349245425,47177761.79038063,13047238.204714656,5092450.457256527,237222926.25530308,6.494406054035697,0.009790030980315773
1700,32194865.039353497,28685700.13842642,22773141.95292975,19.21994848037739,0.0,0.0,0.0,0.0,0.0,0.0,208184854.9426116,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.491145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.784789078976,47177763.539942406,13047238.30540085,5092450.480242416,237222925.76487824,6.49440607709964,0.009790030979516112
1800,32194869.035754986,28685699.373116713,22773138.786364105,19.21994845979444,0.0,0.0,0.0,0.0,0.0,0.0,208184853.89460483,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.1175203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.793444480794,47177760.93708336,13047238.639178732,5092450.462439352,237222925.7985385,6.494406086457147,0.009790030987675351
1900,32194872.481974244,28685698.862318985,22773140.344605166,19.219948381961313,0.0,0.0,0.0,0.0,0.0,0.0,208184850.42754194,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.2947435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.732932095712,47177758.870150566,13047238.923100721,5092450.507541687,237222925.46395025,6.494406120894626,0.009790030984344522
2000,32194879.27340592,28685714.9169798,22773138.35981572,19.21994898586867,0.0,0.0,0.0,0.0,0.0,0.0,208184855.2696846,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.1957655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.763480247013,47177759.0655778,13047239.425048856,5092450.512870231,237222924.9312882,6.49440608028246,0.009790030982624284
2100,32194883.668031134,28685709.542057846,22773134.49063925,19.21994892616955,0.0,0.0,0.0,0.0,0.0,0.0,208184854.42173415,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.057721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.795673718967,47177761.79914273,13047239.64601922,5092450.57557385,237222924.6581035,6.494406045729206,0.009790030984824184
2200,32194886.96758387,28685711.705323674,22773132.631715056,19.219948728020157,0.0,0.0,0.0,0.0,0.0,0.0,208184853.60737664,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.403332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.849310972226,47177759.91494656,13047239.911112523,5092450.494627896,237222924.453181,6.494406107953934,0.009790030984147928
2300,32194891.044419833,28685709.749270767,22773134.382719036,19.219948457667233,0.0,0.0,0.0,0.0,0.0,0.0,208184856.75533855,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.6567407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.771322182385,47177758.219386086,13047240.274979101,5092450.530697113,237222924.2119037,6.494406093550758,0.009790030985043597
2400,32194892.64713526,28685700.04846151,22773131.54206651,19.21994866057487,0.0,0.0,0.0,0.0,0.0,0.0,208184857.06700593,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448391.01248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.720789605635,47177758.945589535,13047240.762920326,5092450.497835273,237222923.9315409,6.494406060180831,0.009790030988135044
2500,32194896.376185082,28685710.0925974,22773128.434765495,19.219948693795153,0.0,0.0,0.0,0.0,0.0,0.0,208184854.769225,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.276571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.740145487474,47177761.719098836,13047241.065753596,5092450.5184268225,237222923.61348784,6.494406122056551,0.009790030990119448
2600,32194900.239090044,28685705.58742289,22773130.9450571,19.219948371674242,0.0,0.0,0.0,0.0,0.0,0.0,208184852.11213073,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.242076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.801084990844,47177762.55054975,13047241.389185568,5092450.455218554,237222923.13496265,6.494406075633333,0.009790030987138989
2700,32194904.468343716,28685712.19531564,22773131.177709788,19.219948507757692,0.0,0.0,0.0,0.0,0.0,0.0,208184852.40977702,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448385.7861447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.840497896623,47177759.94701337,13047241.771872025,5092450.5720188245,237222922.88135904,6.4944061231279795,0.009790030982654747
2800,32194905.06293762,28685708.998233043,22773126.638267823,19.219948539559038,0.0,0.0,0.0,0.0,0.0,0.0,208184850.8774905,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448386.9244366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.801158393895,47177761.48653139,13047241.719064293,5092450.507842284,237222922.38283056,6.494406072997506,0.009790030989167775
2900,32194909.535386316,28685702.83312135,22773133.200028896,19.219948643726113,0.0,0.0,0.0,0.0,0.0,0.0,208184851.33377674,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448384.6391897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.831512655699,47177764.072530165,13047242.12682276,5092450.462060374,237222922.18467137,6.494406086755615,0.009790030983006815
3000,32194909.39819187,28685702.57438437,22773125.772029083,19.21994852856645,0.0,0.0,0.0,0.0,0.0,0.0,208184856.54198492,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448389.344189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.753611130769,47177757.781747736,13047242.557309603,5092450.465920393,237222921.85841432,6.49440605696713,0.009790030990678645
3100,32194913.354702804,28685698.673706055,22773130.351890314,19.219948779316965,0.0,0.0,0.0,0.0,0.0,0.0,208184854.47980672,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448388.9821377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.790371424111,47177759.41661346,13047242.829199597,5092450.5149244,237222921.7602769,6.494406040456667,0.009790030984730082
3200,32194912.585536394,28685710.496033512,22773130.68468769,19.219948445118682,0.0,0.0,0.0,0.0,0.0,0.0,208184855.70210433,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448390.8743224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.835928554385,47177763.588543765,13047243.236486545,5092450.549685021,237222921.4058552,6.494406106374095,0.009790030991682241
3300,32194911.91646241,28685709.435310904,22773129.51608426,19.219948584318466,0.0,0.0,0.0,0.0,0.0,0.0,208184851.17531756,0.0,0.0,0.0,0.0,51072522.98263534,0.0,0.0,2506448387.1448193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2553626.149131767,0.0,0.0,14801.71752963176,47177757.78973508,13047243.352742698,5092450.530978023,237222921.09755775,6.494406104986252,0.009790030983760373
