milliseconds,Ligand_EGF,Surface_Receptor_External,Receptor_Ligand_Complex,Internalised_receptors,Receptor_Ligand_Pit_Protein_complex,Free_pit_proteins,Internalised_Ligand
0,198730648282823.62,72585.61725344002,198.2207826202321,24748.310415817446,0.0,0.0,-34.48554877419993
100,198730648204571.06,19.163309223830872,73257.50958817101,25216.21311336603,0.0,0.0,426.9734758955602
200,198730648199984.06,82.98560253411694,72964.39422000946,25140.25456070557,0.0,0.0,156.92938512709634
300,198730648193927.44,198.03516514063065,73304.41238491885,25309.59577264737,0.0,0.0,572.0853207460385
400,198730648190106.7,28.26322223124052,73067.23872917445,25025.327752613313,0.0,0.0,486.9232539261497
500,198730648183378.4,-151.53365277405564,72916.09757338483,25643.280544270216,0.0,0.0,1496.671413203751
600,198730648183378.62,487.2460082800393,71833.37292423981,25382.67467152312,0.0,0.0,1119.3511683587094
700,198730648179160.75,-246.26215837354434,72578.47692741647,25883.773952967716,0.0,0.0,1822.3411309809187
800,198730648173185.44,148.7138690898213,72263.72671764735,26469.24266619568,0.0,0.0,1975.2749944383272
900,198730648168152.1,-150.14512734795545,72031.40941105878,26299.006531064155,0.0,0.0,2339.394340094892
1000,198730648163815.88,-493.96604216130333,71180.22998945958,26538.66225606266,0.0,0.0,3231.971847241019
1100,198730648157693.94,478.37259806220504,71110.12414577563,26820.561490019612,0.0,0.0,3555.2815822976213
1200,198730648156142.72,-311.91169685096366,70381.97503343037,27552.46008147885,0.0,0.0,4021.491743145815
1300,198730648150724.28,-26.16890466852298,70067.75741418975,27831.284574041096,0.0,0.0,4072.129924007666
1400,198730648149022.53,120.99543942379697,69535.12519301551,28290.64798632242,0.0,0.0,5143.174976038633
1500,198730648143051.28,-385.6205179935734,69223.41141959955,28622.21501479153,0.0,0.0,5154.829857471179
1600,198730648142165.56,20.810886199321928,68662.88374311819,28931.918565207503,0.0,0.0,5729.961057344524
1700,198730648136444.56,-369.98020862523293,68598.39687357876,29404.759163393854,0.0,0.0,6897.816489753162
1800,198730648131409.12,11.81295813241146,68262.70317797735,29756.216375356085,0.0,0.0,6857.857876397727
1900,198730648129484.84,-310.9966041786209,68254.99339936436,30462.00932781559,0.0,0.0,7386.087699030251
2000,198730648122974.72,275.3516645680967,66765.91389585701,30440.77299100276,0.0,0.0,8356.519131454199
2100,198730648117973.03,425.2601471816968,66828.81358917967,31530.247676895684,0.0,0.0,9166.934127098852
2200,198730648117979.9,386.11187524713057,65930.94262757072,31722.611526495784,0.0,0.0,9739.2132313847
2300,198730648109146.66,488.6694452983836,65662.87699376709,32467.198386718395,0.0,0.0,9954.79098552994
2400,198730648109028.44,-135.96160540927616,65405.92344160842,32691.192275375975,0.0,0.0,10394.736625248677
2500,198730648100788.4,96.76325275466861,65192.67719548541,33215.08889797768,0.0,0.0,11282.054909536922
2600,198730648102140.72,25.06410458897354,64604.82761031771,33828.408027634236,0.0,0.0,11845.373370405323
2700,198730648094161.53,370.45383490182513,64032.386149394064,34026.213709001335,0.0,0.0,12677.626457796196
2800,198730648092965.75,-300.61800359872433,63038.296003187344,34661.95289077287,0.0,0.0,13549.94414539669
2900,198730648084752.25,493.7805897999232,63217.87992586093,34918.66519946582,0.0,0.0,13823.909586896883
3000,198730648081168.66,-114.16072280167141,62231.9427820779,35349.566464541596,0.0,0.0,14123.233075487344
3100,198730648078672.1,268.8500268796603,61767.23459456873,36432.169721952545,0.0,0.0,14874.040882551531
3200,198730648075617.72,430.1514137612776,61719.621278904975,36819.86218359106,0.0,0.0,15421.407872143094
3300,198730648074539.12,-466.616066104542,61081.0975850598,36872.98422118709,0.0,0.0,16390.211399270185
3400,198730648067006.38,357.07773317433447,59902.125710430904,37842.46137015964,0.0,0.0,16950.711091942136
3500,198730648068165.7,-447.0181725509397,59941.367219480526,38195.52057583571,0.0,0.0,18109.754760231866
3600,198730648062648.56,-412.77859550689794,59869.330675686506,38632.141728249684,0.0,0.0,18611.304576895778
3700,198730648057017.72,384.0266423463499,59378.59006162654,39179.526514403515,0.0,0.0,19251.316327488577
3800,198730648052718.22,259.5279808026285,58201.32112210908,40014.874779501784,0.0,0.0,19398.82302179037
3900,198730648052506.1,110.4564646157174,57728.22602021175,40367.338143569905,0.0,0.0,20077.862669489103
4000,198730648044409.47,-189.02053709186987,57334.76304283931,40640.193658608405,0.0,0.0,20654.550590184484
4100,198730648043589.97,90.0329727885591,56850.23761927002,41437.81287644832,0.0,0.0,21386.6328401703
4200,198730648040105.12,-271.86579902370545,56514.26840479053,41708.77349191087,0.0,0.0,22445.4803166471
4300,198730648038493.38,-228.62472972376548,56075.39713128633,41811.66696271274,0.0,0.0,22848.70962389737
4400,198730648031157.25,277.7480450902822,55013.96813771911,42446.76731798511,0.0,0.0,23334.635092161534
4500,198730648032115.56,-399.8558148380049,54442.31955536529,43372.46745839176,0.0,0.0,24307.450771360047
4600,198730648026050.5,175.67675704997265,54021.58851609127,43526.503983521936,0.0,0.0,24543.09133929293
4700,198730648023161.2,468.40962576482855,53702.4663484589,44086.2272162227,0.0,0.0,25179.603728785987
4800,198730648022601.34,-173.27117371691264,53009.7003383385,44306.67178011157,0.0,0.0,26341.2615977978
4900,198730648014329.2,-84.61764161138103,53423.411891884345,44792.47152338025,0.0,0.0,26389.583900569494
5000,198730648010611.8,-277.10566842610416,52565.07663198001,45308.863330439504,0.0,0.0,27623.19374997378
