milliseconds,S,N,T
0,0.09972823380528546,0.1998512493274826,0.10014377159384853
100,0.10130101757276082,0.19980754456371402,0.10003581201564764
200,0.10140854094306108,0.19937479992643786,0.10018407062782878
300,0.10289845132481752,0.19929917190074584,0.1004980552383196
400,0.10345101944848234,0.19899821402833776,0.10051019555004626
500,0.10477327158430229,0.1987574919929946,0.10069166836972836
600,0.10478012976223236,0.19827355532131496,0.10070925540710485
700,0.10656272849963128,0.19825557724149015,0.10091780184334773
800,0.10672994065069856,0.19790906904490516,0.10095765599887734
900,0.10786538450529981,0.19759956611699445,0.10109644361707763
1000,0.10856267068820476,0.19721743698051386,0.10125330966251213
1100,0.10964546181319028,0.19698064745641655,0.10164255926995906
1200,0.11048758659308368,0.19699702825200055,0.10181209969242742
1300,0.11095553409528705,0.19655777025702362,0.10197486843909813
1400,0.11144048258949453,0.1963485011624359,0.1020834338728551
1500,0.11281649628286226,0.1961773550889889,0.10229832451087477
1600,0.1133312793942787,0.1958660336946716,0.1022593127847398
1700,0.11412063723588342,0.19573458969489066,0.10253827108416196
1800,0.11483856136042543,0.19548938466784163,0.10280547191419605
1900,0.11581337758153999,0.19529539238883065,0.10278652056096539
2000,0.11657477047449685,0.19496721318957588,0.10325348387403924
2100,0.11656354266437845,0.1948113597229633,0.10325263540633817
2200,0.11718916982882012,0.19460788466605922,0.10337728315564028
2300,0.11820295902677781,0.19443917873592267,0.10357165488528539
2400,0.11931705431323568,0.19405673831980277,0.10399000002428697
2500,0.1193975422506262,0.194001000796421,0.10423320089572176
2600,0.12056128796439895,0.1936044059613977,0.10437321962965392
2700,0.12135200837238759,0.19361634954497364,0.10441795864040287
2800,0.12159883124797245,0.1931834620927801,0.10487036280663702
2900,0.12229884520178352,0.19312930677121157,0.10485223378844258
3000,0.12314602443095268,0.19277914518955042,0.10504337087150897
3100,0.12378458340978357,0.19284400455035702,0.10537975370964159
3200,0.12396850007746976,0.19257579116627732,0.10559207149014344
3300,0.12445252637324981,0.1922852372807943,0.1057511654979341
3400,0.1249163444753135,0.1920778755533352,0.10619897696215091
3500,0.12581388608005462,0.19181108867754543,0.10644547548039214
3600,0.1263065666442802,0.19182101397366644,0.106657680932095
3700,0.1273019923706282,0.1915357424025151,0.10677945382327372
3800,0.12802403008334917,0.19135875567255625,0.10720040203170873
3900,0.1280417918002168,0.19119520371244036,0.1072347293360881
4000,0.1285759452797467,0.1908783370201299,0.10760700619995289
4100,0.12926017957375874,0.19079912444124147,0.10790174475637948
4200,0.129894380175113,0.19056356084032564,0.10815532560625177
4300,0.12997151151768635,0.19038431744935322,0.10825873975854752
4400,0.1313193734774307,0.19029118932406575,0.10864946874762
4500,0.13115068159187238,0.19025364136247896,0.10886872761671827
4600,0.13236020765329895,0.18991962295312526,0.10922378102991133
4700,0.13289712772440912,0.18971847776800133,0.10934760387125557
4800,0.13320611508734723,0.18975173049838662,0.10954668386977089
4900,0.13322948864723735,0.18932339165226744,0.1099022212975943
5000,0.1339488697602505,0.1893219843391448,0.1101753232894455
