milliseconds,S,N,T
0,0.09964388171065883,0.20002127601210173,0.09996256026782076
100,0.10086280008193375,0.19962584989637328,0.10005192479833555
200,0.10132996734350264,0.19956080696157052,0.10037442728016781
300,0.10264265906360777,0.199287375890541,0.1003700644245946
400,0.10401413656180124,0.19882252327530953,0.10051409559250966
500,0.10441685284001007,0.19870573938641486,0.10058849578312892
600,0.10500689121592431,0.1984334171701591,0.10073784612616155
700,0.10612252647024965,0.1981018662607834,0.10098073943015363
800,0.10645990352213323,0.19790060047820301,0.1011669146905665
900,0.10721600110574998,0.1974528855193821,0.10108950886372782
1000,0.108112043335941,0.1972260199054736,0.10132258790713188
1100,0.10972223425203825,0.1970802558684714,0.10143499675498212
1200,0.10994769895877013,0.19677683271634827,0.10181255057448846
1300,0.11129396583574255,0.19676312382902403,0.10179562675375661
1400,0.1119934693092941,0.19634402455184913,0.10195591134109147
1500,0.11283743361471167,0.1961700100832636,0.10212631569523532
1600,0.11268855449939254,0.19581968269211203,0.10229281306940863
1700,0.11439071052023966,0.1957719910205703,0.10249621757206274
1800,0.11467906841456545,0.19546080338451965,0.10279984359885484
1900,0.11490211200029266,0.19513650529070503,0.10300722306965016
2000,0.11616010042558067,0.19504777173410554,0.10318764455786021
2100,0.1172155644575536,0.19467562564200797,0.10320050440541662
2200,0.11760463205816797,0.19449633912895062,0.10347195032107971
2300,0.11869933390719917,0.19433564200507952,0.10380735507800642
2400,0.11859145615654505,0.19425067484222866,0.10384832233890941
2500,0.11952384836781905,0.19394889219844566,0.10414846034571279
2600,0.12039349289073618,0.1938234843161367,0.1041857586170796
2700,0.1212716580248931,0.19334826847936412,0.1045390864638895
2800,0.12143102222508335,0.19315730876844459,0.10466261736675796
2900,0.1223087651662545,0.19296891121244478,0.1050927261595766
3000,0.12258306943210805,0.19302989167729273,0.10505135320282102
3100,0.12327955739674863,0.19257426298078745,0.10541503000427922
3200,0.12363126680580493,0.1926019863284706,0.10555734238776572
3300,0.1243866512531939,0.19234931072422384,0.10576808584668491
3400,0.12554680745620747,0.1921156565236467,0.10620047599541613
3500,0.12621601881824565,0.19194409204825907,0.10643557344917806
3600,0.12624687312434618,0.1916470259469484,0.10650134365705677
3700,0.12750171573698266,0.19146924297201381,0.10666244262462377
3800,0.12796313295595035,0.1914543143272598,0.10711200509524788
3900,0.12807303565871878,0.1912616769513888,0.10724877043479006
4000,0.12850870311990842,0.19099391339956182,0.10742578632588332
4100,0.12923500900082674,0.1908761856738465,0.1077235986020675
4200,0.13024996345991388,0.19056573369513125,0.1080188465589283
4300,0.1307169231933587,0.1904025895832469,0.10819927128104792
4400,0.1312930126900811,0.19027137056355525,0.1085077072569807
4500,0.13105877643399053,0.19006811183391334,0.10897885898078724
4600,0.13160550646546254,0.18990822732417184,0.10917700525052969
4700,0.13303217710875304,0.18992857103995842,0.10931737419365911
4800,0.13351689237546405,0.18959487075788442,0.10969846007913196
4900,0.13377656815157485,0.18931467597260498,0.10991354322907276
5000,0.1343123689959528,0.1892665725377343,0.11035068107439348
