miliseconds,S,N,T
0,0.10030799708581005,0.1998890511005054,0.09995956060629543
100,0.10039432751363286,0.1997365120948375,0.10001210958440139
200,0.10189569987293394,0.19944515833770657,0.10033951140740618
300,0.10275507915056702,0.19902240191000445,0.10043204675453145
400,0.1038920229595039,0.19894424911975012,0.10056555308244805
500,0.10479729928229452,0.19876709688681604,0.10055142720686042
600,0.1054191683361515,0.1983725295150987,0.10091026190384124
700,0.10590007496316205,0.198229779493114,0.10096970403670129
800,0.10645904429801924,0.19776201341630303,0.10110236169792826
900,0.10783915957736,0.19770182147728713,0.10119471496437812
1000,0.10840504658589821,0.1973116107106999,0.10128314940021392
1100,0.10906053928939836,0.19695063007893301,0.10165693835155695
1200,0.11001849280987587,0.19696932747701318,0.1017073439286509
1300,0.11109044374862753,0.1966239761322592,0.10199716771755814
1400,0.11173850754632962,0.19644993784033718,0.10193310487713797
1500,0.11206171095553555,0.19610847432654852,0.10208431987197453
1600,0.11290918915341482,0.19580024319620024,0.10235309024906415
1700,0.11357296996574132,0.19576984030706382,0.10253488275974394
1800,0.11511843372077225,0.19547349087775903,0.10284094578257715
1900,0.11576848307656586,0.19511806368764492,0.10281756390227052
2000,0.11620934065938732,0.19496040191607866,0.10301564586653314
2100,0.11639832111331333,0.19483765757130772,0.10326430233263612
2200,0.11800377924142302,0.19459412478958665,0.10357694976927181
2300,0.11774052340204295,0.19446805481849858,0.10369050127616111
2400,0.11861568896271503,0.1940866150932852,0.10388173102886915
2500,0.11990393532216338,0.19399576363669493,0.10403459333189757
2600,0.11991735488465598,0.19355755996856,0.10419265618108893
2700,0.12112092240866734,0.1934122210819293,0.10465519880841281
2800,0.12202498772777444,0.19337038760697642,0.10472732373217637
2900,0.12195183236660972,0.19294160929642032,0.10488397912598632
3000,0.12239561441414604,0.1927595018239032,0.10524191046898956
3100,0.12372717478121224,0.19277698096015194,0.10528702330107695
3200,0.12419836378358341,0.19245105132927873,0.10554723934150366
3300,0.12478981843870592,0.19229882007039123,0.10591900368570481
3400,0.12523734399967237,0.19226371842039996,0.10602686513054335
3500,0.1262694941662499,0.1918299995705078,0.10623155323589303
3600,0.1260333230880442,0.1917724175229972,0.10668185985014378
3700,0.12740475503883716,0.1915394433239512,0.1068450683640999
3800,0.12756381399085864,0.19133546986881161,0.1069435198446406
3900,0.1283716085229958,0.19106949399262313,0.10724731998968294
4000,0.12846304110723325,0.19104200121222978,0.107523648644126
4100,0.12937334639089793,0.1907310318713936,0.10777912981675156
4200,0.12974815021635677,0.19052489366618214,0.1080522207778663
4300,0.13034317664707007,0.19035709164570405,0.10843448195617646
4400,0.1308869631696565,0.19027475925254822,0.1084519100710912
4500,0.1317213958691252,0.19023745149431506,0.1087094138912256
4600,0.13171506456085608,0.19003551158380913,0.10902843262953933
4700,0.13246250984639749,0.18990096738801313,0.10950061376155375
4800,0.13289771585992585,0.18968697222857703,0.10956445374991484
4900,0.13315727343385436,0.18957023011134572,0.10992944833013482
5000,0.13370750534578674,0.1894471084327481,0.11027848828300471
