miliseconds,Uninfected_Tumor_Cell_U,Infected_Cancer_Cell_I,Oncolytic_Adenovirus_V,Tumor_targeting_T_cells_T,Naive_T_cells_A,Dendritic_Cells_D
0,56.8411479416417,0.0077443377438083365,2.4566799492613263,-0.03360445440418134,0.0,0.0095162843876883
100,59.35199415799184,0.20197538822766678,2.051718765902454,0.037713726641767406,0.0,-0.009426885797819804
200,60.37703463230334,0.37377686026738477,1.7030281778647003,0.003632816142195072,0.0,-0.013310939343132659
300,61.77105781726907,0.46433308257629946,1.411377808107089,-0.021718125817050946,0.0,-0.008453825454396923
400,63.886386116346884,0.5407707637691116,1.3057763948092778,0.11675229868842173,0.0,-0.008717923923580893
500,66.81330131028648,0.6096077108241964,1.2061599120607107,0.16314925496429677,0.0,-0.012715738953976442
600,67.74079474108521,0.7068432437650995,1.100899730451682,0.2362103361006004,0.0,0.0035370033406610687
700,69.38196307234362,0.6881949193717561,1.0687426135713745,0.4830371693215396,0.0,0.007308488446690269
800,72.51445718023099,0.724859132226658,1.076857006128375,0.5023467327372819,0.0,-0.006313092233589628
900,73.97622281913745,0.7948383667563654,1.0334462245187805,0.4512232083729916,0.0,0.007927719293949519
1000,77.64507660605037,0.8081233939270063,1.0487641558567808,0.7420675627742853,0.0,0.9932247464002154
1100,77.95911787148505,0.7911968181581172,1.0576264775072914,1.2667242343141658,0.0,0.9668128256057442
1200,80.60075251227646,0.8321891313720299,1.0904382080085029,1.644083493661347,0.0,0.9435209017378571
1300,83.68029338029186,0.8346456234466881,1.0760121327624186,2.1769762947378988,0.0,0.8913149025020647
1400,84.5536517501977,0.8760267977061973,1.084620266082138,2.88948144659611,0.0,0.8694421282548206
1500,86.42247071621925,0.8898474509703203,1.0604666635084259,3.2244702917937005,0.0,0.8486489866653647
1600,89.69422477980387,0.8900971495266647,1.0841177108047018,3.6157647372971957,0.0,0.8042500530424502
1700,90.96335778765163,0.8972207240781557,1.1201278667032246,3.9356460149520913,0.0,0.7850306696728261
1800,91.30431808299541,0.9003169493399205,1.144250687440286,4.346540642359028,0.0,0.7531521395363535
1900,94.75215738800878,0.900980732323999,1.1134433172947225,4.850924378352154,0.0,0.7305177416828925
2000,95.18820380629285,0.9243514548090916,3.6689720738646945,5.1548763837762515,0.0,0.7156589670036622
2100,97.65305682028816,1.1313766527133138,3.187695999487874,5.4635861910874075,0.0,0.6914649996701789
2200,98.72644849153886,1.2433500038086727,2.84083847345642,5.635992639869652,0.0,0.6433264794281389
2300,100.8789194390205,1.3324731990808643,2.573551238262625,5.929337376706506,0.0,0.6239357419551462
2400,101.35012610731825,1.406835702888667,2.4786758358176137,6.187649071261829,0.0,0.5995156141799388
2500,102.41744343919642,1.4723697765611452,2.3680877217656335,6.498043536284959,0.0,0.5886702017209245
2600,104.9631979065261,1.5377392188629546,2.2202436619282793,6.567304537943899,0.0,0.5795871902038852
2700,106.25392234438071,1.530532820417456,2.177559493881279,6.955414364886249,0.0,0.541556969674939
2800,107.4908172180642,1.5766170803484147,2.1408019699960277,7.214779539232465,0.0,0.535344647484862
2900,108.95460650525614,1.6015291820445463,2.1159105933470355,7.3182321453666646,0.0,0.5299306724549228
3000,108.47236541126627,1.5665514930005278,2.1651621929369607,7.554833711461772,0.0,0.5100207319950772
3100,109.59507178038056,1.57984549626567,2.1270752401161848,7.883585401167166,0.0,0.4848781766934949
3200,110.83699567283536,1.5790472048283593,2.1299675132517173,8.112516500635838,0.0,0.46636598685738423
3300,112.65259004646006,1.6217868031129805,2.1477162749756387,8.06741765303833,0.0,0.4380188065681391
3400,114.22506673532473,1.6146194152635405,2.128372264983206,8.362281185542278,0.0,0.42135509665533555
3500,114.18905190952215,1.5963776362890498,2.0745947465645456,8.506361091605132,0.0,0.4065903509642708
3600,116.2249331321303,1.6221708402640642,2.0843811684934423,8.692664365734377,0.0,0.3930887778141523
3700,116.66823802221198,1.6399784448462649,2.15232169167162,8.88774782245978,0.0,0.38987913566794913
3800,118.15323188790491,1.5882667503945995,2.094521212075139,8.869502964786244,0.0,0.3740422238148059
3900,119.96901568746993,1.6361703468062752,2.129436066004322,9.046512665078003,0.0,0.3621436504662396
4000,120.80406605909666,1.6072622854636227,4.606801366125992,9.012314141794405,0.0,0.35716118749588394
4100,121.11262665136942,1.7865364069087806,4.164997558031,9.251024767965681,0.0,0.3494253243886436
4200,121.6429322181434,1.9481297885727045,3.781384684568203,9.200116814883335,0.0,0.3369596153395975
4300,122.01118653469204,2.0085317108984144,3.5189999274309547,9.282780201194083,0.0,0.31521336843627745
4400,123.49554432209622,2.1111965044492433,3.376102771824031,9.435990704221698,0.0,0.30067991902559793
4500,123.90914067633683,2.120986256994317,3.218888093151436,9.467862827761623,0.0,0.29339761286256677
4600,125.21071819072539,2.155087080613909,3.1175896855350897,9.685975529953653,0.0,0.2873000361134681
4700,126.55051699878592,2.2009214573469595,3.087955421342522,9.877284983775883,0.0,0.2660660466823045
4800,126.36043614772491,2.212557879398102,2.996556188037446,9.821347883759225,0.0,0.2656267381210019
4900,126.92534159338341,2.20410417999967,3.031641511287912,10.02716868236376,0.0,0.24691119001749434
5000,127.20779073601334,2.1979607233149663,2.995663546548321,9.995924473201484,0.0,1.2372388159058019
