milliseconds,Uninfected_Tumor_Cell_U,Infected_Cancer_Cell_I,Oncolytic_Adenovirus_V,Tumor_targeting_T_cells_T,Naive_T_cells_A,Dendritic_Cells_D
0,57.121439233227576,-0.003967422266346552,2.5021144753345297,-0.06903306691901226,0.0,-0.007101488182038401
100,59.2555658423865,0.23346080414490883,1.9716782965397355,-0.1202975963376735,0.0,0.009141502633721106
200,60.25334143444924,0.3410476057128485,1.6714656131900163,-0.11246840960848095,0.0,-0.005785324982983012
300,62.27345862731676,0.486781950960603,1.4493623476039355,0.051359132372738855,0.0,0.004539443394253299
400,64.83509384162926,0.5601039361423382,1.3198587231142036,0.24240481990874355,0.0,0.013236936869761804
500,66.5785175403058,0.6032015902612505,1.1749027179595843,0.43647033896822307,0.0,-0.011700181575858446
600,68.86677936419166,0.6667611166441013,1.1606894979129336,0.42148576577587515,0.0,-0.002913276299553559
700,69.61758398761812,0.7430895239845504,1.0378660442173122,0.5235659619136794,0.0,-0.00436292819443172
800,72.03147621946268,0.7639234310637552,1.0753526679309906,0.6249229747036479,0.0,0.010870483427998024
900,74.84187620170938,0.7776064571028959,1.0273544035989375,0.5486157149859792,0.0,-0.008376589722391982
1000,77.6627927382615,0.8066896062032978,0.9969693009271228,0.5922545380709515,0.0,1.0154704006389843
1100,78.65974670234317,0.8267198646166306,1.0856557757078178,1.3262249173524105,0.0,0.9548151711328263
1200,81.05630274185177,0.8167304474000736,1.033820612788556,1.745116424770808,0.0,0.928168836129955
1300,83.74427338838908,0.862022496476389,1.0416544892925894,2.3182078070553636,0.0,0.8894101074641245
1400,84.08407170473842,0.8703393099229905,1.1082461739118457,2.6083957819344916,0.0,0.8728341057110873
1500,86.44425900023958,0.8649511665876329,1.0366904753891166,3.195659547305125,0.0,0.8262287245634518
1600,89.42969250945632,0.9026472737624082,1.126325402043695,3.491705029388291,0.0,0.8208953389125455
1700,91.12071362229699,0.9123603115428489,1.125533321727699,4.1439819065951715,0.0,0.7897541134729926
1800,91.58390326736887,0.8888137134858222,1.0841589080890173,4.387443161526214,0.0,0.7509343394605977
1900,94.9564445587709,0.9058454260029055,1.137694479926972,4.8181020967236075,0.0,0.7364301266710209
2000,95.33316461780045,0.9122644100321291,3.642390191664211,5.082576207148964,0.0,0.7104250315788597
2100,97.2587278213686,1.121233087999458,3.132261525578417,5.46170884460761,0.0,0.6732392801640196
2200,97.98541523058367,1.238867375697945,2.8158551883800476,5.610505326652586,0.0,0.646466278875754
2300,100.50299992330008,1.3801676475814484,2.5671549669182725,5.801569142207336,0.0,0.6292658132127553
2400,100.60195129663188,1.4382526693558757,2.4362454388613295,6.162103931483553,0.0,0.6066192420296871
2500,102.04222116462414,1.4775408759944275,2.358939011756982,6.495441111458379,0.0,0.6023656011616741
2600,104.88121234643565,1.521883715573776,2.2787137736181364,6.59902156278863,0.0,0.5809762355095254
2700,105.24416745043317,1.5236766662733081,2.2360983004692696,7.088561494535258,0.0,0.5634439210645125
2800,105.67532230317568,1.5557396171903615,2.1937449131549087,7.234236351858635,0.0,0.5444306910292419
2900,107.64575481424978,1.5786474866871623,2.1327146367341774,7.3375978670963615,0.0,0.5262591476876134
3000,108.22300385219258,1.6057811856389592,2.1143769649744746,7.6891265577350385,0.0,0.4995059897004267
3100,109.49136379253675,1.590851172846163,2.1325288935606244,7.831921228886163,0.0,0.4640666740956112
3200,112.16118749633794,1.6065368989293782,2.113470264888788,7.956651311516219,0.0,0.4558211304873523
3300,112.10731966350482,1.610515534738411,2.075527376700445,8.379359695428109,0.0,0.45572265998163575
3400,114.72852575925513,1.6350462160541672,2.1501825039725615,8.440146162510967,0.0,0.4351861632767171
3500,114.62707652205931,1.619615113204437,2.063161823014541,8.469515224095593,0.0,0.4273673749254695
3600,116.25033325537042,1.6378122223647025,2.0926898221673302,8.560477875523764,0.0,0.39696230194269255
3700,115.960702512793,1.635178577678244,2.1228590506496294,8.692462833708813,0.0,0.3858171713444463
3800,117.09010416249545,1.594198295604692,2.126968663300983,8.915760172399663,0.0,0.39093905877514584
3900,119.34623900462601,1.637462380982233,2.083726138287659,9.034924718109655,0.0,0.3650460690122119
4000,121.0649297126986,1.6242453218092148,4.614031280878206,9.085462250925733,0.0,0.3414769000781228
4100,121.97003251012049,1.7888748147809785,4.076993437383138,9.04660846897079,0.0,0.34050949144872195
4200,122.82255220361732,1.9365029248945367,3.7886742930063235,9.281666256768641,0.0,0.31842915183561815
4300,124.07613349157091,2.043647632699646,3.494462721838611,9.527173788741667,0.0,0.3281424794688084
4400,124.53694815813643,2.086968815661459,3.3401017387826992,9.463447081678064,0.0,0.2936178203178757
4500,124.60775228741446,2.1632660432348008,3.230262049158556,9.663433362637535,0.0,0.3039213139834897
4600,125.90659177150798,2.170330378190863,3.1485662424097614,9.75689549067143,0.0,0.2849747556379432
4700,125.30333947547118,2.1602397819345285,3.0957709414993126,9.82718257570136,0.0,0.286046169878341
4800,126.43788488747917,2.2027996396297143,3.017833004374849,10.053445128511937,0.0,0.274227015773612
4900,126.66750107933946,2.223732802086354,3.0034176190305497,10.015246848238872,0.0,0.26777326895833836
5000,127.71905222902382,2.196440505061334,2.938049571894081,10.250709972344245,0.0,1.238083813339369
