milliseconds,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,P,NAD,NADH,SUM_P,F26BP,ATP,ADP,AMP
0,0.08671201688584362,2.4756542571062976,0.6125218007051891,5.516224056720556,0.9632677355506291,1.9489282305653144e-05,0.9042212339661,0.1214778447626365,0.0659124563716407,1.7469001451495867,0.1716596168632019,6.294296588482384,1.1977877000888728,0.39276810823686764,4.1,0.02,2.495723592636935,1.2789739983391988,0.3018297279683642
100,0.07293414125637636,2.6903575984441397,0.48141548494344794,3.076815847548717,1.8693334396517987,0.001645752886758931,0.6351673818630624,0.08701633140807274,0.2147447465682194,6.645967263234069,0.04899136592269281,7.546961343496244,1.444616691719794,0.14936881050202738,4.1,0.02,3.4703855805856296,0.5903167414011347,0.04069707361308336
200,0.07523048383323133,3.1353349870680844,0.4581225161811626,1.7304786743893725,1.3856640047774489,0.0018953212138831895,0.7939115423532596,0.10926109589652569,0.2564338683123034,8.610730415725733,0.10994436765534518,7.523579952921724,1.5204595858698446,0.072953624587751,4.1,0.02,3.4706241598009946,0.5866184842292471,0.040836685373041165
300,0.07650487740513719,2.717220271341799,0.38684431775424033,1.3857490385183475,1.2021639339127825,0.0014922610427579525,0.7352883760432539,0.09858031061354841,0.22118334769396886,9.931569835544606,0.13989222498512346,7.419453993944287,1.5304223113034414,0.05058457975585722,4.1,0.02,3.3664152730341828,0.675797642284081,0.06274966318945327
400,0.07750442424764178,2.269629223174803,0.31733909864525645,1.123980293041071,1.0547894888200444,0.0011889650627395964,0.6352795088455866,0.08740998225963151,0.18706232280934154,10.536508027284334,0.16126229600740824,7.250399993783331,1.5418636088954873,0.05216850742928236,4.1,0.02,3.242708713638287,0.7666991247779139,0.08631799205630106
500,0.07964982018332627,1.8220176863523172,0.23959347179919935,0.9221155231993088,0.9711851752778035,0.0008828517588496072,0.5618036226525874,0.07484277758308137,0.15025699644229903,10.909563414801637,0.1781398182612026,7.156024563587727,1.5494050319003416,0.043048203775496306,4.1,0.02,3.1170510824134348,0.8698221110553916,0.10042913847298296
600,0.0839862471041325,1.5830122783621907,0.19538198684277863,0.7526937810871341,0.9034919990831546,0.0006956368882246335,0.49790893050165597,0.06618221687515506,0.12571827137926259,10.898941359907424,0.19003509896516046,6.93735122204799,1.5535585647290246,0.04308248474680315,4.1,0.02,3.0026346938510455,0.9515058362065477,0.142745675309417
700,0.08671569898083925,1.4084020082074895,0.16775927381824438,0.7479691400747932,0.8600327444698264,0.0005731397796845734,0.4460977304285611,0.05856046609618381,0.10715992834655425,10.723132876684822,0.19603324909759867,6.761198270790072,1.5481428749424937,0.04050044907314441,4.1,0.02,2.8722607593506866,1.051589534126399,0.17435445010213718
800,0.09082829265303642,1.2269427741900492,0.1396508102101279,0.6516611160641038,0.8138842207029832,0.00047036335374492,0.4171146764825686,0.05353890343798783,0.09416370557529707,10.353453558152163,0.19975019458665969,6.622356696750751,1.5510176316125115,0.0424874234063686,4.1,0.02,2.7677379042007715,1.1496632041959682,0.2077184892187636
900,0.09324528243434672,1.1470931389033896,0.12617198404215035,0.702247103281127,0.8174760417166963,0.00041518204075813384,0.40596243583154595,0.052483199521530716,0.08475962412591452,9.910220242962735,0.19803758557242718,6.528890347149581,1.5543819545623587,0.03777378471912489,4.1,0.02,2.6710407216033443,1.179483430276284,0.23933473700284863
1000,0.09451667283603457,1.1494036347227985,0.13048049383095528,0.6307786339513543,0.8021589265577513,0.00041328958722712663,0.3913805642000316,0.0504801539335678,0.08097486671047284,9.652851874757324,0.19152835514284655,6.439352316615481,1.552834415202118,0.03855374960384418,4.1,0.02,2.626444475739574,1.2285193931954075,0.26443784519279806
1100,0.0967412848942415,1.100988315332142,0.12072666930783704,0.676425987054742,0.7717096570169624,0.00035606633359100306,0.37662410050330275,0.048409988270849205,0.08229201600421539,9.36510553588551,0.18960485990116227,6.410306074328601,1.550507771992461,0.036143185037422074,4.1,0.02,2.5708146755839114,1.2615509219392111,0.2755242560539551
1200,0.09782015523496555,1.094792543603908,0.12178096222963407,0.6162499630181345,0.8000545992305758,0.00038203252440878135,0.37735372640659687,0.04758130392522359,0.0770787017274221,9.16653831611696,0.1844236757819755,6.36115384747336,1.550545859468754,0.04048325330495354,4.1,0.02,2.551712093171548,1.2752922692717747,0.2784176208661965
1300,0.09803488535252844,1.0280391396981747,0.10815752771638193,0.600972885207408,0.7993143749606443,0.0003431150533244118,0.3754385071651999,0.04472828344145596,0.07669082318427523,9.00995372086572,0.17826164760912527,6.359708244091115,1.5472373039209988,0.0464515758487304,4.1,0.02,2.5310895156971513,1.2917205251324726,0.29358767974171773
1400,0.09858265037033105,1.012184873129724,0.10564680092288194,0.6492808730354221,0.792218511549154,0.00032328404275230144,0.36702038039043805,0.04474464958511536,0.07524931409239365,8.775385706142352,0.17544397956354174,6.339513898577848,1.5478204134100166,0.038339884683799064,4.1,0.02,2.5268175963668695,1.2662657085758824,0.2936530152097212
1500,0.09878759947465071,1.080432835796838,0.112848696021807,0.6574191460181306,0.7667862889605873,0.0003637801632644683,0.36443963662172196,0.04420442108548191,0.07376296766307078,8.613980307849053,0.17373133787582737,6.310190197366249,1.5431066142166,0.04574047218425319,4.1,0.02,2.5174012535991,1.291991160200825,0.29018059687398473
1600,0.09844949733981427,1.0683554477577484,0.11289289924658465,0.6589241943278028,0.7617116947039512,0.00033390476866232394,0.3697690504389806,0.043977262816681184,0.07409911420273789,8.684080927833561,0.17323282661059194,6.3532007936625385,1.550231980169068,0.039441652750484495,4.1,0.02,2.5285734468774828,1.286698042367355,0.3015819516047348
1700,0.09861624652186037,1.0650987994892547,0.11253006926659712,0.6303888194029613,0.7730703843943418,0.0003514046030907994,0.35954710633176895,0.04512526514991034,0.0742547981364771,8.611250914358376,0.17222514193029992,6.322192484679974,1.542085990314847,0.04870248883364743,4.1,0.02,2.522727239268811,1.2867780832763274,0.29915041472455267
1800,0.09835017850228808,1.0621307543120801,0.1045703346194509,0.625675301892761,0.7907075530554273,0.0003026618927616207,0.3676285826168777,0.04487041734209715,0.07122359822718448,8.667436636890475,0.1732923571625179,6.282688456541242,1.549655101122413,0.04671865808337288,4.1,0.02,2.532343650965526,1.2716250507349067,0.30442827641117376
1900,0.09881505060991842,1.0374905578996194,0.10769961226857494,0.600395926465314,0.7952211579609435,0.00029705934174054186,0.36208226986453707,0.044647459825232605,0.07653444009113554,8.560800996380403,0.17010910940810717,6.291387993040581,1.5413892296991634,0.04126825532694481,4.1,0.02,2.4973985216743917,1.276649735677055,0.2915845504836886
2000,0.09938560497346031,1.0464952102683025,0.1086368206994549,0.658332826882351,0.7747799026596656,0.0003422813792706253,0.3462929505449579,0.04592685183849517,0.07752130732689441,8.489507747255677,0.17210115715554286,6.323597268879074,1.5480654740368582,0.047558330599105796,4.1,0.02,2.4988228927639917,1.300656335193113,0.3015985575778309
2100,0.09913043282009869,1.027939603033468,0.12261813554736052,0.6401339928074599,0.7655908190361873,0.00031806753342493004,0.3611131359882502,0.043475375898014444,0.07038578941478257,8.418455305336556,0.16878027875517798,6.337271602961777,1.546806827042678,0.04195589294190988,4.1,0.02,2.5022047607206495,1.3086560379868588,0.2957616273322674
2200,0.099235708749964,0.9977160162533761,0.10495166580315943,0.5562842855264758,0.7927904976489442,0.0003190702531178543,0.35138390277099035,0.04409907469987533,0.07154144730520959,8.43082398875833,0.17207488492611664,6.298240694570163,1.5422872720274123,0.042168334104704414,4.1,0.02,2.4933238633118697,1.2887904705016848,0.3046718353314582
2300,0.09845500111675293,1.0767226833027708,0.10516590609705097,0.6022209206597956,0.7923407124806064,0.0003524904049073594,0.3551001251747794,0.04483043985313783,0.07033127361894317,8.54903897343561,0.1690661071325054,6.310431212142877,1.5493024386875454,0.04821733530667293,4.1,0.02,2.533171668098081,1.2796853281950318,0.3013835213753246
2400,0.0988113336983004,1.0701412332270033,0.10767325898754504,0.6275208868723858,0.7758796010442235,0.00035144692195919665,0.36610395365119264,0.043800633267869815,0.07531513055554913,8.50786927290738,0.17056804492007188,6.302943708227198,1.5471452789136795,0.04071739708979187,4.1,0.02,2.5247541065192096,1.283521198471236,0.29783918024564576
2500,0.09811194286331223,1.0480206082219528,0.1118001419548772,0.6462809681537205,0.7828773165708967,0.0003138890428889198,0.36833918368403806,0.04645693140166909,0.07427727343120218,8.407775489798567,0.16880207685786172,6.341396544179525,1.5485597931723278,0.04230148836411793,4.1,0.02,2.532167571843123,1.2824395655540848,0.29423560155068895
2600,0.0982923532134676,1.042630480689952,0.12138124080897861,0.5487101711835635,0.7594059466943773,0.0003546119273257197,0.3563146615139654,0.044772407935301656,0.07773397832956745,8.40781194165057,0.16945641258189897,6.282880001255758,1.5475799900762932,0.041652170923207214,4.1,0.02,2.4862084332293173,1.2888499995273162,0.3039218368621931
2700,0.09874125594173046,1.0133287598226153,0.11050827578617567,0.6193103805107212,0.7775222752532333,0.00029518938316285866,0.3637495633602981,0.046364775367392294,0.07523782691088468,8.449273409957659,0.17212368240502382,6.287814189436946,1.540989506912986,0.03985889121955378,4.1,0.02,2.488474893650883,1.291760327125859,0.3048979066075914
2800,0.09887550388212168,1.0152966062290767,0.1027593256122934,0.6267435737579714,0.7706888424686555,0.0002982721234495327,0.3653655934998663,0.04485446740765283,0.07712849912876185,8.47971128624446,0.16838480399825687,6.30823263044938,1.5440009974972262,0.04077448958817239,4.1,0.02,2.52982642882204,1.2862827542622928,0.2927691216292104
2900,0.09906054444939431,1.0583814479465208,0.111717920988033,0.6123457774240751,0.7883061500693929,0.0003209276662483253,0.36472716996500154,0.04329091159369997,0.07104428289012665,8.644312121036368,0.1700668698547496,6.301471128836072,1.5429904953864828,0.046496275389317124,4.1,0.02,2.517929488403566,1.2985212800491701,0.3067702783726467
3000,0.09859585986558884,1.0646703283822636,0.10297948155295022,0.5512856515740719,0.7926449565830663,0.0003268622203613156,0.34563934531228707,0.0462196968212913,0.07100668899617547,8.484598979810901,0.1710497714300166,6.277925357053268,1.5485529001204075,0.04240507695836304,4.1,0.02,2.521162323998262,1.2772378443025099,0.3063609665271694
3100,0.09852374404416954,1.0319827066920253,0.10497323788788145,0.5932704342306218,0.7619795075492332,0.0003074369170743591,0.3590857232935162,0.04468781307734983,0.07105624552333388,8.58323779105304,0.17163987034752437,6.334397483302828,1.5489233332884864,0.03998945140570203,4.1,0.02,2.488639598675131,1.2748559198898102,0.3067134040723826
3200,0.09809143195559746,1.0766540377890808,0.11765622185214207,0.5395285580807642,0.7694473483789472,0.00030386849148917564,0.3513174401690912,0.044409213669629334,0.07408833898074918,8.501342848610351,0.16819043993930932,6.332045054469243,1.5462049565683538,0.04799948879137292,4.1,0.02,2.509436812361794,1.276325311850695,0.30546679857338993
3300,0.09844010058772173,1.0382547152785495,0.1043250184585365,0.5720147947655907,0.7806972882702915,0.00030279558982285274,0.36682743919881305,0.04565745743360387,0.07736636194078007,8.62190472430352,0.1705647253589,6.318401908817341,1.5492759822760833,0.048099954406858714,4.1,0.02,2.500488038726355,1.2840274898739732,0.30328191103784075
3400,0.09875630509712775,1.0006414988193078,0.11075401766441155,0.5374155643791672,0.7925361662115522,0.00035351280455836237,0.361351192523915,0.04456447381647496,0.07155276549712515,8.584756050518997,0.17026251890773691,6.341768217428795,1.5498234885381323,0.04222089894810006,4.1,0.02,2.5016066765471083,1.303208472955991,0.3066283158797499
3500,0.09894255717616156,1.0279714775953546,0.11339689224257081,0.5623653942694025,0.770064955062085,0.000313310976833542,0.3461901347905413,0.04615852570122002,0.07013325660100345,8.587994209573766,0.17007843499386763,6.286718251576012,1.5498282913319683,0.04834873115904933,4.1,0.02,2.4957221740083626,1.30421682268083,0.3059772813361533
3600,0.09838501957279501,0.9908998958925982,0.11825178159526273,0.6405279252396279,0.7811399119826136,0.00031086444785069354,0.35832560779438094,0.04442035878665019,0.07437335487418739,8.442430575544327,0.1695252529518193,6.289944211768693,1.5500365437997177,0.04323914531669757,4.1,0.02,2.5009640959049695,1.2839775217359781,0.2980481018385935
3700,0.09848786930039018,1.0101071514898818,0.10407103920161129,0.5656800771436856,0.7634757854460003,0.00030591352279982193,0.3585136315216762,0.04543693718724864,0.07609735115141855,8.482530609578394,0.16863069896059127,6.311973915280128,1.5478853524340022,0.047395655696911815,4.1,0.02,2.513951930046751,1.2995036769719277,0.2932728712623407
3800,0.09807611355598511,1.0051201216033725,0.12356414639286034,0.6143309265100076,0.79224516786894,0.00030988759863317163,0.3483621282086347,0.04362090649900299,0.07644645821915248,8.5869256752318,0.17077351643784305,6.332623101337416,1.5486009931391729,0.04040629281292578,4.1,0.02,2.518650671249269,1.2790396940475213,0.29301560831759843
3900,0.09821423776797704,1.0139343391451172,0.10509243440795889,0.6187350332182378,0.7888401768358702,0.00033342611212075214,0.34867585232717846,0.04654637885355633,0.07234189550081328,8.595406547860337,0.1715690949944726,6.304554491282244,1.543057590686414,0.04151649675958369,4.1,0.02,2.4867348678122068,1.2911656897590638,0.3059869078966992
4000,0.0985597125760496,0.9957782103881017,0.10549770936819108,0.5568965831298863,0.7639380354541707,0.00029729593294137275,0.3511995768960508,0.04517386553104151,0.07743693145699351,8.453024740984288,0.17038375561636415,6.282820900492014,1.5460880058863802,0.03972571934499286,4.1,0.02,2.5265580500539464,1.2936476024639618,0.2984055284145457
4100,0.09867030447498362,1.0463391139568117,0.12187292220748536,0.572369081074234,0.7589265585805033,0.0003452966140520568,0.36374742280062394,0.04439541362546093,0.07644413196241388,8.49062641890854,0.16871401463421784,6.320099100002573,1.5489514674946265,0.040664992287483236,4.1,0.02,2.509378191982341,1.3022195791198974,0.30558905912786155
4200,0.09821023462527555,1.0746812271616115,0.11250545549502575,0.535334460107929,0.776179053122979,0.00034864839139188197,0.34484230142830846,0.04603340217599662,0.07030555368468926,8.406606864818647,0.16992552065883373,6.322965903426549,1.5485871871733983,0.04090309498765057,4.1,0.02,2.505527999850523,1.274374896742454,0.2939789070748314
4300,0.09816441100399521,1.0688827156628424,0.11026685095763034,0.5375559282837054,0.7743028925932952,0.0003082907118494099,0.36510844558694755,0.043536938950052395,0.07438170921044904,8.421906292847838,0.16880808415014142,6.337329148393154,1.548153529454972,0.048584340941967126,4.1,0.02,2.4844392657129153,1.3017867189567167,0.3026136894373182
