milliseconds,GLCi,G6P,F6P,F16P,TRIO,BPG,P3G,P2G,PEP,PYR,ACE,P,NAD,NADH,SUM_P,F26BP,ATP,ADP,AMP
0,0.08718591879404411,2.400700722901122,0.6264397015942882,5.479578074786246,0.9558999834829379,-1.1303427569580122e-05,0.8894658293047439,0.12117361202003148,0.07269806780007028,1.946036971488959,0.17154357866369746,6.327541676881847,1.1972832022143545,0.38773970113597245,4.1,0.02,2.486885022208481,1.2911046160462074,0.30630172768366803
100,0.0735293034798401,2.7446404090239063,0.47028864089914124,3.1736571373520355,1.8493121460524578,0.0016773410909467355,0.6472571375154459,0.08700774898509298,0.21024371979979276,6.507775903018099,0.05164641391068562,7.556791787689621,1.4378996244293991,0.14437385253025767,4.1,0.02,3.4611908835884884,0.5588950222103533,0.04638492991312001
200,0.07521640119648394,3.071648126009358,0.47024101415437,1.755107450208265,1.402001053843879,0.0018958537838849956,0.7929796363060865,0.10763834091454344,0.25579587177109403,8.619803446600237,0.11099523993399338,7.532573472539835,1.5203523480502883,0.07127932193088417,4.1,0.02,3.436076724286755,0.6173895367757851,0.046290472177071294
300,0.07665770971984666,2.6507670719777017,0.3857267577881948,1.323447193813035,1.2058458794983735,0.0015204844535262143,0.7268977543183752,0.097454830126519,0.22470242804482332,9.758892040469187,0.13849403393850926,7.434414682960583,1.5353425359595163,0.051040116691656125,4.1,0.02,3.3396139389463566,0.6682027713204077,0.0584112483577611
400,0.07783287928355696,2.1994354269817764,0.3155635016016141,1.0627636332867478,1.0787482107879047,0.0011474244767362787,0.6475853431665222,0.08611984415670068,0.18589415775535534,10.520656390442618,0.15906930495197882,7.273199689674056,1.543380586416496,0.05093169583027814,4.1,0.02,3.2392537846259426,0.7698054678143442,0.07874968113992398
500,0.07991650889002767,1.9035319543864313,0.24462175014277285,0.9895427114941181,0.9852834155363769,0.0008533954451646676,0.5746448370141564,0.07626873720280461,0.1530201661984804,10.966224331984716,0.1778060679971533,7.1178346940724575,1.541162002553809,0.04682597711570583,4.1,0.02,3.1138978140199725,0.8625282072606536,0.10846006533155421
600,0.08378423337672354,1.6119818304072517,0.2094421086669528,0.7991330315157918,0.9204418756377416,0.0007016881262630303,0.49096236017338285,0.06636905682697225,0.12261498791249743,11.026262009965551,0.1893586469006541,6.972478120543715,1.5491158536264278,0.04506658048855536,4.1,0.02,2.977479311131644,0.960375593770041,0.13813714332694477
700,0.08705037394045796,1.375362541233186,0.1769101844913718,0.7747023244183722,0.8732302630577614,0.0005730715985830232,0.4511708743874201,0.060083222722866994,0.10923762165382035,10.603310141742691,0.19861352141985789,6.798843435953874,1.5456707276798265,0.03579053076309661,4.1,0.02,2.869510069234287,1.0575605676421638,0.17376400321399074
800,0.08976847405490392,1.2330221945257716,0.13660436599429443,0.6769255973947056,0.8354952174921182,0.00047057740097819056,0.41505714673914035,0.05354141140304256,0.09315301174404936,10.229806442868902,0.20165515867508,6.606063933015761,1.5515962284600724,0.04101176678068652,4.1,0.02,2.7202700337911563,1.1469275964004757,0.2141350122461088
900,0.09351625525164438,1.1860268327710097,0.1353081496225099,0.6110151145764556,0.8234954091007326,0.0003908239326189654,0.4005493745120534,0.051527938128265796,0.08945817425289955,9.879659209234843,0.19683335629642945,6.491732866533648,1.5545832544238816,0.039099841900936114,4.1,0.02,2.6784851292722034,1.1796469930065854,0.24030588631461586
