milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
2400,9900.232242017208,-0.2654874656130524,199.43332283239948,10.0,10.0,10.0,10.0,10.0,10.0,4.217503158949852,2.9414143785939957,2.9933784283631786,2.1020780191528243,2.681139482464708,3.2581948449822167,10.0,10.0,10.0,10.0,10.0,10.0
2500,9901.194857008575,0.5151119474728684,200.10931630296727,10.0,10.0,10.0,10.0,10.0,10.0,4.170387343444525,2.9396362616699463,3.058656266717751,2.241292317987079,2.750700689465654,3.2949458199744464,10.0,10.0,10.0,10.0,10.0,10.0
2600,9899.239221910666,-0.7859590383150978,199.66656243466286,10.0,10.0,10.0,10.0,10.0,10.0,4.3479957860555105,2.983620627090721,3.065668976621161,2.4692115485978854,2.8335711105933115,3.3042365075891595,10.0,10.0,10.0,10.0,10.0,10.0
2700,9898.639965006783,0.40656981214093474,199.2715488745428,10.0,10.0,10.0,10.0,10.0,10.0,4.189739981790927,3.046316902715913,3.01631408703687,2.5830893444070626,2.831321939467218,3.414191257990062,10.0,10.0,10.0,10.0,10.0,10.0
2800,9899.332104301955,0.6386733837309183,200.02775323004013,10.0,10.0,10.0,10.0,10.0,10.0,4.192829531835459,2.9664184498255985,3.145807807649295,2.6309444552696033,2.897909276929912,3.428535692390154,10.0,10.0,10.0,10.0,10.0,10.0
2900,9898.944364775094,0.10072057786278825,201.127452199248,10.0,10.0,10.0,10.0,10.0,10.0,4.198096558349073,3.108219975000086,3.11502313094979,2.5164056483197315,2.8929643967041905,3.5092730150189944,10.0,10.0,10.0,10.0,10.0,10.0
3000,9901.218973159488,0.8528413727432818,200.74060148517165,10.0,10.0,10.0,10.0,10.0,10.0,4.293732877151604,3.008742986542152,3.231545360488591,2.6936584842932567,2.8870122323590146,3.395691324086921,10.0,10.0,10.0,10.0,10.0,10.0
3100,9898.815337957889,0.8036574635840446,199.64014290765482,10.0,10.0,10.0,10.0,10.0,10.0,4.422428394714013,3.1202081536020305,3.214653661728699,2.782618119919463,2.866307953105323,3.5686617273650367,10.0,10.0,10.0,10.0,10.0,10.0
3200,9898.957451178963,-0.24862355911866352,199.05932594007587,10.0,10.0,10.0,10.0,10.0,10.0,4.403679282524792,3.161546853816993,3.332171591590836,2.918635451232612,2.8748914468565547,3.4793468617293626,10.0,10.0,10.0,10.0,10.0,10.0
3300,9900.542802679165,-0.35137872233233636,198.77627928025862,10.0,10.0,10.0,10.0,10.0,10.0,4.229780792658262,3.2110088136160924,3.3697328744709916,3.0139351817156164,2.9322512198874793,3.5345887776247413,10.0,10.0,10.0,10.0,10.0,10.0
3400,9899.47027277245,0.7709277081804842,198.7305688194402,10.0,10.0,10.0,10.0,10.0,10.0,4.203902958358681,3.1778476694585938,3.2731023714856615,2.9040948120325067,2.912088855472294,3.631727315335728,10.0,10.0,10.0,10.0,10.0,10.0
3500,9900.497149683808,0.5980801634968613,198.6000099173459,10.0,10.0,10.0,10.0,10.0,10.0,4.408856926282783,3.2206979248022227,3.2835164949395717,3.167515367116285,3.0493182400313437,3.683791730047426,10.0,10.0,10.0,10.0,10.0,10.0
3600,9899.992532288767,-0.009146070210681936,200.46166266789214,10.0,10.0,10.0,10.0,10.0,10.0,4.219252301704073,3.268727358971133,3.308963005554171,3.136599552008216,3.029834047000212,3.6765499181983934,10.0,10.0,10.0,10.0,10.0,10.0
3700,9899.943470130462,-0.47633223560481425,200.3490341536549,10.0,10.0,10.0,10.0,10.0,10.0,4.327623437765524,3.3357366605316536,3.474612401042227,3.137077833756634,3.016946892207997,3.675014222960658,10.0,10.0,10.0,10.0,10.0,10.0
3800,9899.03962732795,-0.24688519414376467,199.7636839269262,10.0,10.0,10.0,10.0,10.0,10.0,4.197762869372434,3.277984538255122,3.5147547445869916,3.309409279692667,2.994439782623123,3.591983620019894,10.0,10.0,10.0,10.0,10.0,10.0
3900,9899.016403643707,0.3902183053195683,200.86740538814874,10.0,10.0,10.0,10.0,10.0,10.0,4.27337707060277,3.3116871310569107,3.4698274020620437,3.3357423321443918,3.0612704785316645,3.6299969744744405,10.0,10.0,10.0,10.0,10.0,10.0
4000,9898.731122773348,0.4116712341295689,201.34783493074087,10.0,10.0,10.0,10.0,10.0,10.0,4.258543625929205,3.381754691799491,3.503626184108844,3.5229700830193735,3.169621416239139,3.7390842972671283,10.0,10.0,10.0,10.0,10.0,10.0
4100,9901.214039934786,-0.5837987857891161,199.5261485525236,10.0,10.0,10.0,10.0,10.0,10.0,4.259493110265637,3.3031671859626432,3.4810499479598205,3.578035579344714,3.170000600250722,3.7220420098908553,10.0,10.0,10.0,10.0,10.0,10.0
4200,9901.007826500569,1.0289270009240814,200.3678299372926,10.0,10.0,10.0,10.0,10.0,10.0,4.140797252700099,3.36559348929542,3.636544548975525,3.515340704028943,3.089095790413429,3.773734133847014,10.0,10.0,10.0,10.0,10.0,10.0
4300,9899.741574228448,0.8506487959833372,199.8149057120966,10.0,10.0,10.0,10.0,10.0,10.0,4.170106022489657,3.4217861927812656,3.6230793469473417,3.616592195353334,3.1628328939537136,3.816437599193312,10.0,10.0,10.0,10.0,10.0,10.0
4400,9898.986985728807,1.2142868301623204,201.39744431638732,10.0,10.0,10.0,10.0,10.0,10.0,4.289325970872418,3.446953814314102,3.5320191483606305,3.720548560924311,3.2147066210779633,3.730955679101028,10.0,10.0,10.0,10.0,10.0,10.0
4500,9899.105275657905,-0.023442252025189198,198.9004894199353,10.0,10.0,10.0,10.0,10.0,10.0,4.160480722640825,3.4112255836117806,3.663874544488195,3.8978942402868704,3.2063375525708393,3.8401704809467674,10.0,10.0,10.0,10.0,10.0,10.0
4600,9899.511057812451,1.3603681568919272,201.36807562399508,10.0,10.0,10.0,10.0,10.0,10.0,4.0939933261680315,3.4229577489156333,3.6239937311194996,3.9085985634931117,3.190029613179384,3.757023634557668,10.0,10.0,10.0,10.0,10.0,10.0
4700,9899.685197081271,0.8489189079983236,201.34527628545487,10.0,10.0,10.0,10.0,10.0,10.0,4.203414757780616,3.456014189558324,3.7288981026943584,3.903415548145161,3.2370348949061674,3.912418100307345,10.0,10.0,10.0,10.0,10.0,10.0
4800,9900.58886300121,-1.3350111088003356,200.44414296463455,10.0,10.0,10.0,10.0,10.0,10.0,4.16550480790821,3.5094405550413645,3.752303262021906,3.962611636654772,3.2276252555672604,3.90755462223388,10.0,10.0,10.0,10.0,10.0,10.0
4900,9898.77290405339,-0.21356050268302348,199.19150154231738,10.0,10.0,10.0,10.0,10.0,10.0,4.041107305257134,3.4616010331856115,3.712769903515214,4.073458180838504,3.2481643836302174,3.895099792405646,10.0,10.0,10.0,10.0,10.0,10.0
5000,9899.31259920079,-0.04714461771707734,199.10660327334398,10.0,10.0,10.0,10.0,10.0,10.0,4.144901353710504,3.448550791772201,3.737027159977654,4.162223749395332,3.2678725889797384,3.912689799635249,10.0,10.0,10.0,10.0,10.0,10.0
