milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
1100,9900.109431206973,-0.4512254364929676,198.60043488967648,10.0,10.0,10.0,10.0,10.0,10.0,3.159706856095369,2.1658985030418596,2.286368801177768,0.9925496102247895,2.33375658557808,2.482706810578286,10.0,10.0,10.0,10.0,10.0,10.0
1200,9900.594548763032,0.43674004029639213,200.41744533681316,10.0,10.0,10.0,10.0,10.0,10.0,3.391293805196306,2.2530913038305616,2.342287107183921,1.1689882057530003,2.430583435093979,2.5458197808660814,10.0,10.0,10.0,10.0,10.0,10.0
1300,9899.186057086335,-1.1716772480676252,199.24279730650287,10.0,10.0,10.0,10.0,10.0,10.0,3.5528987119472317,2.3212837648700413,2.450902113169441,1.2048688787078532,2.4584448065487,2.6981424718173073,10.0,10.0,10.0,10.0,10.0,10.0
1400,9899.000189212804,0.8796955729309648,201.06108400660054,10.0,10.0,10.0,10.0,10.0,10.0,3.5933706945844226,2.2959621723124446,2.5317761724823655,1.384912162393146,2.42005907565918,2.6283892775602578,10.0,10.0,10.0,10.0,10.0,10.0
1500,9901.329975021546,-0.4505603817795339,200.12797212024566,10.0,10.0,10.0,10.0,10.0,10.0,3.730851122220886,2.3860432258234563,2.5375528208779254,1.3213617809078269,2.437824635914495,2.758859425837097,10.0,10.0,10.0,10.0,10.0,10.0
1600,9900.63982269351,0.7088184201546825,200.12469177056516,10.0,10.0,10.0,10.0,10.0,10.0,3.7822081755871544,2.5099606993706023,2.4869212437215404,1.4547164627514815,2.476572603526795,2.765300514332515,10.0,10.0,10.0,10.0,10.0,10.0
1700,9900.293496237866,-1.300997206789884,199.1547626125364,10.0,10.0,10.0,10.0,10.0,10.0,3.8119582088797257,2.6071182961235824,2.622413028114805,1.6157939159326726,2.5546535762186933,2.9088724597875673,10.0,10.0,10.0,10.0,10.0,10.0
1800,9901.114268277579,1.0200580144639984,199.26228531983355,10.0,10.0,10.0,10.0,10.0,10.0,3.8937001435425707,2.669777252272434,2.617254435502772,1.6436430694823359,2.524162204321101,2.969663886747271,10.0,10.0,10.0,10.0,10.0,10.0
1900,9900.066810382754,1.3130466742846572,201.0172447452173,10.0,10.0,10.0,10.0,10.0,10.0,4.075427520327117,2.7138684533036117,2.719709608075682,1.865461504348767,2.6403715099962044,3.1026179208083646,10.0,10.0,10.0,10.0,10.0,10.0
2000,9898.862540795848,0.8051687212119598,200.1757361574129,10.0,10.0,10.0,10.0,10.0,10.0,4.174386925725919,2.6871519219063034,2.7941254571035397,1.8236995073361832,2.6790658624350967,3.0661154943494764,10.0,10.0,10.0,10.0,10.0,10.0
2100,9900.308804356238,-0.05548147888712256,200.29264610374182,10.0,10.0,10.0,10.0,10.0,10.0,4.112971476530218,2.8353793962842633,2.7736810593024495,1.971497875159528,2.655068883346257,3.18435220037553,10.0,10.0,10.0,10.0,10.0,10.0
2200,9900.616717627701,0.2926798831583698,199.42375745591983,10.0,10.0,10.0,10.0,10.0,10.0,4.156249107930934,2.827041954030975,2.8271704092779113,1.9154030478930104,2.668147732084696,3.1236139088942707,10.0,10.0,10.0,10.0,10.0,10.0
2300,9898.986834501076,0.4784988975499309,200.92375246548445,10.0,10.0,10.0,10.0,10.0,10.0,4.231990581399623,2.7892149312995826,2.986673469427295,2.1455810641743622,2.7330813793625497,3.19072901652095,10.0,10.0,10.0,10.0,10.0,10.0
2400,9899.015093881811,-0.4648639130017747,198.91657350162225,10.0,10.0,10.0,10.0,10.0,10.0,4.170607201137289,2.8761123382692455,3.0148063682916764,2.099116114430432,2.802736356510305,3.1678311317069467,10.0,10.0,10.0,10.0,10.0,10.0
2500,9899.257767370547,-1.3939841094762817,200.29145638670235,10.0,10.0,10.0,10.0,10.0,10.0,4.328629378476496,2.861703125098923,2.93577848510256,2.333979095430496,2.7859053933628948,3.229117666187716,10.0,10.0,10.0,10.0,10.0,10.0
2600,9899.063001974671,-0.8770444768587268,199.66122792583127,10.0,10.0,10.0,10.0,10.0,10.0,4.323123451293338,2.889502771787274,3.0740958532971585,2.405150763146152,2.8610206268486142,3.279233204314568,10.0,10.0,10.0,10.0,10.0,10.0
2700,9900.636396507502,-1.1777691809098987,200.00361800993915,10.0,10.0,10.0,10.0,10.0,10.0,4.192980443821212,3.0100444980436496,3.139039793236624,2.391757977623024,2.806377866206676,3.3610205229694206,10.0,10.0,10.0,10.0,10.0,10.0
2800,9900.117156014745,1.0798608159215262,200.29044702635971,10.0,10.0,10.0,10.0,10.0,10.0,4.22314379967447,2.9923337980312423,3.1690972579563805,2.575376252816641,2.8433880763661015,3.356410868486402,10.0,10.0,10.0,10.0,10.0,10.0
2900,9898.894094819998,-0.2892341690199997,199.47754345734486,10.0,10.0,10.0,10.0,10.0,10.0,4.299092690023929,3.09798142357662,3.173168184085338,2.614777221543436,2.9236817433171662,3.4549675572435934,10.0,10.0,10.0,10.0,10.0,10.0
3000,9899.591103276434,-0.8691009003280737,199.2249290308506,10.0,10.0,10.0,10.0,10.0,10.0,4.390334124263195,3.1640165023895768,3.2338135780737325,2.8235342514753508,2.883383474919094,3.394160779270034,10.0,10.0,10.0,10.0,10.0,10.0
3100,9899.66033528989,-0.5473658569576624,199.11564748309715,10.0,10.0,10.0,10.0,10.0,10.0,4.350555069295161,3.136687612619037,3.1949860675041464,2.6798791096782053,2.841323720162599,3.538426654741781,10.0,10.0,10.0,10.0,10.0,10.0
3200,9899.0766909776,-0.0353271337870825,199.3542829177503,10.0,10.0,10.0,10.0,10.0,10.0,4.255550134191882,3.1955231591867883,3.1924013759220498,2.971160000539433,2.9029535260964274,3.489496915956803,10.0,10.0,10.0,10.0,10.0,10.0
3300,9898.65594316497,0.9455765176908262,199.71579381820314,10.0,10.0,10.0,10.0,10.0,10.0,4.223539914786935,3.2028886234093266,3.2282769503642896,2.9765765969643514,2.985792956608213,3.611730956978317,10.0,10.0,10.0,10.0,10.0,10.0
3400,9901.041472829282,0.7162691371613461,198.6611673987771,10.0,10.0,10.0,10.0,10.0,10.0,4.329126174342629,3.1480711507766554,3.365417049811102,3.0563694854900363,2.997223445552459,3.4934524261296005,10.0,10.0,10.0,10.0,10.0,10.0
3500,9898.683358139284,-0.5666608299346289,199.92910975716504,10.0,10.0,10.0,10.0,10.0,10.0,4.226868689919819,3.137977805390624,3.4263790518609207,3.1820949794671938,3.0474453565119624,3.587516345044061,10.0,10.0,10.0,10.0,10.0,10.0
3600,9900.880568743969,-0.3976851210215039,200.82371665048115,10.0,10.0,10.0,10.0,10.0,10.0,4.390036515644457,3.1881789737183306,3.461130227339834,3.147738603823353,3.045008955407256,3.551737730298078,10.0,10.0,10.0,10.0,10.0,10.0
3700,9898.831715179032,1.0418723481103,201.24532895527136,10.0,10.0,10.0,10.0,10.0,10.0,4.38775499253727,3.2574741965661187,3.3815263163967404,3.1404815323166164,2.998936257723637,3.750583408443496,10.0,10.0,10.0,10.0,10.0,10.0
3800,9899.754328680257,0.41090611518470094,200.90948006577364,10.0,10.0,10.0,10.0,10.0,10.0,4.238049841845677,3.2739626832891204,3.4466779441103914,3.2341358002646707,3.124342674263689,3.7171631876790876,10.0,10.0,10.0,10.0,10.0,10.0
3900,9899.099298015019,1.0618018399009024,199.10486605196172,10.0,10.0,10.0,10.0,10.0,10.0,4.208024160745689,3.2571249357044927,3.483279340488799,3.3354519113898515,3.062042074469718,3.7323466056503256,10.0,10.0,10.0,10.0,10.0,10.0
4000,9901.297766185395,1.1975901330323957,198.96281852709583,10.0,10.0,10.0,10.0,10.0,10.0,4.200029178783823,3.4020853358188377,3.525754790810873,3.5354780226463243,3.065568884098378,3.7832442212220245,10.0,10.0,10.0,10.0,10.0,10.0
4100,9900.274654546078,0.7241518693383744,199.7857607897517,10.0,10.0,10.0,10.0,10.0,10.0,4.20378314543894,3.307651686171311,3.474240636506601,3.6401480006961515,3.1820265268686283,3.721921655863212,10.0,10.0,10.0,10.0,10.0,10.0
4200,9900.787165568983,0.5939817641535168,199.71032162497033,10.0,10.0,10.0,10.0,10.0,10.0,4.299468066802927,3.441919367867385,3.4928805888604595,3.641924075580912,3.176541847628777,3.7925737001303514,10.0,10.0,10.0,10.0,10.0,10.0
4300,9900.27829579521,-0.11174484205497139,199.18134492464958,10.0,10.0,10.0,10.0,10.0,10.0,4.155020858552114,3.320966179123001,3.5008489844640662,3.6705656951650014,3.1677080320344677,3.7923326152189105,10.0,10.0,10.0,10.0,10.0,10.0
4400,9899.646695567013,-0.5130292363978343,198.64843761251416,10.0,10.0,10.0,10.0,10.0,10.0,4.261823986556082,3.335173960923272,3.541785438821768,3.7765673979572485,3.184184356825918,3.784772673869036,10.0,10.0,10.0,10.0,10.0,10.0
4500,9900.400324255317,0.1741777505017328,198.72309253385058,10.0,10.0,10.0,10.0,10.0,10.0,4.182739692484877,3.4707792693080757,3.670612206571068,3.9062385791852137,3.227480918066326,3.8855155570193864,10.0,10.0,10.0,10.0,10.0,10.0
4600,9899.926034768589,1.278388383243539,201.20628166491585,10.0,10.0,10.0,10.0,10.0,10.0,4.132834931476193,3.4467697192888394,3.671220449908329,3.8459955006131774,3.196537005528173,3.8548028267761523,10.0,10.0,10.0,10.0,10.0,10.0
4700,9899.505805124034,0.1915688810967305,201.21276452012842,10.0,10.0,10.0,10.0,10.0,10.0,4.224975254181051,3.4000589399465637,3.6878908142301707,3.984592218531822,3.276683113908402,3.8170256441712884,10.0,10.0,10.0,10.0,10.0,10.0
4800,9900.572455361631,-1.293109817000317,199.8271843722668,10.0,10.0,10.0,10.0,10.0,10.0,4.148300641722503,3.4045302316692014,3.6567395542157923,4.081087737612506,3.23415035493061,3.8213518479828807,10.0,10.0,10.0,10.0,10.0,10.0
4900,9900.809215851436,0.4124117836527509,199.26928177898355,10.0,10.0,10.0,10.0,10.0,10.0,4.062232871517569,3.476759498947176,3.7375939149386395,4.202055257608362,3.361155920972859,3.902602550372387,10.0,10.0,10.0,10.0,10.0,10.0
5000,9901.03529142013,-1.3914806105518989,201.28164005250972,10.0,10.0,10.0,10.0,10.0,10.0,4.066062305008923,3.4312745758904817,3.818947606163992,4.116278088588998,3.306827947306456,3.939993068350297,10.0,10.0,10.0,10.0,10.0,10.0
