miliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.02391953716455568,0.11932698002600453,0.4195711159550873,1.0072679562481306,0.05468932846104603,0.04296551413545459,-0.0010658219687177672,0.8338592276635005,0.018461988034786922,0.06644150292341536,0.06732612829097404,0.3444487896343516,0.39486440387246274,0.25171519820898947,0.24147353944209038,0.09874611214774164,0.09442476763244109,0.07579525337005341,0.3228350273704517
100,0.01733593954952515,0.14720969090538144,0.4366260034164716,1.0183105448334038,0.05946373679088196,0.040867367942691274,0.01072466669174221,0.7739568071623276,0.01942438410862302,0.07306886919887719,0.09010987410080146,0.45340837935621126,0.39077057593284253,0.24518215690977774,0.23704343572319655,0.10157815641400562,0.11042947239216264,0.08368432032751517,0.320324888664319
200,0.012791230222292168,0.18341990220624518,0.4597875824134119,1.001019195200102,0.06500697775833411,0.042202659078186815,0.013480526223034861,0.7447620489741652,0.015241007184208363,0.0928929148237364,0.11233253694170206,0.5300867620711914,0.38801655291819265,0.24038852857051435,0.23716550070657363,0.10371924706276876,0.12495942695633656,0.09005837995787035,0.31902344896520546
300,0.010313681290116472,0.21382759287686826,0.48083716856793723,0.9837708140720886,0.0674891196112037,0.04209090403083636,0.0029190609077458813,0.690969475706828,0.018756266833588685,0.10782714794925355,0.1292141930472349,0.6209662078396105,0.3838748148740184,0.23411918365563247,0.23311314040177902,0.106390693342536,0.14294968879734865,0.09365016324511762,0.3188383272980477
400,0.008770889264686353,0.24824504991308327,0.496411565790046,0.9778214341751919,0.07510892374321596,0.03725903643468091,0.003595750730212703,0.6364862259347764,0.036363479229784286,0.1054810219634997,0.17773162876774026,0.7039333450203513,0.3839182756293295,0.22792815395683727,0.2324810205936038,0.10916683862251388,0.15822665618282156,0.10089409119407995,0.3189517956472942
500,0.008210671641587472,0.27822744803243576,0.5204908446360206,0.9443387648095893,0.07992642436177007,0.03786664766170016,0.0057201364497946215,0.594991952926015,0.029857614880349652,0.1260757937826735,0.1994628013641411,0.7897812733035976,0.3805502961562017,0.22476714349359117,0.22899925177118158,0.11386364927711212,0.17090145256006,0.10512483923530354,0.31924354348670236
600,0.00807245905467996,0.3004565206126385,0.5341633718740525,0.898287226718972,0.08435634572914194,0.036510543963738824,0.00966074422526299,0.5256334309305755,0.03769898212735258,0.14860680889781053,0.24918261371643843,0.8581017188276262,0.3793244898286954,0.22087976834777293,0.22621343033575583,0.11863651641466055,0.1844092848849197,0.1090533468468235,0.3192342969215329
700,0.00818339714167349,0.3192896210352792,0.5528443626865788,0.8637854670121202,0.0909147689572576,0.035673348978711765,0.004031133912543102,0.4850674934717644,0.03797557753842372,0.1508954389461982,0.3181065825840162,0.9009009821022198,0.3742865806090277,0.21426443596469202,0.2233272357856986,0.12246424155951133,0.19048780144666677,0.11332430549013146,0.3191342972898879
800,0.008243195588971195,0.33840817651286614,0.568399892413402,0.8190990076693412,0.09380490946353885,0.03529040576143592,0.0049245665212139305,0.43801955447572943,0.04009124255818596,0.17614710519198493,0.34769381134311533,0.9465746089480224,0.3739809935751879,0.21087466026029242,0.21985404128691496,0.12769775533567385,0.19652760802991423,0.12030564878182112,0.31858772594695217
900,0.008372305842594376,0.3527709234733004,0.5769960850958685,0.7795999636575582,0.09811791485243497,0.036544717222733815,0.016317907287912492,0.39627213808128425,0.04856792719843256,0.19138345616862876,0.41203171803352073,0.9722361652813294,0.37186157514096185,0.20255507646883397,0.21943025936855975,0.13187031004482389,0.20291378454323003,0.12653687124392432,0.31780765412275064
1000,0.008680155314214916,0.3612124974861982,0.5892234013100063,0.7490311859686474,0.10250389658312628,0.03539564212700009,0.011383863681282259,0.3563226351331266,0.05402208420077899,0.20467313164624573,0.46757455603862635,0.9998834193463464,0.36827080410221397,0.19977591036874717,0.21365279979078328,0.1368038422932176,0.20423891296007093,0.13144924353618626,0.31680547957572447
1100,0.008724326224670719,0.3685981265877407,0.5995679381391338,0.7290333902436841,0.11246125863415689,0.03554333935782969,0.006694333101171283,0.3415732723762438,0.07169733863882341,0.2439873834938534,0.5109536062744132,1.0049010930407012,0.3667297035117597,0.19682026634195593,0.21339527498801783,0.1408026065146771,0.20505242130158133,0.13748446955461407,0.31561265200036615
1200,0.008981177476919337,0.37216178949797263,0.6065500812725741,0.6923064435452065,0.11634038528951429,0.0345912016892868,0.009405789568454852,0.3030982701321454,0.06279256443648144,0.2673764731366785,0.5736855898300075,1.0016869776719681,0.36128662929335764,0.1917419097339398,0.2095177132138136,0.1465306471189093,0.2028358725717401,0.14193752182759709,0.31482737282259554
1300,0.008961416478730949,0.3704949681941361,0.6186163001002549,0.6518788116864274,0.1193126463095801,0.030845034710362238,0.01662687449577081,0.2667626336121207,0.0813261738480204,0.27147766581150884,0.6334993811612899,0.9719568625670024,0.3602897475428202,0.18770534269415928,0.20549268429572226,0.15145289790272656,0.20005469310420163,0.1487597064190695,0.31377725230293835
