miliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.02390769863329926,0.11817042457368349,0.4148114293592265,1.0067584004044454,0.05495563551544711,0.04448396212227355,0.0062167042753576264,0.8181083515078658,0.02928798723273945,0.0678336577592673,0.05918617814861481,0.359605252913527,0.39132349941906835,0.2520914093481724,0.238605510567933,0.10128973500404156,0.09212005920024248,0.07783415287125861,0.32300577259803376
100,0.017135030457568475,0.14816758841577035,0.4365293386082019,0.9961294473075532,0.058902792312969646,0.04188580202349501,0.003271291812994561,0.7785939882080405,0.01502247448170696,0.0739304156225067,0.08589592440002972,0.446611625457897,0.3887552706077991,0.24256839984095166,0.2379382798562382,0.10090792591175292,0.11050443344470866,0.08378466836965692,0.32033431379986577
200,0.01294787302038895,0.18196466156412291,0.45554193719069075,1.008091075329166,0.06352127868828815,0.04187604925166448,0.0023988968919926674,0.7281507203660641,0.02256744679601108,0.10017310279932591,0.11399679845915602,0.5320881710577436,0.38780196821646723,0.23743351119876013,0.23484241632705047,0.10257167261946586,0.12673137301627338,0.09374554810096493,0.31898249547426377
300,0.010305371558870565,0.21541583001745176,0.47636608242166745,0.9763698254789619,0.06834171117132382,0.03995780863695208,0.008055499205220544,0.6867513235471056,0.026042630185643914,0.10838548698720951,0.129631443695918,0.6292268865581573,0.38260239929071665,0.2335021862652642,0.23506359197487733,0.10694459020497733,0.14083463558764964,0.09866156433866212,0.31878589926649314
400,0.008935850709060042,0.24853151607253096,0.5014648574829822,0.9597750237483742,0.07048371832428243,0.03863519803975748,0.0014798865109102687,0.6365811441491985,0.03779854013302368,0.12163615789888121,0.15908809666551263,0.7274675100780514,0.3816356579383314,0.2283912946230796,0.23134700148630838,0.10988646875972854,0.15823359327243833,0.1009964349288305,0.31887631634661284
500,0.008283438775754735,0.27435373054456,0.5161225944320691,0.930986420063686,0.07907356889696501,0.040110718531664744,0.011905985612942517,0.579969143651069,0.033799294470777834,0.12229630870800183,0.20877379463753576,0.7902214555652978,0.3786061110552003,0.22584598685547327,0.2276410371201848,0.11233084543931776,0.1730035973459349,0.1029530453880622,0.31927280999532837
600,0.008013823308941318,0.30280669399491494,0.5366105976088744,0.8892446676024935,0.08171551503688562,0.03610382366889771,0.009832044976027172,0.5324150543973769,0.03169481362412269,0.15086855643277153,0.25479612847600863,0.8711639071170977,0.3798655694035069,0.21842924502100294,0.2250290641971683,0.11706127534240146,0.1826735153949428,0.10958842924491309,0.31931532709748456
700,0.008131406380550646,0.3196062982472365,0.5549833658921456,0.8644314521690701,0.08818220017052078,0.03793704419091631,0.009771687619537976,0.4931443404229213,0.05103047516719556,0.1613228902338359,0.3156195915295743,0.8988746235478763,0.3744352111862205,0.21480843855390505,0.2218146735117863,0.12346392570174114,0.19058914806776256,0.11517653544044722,0.319055622477579
800,0.008217019239168387,0.34036783046784985,0.5644109987932807,0.818981507130527,0.09684247054807665,0.03679705466673991,0.015204141938909536,0.4550857932799551,0.05698653501594189,0.1747065300973931,0.3559892409862478,0.9599987380062452,0.3714913544853976,0.20681354963778326,0.22135139801264345,0.12835047445149197,0.1980096130054886,0.11966653248278425,0.31858183036712123
900,0.008554932962413596,0.34874547233653297,0.5792421783069909,0.7882691554844345,0.10209377870712422,0.03570655128271932,0.008169654799056937,0.41368980522692433,0.054129606756922424,0.18245458372209372,0.40413588017401975,0.9713171301489437,0.37080600294778415,0.20440242680707257,0.2165719295748862,0.13343477947939894,0.20269770051347774,0.12363522965442494,0.3175988292029281
1000,0.008605501273771646,0.35972013943046743,0.5916120818833641,0.769100691603048,0.10624290565937022,0.03473589070643852,0.013051899815674953,0.357840914902802,0.05753245514538246,0.21324112651114333,0.46069897773903673,0.9859548382633176,0.36779300365124634,0.20078906804589897,0.21516033084351024,0.13620355260597866,0.20555018461734859,0.13128338295562159,0.316942054686234
1100,0.008770245402362434,0.36505613457493125,0.6028295824411347,0.7200752518441016,0.11001341270934722,0.03371431720643057,0.01533389103476454,0.3398071569025,0.05617097064571877,0.24463065420244837,0.5121439877916,0.9853553428251974,0.36412968696285425,0.1956352416183777,0.21081457088168576,0.14116920975886185,0.20450082818340307,0.13604714560739536,0.31560520841849854
1200,0.008953485284096443,0.3717108263247428,0.6110296081264146,0.6846648835759392,0.11516837884195795,0.03474100801505772,0.01107616477948558,0.29610854716278423,0.07142033797868724,0.2646072913379458,0.57595317846527,0.977330007717055,0.36151678005837645,0.19238516653746082,0.20897501430440912,0.1472303399521897,0.20282290096283073,0.1382998715365298,0.314566027402754
1300,0.00905363975165821,0.374078225555528,0.6162605632851612,0.6550253635680502,0.12088041863345292,0.031601728727928845,0.013439479424692813,0.273168147981966,0.07827176319181293,0.28168353984394845,0.6296212540318815,0.9608856118215349,0.3598460737555148,0.18602275946807728,0.20586991962156265,0.1523107031249448,0.20133329875491335,0.14605950141601237,0.3137841197112191
1400,0.008936774160432278,0.37567279374052287,0.6206861120385887,0.6142735448436513,0.12827522374267292,0.0327957914449918,0.010694886228703966,0.25366817016652593,0.0834274278066125,0.2964631145159187,0.6783093106148294,0.9443745816661361,0.35670582988110844,0.18261912185811846,0.20440210208464202,0.15583259458656015,0.1985779374812657,0.1499526858571815,0.3128221190832298
1500,0.008895134623497322,0.370636622201301,0.6277977121072216,0.5887030577015347,0.13441778025005233,0.03297028083382702,0.011616100846780093,0.2294023338336713,0.10640503158153439,0.3322556267289501,0.7129201963092209,0.9295654849370233,0.35493257792335714,0.17545818985146835,0.20177747779991692,0.16006044316896104,0.19545564882659316,0.1549710170725547,0.3118203398948942
1600,0.008930971670862846,0.36719680958786344,0.6264510600179571,0.5436995502199841,0.14029281341394173,0.030269687016410973,0.02622889710493921,0.209047273514754,0.10755826521493683,0.3620092789088531,0.7517512778920583,0.9014663327646183,0.35321815547117213,0.17263990662716153,0.19791758659565808,0.16166143454892665,0.18962128972967954,0.16060676370969806,0.31119719088038633
1700,0.008859871956935925,0.36400735936320566,0.6296779504792342,0.5378463934424466,0.14072506671140866,0.03284763374056895,0.02071202057218741,0.18578241665537226,0.11517674534544564,0.39342642291588736,0.782647075055398,0.8795478683687282,0.34869735084754955,0.1684390191110496,0.19554048329643467,0.1671844677326595,0.18290914945854528,0.16957269421112137,0.3105594501314307
1800,0.008771987261330359,0.361344498206234,0.6325905945821457,0.4952614134472475,0.14964263550419063,0.03275210955409115,0.029802632522973625,0.16019501533360467,0.12954980184215964,0.41154587171131024,0.8334815600448289,0.8368501843463529,0.3447531046815216,0.1677646893370082,0.195275247588317,0.16808683579294265,0.17824586013344343,0.17244359319919925,0.3099996875305282
1900,0.008674283843178279,0.3563464026450733,0.6273214850795586,0.4632668191066153,0.1513626693295371,0.03228666105315066,0.03687153282531309,0.14496978293573062,0.14139102409705437,0.45856600653221247,0.8404812650127766,0.8102932291132484,0.3432832040482634,0.16264865631351244,0.19037769544225674,0.1723375278757609,0.17281722468938449,0.1744126549520296,0.3096066263789136
2000,0.008669933430172026,0.3508898339871969,0.6234680713031641,0.4573961716504225,0.15760036006096997,0.033743208084332565,0.03387925059564538,0.14311596180414807,0.1665825898624678,0.46960845647444505,0.88643834716848,0.7854835159988466,0.33874560794422276,0.1604813099765076,0.19111799737608917,0.1728896063961678,0.1672642854611979,0.18376944215811325,0.3093576663432671
2100,0.008678540909069665,0.34918801268638994,0.6204083589745789,0.4178484629797535,0.1625500581060944,0.03381200622058372,0.041901216411883505,0.11732319728087066,0.16992116935705343,0.5092407780744524,0.9013703280316162,0.7295411736094441,0.33781302732472235,0.1549790701044603,0.18867403803499477,0.17523122134813082,0.16057879095187183,0.18796184948537284,0.3094925317183169
2200,0.008389598425698037,0.3442709452573897,0.6216652139293019,0.40545155457607335,0.16567591510182408,0.031770856374308716,0.04502576974227425,0.10612369309881797,0.18275576534331708,0.5310400803740379,0.934897530297079,0.7100034655285773,0.33352784458276025,0.15331819990344306,0.18570618572501624,0.17782755200045303,0.15672454675299663,0.19202451250233193,0.30948656785952233
2300,0.008306108694889828,0.3371707601976973,0.6157304673304662,0.399145300338149,0.16911835864954464,0.03182102535272837,0.04901776138406863,0.10800551391469293,0.2124102816552797,0.5472327475484964,0.9447472863171315,0.6632790554154252,0.3266883945636764,0.15115294694901457,0.18166505484354212,0.18016868558070728,0.1507598154165295,0.19119690924055194,0.3094184556222709
2400,0.008140960440372495,0.33107897163861083,0.6089058300318108,0.363500186107986,0.17360643510646964,0.03361635194048015,0.06607826580992829,0.08079217385599807,0.22828506069870827,0.5906459121788818,0.9561300183071519,0.628737520735006,0.32491830063076893,0.14619170272856588,0.17999278495387339,0.18049207354264152,0.14401319975176347,0.1987283745411048,0.30955590556351437
2500,0.008143212590291705,0.32879163570770326,0.6080040509250377,0.3419630002761273,0.1786558430700072,0.037503529666138284,0.06934913942890662,0.07816537472905552,0.24101716684587654,0.6079109646206676,0.9625167312428173,0.5899757997029048,0.3231630121074392,0.14229263151178062,0.179823912478995,0.18062434833555557,0.13897440919953188,0.20236355824282512,0.30985456540806916
2600,0.008091943718380304,0.3254800855657021,0.5994194851802629,0.3292128507991592,0.18166177264154704,0.035552104502753874,0.06784627658184537,0.07398403166053388,0.24846315334589208,0.6249158507725434,0.9840984207832971,0.5649771440427008,0.32027368686048435,0.138578698703448,0.17506686116327896,0.1820600914688206,0.13528351519622847,0.2057409480837777,0.31033238628351584
2700,0.007970011481677197,0.32502066461784435,0.5921316532534884,0.31394314936934176,0.1863088417147415,0.038271999946450766,0.0807429050325229,0.06204243165654624,0.2667093857227284,0.661678492369031,0.9759728294483263,0.5363596366961816,0.31321628458300704,0.13741971640090095,0.17260221357125075,0.18105134580234428,0.1294377679090065,0.20810394256926587,0.31045440965305127
2800,0.007706308926591137,0.32136627764636383,0.588142329947157,0.3017112548809714,0.1902514943534288,0.041551673060021735,0.09900840852272183,0.05707347929939649,0.2951770534664844,0.6903208816868424,0.9854238034244693,0.5178309580656919,0.3097176274619908,0.13640090467609042,0.1708394968431559,0.18192724864078264,0.12790570052656614,0.21076896339616502,0.310886740348771
2900,0.007684328359508599,0.31573514818766246,0.5779757512420418,0.287502300643866,0.19690767164156053,0.04085511159546794,0.11060092900337834,0.0571991432480718,0.3097793969756703,0.7216523054763169,0.989087775532578,0.4637604632710701,0.3091842465617508,0.13270032071159965,0.16906385180880573,0.18276801779332175,0.12455051015732695,0.21197233451182454,0.311382995227472
3000,0.007689926810618331,0.31848074417515704,0.5662810639944494,0.26603881101447385,0.20175503042864673,0.047851473461156466,0.12181147771336727,0.03855117545875378,0.32734676131261015,0.743908661878436,0.999438209373835,0.44818664672653274,0.30418403825275875,0.1316959195264512,0.1657436731353382,0.18091633101982524,0.11953415102040335,0.2168304763584834,0.31188708128084114
3100,0.007511667542633001,0.3144317336104898,0.5594489086105168,0.26754619662019224,0.2030492133599107,0.047337980094380235,0.1291663207423893,0.04894013196888998,0.35039062835631807,0.7652510679343558,0.9967272240495958,0.4151110609684486,0.2993092964797228,0.1297696906725704,0.16546383504219966,0.18282125644564223,0.11646285134880308,0.21833327176146003,0.31219721850865745
3200,0.007593490720757199,0.316299868849265,0.551328954486407,0.25660833789161325,0.20412099485385807,0.05439929204958499,0.14252293775993838,0.03507682927271597,0.36100641869913414,0.778302217608037,0.9893742868213313,0.381645396116509,0.29512470019236975,0.12422181448400865,0.1641761813464086,0.18028204589178118,0.11311450838632024,0.22123371585932625,0.31266821790897
3300,0.007687283119810198,0.31460354265746554,0.5458697705524054,0.2334842773758993,0.20661545731733616,0.05689874534300409,0.162438163199652,0.02730102866350923,0.3854766063290609,0.8118619146580052,0.9807361911290593,0.382407517551725,0.29328891191932627,0.12278507332286792,0.1604498770487918,0.1800523278315655,0.1121738739110928,0.2243679549588062,0.3129064448420718
3400,0.007605204732622239,0.3136548997503588,0.5332732201950283,0.2313726349463388,0.21029192931675914,0.058977164095771126,0.18106427976491318,0.03560510903534381,0.4069394632621684,0.8167105581399696,0.9861136400831727,0.3624591404050462,0.29180410951814795,0.12327730086747778,0.15927667847216193,0.17991829748111185,0.11135498528412871,0.2260584961484631,0.3132616096520929
3500,0.00758831693072629,0.31724715840597434,0.5229786669786749,0.20526739220526025,0.21471258474619012,0.06487210079871122,0.19263770899263938,0.018766188222653496,0.438899274301433,0.8327420379625681,0.9770741900851506,0.3364067186463534,0.28423395147510244,0.12054374580270348,0.1556777147088896,0.18044416310134556,0.11011024717542625,0.22738299497655914,0.31365393616584963
3600,0.0075870652651788195,0.3179990831781806,0.5182652852794016,0.19841935034859914,0.21843741252250176,0.0704017102051341,0.21566076392940675,0.03280822369757425,0.4423137598510278,0.8629106955659709,0.956718244981572,0.3109446315641619,0.2839336084067187,0.11880914965925143,0.15468261490327265,0.17799990745877356,0.1101484042035479,0.23178234624301433,0.31373306633392045
3700,0.007507276827058965,0.3238450661413784,0.5100883449291641,0.19380190370199238,0.22077652418537796,0.07527300809112056,0.23369519520346563,0.03446778014845557,0.4627158903763371,0.8607064569603381,0.9623177270230941,0.27548796560977407,0.27689908387359385,0.11796396823878882,0.15168632694149264,0.17763401240226728,0.10923502785324002,0.23473520008916743,0.31386727137114917
3800,0.007771522541871488,0.3237094205938402,0.4979014119741544,0.1872946703831207,0.22280562630440903,0.08475833818359972,0.24358997856173095,0.028298698695641923,0.488874841486794,0.8898936073690249,0.9571720019212091,0.28599322481661754,0.27356392873592356,0.11461991589284388,0.15045904168727403,0.17830500924804968,0.10808249494632614,0.23821666824903256,0.314037915775205
3900,0.007854057815880087,0.3272860926693646,0.48660984686608155,0.18075402190495027,0.2227205067486125,0.08785990160262341,0.26657591072688774,0.012241130490821763,0.5042792636745467,0.9201082195316976,0.931800712202271,0.2580743700269795,0.27227852576915906,0.11543160981783004,0.15026099526156372,0.17739570196894408,0.1112507584560708,0.24207016850456659,0.3141197939984693
4000,0.007819893418726449,0.33413224530987123,0.4804213066495959,0.14841614089243166,0.2265074988548017,0.09496997442172903,0.2928975890605333,0.02719958235947797,0.5335185142760637,0.9068280657512385,0.9114770763129266,0.22840829324807196,0.26831269843255584,0.11201032864867101,0.14576118452545211,0.1783419205111706,0.11147908434942297,0.24273168732992906,0.31414320254218553
4100,0.008049869995132335,0.33489958259213437,0.4693099846272763,0.14453396124676718,0.22534326427916185,0.10260070074686539,0.31224485593155354,0.011306809551884062,0.5429650952240563,0.9471396267197447,0.9096930404362548,0.21923325535395974,0.2663967019519265,0.11180742952302446,0.14557107432536073,0.17780181781557608,0.11239894986675139,0.2435495584484589,0.3138477659083971
4200,0.00793810570749144,0.3415732597261838,0.45988849026501255,0.1304166173326799,0.231718982159993,0.11238609782886547,0.3296672469592057,0.008663230569751629,0.5604420545496501,0.9533358420245053,0.8785805911635908,0.21958979977150878,0.26312128631197973,0.10808321852855066,0.14139971778703722,0.17591115132357074,0.11602106422309949,0.2498634414074232,0.3137618473170014
4300,0.008123708847605552,0.3467232727851006,0.452337942203617,0.13076497875364584,0.23091660434836794,0.1228814400001991,0.3425375489108675,0.024897714349506266,0.5912581569257821,0.940389760053485,0.8862612636129592,0.19727339833649427,0.2600581100965455,0.10996331098005417,0.14023519868787357,0.17613275698671788,0.11878254788672572,0.25275751677139763,0.31349222824941575
4400,0.008389287841935938,0.3538572707040258,0.4369549957692242,0.13690264664065568,0.22882000350468507,0.1328322650612132,0.37220136703380857,0.02019467137858403,0.6050357906582308,0.9611124883592596,0.8610366784228338,0.19846886269458472,0.257620059249382,0.105955029662707,0.1383947568859573,0.17572564841539914,0.12175404965409833,0.25081296304483514,0.3132048895151263
4500,0.008609439259979828,0.3602241951105683,0.43288467639748746,0.1239387074245376,0.2337324522802375,0.1405079274275142,0.39175448058997797,0.013827929484321091,0.635904742002844,0.9681501458475462,0.8444145929852496,0.1681328296579074,0.2525345120445439,0.10772630344352759,0.13680869188362885,0.17576641595855905,0.12499291063289933,0.2558498012502149,0.3125364706992477
4600,0.008636991792166687,0.3714987820330378,0.42350071436045916,0.10817085052046305,0.23328355694230365,0.14952635815522852,0.4125552190712033,0.010083630907969083,0.6509409380981084,0.9767133054738079,0.8219602606638133,0.15994264147487441,0.24783022063525195,0.10382283074090955,0.13517233024852093,0.17590108011331065,0.1310742494191419,0.25919201162306693,0.312109231044286
4700,0.008911924127825498,0.37686449919734255,0.41249398389330527,0.10286527877649422,0.23324361183675527,0.159046348393487,0.4276839818000404,0.006309542129339466,0.6767903994461174,0.9972701115405692,0.8329895064525102,0.14562014946171067,0.24697218519768266,0.10541139575543537,0.13153198748937073,0.17706647659183505,0.1351938123133926,0.25916245158750156,0.3113139585569169
4800,0.009091591990244176,0.38644124031204286,0.4070221844434354,0.0936424440905885,0.2326593465412621,0.1726350745522789,0.4604360128788494,-0.00028720463242956455,0.6859295880697494,1.0093675780101312,0.810262429475899,0.15986083633751996,0.24380905713020018,0.10373992231661154,0.1319338626854856,0.17900808744425173,0.1390646661946165,0.2659121748944319,0.310916721973976
4900,0.009345664446060721,0.39432249723921914,0.3938871190576572,0.08470203908343048,0.23644069203747525,0.1840160158257818,0.47625073424355796,0.013630995654238694,0.7115569099781403,1.00205098398141,0.8020734371973428,0.14083503213037785,0.2375582199053614,0.10433948674389497,0.13044064586573553,0.17938205399535145,0.14660791347716567,0.2684926239228911,0.3098866075288648
