milliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.023707507883545385,0.11968248361274972,0.412247514805003,1.002689426740385,0.05291523817431338,0.04471103409787602,-0.0011231544537231315,0.833440583060002,0.014301981026630176,0.07295966753507911,0.06145998356086353,0.3467321490736545,0.3930790497492417,0.24795016863114322,0.2415443901800474,0.0992074999333941,0.092904686894596,0.07989764229566002,0.3231051636912584
100,0.017262354548383815,0.14873073806506734,0.4387728904429436,1.0171533757446665,0.05899857436784404,0.04394642991946192,0.012421742570898758,0.7786728630439181,0.013382076655280954,0.08144445531256164,0.0706126237379665,0.4362006502061622,0.3918609852063518,0.24674541141952805,0.2368799542485885,0.1003546506909117,0.10919725962768485,0.08575532931041138,0.32019584813009305
200,0.01288491392207081,0.18058276266338155,0.46026974125748543,1.0068816666976135,0.06397635639825876,0.04105143551396895,0.008603952324965265,0.7429901590388734,0.034319618318840124,0.10684633382441067,0.10177815217726659,0.5280839939006359,0.3860849471892034,0.2409049789164451,0.23506660939367754,0.10390607285640364,0.12695452929007991,0.09121942693723747,0.31887641811963685
300,0.010224796363536645,0.21797220473776252,0.4770194141446675,0.9990647659184514,0.06499693737589132,0.038827223554258994,0.0032406363775128633,0.6930436253243877,0.036504984137701466,0.10537643990916755,0.14043806107631582,0.6417990996135756,0.38501784635101216,0.23437695494621752,0.2330223668014661,0.10630474826677573,0.1431368185749707,0.0952857622498181,0.3186920175228133
400,0.00902505498893915,0.2460564116559303,0.49669227714828457,0.9712019061335387,0.07550455080807413,0.04015858468592137,0.014183574970102442,0.6320667037167259,0.030744844747835696,0.11229761983610981,0.1732887286203362,0.7198774963272895,0.3807360782036326,0.22972086943252573,0.23012497142948954,0.10847000437461378,0.1586840400091832,0.10043904499860087,0.3190100783197121
500,0.008376485873874712,0.2783274021904911,0.5189385542899472,0.9382702814782817,0.07755218051320308,0.0382033652114405,0.0026936224041138384,0.5746633058512997,0.04237437997937778,0.13947347921473152,0.19941079853817212,0.8000249640854016,0.37876895839530006,0.2218647312993908,0.2286457751442048,0.11374109313358588,0.17110935170075936,0.10581234336983121,0.3194065412009094
600,0.008145253376758463,0.30134007541430147,0.5347469678898785,0.894952099069252,0.08184496659389953,0.03954615369846047,0.0019369857545149284,0.5305695052966554,0.040783420238742284,0.1350351744454894,0.2503910794968089,0.8510610673925498,0.37944070288307635,0.21797675708475778,0.22763870139413397,0.11818843602912413,0.18276966892817606,0.10765744274018445,0.31933845946100436
700,0.00817217396077839,0.32139738649275423,0.5526467052884241,0.8612254997143077,0.0912388192883614,0.03877331329334404,0.0069262903937221815,0.49857306962409426,0.04260130050512852,0.16983266374607608,0.2956905032007263,0.9099404970172037,0.3756909413811723,0.212371551414179,0.22173122674088655,0.1228245314009121,0.19069145740541832,0.11447444983362065,0.31901378342723336
800,0.008248098776177477,0.3389221627398566,0.5639406206522583,0.8261165732342405,0.09389276356649921,0.037261416068289095,0.005966608815164312,0.4534224622583183,0.03683065992493322,0.17309274219621706,0.36569442956004355,0.9561679605060251,0.3722744730460183,0.20863800875117722,0.2199740735385007,0.128152046109781,0.1982866077640591,0.12034499493137757,0.3183827904882758
900,0.008467836319089504,0.3540092358204278,0.5835596290640886,0.8024867456462602,0.10073025022918135,0.036200335627521285,0.012164985183318822,0.39806353027511227,0.061826065838063826,0.20163881212627804,0.40397070741710317,0.9891514313588919,0.3693621851772674,0.20255739305177298,0.21800411052730967,0.1320162252678855,0.20312801415915563,0.12496143633352344,0.31757687443556754
1000,0.008697330208628454,0.3586413236926578,0.5929209328326248,0.7690769237081664,0.10638334868497264,0.03606443484641363,0.016401686262330503,0.3718144319443386,0.059138117628789615,0.21599856344139287,0.4568061941125747,0.9991751306226972,0.36929252016400177,0.2004960494648059,0.21540429288620835,0.13630748890974712,0.20458587064423317,0.13082429719196342,0.3166339579994979
1100,0.008824197501718435,0.3645425009193173,0.5984768917633715,0.7326447683641117,0.11260152095417339,0.03220709775809479,0.015245043877782407,0.33625417046603534,0.05857870171790126,0.24549796859106082,0.5142247111964439,0.9908881175527321,0.36349524368538616,0.195772603561474,0.2115735721254191,0.14264557733967373,0.20428339862786843,0.13568060424723902,0.3159093963776678
1200,0.008975341958968241,0.37003261093585094,0.6082234355113164,0.6729436184096856,0.11505892935996198,0.032423388240765995,0.016855007436452626,0.2979301101416607,0.07696724438105797,0.2636193413394152,0.5798506760272935,0.9932865447991165,0.3610912300679164,0.19240671789991864,0.21108852648058454,0.14686496298068163,0.20272511847812782,0.14067869209133388,0.31484799057812013
1300,0.009065287262040244,0.3733668049401203,0.6148683244073694,0.637655406785367,0.12126954262404921,0.030674993376105814,0.012064471170239429,0.2728401253063008,0.08268079268192917,0.27301975477580825,0.6333933586189332,0.9649545659039441,0.36017528817427225,0.1866014960503744,0.20822522891541684,0.1511060538530523,0.20041762050542986,0.1486467549452987,0.3135928935796995
1400,0.008924752381429252,0.3704866366863124,0.6201211038101864,0.6179054682371569,0.12900300049114408,0.032930283321811034,0.015814429146294665,0.24951126268528465,0.08240475562458005,0.307934398268748,0.6572788986340907,0.9619843461969559,0.35729728999103555,0.18332208404120676,0.20531648186927645,0.15498549240724172,0.19963362399889373,0.15075000423376467,0.312660684401047
1500,0.008956201276597745,0.3690659878159581,0.6247925462467621,0.5786480776995162,0.13383174010990043,0.03185800822770962,0.011378749384178603,0.22143315497049293,0.10426471836545535,0.32267542073796157,0.7107434727440759,0.9304204986603098,0.3521033743986161,0.17603094036630446,0.2004742908282917,0.15896494666158206,0.19511558179468477,0.15586415424649588,0.3117120203216057
