miliseconds,cG,cG_m,cL,cL_m,cLm,cNI,cNI_m,cP,cP7,cP7_m,cP9,cP9_m,cT,cT_m,cTm,cY,cY_m,cZG,cZTL
0,0.02383877815047,0.12118030967000136,0.4194832480315081,0.9883523528861665,0.054515700391007005,0.04395671484162351,0.009318269720079108,0.8145626859774144,0.024355751487550443,0.0714440457756744,0.06828352287956567,0.35283352593489936,0.39353811075554457,0.24882049554381502,0.24097209130294445,0.10072496482845597,0.09246626126680202,0.07637966150085225,0.3230556964283412
100,0.017278520068591693,0.1515850230696637,0.434534363387329,1.0133584067024135,0.05851773712585735,0.04275737408048763,0.00874907943120086,0.7809857149283898,0.03138241735623234,0.09254759011829823,0.0876689599979682,0.4312810424685576,0.3921294549475698,0.24338228214927143,0.2377921029661578,0.10212316676251709,0.10796753203247708,0.08406505274348422,0.3203182020027977
200,0.012931359470243934,0.18245483403235008,0.4608409967560067,1.0131734672307826,0.06517870553877109,0.0413514143458662,0.010152945619553315,0.7268941467246439,0.025099152723532574,0.08973326900724386,0.11110465669404451,0.5411065275717335,0.3888388719417648,0.23908709688718044,0.2346892499381991,0.10381591807569406,0.1265712445357618,0.09118014487263332,0.3187606286895212
300,0.0103603588399738,0.21513088201220018,0.48020818301147394,1.0017072625022696,0.06718423654700899,0.03821616398670017,0.012607953790350783,0.6793615200101646,0.03498554258452265,0.10017589996590658,0.1422785385160838,0.6235581309955069,0.38650729160167674,0.2336857160911012,0.23278923346752836,0.10657109398460232,0.1412405076302457,0.09876233447643651,0.3188512203585098
400,0.008892552293739944,0.24995246138915336,0.4957305155506096,0.9559775361743628,0.07023209990321037,0.04085408544698531,0.004219314965674684,0.6405758079236892,0.029962541970579338,0.12490220139358008,0.1765325239717541,0.7130257397237706,0.38322214662954623,0.2299284578574867,0.23263115132079076,0.10859241528173409,0.15842269417966431,0.1023463483119798,0.31911203392451504
500,0.00841214739469255,0.2745101167954983,0.5183941345694931,0.948596292866551,0.07859140706583326,0.037466359831489646,0.013881650291907015,0.5966286806209029,0.028121166671899317,0.13479391231094465,0.2017283677757863,0.8045859414865727,0.3812786160664687,0.22382479096953703,0.2293366546625012,0.1125876969921016,0.17281429867229134,0.10667457981809021,0.3192723548232611
600,0.008055799929044757,0.30063565609216286,0.5348035515341144,0.9002973183118851,0.08201107341524279,0.037718731403611226,0.007046433046572649,0.5262732402426838,0.03792965892374436,0.13752663139841997,0.2693193185814218,0.875407930766913,0.37774156070019244,0.21649936643366496,0.22502478115467509,0.11770655724461603,0.18418034839832811,0.11174476769894716,0.3191756155027006
700,0.008104106801031269,0.32065157325985594,0.5546700955363978,0.861465943891303,0.09072933933541479,0.03557934773568095,0.011906838463354035,0.4821784653119772,0.03827051465846752,0.1674811636055595,0.3210022755448906,0.901651784368464,0.37764187434647783,0.21550841345834035,0.22221863493648022,0.12156609838152745,0.191845580328979,0.1138591426142417,0.3189671193799188
800,0.008196258441920201,0.33615695800616174,0.5705466722540888,0.8263907292474884,0.09218409714580002,0.0356134624298248,0.001050340623213671,0.4351993032690958,0.0499284870462778,0.15656571135496344,0.3707834076431852,0.9549883608794684,0.37517212761745083,0.20846013797308943,0.22216403979126073,0.12861585958871188,0.19943655133793092,0.12114033631984811,0.3183784591012345
900,0.008373281428349437,0.3500153546052986,0.5801097776658336,0.7811674084506951,0.10245869557488849,0.03288727426764574,0.005603097062992366,0.4093619881097237,0.04989664538365664,0.1756905144523141,0.4165543452571685,0.9856695359189678,0.3696745493923287,0.20602880684738595,0.21796018074993376,0.13283316775509746,0.20397712548182856,0.12399340753186851,0.317691568171795
1000,0.008562225056638718,0.3626896677203455,0.5943141823989104,0.7482655486101922,0.10359951005262881,0.034586965724988525,0.017541205354435787,0.36964393886640523,0.06436318074740231,0.2242243339426479,0.46849171234987075,0.9848045330033729,0.37039214831584477,0.20095513015906435,0.21465849780437699,0.1376322648370499,0.20571713672310526,0.1279132717313785,0.3169037906325362
1100,0.008842177801516232,0.3667443495096219,0.5980323595562872,0.710254112053557,0.11307223968910636,0.034102631253836564,0.011579994460107285,0.3352529122327229,0.05870319158749028,0.23772116431131193,0.5325313272965346,0.992627279040056,0.36673859394893715,0.19452343015334764,0.213543680152087,0.14224605551035222,0.20481403842302134,0.1355780333660952,0.31566646608016924
1200,0.00880667071524904,0.36982699235586736,0.6087707049195868,0.6919283456282269,0.1174708220539647,0.03094321797709932,0.019509465254691293,0.31246593980665976,0.0677583257252746,0.2632150369485016,0.5785232772274248,0.983116868081131,0.36300139126511016,0.19231617947517315,0.20894929197585851,0.14623737395670025,0.20341277635398503,0.1396415254754866,0.3146154041052413
1300,0.008863772125742818,0.3741578281930933,0.6143607062775363,0.6462083221626074,0.12145596769748356,0.03385305987031487,0.009036960156937175,0.28541973445315744,0.08851401555591351,0.2701634225494642,0.6283967961224174,0.9706443616819317,0.36086274993043754,0.18387542345545957,0.20584464877428793,0.1505984584784616,0.20283249609529136,0.14536651125292865,0.31370287433076005
1400,0.009100270146456793,0.37071034859860713,0.6208350731565683,0.6157518308287832,0.12449530902676299,0.03312496607923822,0.008627908564376252,0.253381992969617,0.07991658729531582,0.30823405616180366,0.6685198303509965,0.9489043326396217,0.3557247581190312,0.18053736600568382,0.2035515086607321,0.15469365820894126,0.1970397008480724,0.15034781204267997,0.3128873914128097
1500,0.008884911565869406,0.3739054818052377,0.621805457334533,0.5750773217013951,0.1352477409760256,0.032536413060048744,0.02487307142329435,0.22693415295920258,0.10414067704589151,0.3249649987987462,0.6981919098340168,0.9298218196558596,0.35504825390446004,0.17731352242435205,0.20179194689487656,0.15813843902772678,0.19493431880409967,0.1565707479862168,0.31181165841234254
1600,0.00892284841683284,0.36869299623585916,0.6277021098506819,0.563037488123861,0.1391727379386278,0.030548574893040352,0.018889506823080254,0.20985863268800728,0.11179399034069196,0.3585078220487584,0.7467765609160526,0.9139927724585666,0.3509509852590371,0.17242347696368696,0.20023816555686158,0.16276947061624616,0.1891927340737988,0.16135290788512308,0.31108535606506865
1700,0.008958301695179988,0.3641874626712881,0.6251669820071385,0.5186574640429308,0.1418728181003887,0.03189978554947731,0.022706399708109247,0.1800337382608207,0.1303152838070114,0.40525541854955827,0.7862267721308925,0.8627017489721318,0.34737645615555,0.16814272677200578,0.19631484470993607,0.16682397012652087,0.18517217846111164,0.16427139021656137,0.31060352640099176
1800,0.008943294166330357,0.36271714800029775,0.6291707151906865,0.4997832687387309,0.1497044448859735,0.0308543976433635,0.03019629819641612,0.1609957467606339,0.13626870282831735,0.43042572277904256,0.8344107408647526,0.8462611860067488,0.3456989585042719,0.16458751619430315,0.1935757766576152,0.17034116515602826,0.1775848094010517,0.17137630124041442,0.3099075906278674
1900,0.008804331160019075,0.35410193852643373,0.6267660980230384,0.46589288302639,0.15172598419235137,0.0317070270683228,0.02271866288605772,0.14637544988552503,0.1542233065981958,0.4556403208886294,0.8581097168568632,0.8081281602151832,0.3437986546546535,0.16151640333442185,0.19238387641124857,0.1722408339488799,0.1715741068532689,0.1787059859912328,0.30983475120527504
2000,0.00853948641550412,0.3523574388050446,0.6291471865233551,0.4602919556123094,0.15504916145693134,0.030680604719793003,0.03220801063560811,0.1366785443034032,0.15451639368849268,0.4774789797591854,0.878046370265465,0.7649043940973705,0.33860326134748936,0.15911183031252296,0.19078601829172676,0.17408164274875615,0.16649145767764872,0.17959391499415311,0.3093278442981862
2100,0.00856464744137218,0.34646353640731253,0.623237513415957,0.4370606197379063,0.16030052416015828,0.03190678483336066,0.03867157785849889,0.1271945397265023,0.17935427451470656,0.5065414936496666,0.8984414444641244,0.7255701939955933,0.3332891223145652,0.15587477828328686,0.1878098053836729,0.17662129945649274,0.16219179621049795,0.18785755054293213,0.3094606949758655
2200,0.008404835051438873,0.340211989013461,0.6231381409907734,0.41110390205484687,0.16712580038248206,0.03159346343144422,0.04566810920361595,0.11796379277150659,0.17979918076993134,0.5277324220910963,0.9163238252420528,0.6923890642164969,0.3306200855311703,0.15399267118154242,0.1863537057872463,0.17671515966547094,0.1549744573973782,0.187301672569955,0.30931819786946907
2300,0.008412330395316279,0.33604613207555434,0.6169385257957701,0.3905507882482342,0.17223480919586057,0.03183810679037281,0.04936822647042516,0.09839692031323616,0.1947815337709276,0.5581021021597636,0.9442144605461654,0.6699527328535573,0.3264678841194652,0.14819766426884623,0.18433848898573887,0.17876181452207998,0.1503303717601553,0.1937991617235188,0.30949665494231926
2400,0.008286575258152068,0.33154960108608267,0.610258784151153,0.37403230392571685,0.17319124658463567,0.034281659994001214,0.059795105749506805,0.09131060134757006,0.21096499490262682,0.5896676980834186,0.9579798274308947,0.6214490192679337,0.32622221646729815,0.14439737084369617,0.18191856620571947,0.17898145156771617,0.14532948103696117,0.19872953733744514,0.309540215224023
2500,0.008001432415204434,0.3309235141414655,0.6016925997873545,0.3435231707192213,0.17789770543404154,0.03687543545455424,0.07282141823304714,0.07132364601444646,0.23674757282393594,0.614385761977358,0.9695590916259723,0.592928992003938,0.3208065708937428,0.14423439680079886,0.17782991369119783,0.18212517099610495,0.1395366317696682,0.19843034235006649,0.30976474895317246
