miliseconds,IR,IRp,IRins,IRip,IRi,IRS1,IRS1p,IRS1p307,IRS1307,X,Xp,PKB,PKB308p,PKB473p,PKB308p473p,mTORC1,mTORC1a,mTORC2,mTORC2a,AS160,AS160p,GLUT4m,GLUT4,S6K,S6Kp,S6,S6p
0,100.00502915731501,0.002030801896291854,-0.10303905066059929,0.01993607934526345,0.13253980881772143,82.49981799443218,0.00122707096680097,0.3164062807790161,16.818385975761757,99.99834492643348,0.0016770953167390202,68.84930598006768,13.667379872109153,16.889230433325142,2.5739204016280897,86.78967395944245,14.028022429569994,99.85348828720892,0.12833633498072752,83.73301167758343,16.14726507943059,26.266124346321153,73.68889785784724,99.26693865997119,0.7291579102491857,92.68034387918442,7.1630369090054735
100,54.33626638041017,0.02120984033976226,44.914668870781085,0.04802871360835286,0.1340345569828312,83.20250678164469,0.0016867422882105565,0.4079126058243787,16.401737157371535,99.99832521941754,0.001676286212404141,64.17810504838754,16.83881141137858,16.427532384675857,2.657557769083036,84.07648657340634,16.534772460220633,99.81932606847893,0.1370457032398641,82.09164761464814,17.305343627130927,27.741310331667524,72.20008977235723,99.2762594833751,0.7296165314849995,92.82178502214592,7.206676399336648
200,32.71010668102689,0.030550407785825958,67.45597701779327,0.10786659182313381,0.10129958298343181,81.85421578708073,0.002706701860955958,1.4022574027093064,16.597041412651553,99.99831965242315,0.0017060920184141753,57.54458621763587,23.336125636851186,13.032966447404737,5.35036452196308,70.68289516019397,29.42430755655223,99.79354195243874,0.18463843389304851,76.59019606166304,23.15384319307429,34.33916676899632,65.53723743564568,99.27812926635006,0.7376813911320315,92.79136993990984,7.198077616023053
300,22.56607307913766,0.034982180819507935,77.33698740514431,0.16440329253841032,0.1473003319024567,79.90447578929988,0.003719509161333857,3.324197602242958,16.94860455255919,99.99829980297847,0.0016959032083970745,49.173597013085924,28.41092282213207,11.331704750381464,10.444278393443117,57.150179249137246,44.10021579312993,99.71449810183172,0.2888986931894573,68.42553588809594,32.24867222572631,41.5945237452838,57.987562892056424,99.25770454537124,0.7342339237287953,92.6942522897011,7.2986168403186
400,17.46889915858544,0.03677248650999204,82.18238779887503,0.21633422412456232,0.1874412744016931,75.85671826124563,0.004956035126977131,5.36726362586671,18.74867470652787,99.99823909106802,0.00173535309628125,41.25655463238264,31.7826633856214,9.952677257426323,15.20906309923461,46.06974765501332,54.72770842246573,99.59380000070732,0.42401001180476616,60.21104901289769,40.64019472503264,47.111893580588564,52.40195801093302,99.25891260063489,0.7336767621698568,92.65482572444718,7.3075482083545715
500,14.541111113018342,0.0381654315497267,85.15051992942318,0.25722070727628216,0.28587125355327986,72.63809264778396,0.0058408272096406545,7.358873764452118,20.91675129156527,99.99819830242726,0.001811416597647677,35.55283442912477,32.307432734532476,9.849208900497764,22.11982340464629,38.336826558448536,63.09061394895755,99.41656802752871,0.5501174468895803,51.63315958877925,48.415003684964844,52.20711939620049,47.77843872635818,99.24840122089144,0.7456739056190161,92.62228971989333,7.442445645248732
600,13.42330119401771,0.03842669187988269,85.98966637162047,0.2818599071840694,0.33681900937554926,68.40813340196719,0.00644042437662925,8.956610536286684,22.84576284704702,99.9981191327889,0.001899285205407926,29.13517984101129,30.031608673825463,11.5158256029477,29.420110342380756,31.485293406756355,68.95698363707355,99.29277588359838,0.7145603589187669,44.04366735461792,55.398277088638615,55.49675750767552,44.212751371411954,99.23899288955164,0.754777913214893,92.48814610754279,7.514157616685831
700,11.983531468348875,0.03893484074786615,86.12111230147659,0.298665302775897,0.4350924385742245,65.68291518173946,0.006847940975247656,10.194811170083002,24.743490213700746,99.99803344094732,0.0019488992776714122,23.839208896652885,25.919457304096834,12.817816240385312,37.19656604008798,26.170206240499617,74.54374359551188,99.08354416717856,0.8844255605427894,38.322921247689514,61.14576167472389,57.829718224366864,42.44567329297317,99.23116271829922,0.7798328287448432,92.27476439116897,7.750873403281945
800,11.533859206396233,0.03876697284994775,87.4537962065157,0.3088911861488747,0.5190402089294972,61.14376794426217,0.0070010302086118015,10.833095472859814,27.246011292609662,99.99796779734785,0.002029411559112005,19.176886710511933,21.01966804580999,13.916496268786574,45.733908520329415,22.42733445039733,76.60181939289292,98.93722878776671,1.0282853102545164,34.56628517519142,66.55998194383649,59.19323376454185,40.7253725348965,99.21127094680845,0.7890481678580713,92.19696391046232,7.833424552499301
900,11.832213195971923,0.038914997642332805,87.103735974944,0.31201746272545056,0.5752333461530381,58.04327358645675,0.006925136841838336,11.195092930185526,29.789794332895365,99.99791213074467,0.0020997896083903593,15.739420241732304,16.4368123659868,15.217043661464247,53.34868645210325,21.05690431207427,78.97012940345867,98.82204853152444,1.1840928624806395,30.453737640784357,68.73004550389051,60.555485771042186,39.7393382915451,99.20223092111313,0.8122503477772313,92.05304828049167,7.989775372170345
1000,12.545214935900853,0.03897116605245778,86.61885143138119,0.3076645633136548,0.6990156834679558,55.8974195345572,0.006821021534106597,11.248419994362477,32.93000556298937,99.99780536801175,0.0021676141924391146,11.555747159089123,12.620123317517265,17.245775657859298,58.00402816187643,18.104017501963842,80.75059243673581,98.66985351690698,1.3098595342476054,27.934827994281655,71.7142857836079,61.334666126505944,38.48076748646,99.18555031927966,0.8274701164593614,91.99064316631964,7.9916545660456535
1100,11.4317294619103,0.03863324687185841,87.23804599976242,0.3059576820794807,0.7755757229136578,53.81733287871754,0.00672241727147823,11.024671771396404,35.91252999813213,99.99774792041704,0.0022321217613943682,9.321420886261432,9.448518431159142,19.027640138271106,61.93986957130294,18.421601992303028,81.86316009381481,98.53987658296002,1.4149019166692571,27.62105659949662,72.98279620854107,61.59473870067541,38.34255323541987,99.17236149747436,0.8300063861242343,91.82737081356194,8.26884540401392
1200,12.528497840608171,0.03904309244263562,86.87936714859119,0.29713548928599026,0.8354604675420083,51.73907918781937,0.006424014117205345,10.691447808198587,38.536007148230176,99.9977052540733,0.00230007052557448,7.2962426976182835,7.417689138109432,20.034753769351134,65.52462798764901,17.022472781602087,82.53412276890256,98.48009976711063,1.5348273614598984,26.08134284321782,74.49454472399128,62.46836248305019,38.11083615932982,99.14615823552394,0.8425352066294938,91.73819864756418,8.333574896435257
1300,11.33194867197597,0.03865906344558479,87.08230676508538,0.29267855005104315,0.9123365011625919,49.088930306117874,0.006065701524758489,10.46980181739334,40.09806429450711,99.99763238232279,0.0023871376943125915,6.193649155590778,5.197383389868314,22.051213318930568,67.43228592616857,16.65054579701357,83.20943662344183,98.37497215201408,1.5925421315239767,25.892070310907258,74.33531295885732,62.6539409610174,37.97641766913911,99.13878146406851,0.8681126876686848,91.59565679570373,8.438246083758038
1400,12.414476585573194,0.03888311035616578,87.07371880908039,0.2846292965916391,0.9884204236574257,48.59696829691343,0.005790411518102527,9.844776058996246,41.528842841251425,99.99754606133338,0.002432307974809838,5.386629736635624,3.9136356835299653,22.928496066195773,68.33179003162357,15.922757829746386,83.35971364287825,98.33773155930409,1.6633462842026712,24.787509127829058,74.69751526005663,62.601742600100124,37.41163402219386,99.12413160058505,0.8819277901261484,91.41286606560276,8.602758337080724
1500,12.539939494116629,0.03894277437619908,86.88115402211851,0.2795464952761084,1.0863172318938212,45.88466557589902,0.00558440548078732,9.521575333882312,44.66939869255381,99.99748638350177,0.0024997372110873743,4.159651328389694,3.5800119125412886,24.014569685824387,68.15490840401905,16.944762848165265,84.09402338777755,98.24742781471654,1.749349697992201,24.496735096551593,74.40119615037493,62.39198710380695,37.12859370773287,99.09444481187643,0.8987662972567169,91.24929630054032,8.679915952224526
1600,11.524502451804832,0.038848379431337655,86.74073184845686,0.2697242409255939,1.1489697476281986,45.42935873600595,0.005297515482833401,8.983836875209896,45.12078857445116,99.99745310521477,0.0025301066968037183,4.39269371997084,2.689139455471372,25.576845837866642,67.41949611477347,16.916142123378584,84.0561373353957,98.2012727240792,1.7743003397417882,25.72248864083502,74.68076323243353,62.92061135060979,37.41073199122229,99.09336940931598,0.9103147696375656,91.12822545601526,8.948767298784006
1700,12.166967444614846,0.038701786814238866,86.42952399038023,0.26483468890713907,1.1927118952995006,44.455944595581144,0.005012830213712331,8.629735659936388,47.60783755330715,99.99741030383325,0.00257861597371134,3.9650317909584003,2.7141845888267206,26.91670697451115,67.60052882076077,15.840374449909795,82.85549128961138,98.18819193554776,1.7973224147698956,24.573894227928193,74.57003898985494,62.178237158520844,37.312941765965185,99.07614437457059,0.9357481592117307,90.98646614052495,8.925855755559317
