milliseconds,T,Th,Tc,B,A
0,8.881233913589671,6.9029345569097895,0.9718330004013637,-51.8800126798529,175.51015448555972
100,1.752921210028319,8.219284691431836,1.5422396579808175,828.9552170587101,-105.22493631394258
200,0.8566314275809439,8.652873522807248,1.9637334138217384,-505.26415669844255,-17.845112429483482
300,0.7121180538572323,8.844733014608677,2.002777733410528,-21.19987491435916,-5.780918910592981
400,0.6096878515329636,8.662816449469158,2.169801502872838,139.68296713906383,37.436807086607224
500,0.35565681038460967,8.676200793007538,2.3919188584164814,609.1783004915993,163.0686155366357
600,0.33642247530521774,8.67523236598408,2.9865571857540445,468.2507459827982,57.85823459030568
700,0.18099777068520118,8.849684492009278,3.2061939258571432,277.4855491181314,-154.86272406703978
800,0.3386553397211073,8.58853966491115,3.19882347640944,-386.2858109777517,-149.44526990970056
900,0.1659949414486269,8.696551592875743,3.3222008959144778,591.6266143594777,-114.64650011374624
1000,0.1702148635334435,8.385353103150754,3.8404938256765297,61.242998277000474,47.54504804765434
1100,0.1674755123013661,8.525508000447793,3.9745925751803224,-546.0547017471905,180.08617706697075
1200,0.14855964464128227,8.43411406666864,3.9469185142557426,-529.0973190822025,-37.559848393634105
1300,0.09207811077119486,8.200148937669988,4.352818230651089,359.20649616157675,6.5194935693671034
1400,0.19041215923751498,7.969512442406695,4.127360974067709,-575.8934129696709,97.46263193083594
1500,0.09689423327190265,8.025314494480517,4.3011029426425464,-495.9243997742446,136.067768861599
1600,0.19137383841103348,7.7472311835847485,5.015596118090775,-160.05606144869265,-10.936075064342203
1700,0.04972186259008607,7.680730221242067,5.168413289966052,223.8658063503764,187.16815443738366
1800,0.1161665711001549,7.687800608665866,4.933293344416516,492.40542120249756,177.58122630870218
1900,-0.029224066970783336,7.6395008922371375,5.65429423700443,-522.6406923674615,-71.84433942328384
2000,0.15103151897546266,7.370512858617405,5.56769181329773,-130.0104944267212,108.75159754809468
2100,0.08567296250562895,7.369945004093221,5.901544386054787,1048.688436140461,9.79752426595704
2200,0.14217416477026892,7.250511659960079,5.701586318064032,515.7312552380317,65.41905575805536
2300,0.11827531006784409,7.066073060558983,6.390331014672838,196.9590816417371,-56.7534427283258
2400,0.0225728483872555,6.8125610766958715,6.695629458513255,178.7631413529577,225.30653012620692
2500,0.019212857663402024,6.824866543959148,6.5901418606580835,780.0856751347176,175.38173911489025
2600,-0.04956798605815796,6.536793848478093,6.712327142115419,190.97496835839638,44.42756953013634
2700,0.04523711348480588,6.62199811691297,6.7902277115131096,509.625339088067,302.9672626109056
2800,0.06762015454325462,6.392894366753826,7.247779235204015,2046.912262859435,65.45407443231932
2900,-0.09835406255239978,6.379141142752141,7.292055524575526,2377.3894191893837,326.4164562320896
3000,0.01767141904984663,6.208601880613112,7.482312337161075,1842.8691851082208,409.19895234482084
3100,-0.08211902200148642,5.915072866983819,7.629281833904327,1874.318318351795,228.91768327504656
3200,0.02263735440169664,5.845012542034901,8.124832057318237,2306.3446861126477,280.18194631428037
3300,-0.029355662642240724,5.835262288825572,8.406431521072216,2879.459700504169,412.98324761832583
3400,0.11299830967332614,5.622946492867865,8.798594664474285,4014.889290772922,492.5542117524674
3500,-0.039493501737541244,5.637044035121233,8.822216850578197,4183.162910830401,685.366496610121
3600,-0.11481408638080466,5.608775313463357,9.118100903206134,4478.976326408817,948.0190992952218
3700,0.09275182053651923,5.3946719574234585,8.913189017536851,5826.363136231972,1092.3681734445408
3800,-0.021504826035925493,5.298757031671922,9.487309895073908,6478.1893749018545,1314.5563144798948
3900,-0.07642471451199455,5.2042499225671595,9.430239591167636,8177.616199032258,1431.2541388602874
4000,0.020942257294195653,5.023207363725511,9.642971178868404,8897.894200212528,1669.6866861938986
4100,-0.02139833282018418,5.097836969675085,10.177575477039145,9922.870915729261,1812.1239942546179
4200,-0.01460485249091817,4.898601493134224,10.00187049662309,13128.01566499058,2272.563317901232
4300,0.046874270047460725,4.634087772485932,10.698140633317239,14033.471126952092,2733.3656033519105
4400,0.04655841704158708,4.687363478612821,10.708747332193099,15762.943491689584,3083.907529267411
4500,-0.12030662091085313,4.7358075527917505,11.109086406112192,18864.323661402417,3648.917367178989
4600,-0.03654672446046374,4.43331142470343,11.19283598677588,21742.40836335623,4363.608604866081
4700,0.042803470762915845,4.519380208897242,11.309394867584396,24811.607547302967,4809.140276121738
4800,-0.040277232456503005,4.357893691629488,11.521403136396597,27414.220808816182,5795.448120562297
4900,-0.0679182495173842,4.2292483477972995,11.571669336432086,32423.550144043085,6619.62579064118
5000,-0.12365220716778633,4.071670925623631,11.556921135072093,35380.01170431843,7673.070254000201
