milliseconds,T,Th,Tc,B,A
0,8.903929333862601,7.025437238216128,0.730343615745283,233.54365598183423,71.95823251554977
100,1.841877185967405,8.23076172330345,1.7265824362093942,813.0208007164714,111.4661377181261
200,0.8985739900285966,8.541054616941606,2.2358716124701945,-34.22441807992242,127.26037365447986
300,0.6744178446654774,8.836951782496259,2.2852465867807172,-252.2866292694294,-44.11997862854188
400,0.5187432120761688,8.808448983748288,2.4316060757002216,42.478064387695284,-137.06741887989799
500,0.47454661780902924,8.759705733128289,2.5708517418409755,-603.2336367075058,66.67579935956871
600,0.4110297660074705,8.71314072540982,2.873007286154844,317.3385799101306,-99.45939434795932
700,0.18139562464284908,8.618100668868795,3.0050368878191476,442.52339322421,16.622319318593636
800,0.1840526382289105,8.508401154696168,3.5356252689430803,169.52205200727548,102.3091973172831
900,0.3157868113937915,8.718498588803714,3.313257901926574,534.9114432188463,-110.21791852816541
1000,0.2500090645676585,8.407819532749697,3.753882897527632,-178.05054633094244,-144.25290954583153
1100,0.06463841559361994,8.246015214313458,3.9818751489613966,245.06154702970542,-80.30532771559649
1200,0.11366276676198989,8.188964585925659,4.086783246638128,-439.5208597175712,146.54309340299605
1300,0.13311348487309213,8.04725845983872,3.890044316897663,-87.15315427943256,144.02919784821444
1400,0.2561628096787507,8.061185528484627,4.08875063540258,900.5231888770354,-165.77930369668928
1500,0.0010735756900059346,8.114553342639287,4.479842303886627,702.1840846998139,-50.18702540958182
1600,0.06927233082005178,7.7507483227908125,4.4843871127524,276.8128401026697,-0.21601692152871976
1700,-0.02580791896900962,7.761419554178152,4.894132268330521,-229.61345813816305,55.30091102762781
1800,0.20679700826660324,7.761686573534768,4.983081838634096,-270.27931056068724,83.47856506333329
1900,0.0664597021538167,7.4563721387810915,5.679978869942049,3.280641405360086,206.6284094428641
2000,0.15377052520088913,7.323799835150706,5.373206166413031,825.1450734120874,181.98113872242934
2100,0.09912086704197035,7.327587559401156,5.882633570531314,519.851411007581,14.689794853777276
2200,0.15465656601846012,7.126568766574809,5.973710659244823,1138.3585452014786,228.51301621589303
2300,-0.014115597357618852,7.161227626129054,6.228595216967135,-91.10816829604317,13.369755546171795
2400,-0.053197999406174985,6.860199584221969,6.36998453484219,169.1209526720723,178.03874423189424
2500,0.02402105460985482,6.769114472228722,6.487919224353062,316.66117597561475,17.80275180390538
2600,-0.00647632022039548,6.612104778822839,6.5921215374665385,1023.8259691850125,135.84517405336115
2700,-0.0021852562623384947,6.678665294609905,7.0572732506777305,1501.4535593043033,325.2219584835706
2800,-0.01878535739070122,6.490424855806984,7.313932973242113,349.2535260302586,192.3386361577996
2900,-0.08057947802416618,6.2914705375113025,7.344944625312271,2044.2942870791574,188.76262999839216
3000,-0.04528925041675342,6.256558774733322,7.625209352918821,2562.746347812077,333.230963763758
3100,-0.1045619956558038,6.123532118865153,8.170375513511834,2873.0498581901675,443.15151123830174
3200,0.09402279442440138,6.0659183484603645,8.417809937182563,1787.2646594355122,346.2107662324372
3300,0.001333130148536059,5.749158348098825,8.36886097744886,2948.3111303020914,327.65159701534714
3400,-0.008299783861456203,5.572810703505524,8.292015978465548,2941.4327139905135,732.1616200928756
3500,-0.013763485823245896,5.724226727857563,8.537266457351722,4285.548756698879,658.5196518006159
3600,0.07980248860454053,5.5692286383643745,9.018636715726478,5753.758723668279,1012.6305845610476
3700,0.10403098182769377,5.354524316186646,9.246810250574532,5334.894268145701,931.8196553408012
3800,-0.025087278612288138,5.328293144807037,9.312997975046036,7013.072467608701,1340.2920505235024
3900,-0.04636117193128712,5.064133764471925,9.432311867427298,7231.934288068417,1303.622282399145
4000,-0.07489852784152819,5.075889423350188,10.001974487066516,9361.949088119023,1586.8321644173645
4100,-0.025726311502705553,5.025008431382422,10.046407886333078,11221.821192211972,2096.49986128609
4200,0.059646843860708204,5.011959313629012,10.14055604918432,11945.94460959322,2132.50255593665
4300,0.05205125632387425,4.833700129989095,10.540372768671626,14676.511948538577,2824.19923771112
4400,-0.12606571309127879,4.6582300945454405,10.803441374936549,17264.31899701599,3234.1303870925844
4500,0.018212704355166847,4.687588323431727,10.536208394884003,19637.442157846388,3598.4778870617733
4600,-0.046867142662908874,4.552656680069244,10.787923542442115,21076.689281329145,4197.613269394696
4700,0.09813502167151053,4.493306944022163,10.985481450839174,23768.15770436934,4803.76171979076
4800,-0.12581124707348113,4.396456276876313,11.570991603952251,27742.50806907903,5867.2783296913385
4900,0.09950691858978605,4.102686252432653,11.424052882932216,32370.103470300837,6598.636985895476
5000,-0.040183530992608255,4.126402781315268,11.996532423943467,35344.48833262008,7699.121593198867
