milliseconds,species_1,species_2,species_3,species_4
0,0.011054311427115479,1.3094718491678565e-06,0.002003057290150617,-6.1598550940656205e-12
100,0.01118677299389323,-4.065985393454365e-07,0.00261943923380838,1.8894237522224277e-11
200,0.011487607133144314,-5.578371824085879e-07,0.0022647949944678354,1.456151546033336e-11
300,0.013375884107958294,8.995094430303624e-07,0.002869415405652539,7.86592335150864e-12
400,0.014464625610068888,7.113883401946403e-07,0.0034770861004654154,2.064294577899385e-11
500,0.014984464756271057,-3.14169242275867e-07,0.0033665033204184035,-2.7204223669120087e-11
600,0.016345775194875536,1.0418460109602145e-06,0.003859262038510762,1.8717572764031598e-11
700,0.01732507076949843,1.1903259171728667e-06,0.0038234084009925113,9.737372104724261e-12
800,0.01757850084626931,4.1359745088625503e-07,0.0042439692188030054,-1.6764253446043508e-11
900,0.01899114198873826,2.6965892058642415e-06,0.004648815224616903,-1.2409520632443982e-12
1000,0.019063451191975552,2.2159869628835095e-06,0.0050890927510870805,-1.6030881352065995e-11
1100,0.021666781457179086,1.2393228697655875e-06,0.005289816970431429,2.19702238632975e-11
1200,0.02202331365153999,2.9147470759239016e-06,0.005338560353459847,2.661685870468528e-11
1300,0.02264029794393557,2.2744081694631314e-06,0.005702275892604765,-1.4321283073881975e-11
1400,0.023661598767608295,4.134680273895594e-06,0.00589106586683585,1.615134137434602e-11
1500,0.023164207767891555,3.963360955554025e-06,0.006218802634613182,1.534496363546904e-11
1600,0.024608432134467048,5.229276335524337e-06,0.006229472029335499,-1.567678029447501e-11
1700,0.02547051183891545,6.2652723383473074e-06,0.006676965806054908,-1.5393656733776956e-11
1800,0.025751519995807798,4.523518805494883e-06,0.0071191447964663365,1.961938350444519e-11
1900,0.029006784963063557,6.161967042051249e-06,0.006961864580748895,-5.391829656093261e-13
2000,0.028733100364543185,8.220751923987912e-06,0.007824020775752713,4.59536370301354e-12
2100,0.02959222489323733,7.01533905791725e-06,0.007637397182338396,-1.566763802897993e-11
2200,0.031100565931218252,7.388264539555083e-06,0.007892664199385129,2.2367035455336526e-11
2300,0.03146883896224161,8.88683156681438e-06,0.008164791445841169,5.5851908041454185e-12
2400,0.03142884291880515,1.0111043955391138e-05,0.008373467109030055,-1.205877825650949e-11
2500,0.03353051937853192,1.167688808912355e-05,0.009133458717312776,4.727043431306667e-12
2600,0.034586373283941214,1.1897364577701353e-05,0.009074705615091891,1.9325176754505797e-11
2700,0.03403966903067026,1.1771057400937063e-05,0.009129076163038343,1.8173878371232885e-11
2800,0.0367369405688243,1.2634461680725725e-05,0.009816829393995394,6.9742403368440185e-12
2900,0.03780617444804029,1.6411991451647156e-05,0.010139464076710139,5.516486239937275e-11
3000,0.03752109808218109,1.756923235091098e-05,0.010229696532159244,6.208246445283962e-11
3100,0.03953528926422351,1.718600082144533e-05,0.010226537409100123,4.9243851482569857e-11
3200,0.03867078616829933,1.79387664936871e-05,0.01045854824377233,5.128194586969756e-11
3300,0.03899893796877457,1.8944884942185215e-05,0.010559086610848468,8.91547380168507e-11
3400,0.04192411782606889,2.207203337068647e-05,0.011185902081797363,1.047250601521445e-10
3500,0.04228072040982802,2.1479802921099825e-05,0.011177947345484624,1.264654557040238e-10
3600,0.042806205816764364,2.5758680903096313e-05,0.011435393292885069,1.4852512420670264e-10
3700,0.04377883886983688,2.7136776467373348e-05,0.011604305863947836,1.9045466670496128e-10
3800,0.04542659722392422,2.6659078491614718e-05,0.01163266842253828,2.0584150384566792e-10
3900,0.04518265584936623,2.977610770414266e-05,0.012436601993491786,2.6511072963850116e-10
4000,0.04734190395183781,3.1304791822000895e-05,0.012427675794798271,2.7455877820528e-10
4100,0.04778667074045139,3.1447162592913185e-05,0.012706261607922716,3.2235087274680287e-10
4200,0.04877759641604504,3.4998509361924444e-05,0.013037258870595538,4.120887651173409e-10
4300,0.048092315582235194,3.573198743093007e-05,0.013044734351172885,4.4906870736603765e-10
4400,0.04877459508381865,3.826638081215264e-05,0.013294954869049955,5.363639366216674e-10
4500,0.05059074780590537,3.871681945103046e-05,0.013654846241617481,5.900183896614676e-10
4600,0.052685154115403574,4.277301834604513e-05,0.013742676841377975,6.6037149687851e-10
4700,0.05101927678314512,4.504863061341674e-05,0.013715518335898727,7.892244678400566e-10
4800,0.05416284271770416,4.653228037358876e-05,0.013806610858891065,9.000077805060377e-10
4900,0.053030125502196754,5.03230350427964e-05,0.013931593251413844,9.849563442835251e-10
5000,0.05426596902704663,5.1592259815489994e-05,0.014485693075797773,1.129543720149382e-09
