milliseconds,species_1,species_2,species_3,species_4
0,0.008897331617308733,-1.2773104323571736e-06,0.0016486669262613005,-1.588806937047209e-11
100,0.011318308174998399,-1.2006855837692424e-06,0.0023708840229717276,-2.189832265268362e-11
200,0.0131269743562194,-1.3015026152213454e-06,0.0028167122651702524,-4.43404980426503e-12
300,0.011860338684526194,-1.0876106339705777e-06,0.002535385405987716,2.8029226961940046e-11
400,0.013977548667838123,-4.944145676049493e-07,0.0029347300364476903,-8.105654151115828e-12
500,0.015846606983307875,1.2576821011784563e-06,0.0032925486503436654,-2.3847208438847747e-11
600,0.016415137591522015,1.3156086898676932e-06,0.004084227903922454,1.8803254180776956e-11
700,0.01794741483870766,-4.2776968245777375e-07,0.00437438699196094,-2.0757431471806533e-11
800,0.017195824761773275,9.820417998286335e-08,0.004406230524457436,2.2098163610123605e-11
900,0.018426852829281665,2.6017926783312976e-06,0.004988469944292234,2.1070592694782427e-11
1000,0.02038935809697382,1.3268834879118363e-06,0.0051398652415263245,7.682701912761806e-12
1100,0.020122224216567043,2.726499158525921e-06,0.005057073924692842,1.1708417644727196e-11
1200,0.02143009167614031,1.8080780452641078e-06,0.005583684131443354,8.903501840016489e-12
1300,0.022140869538216656,3.3759460875626405e-06,0.005519903394216817,-1.2408156065872539e-11
1400,0.023203489380512282,2.214940684986334e-06,0.0059543294804621835,-2.3225322222892932e-11
1500,0.0243892653839689,4.561047680703582e-06,0.0065648611564477,-2.452776282642462e-11
1600,0.024078586939167132,3.67302336590162e-06,0.006708643492959768,-8.96248052699568e-12
1700,0.025825589241451383,3.5784568291481534e-06,0.00701060604448115,-2.5213574768656503e-11
1800,0.026869047836499137,6.972282916225611e-06,0.006801000005670371,5.017304235060503e-12
1900,0.027238121270391717,6.336587974391778e-06,0.007429374430593869,-1.56932840755607e-11
2000,0.02844274224239606,5.3182552032765865e-06,0.0077867509136261195,-8.255908631135777e-12
2100,0.030221906200764335,9.03837528203948e-06,0.008080125894086177,5.457990919542482e-12
2200,0.03090900043420581,9.542405555191964e-06,0.007977048927379497,1.2891416438643497e-11
2300,0.03217673024590989,9.205797276516771e-06,0.00870403342323499,2.0290961882340338e-11
2400,0.03209736906516243,9.660299614194e-06,0.008791123450501344,1.651374427885339e-11
2500,0.03387865901322638,9.765813599938908e-06,0.008667540390771887,-3.919309694936398e-12
2600,0.03384173278875951,1.0673584613440656e-05,0.008777821506943211,3.5924873920464845e-11
2700,0.03627329101664802,1.1391011853438224e-05,0.00897143744525598,6.820274963582449e-12
2800,0.036669303444083486,1.373069141337474e-05,0.009691205575174736,3.69724245887462e-11
2900,0.03582050959617563,1.6383790444059997e-05,0.009679386030710927,2.816554723896595e-11
3000,0.0388562759211541,1.5000301179280753e-05,0.009788114139163551,5.894201707427958e-11
3100,0.03753405842328307,1.7409030146939526e-05,0.010491202435403177,3.4261113680472644e-11
3200,0.04056608442618363,1.814488068433629e-05,0.010170076268989421,5.752232149811563e-11
3300,0.04049623274016724,2.133457724881248e-05,0.010908273638409233,9.065616036190763e-11
3400,0.04097660875870224,2.217479006787183e-05,0.011261988014822167,1.0645259189505944e-10
3500,0.042933240685996965,2.4175199574709672e-05,0.011472416998910365,1.3709468985701585e-10
3600,0.04229117799492769,2.4077100289426977e-05,0.011142620299290595,1.4334267581086312e-10
3700,0.042780596366151113,2.7100908281909175e-05,0.01166432639028842,1.78876925593399e-10
3800,0.044795312206794155,2.608517814772845e-05,0.011741603925336797,2.2992159563643255e-10
3900,0.0447199653150838,2.839407015850467e-05,0.012329519618460955,2.2402015733336986e-10
4000,0.04718204467369369,2.945186099559813e-05,0.012547040238301763,2.6475247722971456e-10
4100,0.04586502374158311,3.1947252261330935e-05,0.012512445660061437,3.101518541433028e-10
4200,0.049168390240864536,3.488112126948536e-05,0.012550997518439442,3.990344442352366e-10
4300,0.04966887865254209,3.6898590769809305e-05,0.012700355015038904,4.5544852072096104e-10
4400,0.05090560409645866,3.884366177324544e-05,0.013236713718137057,4.946839250089975e-10
4500,0.05049334178798527,3.93696099311471e-05,0.013698868482161498,5.727525647785968e-10
4600,0.050709971690291906,4.283447847380107e-05,0.01320337891329208,7.121073572872001e-10
4700,0.05187281180991693,4.398113964482335e-05,0.013949499564356732,7.827993287897781e-10
4800,0.0530223640563718,4.617116163910267e-05,0.013656152970636194,8.943793935255795e-10
4900,0.054284453712228446,4.8539618573183836e-05,0.01420181057039376,1.011949067911757e-09
5000,0.053627966733442826,5.090933260016387e-05,0.0144640113713662,1.1614647170754932e-09
