milliseconds,ATP,NAD,AcCoA,KG,Cit,OAA,Pyr,DeltaPsi
0,3.5380315449975135,0.8548609800444325,0.06317628783271206,0.22451314369822883,0.44029307396011447,0.004999330353013189,0.15392109842807175,149.8913706824093
100,3.528459278198871,0.8564824034578485,0.06329053457394404,0.22530844605445935,0.43988047471140285,0.004822902493028316,0.15380870663597582,158.9873639903405
200,3.528329671121872,0.8574197716921792,0.06344795916587705,0.2263699711682684,0.43952770710624056,0.004729708904556185,0.15355253980036537,158.8736230902381
300,3.519851097210732,0.8596823251908488,0.06392485199817997,0.2272530135960903,0.4391202707959653,0.004689674147679965,0.15271068112241,158.86288346976866
400,3.510971240641957,0.8599686663812068,0.06401440647757732,0.2283753586164003,0.4390163471236186,0.004668626429691531,0.15261469736806965,158.70528340438076
500,3.509033476420744,0.8615534289690089,0.06422552405643274,0.2288322630579882,0.4384335824796152,0.004651314121537225,0.15213470803067955,158.50448213934493
600,3.505194291194554,0.8605662772932371,0.06478181557821225,0.2296503739906207,0.4385644485829337,0.004649801699621341,0.152146873477342,158.467678230662
700,3.4977860637280007,0.8617359826411495,0.0650874051335566,0.22970294444063874,0.4378041288321615,0.004634829596908704,0.15179476683202942,158.43482862370934
800,3.4914296059613497,0.8644334253935457,0.06493779512452802,0.23096646647802319,0.4376175582775249,0.004635623353261599,0.15113116080146977,158.13797857730054
900,3.490354417552258,0.8642274070989046,0.06558977107970528,0.2320477520724647,0.4375797219599194,0.0046386674149414735,0.15124578941007305,158.0973547589748
1000,3.4845470030536743,0.8641853794631221,0.06578761399415169,0.2320833113168687,0.4371095572068063,0.004637725974017075,0.15074167290185295,157.9302304358241
1100,3.4833784676747834,0.8658266208616471,0.0660660219113209,0.2333961349854907,0.43702349445582955,0.004626831972221175,0.1501866553942159,157.98246163129878
1200,3.478637695248104,0.8676266780877063,0.0660658260734541,0.2345533683281105,0.43688887091282413,0.004633946213876325,0.1503508781001098,157.9192203249129
1300,3.4691488392286165,0.8691819165889922,0.06637663784321211,0.23456353697844384,0.43668101760785494,0.004634480801778363,0.14978267236056564,157.59207235864716
1400,3.472311789885246,0.8688175084708759,0.06662763796629842,0.23614498956911972,0.4362932359719639,0.004635794308590579,0.1495969076957727,157.5232145788887
1500,3.4675025888715476,0.8698667056567039,0.06675652055942279,0.2354513481294253,0.43586323697514073,0.004624451196186375,0.1496409767063306,157.68430223025544
1600,3.460613534670597,0.8719507326861577,0.06693164443255412,0.23622084649715586,0.43584464022228175,0.00463166614302771,0.14938499832389623,157.45167346533648
1700,3.459002764408591,0.8713562187239401,0.06703637849469203,0.23734595606485495,0.4357693418595805,0.004629042388273624,0.14894340479311802,157.41659833941554
1800,3.4580525601810717,0.8731721393291593,0.06732751656553679,0.23731084864704424,0.4352988516671652,0.0046335822190107226,0.14888331818182865,157.2181566734074
1900,3.449533278924325,0.8731217871082205,0.06757435594340765,0.23827308607610034,0.43487657121597884,0.004626384312766726,0.1486425203733976,157.27597856501896
2000,3.4468333074337694,0.8756875454687202,0.06772727602937188,0.23839887550945504,0.43461721389418895,0.004630736169497793,0.1480094388462158,157.00721046060494
2100,3.4484280246134174,0.8763025323001298,0.06808801415148277,0.2402902177783598,0.4346737693246879,0.004639352088289276,0.1478389208075575,156.85548731858628
2200,3.4446069373322983,0.8771840275718321,0.06807189976015292,0.240284127474743,0.43407249254587027,0.004637124381941283,0.14765681207752548,156.8380031740252
2300,3.4356195023509573,0.8780492648127365,0.06816989817085184,0.24049351888660775,0.4342701591357679,0.004631912448889288,0.14747487920431138,156.93362743567693
2400,3.432027779627147,0.8771655320075167,0.0686315610931847,0.24193029240474204,0.43363264350069775,0.0046400125431471295,0.14728764803120054,156.63097203778642
2500,3.4306740947532943,0.8802135652537925,0.06837656434897975,0.24167486652264988,0.43345024624475426,0.004639314045763544,0.14737568325420172,156.59754795986845
2600,3.4309866070358424,0.880921399277539,0.06890053283511413,0.24267030996339603,0.4336628896781309,0.004645519010588539,0.14717480857812126,156.39562601008444
2700,3.4291180807318336,0.8808115215533745,0.06890906035519864,0.24304943829123635,0.43305973725797525,0.004641382720534722,0.1467474066182926,156.32753744779927
2800,3.4243008362578222,0.8828628155286813,0.06884339941139847,0.24403402341498154,0.4332220575133315,0.004639467352662342,0.14682591027846434,156.2416430252893
2900,3.420379023942799,0.8825696638770214,0.06914014329611978,0.24451535049440665,0.4328729937633352,0.004644993930560481,0.1465210587391046,156.13655821530125
3000,3.415639180589536,0.8837686287099216,0.06933147212854232,0.2442447209450834,0.43279486866873096,0.004649833259828601,0.146258292041178,156.1923861101578
3100,3.4121763375901564,0.8854632824988341,0.0695112704624219,0.2457529579338468,0.43243778206448347,0.004653373080401681,0.14589195987816825,156.0958122538
3200,3.4086989283401543,0.8862667176443653,0.06964938558355901,0.24554579820740946,0.4326665951651726,0.0046600666783163285,0.14623979398176626,155.93406570220986
3300,3.4138670968196942,0.8854085471016897,0.06955713178207505,0.24600464906621228,0.4324044213990603,0.004661246029562398,0.14593856580487796,156.12244351966902
3400,3.4056789603242925,0.8871727622116318,0.06972270807555912,0.24635494105538153,0.43202695175527067,0.004659410083760067,0.1459741256673598,155.89423603336363
