milliseconds,Susceptible,Exposed,Infected_Symptomatic,Infected_Asymptomatic,Recovered,Pathogen_0
0,93000.0,1000.0,50.0,50.0,0.0,500.0
100,91655.49652432738,2329.077865894708,60.21560078917803,54.11987686839678,0.6416608502921937,492.2501313468414
200,90318.07113184813,3639.2040238408267,78.66842157390175,61.75876026017443,1.397080011881097,484.80428777761813
300,88986.73909078525,4931.525358226038,105.20269161127521,72.84251739984798,2.33191303283863,477.7554273747836
400,87663.51125431506,6204.198344361194,139.65982744055424,87.29600709349927,3.5105022670780546,471.19299145929955
500,86351.06392739892,7454.734815487296,181.86753248697704,105.03841391410987,4.995811349142988,465.2028776843503
600,85051.73556114903,8681.005610982227,231.63963231946585,125.98318951818725,6.84930973984425,459.86732213162605
700,83767.2555846496,9881.506985934917,288.7794712067829,150.0395182535518,9.130872379167148,455.2648127144164
800,82498.79928683856,11055.300293853417,353.0837610550932,177.11397287660253,11.898712592901017,451.4700508701199
900,81247.13863469017,12201.856613248885,424.34579492786577,207.1118944817165,15.209345068707812,448.55395937304945
1000,80012.76824324945,13320.927732650536,502.35758894605607,239.93831058611025,19.117571297860742,446.5837241207907
1100,78795.96271765824,14412.486728201864,586.911342243262,275.4985597668408,23.676475502065053,445.6228507905882
1200,77596.84013888563,15476.662757046102,677.8006376312485,313.6988038416583,28.93743243296003,445.73123790153363
1300,76415.41334445417,16513.688509206608,774.8213199162259,354.44640104617366,34.95012279112221,446.9652603212817
1400,75251.62289443523,17523.866445131953,877.7720401813331,397.6501353043643,41.76255543491067,449.37786146614394
1500,74105.35797783609,18507.54743013061,986.4545608270492,443.2203424443085,49.42109444958553,453.01865099647154
1600,72976.46973481974,19465.117101344473,1100.6739558594495,491.06899139571857,57.97048757163981,457.93400291988866
1700,71864.78041816635,20396.986456294933,1220.2387684193031,541.1097470615194,67.45389487554175,464.16715253487007
1800,70770.09149262212,21303.58353530096,1344.961145767503,593.2580235287887,77.91291789113045,471.7582913947326
1900,69692.19332500052,22185.34349662235,1474.656985788965,647.4310421704715,89.38762883104057,480.74466417435343
2000,68630.86436070057,23042.70960526697,1609.1457996307804,703.5477676016923,101.9166055638017,491.16066537652796
2100,67585.8861578442,23876.11769925466,1748.2510467134484,761.5290469967397,115.53695611341847,503.0379350817686
2200,66557.02649454452,24686.013805176153,1891.799602742015,821.2973764969672,130.28436009765363,516.4054489442829
2300,65544.06342269586,25472.82930769122,2039.622290966621,882.7771248766405,146.19308985141853,531.2896163650306
2400,64546.76568596985,26237.001371527,2191.553269459663,945.8942657914753,163.2960496600257,547.7143576159291
2500,63564.908221957136,26978.956875198914,2347.4304109191316,1010.5765361526772,181.6248009274813,565.7012038384339
2600,62598.26192627452,27699.123045162487,2507.095004715431,1076.7533041530012,201.20959287121894,585.2693668194453
2700,61646.60219526085,28397.91875992471,2670.3918460421346,1144.3556028353335,222.0793920624034,606.4358321991787
2800,60709.70618172931,29075.757387557293,2837.1691534404677,1213.3160906154474,244.2619102331212,629.21543429239
2900,59787.352797708336,29733.046882368963,3007.2784837733984,1283.5690112998325,267.78362908495535,653.6209147106051
3000,58879.32534909201,30370.18709552136,3180.5747479922984,1355.0501949805732,292.66983719604275,679.6630447865291
3100,57985.41176189246,30987.569608532216,3356.9161526605176,1427.6970289996214,318.94465692590705,707.3506966630306
3200,57105.39530280441,31585.58740092872,3536.1639250926482,1501.4483405033134,346.6310483715704,736.6907969562953
3300,56239.06952914014,32164.619432558804,3718.1826009037823,1576.2445083033238,375.75087562558576,767.6885983304213
3400,55386.23266892697,32725.036522708026,3902.839833975439,1652.0273800374653,406.32492001179565,800.3476805786993
3500,54546.675864385295,33267.213542570425,4090.0061011398916,1728.7401496282775,438.37286253832235,834.6698138559879
3600,53720.19941283973,33791.51271064456,4279.5549737189185,1806.3274586497237,471.9133719137757,870.6553175794113
3700,52906.60854238014,34298.28801073886,4471.362974942144,1884.7353341389785,506.96411530632395,908.3030566529453
3800,52105.70493676839,34787.8939252577,4665.309415617106,1963.9111237162288,543.5417302403715,947.6102753221861
3900,51317.29447293781,35260.67758250418,4861.276426316987,2043.8034962412419,581.6619044327002,988.5728966383289
4000,50541.18703787697,35716.97899947969,5059.148900285828,2124.36241372523,621.3394005094684,1031.1855853492114
4100,49777.193773967054,36157.13385575703,5258.814495454243,2205.539137089346,662.5880298421058,1075.44160813191
4200,49025.12795905056,36581.47272478386,5460.163521213205,2287.2861685433463,705.420710201961,1121.3330256786794
4300,48284.804914356886,36990.32125589075,5663.088853099104,2369.557209488342,749.8495020900746,1168.8508001966752
4400,47556.04340223984,37383.99866801489,5867.486019379552,2452.307200962666,795.885590806841,1217.9847003312827
4500,46838.664824183754,37762.81867234065,6073.253091609072,2535.4922705188796,843.5393270878527,1268.7234229888697
4600,46132.49193512522,38127.09088925957,6280.290568056089,2619.0696761500726,892.8202672010987,1321.054711671373
4700,45437.350633559414,38477.11899456314,6488.5014258223055,2702.997831160051,943.7371600614925,1374.965281858913
4800,44753.06949892282,38813.20125933846,6697.7910477643,2787.2362682334247,996.2979779877758,1430.4409061449915
4900,44079.47944185976,39135.63096373641,6908.0671501214365,2871.7456014250065,1050.5099616308823,1487.4665536997547
5000,43416.41361601332,39444.696528959656,7119.23976074719,2956.487519848845,1106.3796047509122,1546.0263030144679
