milliseconds,IL7Ra,IL15Rbeta,gamma_c,IL7Ru,IL15Ru,IL7Rb,IL15Rb,IL7,IL15
0,1000.0,1000.0,100000.0,0.0,0.0,0.0,0.0,6022.14,602.214
100,196.12848148821388,196.25164062743758,98392.38012211568,755.2025693297114,803.2417244985161,48.66894950938601,0.5066348771614009,5973.471050490617,601.7073651228385
200,42.45367524440999,42.95563640169172,98085.40931164613,829.6567828659591,955.6489759305257,127.88954221713261,1.395387670859239,5894.250457782872,600.8186123291408
300,12.298594077537208,13.256981491023629,98025.55557556856,782.765200866676,984.3954510910872,204.93620538330507,2.347567420959636,5817.203794616698,599.8664325790406
400,6.08305967974063,7.482326060823083,98013.56538574059,719.2646430756059,989.2154353521663,274.65229757217236,3.3022385900801736,5747.48770242783,598.91176140992
500,4.555070941164722,6.355105244295032,98010.91017618548,658.5092862604622,989.3971664958356,336.93564312589234,4.2477282629388595,5685.20435687411,597.9662717370614
600,3.9727005836190417,6.131345557863114,98010.1040461415,603.5123347487847,988.6867590646017,392.5149649951161,5.18189538060491,5629.625035004887,597.0321046193955
700,3.6047345146167262,6.08330198334352,98009.68803649799,554.2264100143627,987.8122516144098,442.16885579854056,6.104446405316384,5579.971144201461,596.1095535946838
800,3.305392264016172,6.0694677372687735,98009.3748600013,510.09929104206225,986.9150875263819,486.59531702144164,7.015444739419019,5535.544682978562,595.1985552605811
900,3.0431972098589557,6.062348028941396,98009.10554523882,470.5549817415321,986.0226304730735,526.4018213761291,7.915021501054728,5495.738178623875,594.2989784989454
1000,2.8092829063014446,6.056584440069967,98008.86586734641,435.0752027532966,985.1400961997153,562.115514667922,8.803319363284325,5460.024485332081,593.4106806367157
1100,2.5995649495260507,6.051150097599184,98008.65071504717,403.20543725559435,984.2683681958533,594.1949981223999,9.680481709617236,5427.945001877604,592.5335182903829
1200,2.4111423982664424,6.0458094214116525,98008.45695181974,374.5482055497023,983.407540079133,623.0406523795525,10.54665050252519,5399.09934762045,591.6673494974748
1300,2.2416752554874275,6.040552527963758,98008.2822277835,348.75511743199803,982.5574815073161,649.0032076400355,11.401965967790026,5373.136792359967,590.8120340322099
1400,2.0891039240273965,6.035363039864214,98008.12446696393,325.52001634141925,981.7180704873315,672.3908800620744,12.246566475874088,5349.749119937928,589.9674335241259
1500,1.9516293132133333,6.030239161077153,98007.98186847432,304.5730425200134,980.8891722579111,693.4753284942943,13.080588584081475,5328.664671505709,589.1334114159184
1600,1.8276640814853036,6.025179017994866,98007.8528430995,285.67570357024107,980.0706539337435,712.4966326757947,13.904167051331527,5309.643367324208,588.3098329486683
1700,1.715803718098051,6.020180812915759,98007.73598453103,268.61663936448946,979.262384325501,729.6675572449336,14.717434864653157,5292.472442755069,587.4965651353467
1800,1.6148066542228752,6.015245455150086,98007.6300521094,253.20833650569634,978.4642312840762,745.1768571676018,15.520523263843664,5276.963142832401,586.6934767361563
1900,1.5235674252568676,6.010371383535315,98007.5339388088,239.28396321467451,977.6760668560967,759.1924696875893,16.313561763438045,5262.947530312414,585.9004382365619
2000,1.4411023384843273,6.00555744192097,98007.44665978041,226.6948344233378,976.8977643830153,771.8640635656984,17.096678178133658,5250.275936434305,585.1173218218664
2100,1.3665342998780323,6.000803231002572,98007.36733753089,215.30812091064803,976.1291981243999,783.3253451169943,17.86999864766743,5238.814654883008,584.3440013523327
2200,1.299078978837401,5.996108133425444,98007.29518711228,205.00494865491365,975.3702442093996,793.6959726937692,18.63364766024489,5228.444027306234,583.5803523397552
2300,1.2380352255401743,5.99147138565787,98007.22950661121,195.6789707429922,974.6207805445877,803.0829943589879,19.38774807282433,5219.057005641015,582.8262519271758
2400,1.1827768601808484,5.986892250949101,98007.16966911114,187.23512572932776,973.8806866214163,811.5820977380115,20.13242113070446,5210.55790226199,582.0815788692956
2500,1.1327413331467504,5.9823700700591225,98007.11511140321,179.5879424207469,973.1498434372751,819.2793165736257,20.86778649573564,5202.860683426376,581.3462135042645
2600,1.0874223133140322,5.977904163374336,98007.0653264767,172.66043812829486,972.4281335710006,826.2521398859101,21.593962268694902,5195.887860114092,580.6200377313053
2700,1.0463643953083084,5.973493817966077,98007.01985821329,166.38333470227852,971.7154411760464,832.5703012299322,22.31106500905724,5189.569698770069,579.902934990943
2800,1.0091582102463608,5.969138336290077,98006.97829654656,160.6943194733802,971.0116519117778,838.2965226438928,23.019209755001917,5183.843477356109,579.1947902449982
2900,0.9754356222336589,5.96483704958531,98006.94027267184,155.53732232877135,970.3166529095254,843.4872423765147,23.71851004395906,5178.652757623488,578.4954899560412
3000,0.9448651346071125,5.960589303332779,98006.90545443796,150.86182749491482,969.6303327662276,848.1933076979979,24.409077933509355,5173.9466923020045,577.8049220664909
3100,0.9171481616362499,5.956394437175497,98006.87354259883,146.62231543350788,968.9525815437535,852.4605367323753,25.091024022140736,5169.679463267627,577.1229759778595
3200,0.8920141892683782,5.952251799043783,98006.84426598834,142.7775338230683,968.2832907340653,856.3304523151824,25.76445746996067,5165.80954768482,576.4495425300395
3300,0.8692205611709176,5.948160732099278,98006.8173812933,139.29046090121034,967.62235325416,859.8403188651371,26.42948601681052,5162.299681134866,575.7845139831896
3400,0.8485450861518268,5.944120604445452,98006.79266569062,136.12719424355143,966.9696633943273,863.0242609978147,27.086216004297047,5159.115739002187,575.127783995703
3500,0.8297899573743543,5.940130776137126,98006.76992073354,133.25753012522276,966.325116835801,865.912680244921,27.73475239113159,5156.227319755081,574.4792476088685
3600,0.8127734240483283,5.936190630004693,98006.74896405409,130.65371902635255,965.6886105972134,868.5335078771184,28.37519877585181,5153.6064921228835,573.8388012241483
3700,0.7973336677394351,5.932299541055645,98006.72963320883,128.29104701369155,965.0600430504514,870.9116196460897,29.00765741156274,5151.228380353912,573.2063425884373
3800,0.7833228719228379,5.928456899907895,98006.71177977185,126.14693363297995,964.4393138760707,873.0697438226192,29.632229227091116,5149.070256177382,572.5817707729088
3900,0.7706082172651987,5.924662098889369,98006.69527031618,124.20108239963331,963.826324060976,875.0283097106246,30.249013843204374,5147.111690289377,571.9649861567956
4000,0.7590691868386172,5.920914541085751,98006.67998372795,122.43507391882179,963.2209758709488,876.8058572218633,30.858109591035173,5145.334142778139,571.3558904089648
4100,0.7485963831502406,5.917213636655617,98006.66581001984,120.83218407644837,962.6231728363329,878.4192198679254,31.45961353008122,5143.7207801320765,570.7543864699188
4200,0.7390911163383486,5.913558802725757,98006.6526499191,119.37732537583761,962.0328197364616,879.8835838353481,32.053621463882294,5142.256416164653,570.1603785361177
4300,0.7304630974756142,5.9099494648060125,98006.64041256232,118.05669313067052,961.4498225788755,881.212844099378,32.640227959388234,5140.927155900624,569.5737720406117
4400,0.7226313266741917,5.9063850526668675,98006.62901637937,116.85790136886736,960.874088589635,882.4194676319827,33.21952636076785,5139.720532368019,568.9944736392322
4500,0.715521585913353,5.902865004110128,98006.61838659007,115.76960167062049,960.3055261902142,883.5148770709908,33.79160880874539,5138.62512292901,568.4223911912546
4600,0.709067299413847,5.899388763124679,98006.60845606257,114.78161004202359,959.7440449857542,884.5093229860877,34.356566254190824,5137.630677013914,567.8574337458092
4700,0.7032076786014255,5.895955780413117,98006.59916345906,113.88462837456278,959.1895557463614,885.4121642743613,34.91448847629513,5136.727835725639,567.299511523705
4800,0.6978878882054461,5.892565514619662,98006.59045340287,113.07026673356941,958.64197039171,886.231845705751,35.465464096740035,5135.9081542942495,566.7485359032601
4900,0.6930580806505662,5.889217430452547,98006.58227551114,112.33089849752571,958.1012019764678,886.9760437493497,36.009580596149256,5135.163956250651,566.2044194038509
5000,0.6886729840649964,5.88591099984739,98006.57458398395,111.65959696482739,957.5671646739166,887.6517303786337,36.54692432930565,5134.488269621367,565.6670756706945
