milliseconds,cpd_C00208_CY,cpd_C00208_CS,cpd_C01835_CS,cpd_G00343_CS,cpd_C00031_CS,cpd_C00031_CY,cpd_C00569_CY,cpd_C00569Glc_CY,cpd_C00051_CY,cpd_C00660tot_CY,cpd_C03339tot_CY,ec_3_2_1_2_CS,ec_3_2_1_68_CS,ec_2_4_1_25_CS,ec_2_4_1_25_CY,ec_2_4_1_1_CY,ec_2_7_1_1_CY,tc_2_A_84_1_2_CIMS,tc_2_A_1_1_17_CIMS,cpd_C00369db_CS
0,9.987920182461385,10.042391144194251,99.96270208353944,999.9940268774126,9.914559845660055,10.21934091966619,10051.302176390043,9939.505415473883,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.8931122916118138e-15
100,9.972178519237803,10.035168575214959,100.05528264009634,999.9590648079043,9.760583127585967,10.75999431879414,7246.212771742724,12842.655746532999,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.8977231111742908e-15
200,10.023876536773972,10.251940676700476,100.07820017092932,999.9537670845139,9.433273017549276,11.891912116185086,5160.0814049553965,14887.753403583405,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.909410385186567e-15
300,9.979368263268201,10.284435763277036,100.1443822181627,999.8902193994332,9.274728527287705,12.695712606729572,3512.5722130652557,16458.45371868158,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.916480656614139e-15
400,9.991070018950476,10.44435739709481,100.22275976035625,999.8922888420219,9.065683083692683,13.445709511490692,2500.6100476127385,17550.534466040106,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.927221869309933e-15
500,10.017245288766645,10.53791686313685,100.28080302595136,999.8334349078715,8.907869253114583,14.181804931994042,1797.0000820950902,18145.12549552286,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9269418584510233e-15
600,10.050939998887893,10.534616421761996,100.35711015216583,999.8276714524595,8.67747420812823,14.728040918086023,1133.7839075660704,18848.22238099762,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9455353097267593e-15
700,10.072566408798487,10.648115864272945,100.35336002876181,999.7720964179572,8.432536390029794,15.269676357565373,900.1952820292295,19157.97884224599,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9466149753691757e-15
800,10.05674274504819,10.759901339071405,100.42682504548581,999.7487202385448,8.13322846375188,16.317357478788463,681.6681881694021,19481.644877991563,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9563868407889213e-15
900,10.069021233213778,10.941245261835048,100.4534171046126,999.7262748280631,8.08601373366894,17.095486060163527,395.6542677551414,19506.59090059305,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9612012688480294e-15
1000,10.09514006577524,10.91996144743562,100.53878558421286,999.6860820977637,7.826598098963301,17.411784613795618,219.2637999887115,19617.158690844346,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9727565530071268e-15
1100,10.145518511492504,11.009588488987829,100.60957379505662,999.6520630233869,7.550703988318239,18.04139215748381,257.23485364265576,19715.207796911014,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9776913222434828e-15
1200,10.192502882484652,11.18043762951345,100.62497182004617,999.6457181762812,7.320443910692815,18.96223121093197,109.49300839555443,19851.56926468375,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9903166149747177e-15
1300,10.215762480884237,11.232596222971793,100.7109702972449,999.6148746886779,7.139374837562374,18.959326763225494,32.04438118850669,19805.968123344854,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.9973332442412297e-15
1400,10.229757575110646,11.37203862491159,100.76187788995045,999.5557451143001,7.031880130708302,20.20328573174289,113.88291761946243,20005.301491050035,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,3.001166711287657e-15
1500,10.271135505022391,11.427697627390241,100.77612417856477,999.5234867928358,6.901799779405657,20.617485805785073,51.94766548088318,19888.623498665016,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,3.0178601603311694e-15
