miliseconds,cpd_C00208_CY,cpd_C00208_CS,cpd_C01835_CS,cpd_G00343_CS,cpd_C00031_CS,cpd_C00031_CY,cpd_C00569_CY,cpd_C00569Glc_CY,cpd_C00051_CY,cpd_C00660tot_CY,cpd_C03339tot_CY,ec_3_2_1_2_CS,ec_3_2_1_68_CS,ec_2_4_1_25_CS,ec_2_4_1_25_CY,ec_2_4_1_1_CY,ec_2_7_1_1_CY,tc_2_A_84_1_2_CIMS,tc_2_A_1_1_17_CIMS,cpd_C00369db_CS
0,9.97222397957557,9.994907313609144,99.98022961963716,999.993803649504,9.937096955759625,10.184234034604676,9938.224918192709,10063.784697353984,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.1480157044400313e-16
100,10.005681051177264,10.151250004534567,100.07750307807846,999.9779945320385,9.832471528465653,10.670900893261319,7108.113386754126,12831.47258222396,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.2516680586558187e-16
200,9.97387206305033,10.12526018021206,100.12051758626825,999.9396906979362,9.612602022107554,11.452938605864036,5073.6559249005695,14913.670410428698,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.25679121590723e-16
300,10.015934732087777,10.227938717792634,100.12660535950926,999.9016736857359,9.38016866605353,12.227691015126576,3512.020028380177,16372.803103053755,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.4132688633456025e-16
400,10.00207310814669,10.345725373505635,100.25194664078461,999.8620450190971,9.035759441503101,12.944849516614529,2518.120581472657,17543.69426927684,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.4338323970115526e-16
500,10.008942443035389,10.515154169905673,100.2730856887913,999.8236254412544,8.922838305999157,13.653302929110398,1756.1328869657661,18334.482110808734,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.515174633794581e-16
600,10.066655887720838,10.623804872751391,100.31215884473409,999.8213779746081,8.675388675055103,14.35385388113929,1287.8555865963779,18763.438296570308,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.593481191771852e-16
700,10.055203160203373,10.7363949090329,100.39329677109623,999.7955238526042,8.408875371655805,15.31814878306515,816.4202917337237,19089.408965578434,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.676087135423689e-16
800,10.107688259173191,10.83615616163065,100.42020928106624,999.7408490412486,8.15899142507319,16.07902555937713,617.3932375657083,19470.28121589173,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.766487450800922e-16
900,10.069465373320208,10.812347867218397,100.48611448333799,999.7099452023593,7.939642386391228,16.80867675857665,466.4726487847582,19497.363765308393,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,4.829338259752183e-16
