miliseconds,cpd_C00208_CY,cpd_C00208_CS,cpd_C01835_CS,cpd_G00343_CS,cpd_C00031_CS,cpd_C00031_CY,cpd_C00569_CY,cpd_C00569Glc_CY,cpd_C00051_CY,cpd_C00660tot_CY,cpd_C03339tot_CY,ec_3_2_1_2_CS,ec_3_2_1_68_CS,ec_2_4_1_25_CS,ec_2_4_1_25_CY,ec_2_4_1_1_CY,ec_2_7_1_1_CY,tc_2_A_84_1_2_CIMS,tc_2_A_1_1_17_CIMS,cpd_C00369db_CS
0,10.014423989740235,9.993818508411632,99.9939425671087,1000.0213125013137,10.0253096567462,10.168078396142773,9989.198764477633,9954.740668215507,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2346850300108226e-15
100,9.969164547126038,10.07616533069766,100.06580980258526,999.9901384078186,9.829876155250558,11.026248922070813,7154.798303973957,12841.12233166531,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2495008527275628e-15
200,10.019720784392621,10.248017361777357,100.11415722083042,999.9583079966325,9.447717342690293,11.997600125548436,5067.14068194412,14903.563627053085,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2597887111387725e-15
300,9.978667333484045,10.32452415835805,100.12701317286641,999.8975915080226,9.326031872569779,12.272635279867886,3665.8525241282064,16467.6357460611,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2624621098498295e-15
400,10.042186453489732,10.414333016561102,100.23903819079631,999.8701187739002,9.084566371558717,13.088912174301958,2587.620103610758,17559.646500824347,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2739768815746599e-15
500,10.058779326014443,10.448004885722971,100.28214973311441,999.8576097816423,8.841174434684456,13.727207442847842,1836.234580497996,18301.93459088487,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.275828973891166e-15
600,10.037116707294176,10.644087974286968,100.3346798101496,999.804478900702,8.670310518539019,14.553080147117141,1200.0313683195834,18818.348854825414,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2884866244815123e-15
700,10.076909216624516,10.677832438024359,100.37831695167091,999.7978384030991,8.348372754265222,15.431098149589491,781.0795899243951,19121.554682835398,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.2972254511791786e-15
800,10.067468873911292,10.747237987994827,100.46464332367171,999.7359760365885,8.100685770890802,16.38534633216778,555.8879274642975,19482.677618321606,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3007297127615717e-15
900,10.065762684745772,10.941864585096653,100.47864698121053,999.7426775067559,7.947392846334807,16.907397198856025,398.49916080050826,19645.26666233288,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.30973045990616e-15
1000,10.121813066904071,11.02203533209037,100.51479468556627,999.700190675275,7.765725891484558,17.761616987585242,297.8872277276734,19704.58366849947,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3166248931471663e-15
1100,10.182665415215034,11.122443637461554,100.60694189586053,999.6470845938297,7.508371341322519,18.33370431475565,188.6495653638833,19727.335437919362,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3330506814405708e-15
1200,10.172496036387253,11.193178545568344,100.66565985789185,999.6516443159179,7.509938144819326,18.490402173920558,59.4635150441717,19916.039566937317,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3416121934952434e-15
1300,10.20386326248207,11.233538490443093,100.66900113486375,999.5839822878293,7.257472203987179,19.047027777852602,32.277992043550725,19882.238162684615,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3515300003147566e-15
1400,10.25542373019882,11.369534155674687,100.74593497214411,999.5858382299657,7.165345759652829,19.943567325893518,16.016771230967606,19852.860445811068,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3578044413656564e-15
1500,10.276669183027327,11.495237929539782,100.78439503864112,999.5616349611324,6.932091586999001,20.539909034263093,-14.902979649743692,19884.811215953578,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3602007659879076e-15
1600,10.33467622646017,11.501507610471007,100.81557574824845,999.4922924750884,6.733099619900034,21.198239696222306,105.12220447007047,19904.581866050354,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,1.3742418798281639e-15
