miliseconds,cpd_C00208_CY,cpd_C00208_CS,cpd_C01835_CS,cpd_G00343_CS,cpd_C00031_CS,cpd_C00031_CY,cpd_C00569_CY,cpd_C00569Glc_CY,cpd_C00051_CY,cpd_C00660tot_CY,cpd_C03339tot_CY,ec_3_2_1_2_CS,ec_3_2_1_68_CS,ec_2_4_1_25_CS,ec_2_4_1_25_CY,ec_2_4_1_1_CY,ec_2_7_1_1_CY,tc_2_A_84_1_2_CIMS,tc_2_A_1_1_17_CIMS,cpd_C00369db_CS
0,9.995669505682137,10.021947107150927,99.98397199238467,999.9933896943705,10.078493897052372,10.35634653880952,10040.640667220709,9945.677999891328,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.060120975539111e-15
100,10.00367150111996,10.039284998245604,100.06300083258314,999.9702030966503,9.653000547770432,10.865713248492286,7150.871370203769,12840.337836061773,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.0733001705510303e-15
200,9.988874266088876,10.183909876105572,100.07539662411233,999.9495308773883,9.596294368462415,11.896858506222413,5079.391008195199,14949.225505124667,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.0767776684812422e-15
300,9.990966787512976,10.35279440330673,100.17453433626116,999.9105493620901,9.267891995022392,12.110269265293347,3690.191769576923,16362.3857188704,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.0862522477536554e-15
400,10.00183776700266,10.40109088049003,100.18641163213245,999.8756695441893,9.075946555608166,13.278772276348658,2571.2161102131163,17562.501605056783,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.097090536229039e-15
500,9.996109921786092,10.4443658017814,100.26463519524914,999.8437013147658,8.804583346546924,13.686763733717306,1721.2899400170938,18305.993936038452,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.1068935293159672e-15
600,10.043134610397146,10.609634220375877,100.31481295523135,999.8054249682496,8.628249595041012,14.714481065513933,1259.351033716646,18848.44195597453,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.1168809137391187e-15
700,10.020084804858508,10.72484867180612,100.4114965204882,999.7671139712738,8.328077850142938,15.23844177593555,873.1880783752993,19151.567227054475,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.1232101156756874e-15
800,10.078873638449172,10.824568726166273,100.43856319568454,999.7693994633205,8.190814089001867,15.841151076795061,566.0088194045204,19415.126434100177,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.1308902033227872e-15
900,10.062958275333221,10.92315159808691,100.48208456890815,999.7413633869648,8.059290247448684,16.4794939100202,338.57826660922944,19558.68583586298,1000.0,9999.999999999998,9999.999999999998,0.007829999999999998,0.011799999999999998,1.9999999999999998,2.0,2.0,10.0,1.9999999999999996,19.999999999999996,2.1428965159997428e-15
