miliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
1800,0.0014246170760764019,2.8857034435689948e-05,1.0471215441357906e-09,6.218030985540486e-08,1.8255788851368518e-13,3.5325134159487096e-11,3.6432460566172514e-12,-4.3757879759810495e-14,0.00013474561680569913,4.0960943686513e-06,1.0335739595125186e-05,0.09593182409374833
1900,0.0014706674684433307,3.1330757726104626e-05,1.1298819675386655e-09,6.257749454213935e-08,1.9965029515839687e-13,2.8377357316002736e-11,-1.7800928853226118e-14,4.610996276313923e-14,0.0001402732476656339,4.951260827495246e-06,1.050270581809003e-05,0.09587450870329352
2000,0.001498579895697404,3.4249939394242567e-05,1.2390548205623965e-09,6.218009276393124e-08,1.9043026632636684e-13,4.1579491672971474e-11,5.172439013061703e-12,5.4886518780603086e-14,0.0001457726726106587,5.08249634542356e-06,1.0682030610686664e-05,0.09573101094811362
2100,0.0015529189950226157,3.7253651152650555e-05,1.544736541176189e-09,6.30113383863593e-08,2.6328981998941986e-13,5.210028299729069e-11,9.01312054535984e-12,7.239786296344266e-14,0.0001507423180978034,5.55591659040265e-06,1.0880123337211954e-05,0.09565849127719837
2200,0.0016300491217800391,3.816517262583281e-05,1.4709028250281531e-09,6.351522740481655e-08,2.4845852907276783e-13,5.91563615655112e-11,9.579300767977153e-12,-5.839324466221666e-16,0.00016185930936566935,6.095381854957623e-06,1.1024343834157838e-05,0.09571782549379718
2300,0.0016771718698060454,4.2322201140956734e-05,1.8223799586485826e-09,6.299996354048607e-08,3.1026480958178367e-13,6.88731485995502e-11,9.577195675949119e-12,1.275409061841194e-13,0.00016505149761605607,6.8156698532288976e-06,1.131297782601382e-05,0.09566439182246755
2400,0.001708568045461541,4.5440778407669226e-05,1.9919963539511968e-09,6.344205886021497e-08,3.501133550620596e-13,7.655539793839629e-11,1.162949479297958e-11,2.2680465795936456e-13,0.00017082841353956423,7.311304538419861e-06,1.1474405495701533e-05,0.09565508704037032
2500,0.0018030502264910159,4.697316326029507e-05,1.9790517699651727e-09,6.27603782751061e-08,4.4101112307045546e-13,7.895225116460984e-11,1.613550479298037e-11,1.92444228050778e-13,0.00017300924667960958,7.557252432864008e-06,1.1688384218414534e-05,0.09552413195971461
2600,0.0018425285787177037,4.946964603227214e-05,2.13301843131471e-09,6.261406803224763e-08,4.701939046444775e-13,9.310763556900519e-11,1.5729945004699498e-11,3.014245269875032e-13,0.0001772612284693519,8.245491099743503e-06,1.186001981887552e-05,0.09562472523443932
2700,0.0018435176278033193,5.2677677424625236e-05,2.3656829586020313e-09,6.22281615524425e-08,4.717504340504069e-13,1.2973925390249477e-10,2.3941529349062073e-11,2.388123109909071e-13,0.00017851394831733936,8.362731437011865e-06,1.1864078403086756e-05,0.09550448737291627
2800,0.0019208660304614745,5.6538807961824154e-05,2.605572431245564e-09,6.203170778335816e-08,5.236704433933832e-13,1.4029299453932496e-10,2.0582915957839924e-11,3.733326980303268e-13,0.00018385835110375603,9.088117939634997e-06,1.197431017946299e-05,0.0955389356845514
2900,0.0019398095187390713,5.7712422117527394e-05,2.7623639350964987e-09,6.063484519205499e-08,6.041969719650077e-13,1.6482336043523006e-10,2.5312859706370765e-11,5.147684672282148e-13,0.00018719588786703968,9.536447730574034e-06,1.1814795119889698e-05,0.09550551854481157
3000,0.001963484851285356,6.255747921171196e-05,2.8154872762395555e-09,6.017271781358093e-08,6.335965708279481e-13,1.8476882119328092e-10,3.591969022513155e-11,5.469002800330434e-13,0.0001916369271334146,1.035537366132556e-05,1.1981733244662498e-05,0.09552746985780987
3100,0.0019581411433357157,6.375974162341471e-05,3.193887889429679e-09,5.949442670261287e-08,7.412830787723181e-13,2.0180295858394475e-10,4.11218481082456e-11,5.799451140268585e-13,0.00019437115322805062,1.0681859174780166e-05,1.1809452424714324e-05,0.09550714126504047
3200,0.0020047338244778014,6.714869446793214e-05,3.3874323558031523e-09,5.8552299150731465e-08,8.115422817036571e-13,2.256824840404385e-10,4.422803868854824e-11,6.883512062063277e-13,0.0001996104411184993,1.1580437082802354e-05,1.1944346758775552e-05,0.09545010711614774
3300,0.0020098573209393045,7.0596055878157e-05,3.431239452606904e-09,5.8233451050964316e-08,8.593839459017925e-13,2.2888759399546032e-10,4.967992489725955e-11,8.855871092016518e-13,0.00019950786986198924,1.2448494184548748e-05,1.1806894882572875e-05,0.09543722946965424
3400,0.0020262758281100603,7.374127208585172e-05,3.6640072057168164e-09,5.628114227268215e-08,9.522826555760859e-13,2.583005279444407e-10,5.989789476345036e-11,1.0370509938370148e-12,0.0002062653262701224,1.320587382540758e-05,1.1653808746128305e-05,0.09541896550193411
3500,0.002096563443391972,7.493837658498751e-05,3.942546692507016e-09,5.601246159577278e-08,1.0299853532715984e-12,2.7829455037498773e-10,6.465465856883751e-11,1.248508469768868e-12,0.00020968884044237314,1.3820174725630259e-05,1.1677510459352136e-05,0.09545277731470164
3600,0.0020684068148639507,7.832369396415206e-05,4.111559494510392e-09,5.4584193001590986e-08,1.0836686850797418e-12,3.265837753034919e-10,7.159930541772079e-11,1.3670399700495369e-12,0.00020789479991521192,1.4444972385920542e-05,1.1702190098043166e-05,0.09543666435572694
3700,0.00206256944255145,8.098147725126687e-05,4.411271246966336e-09,5.385209835252784e-08,1.1238519184257991e-12,3.3354216624541253e-10,8.693225121587814e-11,1.6166392262956359e-12,0.0002100995428703893,1.486765966753229e-05,1.1405007101050527e-05,0.09540984576462617
3800,0.002134896470588844,8.363343989888096e-05,4.6325503076683876e-09,5.285095215856229e-08,1.252668980276334e-12,3.802075478704998e-10,9.578849033275464e-11,1.9021387306228817e-12,0.00021403428388543737,1.5298257243094158e-05,1.1479639020975073e-05,0.09536517717231369
3900,0.0020973389652623364,8.769038301474664e-05,4.7753020396831495e-09,5.061587580919566e-08,1.3040518965653013e-12,4.0452823319198035e-10,1.0568181380413317e-10,2.308498547392108e-12,0.0002125549577665241,1.640880768955715e-05,1.1183798598815205e-05,0.09538023793918371
4000,0.0020855183439733574,9.043023910903776e-05,4.910230454961012e-09,4.946452821002904e-08,1.3557613508568418e-12,4.2591619334599133e-10,1.1816830419336127e-10,2.5448690096498568e-12,0.00021864182003730493,1.651972568834433e-05,1.0990922211443747e-05,0.09528784992442932
4100,0.002146393011695479,9.338397597366298e-05,5.144444760209686e-09,4.855113142400809e-08,1.4606583971500827e-12,4.566869886539096e-10,1.2585041818898588e-10,2.8954214351902147e-12,0.00021647063872899262,1.771305106842758e-05,1.1067909304398465e-05,0.09526254837870674
4200,0.0020970261966755475,9.590279161515691e-05,5.36043535907915e-09,4.7027777205790494e-08,1.5723067354717882e-12,4.909667137647182e-10,1.3954914745535523e-10,3.2917552022117252e-12,0.00021926967760437858,1.815827228911283e-05,1.0693919064424994e-05,0.09515888943889714
4300,0.0021068226993051263,9.924310590491387e-05,5.679810441187763e-09,4.634773606442053e-08,1.6460589836370881e-12,5.364706183458861e-10,1.500743508123625e-10,3.747065916430117e-12,0.000221574113852581,1.845883634602044e-05,1.0679922725542886e-05,0.09512756846169472
4400,0.00210151095680943,0.00010532729966363061,5.937929032389803e-09,4.4129639298151904e-08,1.7088612879624337e-12,5.616171203571121e-10,1.6950406422937783e-10,4.291166043501548e-12,0.00022424450826059463,1.946045129781305e-05,1.050312761328246e-05,0.09507635269066453
4500,0.0021238839160779093,0.00010740823266348316,6.00123810010382e-09,4.427775334589303e-08,1.8514358099239863e-12,5.870944761527683e-10,1.801785936286991e-10,4.790775166015941e-12,0.00022167585219109081,1.979139591991293e-05,1.0404252885939685e-05,0.09502259182072242
4600,0.002135333518642483,0.00011007755568881927,6.3923145986895305e-09,4.2211175753754985e-08,1.882117134600712e-12,6.430371678785482e-10,1.9738930966406852e-10,5.234798580754206e-12,0.00022372684453080257,2.0466460467120234e-05,1.0116340108277368e-05,0.09499926434079145
4700,0.0020957411512878194,0.00011141090045145742,6.591879326494068e-09,4.180576982233118e-08,2.040337782923936e-12,6.706080345971476e-10,2.1521076846780913e-10,5.919939245598068e-12,0.0002234434311854538,2.1667481736730582e-05,9.93518094626618e-06,0.09486063164211463
4800,0.002123437813515003,0.0001156742741028246,6.6988481287538475e-09,4.021612415901361e-08,2.1115106794805423e-12,7.086009374161944e-10,2.2835071317171503e-10,6.56149189575067e-12,0.0002223620847201328,2.1815557509053127e-05,9.639035560432195e-06,0.09482282204066932
4900,0.002101012484378564,0.00012022240629506254,7.0516138210216085e-09,3.90802910573156e-08,2.2364462848440952e-12,7.420971007042744e-10,2.476664759893909e-10,7.37714337565374e-12,0.00022738209680251797,2.2478541532859686e-05,9.688702002137248e-06,0.0946780305094881
5000,0.0021045283664742195,0.00012252105635220475,7.3266033817408765e-09,3.7842326441106476e-08,2.282382588207046e-12,7.801127828685854e-10,2.6771098588446384e-10,8.071712280251253e-12,0.00022937422814331936,2.3850171236419836e-05,9.47844538705982e-06,0.09455305825937033
