miliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,-1.995213320483499e-05,5.054395618862674e-07,-9.113312313929294e-11,-6.479694837544673e-10,-2.5636817420094695e-14,3.577641966934145e-12,3.542557044612096e-12,-1.3977709602845429e-14,-4.900552036340189e-07,2.2354124917601282e-07,-1.0896222383771615e-07,0.09995773119960082
100,8.193009656499046e-05,-1.267562505937365e-06,1.1489530942767592e-10,9.208229630347975e-09,-7.0636676783178065e-15,-7.995697063464231e-12,-1.416007063127078e-13,9.913103498860448e-14,1.080265032881933e-05,-2.4383330464747437e-07,1.1013048712899834e-06,0.09952956581361215
200,0.0001718126722622279,2.2741162641395873e-06,-1.0650887027640823e-10,1.7710876411392033e-08,-3.5403598130699104e-15,8.534657865792795e-12,-3.726922775982331e-12,4.9597874357758066e-14,2.0421576123298326e-05,-1.9445901906613734e-08,1.9932446167666185e-06,0.09912688650469838
300,0.0002598715714740523,1.0746724498146733e-06,-9.296203690110163e-11,2.3786939108537707e-08,-1.1995262732579085e-14,-8.428317918938194e-12,3.264812222810421e-12,1.0632984727812552e-13,2.7088843344390276e-05,2.8721687596368833e-07,2.7033915278522254e-06,0.09872775601158161
400,0.0004027431778372488,2.376737585874441e-06,2.2919494818318828e-11,3.0727854814827294e-08,2.2903914199129474e-14,-9.184246215563498e-12,3.5411395364740716e-12,-5.729723398194142e-14,3.5423870841821976e-05,2.1979335038088198e-07,3.556157551618564e-06,0.09843827890067597
500,0.00045599532132345564,3.5988537225378947e-06,9.303500956374479e-11,3.52288597323532e-08,-2.976985291679458e-14,-6.239879867886596e-12,-2.7159844667678614e-12,-8.026803436273204e-14,4.7789357900654174e-05,1.217636473535399e-07,4.094446581577034e-06,0.09813765670808884
600,0.000558350950414483,3.732165350100602e-06,1.7214489748476857e-10,3.905296560197339e-08,1.7695144317844264e-14,-9.93903806371584e-12,-1.8715882887480584e-12,-8.511991489695586e-14,5.72472669735083e-05,4.930218461019472e-07,4.990933076023366e-06,0.0978748987873582
700,0.0006106930390119036,4.802470225354996e-06,2.0448208719238367e-12,4.30991009326556e-08,3.513050465566447e-14,8.139180137156277e-12,2.686466938522832e-12,-9.255023759614719e-14,6.183698896867125e-05,7.378108127202356e-07,5.419281860591174e-06,0.09760976971366277
800,0.0006916160096186882,7.301596818407538e-06,1.3587398938549244e-10,4.5862475572786516e-08,3.463794060794827e-14,-1.1571349089769032e-12,-6.090012911258629e-13,-9.231895683882444e-14,6.952605767771894e-05,7.979443154563569e-07,6.212715283569066e-06,0.0972835678868458
900,0.0008261605671209666,9.747492495024582e-06,2.1855767026425128e-10,4.965716446967394e-08,1.6384887919436686e-14,9.686320220919743e-12,3.5982284173180617e-12,6.047021260759827e-14,7.937974599881106e-05,1.2737990699076033e-06,6.567139681851912e-06,0.09707205140000977
1000,0.0008494654611615987,1.2082696146177462e-05,2.9631877767382565e-10,5.193891955844507e-08,2.8006380026270804e-15,2.5893038099076815e-14,-2.6332311491373665e-12,-9.089482792961943e-14,8.506758966370236e-05,1.0699111985603024e-06,7.165197570525131e-06,0.09686634073314557
1100,0.0009310683009405778,1.1517813349634856e-05,2.7200853201303293e-10,5.344325296355723e-08,2.93432252358849e-14,1.4683835045839375e-11,3.947704638820576e-12,-1.0521819132050099e-13,9.29737895136435e-05,1.998859438921212e-06,7.791803336084712e-06,0.09678484398362043
1200,0.0010066167988353925,1.4976808704369226e-05,3.160726193392278e-10,5.499515265370753e-08,7.231638722874878e-14,-2.540070080909541e-12,-1.0443648682665309e-12,-3.968216418978796e-14,9.764782242336455e-05,2.1358771506078292e-06,8.023726996227281e-06,0.09661481754059761
1300,0.0010762328997220114,1.8430380349129462e-05,4.0257174877412177e-10,5.6834908586658423e-08,6.56228712866699e-14,7.539392815438849e-12,4.3410471539204855e-12,3.003047261738216e-14,0.00010354204402556274,2.5424388003160794e-06,8.675624192565032e-06,0.09644254909997661
1400,0.0011873839989672693,2.0300399680317206e-05,6.367823328106223e-10,5.832586916189481e-08,8.802070569268772e-14,1.4441432435207882e-11,2.797502535734955e-12,-4.220193823350367e-14,0.00011236901883269508,2.5557227903567443e-06,9.015768872832814e-06,0.09625550435895777
1500,0.001206508627486864,2.1550184729084685e-05,6.430888095073972e-10,5.933983735254583e-08,9.493839059208098e-14,5.549323427232425e-12,3.8290609040913455e-12,-1.8869514086227765e-14,0.0001171511681544575,3.007863902175346e-06,9.451400866569524e-06,0.09619505768510216
1600,0.0013046649892132494,2.295563117980263e-05,7.981935490485657e-10,5.98142888015624e-08,9.988706993587566e-14,1.2255349768595452e-11,3.5261052272708898e-12,5.838412760942431e-14,0.00012636309505098395,3.7659185746929243e-06,9.748677859447598e-06,0.09610359208832063
1700,0.001357511285889947,2.5028795328930703e-05,8.526977039319184e-10,6.143260925215823e-08,1.4466437497300368e-13,9.019005418107408e-12,4.178470925858917e-12,1.0396629164762676e-14,0.00013261124911684486,3.826895700366077e-06,9.954871163210998e-06,0.09592263788914294
