milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
2000,0.0014978606343001525,3.341243790243697e-05,1.287193381352635e-09,6.253770558862444e-08,2.3224899319879087e-13,4.502002919597811e-11,6.9835817283593535e-12,1.1519573024550339e-13,0.00014554902993428863,4.866473602008854e-06,1.0758429730650591e-05,0.09573963432505965
2100,0.0015764037109650309,3.75127112012948e-05,1.5483021636648856e-09,6.248881871918783e-08,2.584284935047336e-13,5.5890799789630234e-11,2.5037985506578734e-12,1.3603557024550237e-13,0.0001506735186907235,5.591304087234634e-06,1.0993347201497489e-05,0.09577162489641382
2200,0.0016090520818280785,3.9224543894116955e-05,1.693086849702229e-09,6.250188934696489e-08,2.9398805714841173e-13,5.615647957067381e-11,6.894487802564591e-12,-2.4961368763963327e-14,0.0001616820068975705,6.372102374391094e-06,1.1088634021815788e-05,0.09566659606236648
2300,0.0016884679176294782,4.2458754108810234e-05,1.6710822819925708e-09,6.224452671249156e-08,3.301548846032179e-13,5.7804768932153506e-11,1.0749277892648098e-11,2.9344502288081074e-14,0.0001633250905398734,6.756127235679841e-06,1.119177854955398e-05,0.09562581287074423
2400,0.0017003370725770619,4.2181057522124814e-05,1.7818847319825824e-09,6.304872866838338e-08,3.307300178596457e-13,7.661094255262067e-11,1.0718369918535281e-11,1.0852146514460368e-13,0.0001654844699827226,6.751606231429343e-06,1.1373306379611363e-05,0.09565973753408569
2500,0.0017669298830843738,4.6362056871809875e-05,2.0640787001595182e-09,6.207771987274567e-08,3.966592757240549e-13,9.683104232571269e-11,1.272009957610982e-11,2.0509909825573987e-13,0.0001726421110455077,7.937727901501644e-06,1.1493973836969027e-05,0.09556761139880422
2600,0.00183915962536635,4.827023367966235e-05,2.125685406363706e-09,6.179239176966356e-08,4.5388932191058746e-13,9.619707503158229e-11,1.7763821168969047e-11,2.2606304379092387e-13,0.00017998101576848714,8.282390456361987e-06,1.1710352242172192e-05,0.09552426078644824
2700,0.0018553122158073954,5.33670171366629e-05,2.3292293007173323e-09,6.143594508333844e-08,4.846308476471782e-13,1.1568761011299873e-10,2.1826027680740044e-11,2.865788125358979e-13,0.00018457802429648393,8.567413459104767e-06,1.1937143491350308e-05,0.09549472605692283
2800,0.0018843763124303274,5.567860960335587e-05,2.5838475181354344e-09,6.10200530680736e-08,5.281027057728334e-13,1.238252085379725e-10,2.7136581223416928e-11,2.4613885849235976e-13,0.00018686496765585705,9.168848944859593e-06,1.1918008339933619e-05,0.09556648178225101
2900,0.001929429645164255,5.685646287203065e-05,2.6975132780341195e-09,6.071168786734794e-08,5.793054951312815e-13,1.449102575347548e-10,2.5654012262208915e-11,3.381753371196841e-13,0.00019097722376009286,9.782327371792063e-06,1.1879936781118652e-05,0.09552085013554039
3000,0.0019789613441704274,6.033575840036849e-05,2.986381852150131e-09,5.984827939645678e-08,6.725861778891669e-13,1.6935882158987625e-10,3.228804015298082e-11,4.987373201175974e-13,0.00019280693476962622,1.0688327617180274e-05,1.2079497250026162e-05,0.09543913056159938
3100,0.0019568333881862425,6.244109716031492e-05,3.0571959223453037e-09,5.97047883636988e-08,7.551266016213949e-13,1.9054547354049263e-10,4.1793087470640724e-11,5.250865219150329e-13,0.00019802915802529954,1.1310473559573439e-05,1.205244425714109e-05,0.09550516132112791
3200,0.001981576871672374,6.674772828761842e-05,3.3946973220398244e-09,5.8633005255787504e-08,7.568547535424178e-13,2.189438738680575e-10,4.2166397581849095e-11,7.661360253190397e-13,0.000198070831139731,1.1920218354311467e-05,1.1941478714648952e-05,0.09546656935202151
3300,0.0020434503897914856,6.976779402463352e-05,3.487137424639986e-09,5.759477439405608e-08,8.527253569578601e-13,2.420551058189813e-10,5.348839436416858e-11,9.637670459903369e-13,0.00020200526127067488,1.2277156448146538e-05,1.1799826863003768e-05,0.0955124662230856
3400,0.0020415993744286633,7.334156112794898e-05,3.6450781718312574e-09,5.713660542491686e-08,9.22907246037792e-13,2.565973927618459e-10,5.811103874761026e-11,1.1316473878660822e-12,0.00020581793030508878,1.2676968912108366e-05,1.1780227837382255e-05,0.09544846319839398
3500,0.002080984810654009,7.522922587818174e-05,3.862424271802012e-09,5.640113145504716e-08,1.0111446056634828e-12,2.9811587793876605e-10,6.618355938798205e-11,1.274150521468339e-12,0.00020552585398302467,1.3659167544946694e-05,1.1797026002249272e-05,0.09543202844809742
3600,0.002093359074941921,7.79668387327382e-05,4.1040098663625165e-09,5.416603004505486e-08,1.1009440360955164e-12,3.126948865120341e-10,7.106511598711464e-11,1.3728906318732967e-12,0.00021244397551348955,1.4463497465373149e-05,1.151642193238141e-05,0.09547253568535455
3700,0.0020607390999472985,8.289611295708494e-05,4.230512589592219e-09,5.29842191383503e-08,1.1741787169708926e-12,3.5029822369924e-10,8.185531273458525e-11,1.5987281004267427e-12,0.00021422006208648113,1.4435010893624786e-05,1.1587850052877038e-05,0.09539118504619425
3800,0.0021077493074740665,8.559471419112878e-05,4.550821060436074e-09,5.157224205876967e-08,1.1917739271746327e-12,3.739285673852215e-10,9.014096321237412e-11,1.8577357580717683e-12,0.00021321540593149808,1.5090282476998945e-05,1.1266123996485277e-05,0.09537121690006382
3900,0.0021272852536425514,8.980985184302138e-05,4.7228433985565335e-09,5.156836538368846e-08,1.3223727429805533e-12,3.96516158707332e-10,1.0377979678756077e-10,2.3331383243465077e-12,0.00021809658053520084,1.6162885708472868e-05,1.1266410134897898e-05,0.09530986153595117
4000,0.0021067005673425588,9.09376604134031e-05,4.915027239547041e-09,4.9340390676223025e-08,1.3693795429294561e-12,4.429742355326712e-10,1.1624765564134128e-10,2.5879406126146703e-12,0.0002158312543639385,1.6665696737578934e-05,1.1007229904370155e-05,0.09530356676450154
4100,0.0020864531509257613,9.534038564811051e-05,5.087276094829234e-09,4.817008937583049e-08,1.4623269458124896e-12,4.729190568098232e-10,1.2751600719060766e-10,3.024248061015861e-12,0.00021750413332005745,1.7177598118868095e-05,1.0970290680047402e-05,0.09522849479112129
4200,0.002130994047300588,9.913055255010747e-05,5.38722346647749e-09,4.76710501939961e-08,1.5704526253549943e-12,4.983170441195775e-10,1.4095107913358124e-10,3.231138179759778e-12,0.00021697982254832626,1.832575949830172e-05,1.0685080024915482e-05,0.09524580068304606
4300,0.0021396539336343027,0.00010232371769263292,5.524481923416893e-09,4.5830693736051375e-08,1.6189101876867838e-12,5.23687924467787e-10,1.5493855557997994e-10,3.877883622671141e-12,0.00022122395045793788,1.9073810953421282e-05,1.0779814806400316e-05,0.0952129139845886
4400,0.0021000893565863497,0.00010294479575966871,5.923638074550089e-09,4.532927783369044e-08,1.7381168477954016e-12,5.636386442362669e-10,1.6398972981649557e-10,4.31331254994094e-12,0.00022134655900485746,1.9715796863896046e-05,1.0399455194349998e-05,0.0950406874496314
4500,0.0021261382923447535,0.00010837798548705365,6.091631709989066e-09,4.409592227183489e-08,1.8140982887632108e-12,5.979587521059561e-10,1.8216673090127647e-10,4.707842861956125e-12,0.00021979935517844618,1.9932231120246464e-05,1.0357230659081305e-05,0.09502396856280726
4600,0.002124097758996703,0.00010807736504750072,6.316571139727682e-09,4.243956914843288e-08,1.8884054825239232e-12,6.333054234285376e-10,1.9598039459146822e-10,5.243219591553057e-12,0.00022170635387069038,2.049247013228603e-05,1.02848329339912e-05,0.09495521985955205
4700,0.0021223960949964204,0.0001136533163306167,6.505647029803341e-09,4.131390871390272e-08,1.9947555272466247e-12,6.820950548274019e-10,2.1776536490066817e-10,6.047523378479715e-12,0.00022254269869618297,2.147537613147708e-05,9.828747242110141e-06,0.0948191563915352
4800,0.00206716717406399,0.00011767534423884449,6.7136427080552064e-09,3.98181423813411e-08,2.122831865139012e-12,7.070826578485506e-10,2.2996570477878575e-10,6.637919223037943e-12,0.00022317562255274627,2.2261995653211163e-05,9.782812172183867e-06,0.09477580400834669
4900,0.0020812225468304245,0.00011843145008472029,6.936112228387797e-09,3.98398878631157e-08,2.2009700572443182e-12,7.444163530390885e-10,2.490068579592643e-10,7.309300215274126e-12,0.00022477053600661236,2.292285315320554e-05,9.700901370661177e-06,0.0946675197572562
5000,0.0020483391690125363,0.00012070457159457448,7.281365033202994e-09,3.8694163041756644e-08,2.331545052526739e-12,7.848284122519504e-10,2.6723313238885997e-10,8.079615782962091e-12,0.00022920695978078103,2.329283328533119e-05,9.509036022974088e-06,0.09458308838344699
