milliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
0,1.3604564083281873e-05,1.3368875157994346e-06,-3.546676080115579e-11,4.5602022352461555e-10,-2.754530165927589e-15,-8.76380276058743e-12,2.894151523890364e-12,-4.832913728296872e-14,-2.0024573176601643e-06,-3.921892607308635e-08,7.273955612604078e-08,0.09996640322576715
100,0.00012908657862636627,6.209944423761906e-07,8.921002248735595e-11,9.706656452163027e-09,-2.661706106341446e-15,3.0733132362293353e-12,-3.264517298505963e-14,-3.5826429267542816e-14,1.0751637014344157e-05,-2.2955777572256927e-07,9.584675881200868e-07,0.09953578461162511
200,0.00017315969053083172,1.3271175761502054e-06,-1.0936961526563991e-10,1.7451714900406387e-08,7.775449837385603e-15,1.0043370129933397e-11,3.695788440073285e-12,8.446049683827023e-14,1.79467421919102e-05,2.6703587239471867e-07,1.9274831933822834e-06,0.09912873359796671
300,0.00029680036099963796,3.0523978879049457e-06,8.786653002622191e-11,2.4676573300078143e-08,-2.749847157365523e-14,7.1295304562192876e-12,-1.3350491110553595e-13,7.794911494273621e-14,2.6063743635370002e-05,2.5729640551073476e-07,2.6137103980233996e-06,0.09872519598930278
400,0.00035036155091070924,9.99248009391986e-07,1.3491659487492136e-10,2.9643558335754922e-08,-1.0091235826044373e-14,9.61231293347141e-12,-2.0479614875990534e-12,-1.7159897400293162e-14,3.6086494806727126e-05,3.8615481132888117e-07,3.5036795316286153e-06,0.09845897865450626
500,0.0004603121767658709,3.332423617954648e-06,1.0697874283929569e-10,3.509861948825877e-08,-3.494393016899388e-15,-4.938520760562432e-12,-3.103687164976754e-12,9.962961061649074e-14,4.892534604030936e-05,6.700075797360309e-07,4.20088665975284e-06,0.09813662055489057
600,0.0005519280300089329,2.851749560454897e-06,6.898136519166215e-11,3.934147464163064e-08,-2.2030923612578295e-14,5.583400421159127e-12,-2.2237262127606028e-12,-3.487138237260339e-14,5.710281611259533e-05,6.515649532172954e-07,4.992793900246449e-06,0.09787924629747224
700,0.0006292904609509522,6.961644917396463e-06,1.9169240085977525e-11,4.2894355420293696e-08,2.3429976163674242e-14,3.800507173755772e-12,9.780170390121441e-13,4.4934904633373264e-14,6.325428654160692e-05,6.48949404933498e-07,5.444857911351497e-06,0.09754044875848443
800,0.0007475968132969409,5.360934480103e-06,2.51563111225983e-10,4.6235797168293796e-08,1.145511646802263e-14,-4.59107780500512e-12,2.0101535317811284e-12,2.3404693592350448e-14,6.763145488719213e-05,6.508926436605039e-07,6.06121517932091e-06,0.09736503544443106
900,0.0008236078987735438,1.0335040194377684e-05,1.231296978290857e-10,4.871073397447394e-08,-1.184167480850733e-14,-8.217699264167983e-12,-1.6569784443371455e-12,-4.207304177472361e-14,7.730663341464087e-05,1.3592217020365099e-06,6.736988237538054e-06,0.09716998022552989
1000,0.0008896719333043412,8.68157036240388e-06,2.6360278711077395e-10,5.1745329774977284e-08,3.6347477058062413e-14,-7.187961644688548e-12,-2.2761724005196404e-12,-1.0656620345725467e-13,8.683740601548174e-05,1.2427738372598668e-06,7.341238457236558e-06,0.09687132748037983
1100,0.0009759528653903893,1.4149395156809326e-05,2.4012815156038984e-10,5.418836215091994e-08,4.719022528556823e-14,-1.9107910084873537e-12,3.073663357154306e-12,-2.584871614944194e-15,9.301019932644769e-05,1.7976747322641862e-06,7.6395775822125e-06,0.09676033439799138
1200,0.0010522925366273765,1.3515798135928202e-05,3.6434789579681214e-10,5.507389538514681e-08,2.962195559080266e-14,2.3825007177069513e-13,-3.007710221151589e-12,8.655759443664789e-14,9.79466454387352e-05,2.2310359051736295e-06,8.217767086851197e-06,0.09652780708523431
1300,0.0011041205117134287,1.6719385360835287e-05,5.412258380569014e-10,5.740844972563099e-08,8.424257679065777e-14,6.016499746679929e-12,-1.3584380757392451e-12,7.398797663310135e-14,0.00010389182715681252,2.6461166141208922e-06,8.645198688660594e-06,0.09638880627982696
1400,0.001182326902996713,1.8977259817626294e-05,5.407571120835768e-10,5.853331719649728e-08,3.7862393319539394e-14,3.3336039358112087e-12,2.8773533964127937e-13,-3.473533761746144e-14,0.00011141973266009965,2.579549482715648e-06,9.032572128136377e-06,0.09624711614700553
1500,0.0012485301908997726,2.2734278702340645e-05,6.595639930067942e-10,5.9530023108761454e-08,1.1356653947873334e-13,1.8868055786565815e-11,3.2785003022804974e-14,4.21251258846387e-14,0.00012188412570775887,2.6918402457671946e-06,9.342385009189943e-06,0.09623568282241486
1600,0.0013005645945932773,2.450110162396524e-05,7.425020463668951e-10,6.024864077595675e-08,8.909233874500789e-14,1.9453229969127802e-11,2.768864087554237e-12,4.7809300660094546e-14,0.00012788475712371793,3.154388405158705e-06,9.736390051822506e-06,0.09608232842231619
1700,0.001380661492437752,2.5508761596305034e-05,9.82531439166714e-10,6.106712803248788e-08,1.0953222934473541e-13,2.6127438140944072e-11,-1.8133733197909713e-12,8.46325245766406e-14,0.0001288012483833757,3.642980537356834e-06,1.0016227004128848e-05,0.09603546174017927
1800,0.0013973637181586942,2.652877054324778e-05,9.649395773062296e-10,6.141568031074954e-08,1.8793954755093007e-13,2.7733137187899138e-11,-1.096571661028765e-12,3.4920344982355257e-14,0.00013528764033739248,4.012597435200548e-06,1.014371091553832e-05,0.09586590446470615
1900,0.0014626898922235367,3.0328386155791827e-05,1.2097233645322362e-09,6.148134052968199e-08,2.042008224183422e-13,3.162033494605684e-11,6.0910544742663915e-12,-5.167189170441178e-14,0.00014100581579824171,4.438870166047263e-06,1.0404657049881492e-05,0.09583608923614015
2000,0.001530107705744103,3.481896373897822e-05,1.2044178700515686e-09,6.248351675017306e-08,1.9840319437363591e-13,3.556335626842135e-11,7.878908560605423e-12,1.6289376457809663e-14,0.00014796779983463422,5.001877743294275e-06,1.0727089646226402e-05,0.09579554191155247
2100,0.001588067298126556,3.7305664206744085e-05,1.4988133386743193e-09,6.229076972388313e-08,2.2337622473356928e-13,4.2135767774994526e-11,3.2250839073631854e-12,-1.957158143837721e-14,0.00015217192589179752,5.3619546032819775e-06,1.0987929486461072e-05,0.09567813131365978
2200,0.0016410312924648725,3.93774071016901e-05,1.4772035318278612e-09,6.30441071051791e-08,2.9881132428085716e-13,5.748949303065088e-11,8.83264385461831e-12,6.379788887278797e-14,0.0001589015365084338,5.742408071127269e-06,1.1014009278438972e-05,0.0956805474010044
2300,0.0016798398299763928,4.1071246924578746e-05,1.8222434907808235e-09,6.308431314724853e-08,2.9249462295468844e-13,5.540561156449951e-11,9.480516358192324e-12,1.2707020347720797e-14,0.00016411757865326682,6.82198202702884e-06,1.1381984287592673e-05,0.09567108338276852
2400,0.0017355931510795836,4.2952824910237596e-05,1.7881721505174595e-09,6.292368531945182e-08,3.7935368274862973e-13,6.647637220078585e-11,9.621924550692246e-12,8.079959807152466e-14,0.00016890767870016658,7.196413818461452e-06,1.1380488702768858e-05,0.0955755742780203
2500,0.0017710180235853714,4.657218740327707e-05,2.1178436407199568e-09,6.245692310776845e-08,4.2662965123327896e-13,7.755510740884768e-11,1.315971674900214e-11,8.547780724573041e-14,0.00017044904794672345,7.37340629788678e-06,1.1694733981091117e-05,0.09556684735439544
2600,0.0018119342060723975,4.876534092918995e-05,2.1619624790271712e-09,6.20098308454436e-08,4.4907100591573083e-13,1.0615444846088163e-10,1.5916350681215182e-11,3.2599580702726213e-13,0.00018077892513928485,8.085844547851918e-06,1.186830572238726e-05,0.09553564798221062
2700,0.001865888013220562,5.176541197899055e-05,2.4988138610303356e-09,6.24299258924908e-08,4.974759543399605e-13,1.1727263935756981e-10,2.226469362882951e-11,2.1981169209523177e-13,0.00018270684455760404,8.661781630660482e-06,1.1791920306062895e-05,0.09555771061719753
2800,0.001857440457211652,5.396961820138924e-05,2.5044374370313016e-09,6.088164863216047e-08,5.239095066791645e-13,1.431864843064891e-10,2.5984720956612634e-11,4.249117681106426e-13,0.0001855792731186176,9.143331004152455e-06,1.1968601238153452e-05,0.09556713889774976
2900,0.0018976275014935416,5.9028299923897924e-05,2.7611437329663434e-09,6.050529043950539e-08,5.958827153966032e-13,1.651332451894616e-10,2.9083423266500394e-11,4.744625778125019e-13,0.0001874961570334011,9.633943354833569e-06,1.1936182022215186e-05,0.09547316640626954
3000,0.0019390994355123336,6.0152437179882176e-05,3.028512235757479e-09,6.09868737601991e-08,6.408058774525611e-13,1.743371643752622e-10,3.09022639630094e-11,5.651862866063846e-13,0.00019070274587296444,1.0427266412747794e-05,1.2059785777162892e-05,0.09555997686453559
3100,0.0020123229570204225,6.22464232784513e-05,3.080265845356887e-09,5.932422634155198e-08,7.365599517514831e-13,1.8619048557560246e-10,3.702229505410527e-11,6.635088605646394e-13,0.00019594552962714544,1.1359745814955002e-05,1.1918207016917165e-05,0.09548142214806987
3200,0.0019854577182435674,6.593083150814751e-05,3.221702714915322e-09,5.880798962994339e-08,7.779068350800029e-13,2.2406781640617253e-10,4.409868575462476e-11,7.405993979820858e-13,0.00020002237830346449,1.1868009071709196e-05,1.1830678573729634e-05,0.09544441742225225
3300,0.002021768544569242,6.920188893415407e-05,3.556720362822109e-09,5.804853294146194e-08,8.325547526823677e-13,2.346280679989683e-10,5.095653275680857e-11,8.94709387626768e-13,0.00020371281046933828,1.2449076699424697e-05,1.1734216835261636e-05,0.0954555951176048
3400,0.002049254327632034,7.453975732425231e-05,3.778334490436393e-09,5.7310207282033534e-08,9.31436084743947e-13,2.7426832949090076e-10,5.694177413247265e-11,1.073642210827781e-12,0.00020311574519881473,1.2609139606692977e-05,1.1934634834643285e-05,0.09549799540213945
3500,0.002085616723620361,7.628218139499484e-05,3.8509708901142e-09,5.516272951632671e-08,9.975637576811574e-13,2.933706799803942e-10,6.657443359365142e-11,1.3227891390540108e-12,0.00021048167060182848,1.3379331049855567e-05,1.1848842935149885e-05,0.09546300131193695
3600,0.0020652566619010714,7.906333635977917e-05,4.220305597549204e-09,5.452101438108555e-08,1.0342193608995683e-12,3.081696417637227e-10,7.099823815522109e-11,1.489392001230221e-12,0.00020686749581749327,1.3925211031012783e-05,1.155903986950483e-05,0.09535879276809232
3700,0.0020868002837564426,8.139581647623154e-05,4.329391047152264e-09,5.3430634978492725e-08,1.1477524161585556e-12,3.4836207410694145e-10,8.573395072012541e-11,1.7201793321679333e-12,0.0002083351265465068,1.5020840390646403e-05,1.145857164107047e-05,0.09538762825394104
3800,0.002127747354922863,8.622608522369716e-05,4.47982030317972e-09,5.162034417995055e-08,1.1939517282442286e-12,3.7329067629698484e-10,9.406798883396473e-11,1.8505344632481388e-12,0.00021329208535056347,1.567550634079137e-05,1.1448143383743778e-05,0.09534271076966334
3900,0.002130454119513191,8.685214836875286e-05,4.797771183535262e-09,5.0486451025987455e-08,1.2997945497954704e-12,4.1059546895792964e-10,1.0759074952363751e-10,2.2302772090769494e-12,0.00021487217856211915,1.630472576372143e-05,1.1186110621800602e-05,0.09530593088889118
4000,0.002131539910389893,9.087945499190415e-05,4.913617393887943e-09,4.983997351014127e-08,1.3519256018857084e-12,4.3355309940359525e-10,1.1580098093488983e-10,2.600918183922471e-12,0.00021368286948745415,1.704148561336239e-05,1.1176878919715846e-05,0.0953283205865839
4100,0.0020960437513461833,9.485270931910641e-05,5.141661490960004e-09,4.9104637903399385e-08,1.444292407712581e-12,4.5466757048006773e-10,1.2858665459633207e-10,2.9011488725689806e-12,0.0002203247492860675,1.761919100506329e-05,1.0862838624030383e-05,0.09520481361653653
4200,0.002086035087473562,9.565567951471265e-05,5.519042069236106e-09,4.700697895654196e-08,1.555518323738544e-12,4.999733709050704e-10,1.381847931311822e-10,3.3466170328235066e-12,0.0002182866712235178,1.806502742083104e-05,1.0744885687933024e-05,0.09517188788513796
4300,0.0021130015293970516,9.886518757431403e-05,5.520295010316265e-09,4.5478747703463664e-08,1.6101191768764038e-12,5.368317494756156e-10,1.5167263874797064e-10,3.677213077570625e-12,0.00022245751127237593,1.8463225275236876e-05,1.0585474832964687e-05,0.09508609796419057
4400,0.002113684742115282,0.00010360191444821347,5.755338713312672e-09,4.527491632881529e-08,1.6965116339419102e-12,5.675677093023974e-10,1.6842744773745914e-10,4.193531101882049e-12,0.00022450073630058597,1.9256700212471525e-05,1.048948414468558e-05,0.09509693937691019
4500,0.002140140974530632,0.00010782711408067616,6.129509713906538e-09,4.3717632534025385e-08,1.8182393965277611e-12,5.999069714397706e-10,1.81918663137305e-10,4.7943548091749965e-12,0.00022155927029142303,2.0233650378218316e-05,1.032090430166775e-05,0.09499280525502593
4600,0.0021007961111968398,0.00010930569490598777,6.281055459180907e-09,4.1908615899772754e-08,1.915988436838547e-12,6.23347426552181e-10,1.9904528024918544e-10,5.3197246174339875e-12,0.00022410201441439216,2.071208885285043e-05,1.0273893484378485e-05,0.09499737454909532
4700,0.002127715893804426,0.00011124530145032486,6.502900755460663e-09,4.159334318028484e-08,2.0007068895427404e-12,6.628923885480341e-10,2.1429798612804134e-10,6.036837209818224e-12,0.0002261992859898729,2.129114247650731e-05,1.0073885018568122e-05,0.09491931878145521
4800,0.0021042193610883286,0.00011608122387037272,6.867306871510056e-09,3.958738473192645e-08,2.102332754212602e-12,7.173934644523984e-10,2.304249615559522e-10,6.6025952297869255e-12,0.0002248378669412376,2.1892338577505675e-05,9.824442007479318e-06,0.09476893910559434
4900,0.0020551202660195975,0.0001202104996200418,6.983220901794996e-09,3.9830113628166535e-08,2.193884254611905e-12,7.552794473647608e-10,2.5109800621157315e-10,7.436207191840502e-12,0.00022457993519408936,2.294203671883361e-05,9.550313740230452e-06,0.09467009918247331
5000,0.0020418640907342253,0.00012328413906693503,7.154249703054495e-09,3.853721322664228e-08,2.3404825475168656e-12,7.767497925815246e-10,2.7077097080090937e-10,8.088398204162328e-12,0.00022555247324778846,2.335324604035381e-05,9.502724855928296e-06,0.09467534691710867
