miliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
0,3000.0165959240926,200.01731905233146,99.99999999996056,20000.000000007432,5.1814628366025656e-09,8.276477393424513e-15,999.9999999999999,9999.999999999996,-2.592482926022059e-12,39999.99999999999,-1.3042757337062884e-11,10000.0,100000.0,-2.270928316337525e-14,1000000.0,6.126218831783045e-13,1.3383527941438876e-70,20000.0,100000.0,1.08461208466429e-14,20000.0,0.006131957469592879,-1.7417872350447097e-07,-4.054413513988552e-11,-4.203047131572442e-09,-2.0449469281948923e-19,5.626890322130264e-12,-1.304952120241437e-12,3.522519815073502e-80,2.1608153042102367e-75,-9.62640555253504e-12,-4.152158909242743e-15,3.533962322628247e-13,3.0613412050901526e-13,-6.912529750591774e-77,2.7142074911686874e-71,1.9197711676353872e-13,-5.4629689673481304e-14,-7.401243240051775e-18,-1.0693908579844428e-67,-1.913871900622997e-36,3.0628030453300277e-68,500000.0,6.227795579156884e-67,-8.39652614632104e-68,100000.0,-1.449356066245335e-68,-5.081730694536156e-68,500000.0,-2.5489097817121096e-68,-1.3104844540476585e-67,2.369110540455674e-70,100000.0,1.2331293916426017e-71,1.765316865476368e-72,100000.0,9.380935036059519e-17,-1.938903809125546e-35
100,2999.967086244727,199.9886646239566,99.99999999993187,20000.00000000485,7.630335499755428e-10,-5.253799026957245e-15,999.9999999999959,10000.000000000005,9.455673229105792e-14,40000.000000000015,1.4320527024207522e-12,10000.0,100000.0,2.6279728010888093e-14,1000000.0,-6.165568215694758e-13,1.836242508191262e-70,20000.0,100000.0,-4.278460763146607e-14,20000.0,0.009410365557940717,2.99523447695642e-07,2.047027671555462e-11,7.355639707904188e-10,-1.3356073546727837e-18,4.6606338814795545e-12,4.218279959527088e-12,-1.3399276352641814e-80,-3.499610169987637e-75,6.2837659051996735e-12,1.1725903480166385e-14,2.5079958628027697e-13,-3.6520754511190937e-13,-1.0789150175489927e-76,-2.0083015334242035e-71,-2.5368303931237844e-13,-3.6905614079922046e-14,-2.075706246808859e-17,2.3420590505386106e-67,1.020472849946707e-36,-2.4955537185363922e-68,500000.0,-3.3867715104767753e-67,2.513390800979188e-68,100000.0,-2.3864944785303716e-68,-2.0912644913636303e-68,500000.0,3.4552581755345947e-68,2.9962058431583106e-67,9.195954453319211e-70,100000.0,8.467867774014668e-72,2.608982026313293e-73,100000.0,-4.7812388112377426e-17,7.867083945549428e-37
200,2999.9448094026375,199.93457518614147,100.00000000001936,19999.99999999659,-2.508729226572465e-09,-6.009784552470051e-15,999.9999999999931,9999.999999999995,1.907511478098323e-12,40000.00000000003,-3.191910732554475e-12,10000.0,100000.0,-2.254243673493596e-14,1000000.0,7.503073118357819e-13,-1.1560313508062923e-70,20000.0,100000.0,2.70362030339252e-14,20000.0,0.03109633948255872,-4.8066654705872986e-08,-5.3956054503283e-11,1.3016951579353062e-09,-7.813350917686951e-19,6.02696847131115e-12,4.021127236503888e-12,-2.030163466454862e-80,2.5561296236237755e-75,5.690635354973497e-13,1.365356187558825e-15,-3.6640060358198713e-13,-4.3161121171248484e-13,1.9529828947037123e-76,-1.7023999965317257e-71,-3.457550829606134e-15,-5.1999135541576266e-15,9.148819580447735e-18,2.505189910371962e-67,4.2167441115890795e-37,-2.1845994075227385e-68,500000.0,6.304567004147316e-67,7.0038243298697e-68,100000.0,2.0666887560893754e-68,-7.102754622064943e-68,500000.0,-2.7333799680966742e-68,-3.4872628498830264e-67,1.815614608347246e-70,100000.0,-1.0392626515526002e-71,2.1576152405419186e-72,100000.0,-1.885143197083734e-18,1.5582470426268925e-35
300,2999.9147290064147,199.93345340325214,99.9999999999622,20000.000000001386,-3.914036448744589e-09,5.407075179283592e-15,1000.0000000000019,10000.000000000002,-5.560673181499984e-13,39999.99999999999,1.4361498470283529e-11,10000.0,100000.0,-7.897961903043552e-15,1000000.0,-4.946721868298552e-13,1.8317877600255295e-70,20000.0,100000.0,1.2877113261189072e-14,20000.0,0.07372843475937985,-2.0974024310792632e-07,-4.5808863862915814e-11,-3.4978648657535924e-09,1.6914490372412315e-18,3.620946997118534e-12,-4.480250827650177e-12,3.1114872873451268e-80,2.9482652751212438e-75,-1.6175657828141092e-11,9.220980131314677e-15,-8.185501683236685e-15,1.3402946956501267e-13,1.9506583459477393e-76,2.8857997607686656e-71,3.967229072242236e-14,-5.709780978197474e-17,3.6711310071881105e-17,2.416510267683165e-67,1.8794937287345168e-36,3.0608317563517135e-68,500000.0,7.447087089472411e-67,-5.964735608951482e-68,100000.0,-2.4491030225830018e-68,-1.6469037371663891e-68,500000.0,2.3874411300392765e-68,-3.103833789944339e-67,3.9977238816733894e-70,100000.0,-6.87473156392062e-72,1.4998690545668093e-73,100000.0,-7.539018590526477e-18,6.402696571508346e-36
400,2999.9010802017015,199.9082368847187,100.00000000004054,20000.000000012114,7.350938465180847e-09,7.913999901351934e-15,1000.0000000000041,10000.000000000004,2.7548273136501836e-13,39999.99999999998,1.5530312051605484e-11,10000.0,100000.0,5.480227506747827e-15,1000000.0,-8.669145251054144e-15,-1.8697331236428007e-71,20000.0,100000.0,2.431584360220996e-14,20000.0,0.08400423521760272,1.82120965150712e-07,2.824846559957597e-11,5.5273443198208e-09,-3.609052649126575e-19,7.802666078016881e-12,2.9814174635365593e-12,-4.582900124311736e-80,3.528648659927344e-75,1.1831749431501934e-11,7.651066153903959e-15,-1.464233561625373e-13,1.0495797808144592e-12,1.2925734750867163e-76,1.59096923614253e-71,-8.756066681337916e-14,2.189020148347367e-14,-3.7824319315914395e-17,-9.813737094973983e-69,3.2064024521580418e-37,2.8337523742746916e-68,500000.0,-4.454019846823199e-68,-1.4799837050479667e-68,100000.0,3.16687729867268e-69,-2.5617937155617615e-68,500000.0,3.577337295547478e-68,1.0686341973910609e-67,1.5460358523619384e-71,100000.0,4.268910715915366e-72,2.437419820139328e-72,100000.0,2.785293153782342e-18,9.548001644004716e-36
500,2999.865662244524,199.87064264447267,99.99999999993372,20000.000000010383,2.3088772638534246e-10,7.379459214818093e-15,1000.0000000000014,9999.999999999993,-1.1304474047720405e-12,39999.99999999999,-2.009453584195956e-12,10000.0,100000.0,3.985255004043251e-15,1000000.0,7.13060085929e-13,-1.4614903928724308e-70,20000.0,100000.0,-4.030801948461766e-14,20000.0,0.10516471903129261,-2.657950814063593e-09,2.8669524029094682e-11,4.0261490141483043e-10,1.4505378733643003e-18,8.106337043099803e-12,3.683419061642671e-12,-2.603604903959275e-81,4.262595530557265e-75,-1.166036685696394e-11,-1.1539802191656852e-14,3.757551706033229e-13,-7.009261229394769e-13,9.920534948892407e-77,1.2816161255399557e-71,-1.7386887601209158e-13,-7.230323990821172e-14,-1.213015053535158e-17,3.395929642984941e-67,8.618921362835939e-38,8.319831787579176e-69,500000.0,-6.443457907663398e-67,-4.187720053827803e-68,100000.0,7.813259819536354e-69,-1.5016061619001162e-68,500000.0,3.866890846659417e-68,3.358383262068665e-67,-5.7104320929710056e-70,100000.0,1.3331083475788604e-72,-3.1526803029919534e-72,100000.0,-1.4600070762729114e-16,5.973163280873367e-36
600,2999.8598565605203,199.8667435205024,100.00000000003364,20000.00000000571,-1.6894615386251906e-09,-1.0153965860904274e-15,1000.0000000000003,10000.000000000002,-1.936616395076085e-12,39999.99999999998,-6.9161978352919115e-12,10000.0,100000.0,-1.944655730136906e-14,1000000.0,8.509465448456923e-13,-4.061705433168864e-71,20000.0,100000.0,2.357397343677507e-14,20000.0,0.1615125453913913,5.611567332227442e-07,-2.811153695817063e-11,-4.592172232328678e-09,-1.3181790383114689e-18,3.726298702310735e-12,-4.3906349419140424e-12,-1.5436221724293256e-80,2.559098200581494e-75,1.7630097326498372e-11,5.410737562616455e-15,5.510664645197265e-14,-1.0426310596348945e-12,-1.6910855078345578e-76,3.649054863697423e-71,4.894512592714115e-14,-5.294467262692769e-14,2.405949882810496e-17,-3.9251691000547035e-67,1.3582776124330678e-36,3.806708176742412e-68,500000.0,-2.8318187286636596e-67,5.706343395771783e-68,100000.0,7.408114855463479e-69,3.1135901444182146e-68,500000.0,-1.123332895462609e-67,3.261826614614933e-67,-3.486865139882689e-70,100000.0,-6.22533169795403e-72,6.215398715508755e-73,100000.0,7.955694019436896e-17,-4.045548999636976e-36
700,2999.83344776889,199.825407833156,99.99999999998141,20000.00000000876,-1.7350025767692156e-10,2.2964737420997384e-15,1000.0000000000052,9999.999999999995,1.063953787861276e-12,39999.99999999997,-9.45632944612182e-12,10000.0,100000.0,-1.1310663230417707e-15,1000000.0,3.573071611545897e-13,2.6869736807153014e-71,20000.0,100000.0,-8.236479818856424e-15,20000.0,0.17032687675772767,9.381985790862341e-07,5.380777943866282e-11,-2.2639994217992476e-09,-7.893842210369299e-19,-2.1294210493951624e-12,-1.1337146048753422e-12,-2.372673590777029e-80,1.0682472165473616e-75,-7.870472812746405e-13,2.1640840100939284e-15,-1.9582443818786505e-13,3.5656897460454055e-13,-1.6512635576492862e-76,-3.5257361978290586e-71,1.3361408243522517e-13,-4.168740857365879e-14,4.126575682615477e-17,-9.830485637151136e-68,3.593421019916151e-37,-1.6110378663185355e-68,500000.0,-2.513046382577635e-68,-4.316042036584545e-68,100000.0,1.0370664277027017e-68,3.209275545576711e-68,500000.0,6.997256989037196e-68,8.313978400824216e-68,-8.493433136176071e-70,100000.0,-5.728482590398705e-72,-1.6186316474779546e-72,100000.0,-3.9614183239038666e-17,-2.1655864312688e-37
800,2999.7910714923746,199.80907751018924,99.99999999998666,19999.99999999774,-1.932281784436921e-09,7.93248136508254e-15,1000.0000000000082,10000.000000000005,-1.9355858437697816e-13,39999.99999999998,-1.3149897255280939e-11,10000.0,100000.0,-2.464875025846538e-14,1000000.0,-8.378823349424125e-13,1.589710953536811e-70,20000.0,100000.0,3.349189190169085e-14,20000.0,0.17545721847625745,8.733234672104358e-07,-3.011451735382368e-11,-1.46165443544593e-09,1.5831904222307148e-18,-5.022909282645788e-12,-3.4227854998542393e-12,-6.72525805278805e-81,-8.369822809205481e-76,-8.757341424949031e-12,-3.911063819799275e-15,-2.5390068174720908e-14,2.0278108765621682e-13,-3.536007723952522e-77,-1.6994105468928024e-71,1.3602350270344234e-13,-1.5988187028146057e-14,4.438270136306603e-17,9.384110115162542e-68,-1.8126755758276503e-36,2.430938827415343e-68,500000.0,3.237805329050358e-67,-4.390216049053046e-68,100000.0,1.370852057929446e-68,4.1436628537094226e-68,500000.0,6.071357378629862e-68,2.564875287559927e-67,3.414556452587082e-70,100000.0,1.5060755764228727e-72,-5.102281176645927e-73,100000.0,1.3908500340243313e-16,-1.552968412185764e-35
900,2999.7893403798116,199.7731390260442,99.99999999997053,19999.999999989242,2.1038828906135e-09,-6.739974833766308e-15,1000.000000000002,10000.0,-1.6411396138967046e-12,40000.00000000001,-1.2550512375244484e-11,10000.0,100000.0,-1.6861510834447315e-14,1000000.0,-2.1653348674897486e-13,-5.4629044089330705e-71,20000.0,100000.0,-1.5135724406317834e-14,20000.0,0.19831233347807414,1.2793978898288648e-06,2.8948597206837238e-11,7.01670900648202e-09,1.9241937593821558e-19,1.2264268390026364e-13,1.6181958797476425e-12,-7.462136604264708e-81,3.1303340411080824e-75,1.1995699908031339e-11,7.0414172058937475e-15,-1.0100597750556811e-13,2.8139266387403494e-13,1.8803709970648333e-78,-1.1175362155802052e-71,-9.901180890065521e-14,-1.3123771292261583e-14,-1.229964864927418e-17,3.713963050302991e-67,2.7104558202708725e-37,1.8214530199636325e-68,500000.0,-7.778779948729581e-67,-3.9362438477281806e-69,100000.0,-1.91108060932213e-68,3.5880850818538908e-68,500000.0,1.5434912063561845e-68,3.564865796940171e-67,-1.0430118408308133e-69,100000.0,7.471929586370879e-72,8.877779532606473e-73,100000.0,2.7738647290269333e-16,5.58598004980262e-36
