miliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
1000,2999.7604973351895,199.76574186789202,100.00000000000206,20000.00000000118,6.640419975149646e-09,3.339285149636908e-15,1000.0000000000039,10000.000000000005,8.395965260527137e-13,39999.99999999998,-1.6425559586953585e-11,10000.0,100000.0,2.848735112731692e-15,1000000.0,-2.728472554506258e-13,1.4130018263462559e-71,20000.0,100000.0,3.944057130219713e-16,20000.0,0.23589052146276407,8.761762902443476e-07,1.704543371561828e-11,5.328442093601807e-09,3.4957201270043577e-19,1.7819989962854682e-12,-7.330097817398653e-14,-3.6055955410211878e-81,-3.6956914584579043e-75,-5.1008942208887125e-12,1.1871105566970898e-14,3.265684766051592e-13,9.076853443086301e-13,-1.6283036988402832e-76,9.889530613204002e-72,-2.1596885450348102e-13,6.667152236654058e-14,4.144780147974994e-17,4.1777455891519986e-67,2.7141539114964775e-37,6.693289511221048e-69,500000.0,-3.981690529476396e-67,-3.849066363513972e-68,100000.0,-2.2713056569771192e-68,-3.466183617439721e-68,500000.0,-5.773081856184879e-68,-7.991193289415278e-68,6.540243463173872e-70,100000.0,-8.944039294157155e-72,1.6969630474923986e-72,100000.0,-1.6411484258468492e-16,2.2227670753205906e-35
1100,2999.7530189051727,199.7361275836127,99.99999999992963,19999.999999980155,8.565028944064676e-09,-2.5836934536355e-15,999.999999999997,10000.000000000004,-1.5600792799371508e-12,40000.00000000003,3.0461827554408675e-12,10000.0,100000.0,6.990415787637063e-15,1000000.0,-1.8223489581590975e-13,-3.1904391676653283e-72,20000.0,100000.0,5.0243551394468444e-14,20000.0,0.266528929334733,1.2690304832204958e-06,-1.0599941626552096e-12,8.613160515166174e-09,5.614746567124937e-19,-5.523747321365313e-12,3.508421409077276e-12,-6.94691859479087e-81,-1.6941780874101074e-75,-8.138510343181395e-12,-8.782361127733083e-15,1.2763090380478583e-13,-5.556680806742225e-13,1.8726793802873844e-76,-2.7631630634683445e-71,-9.048908902569513e-14,-7.528789209237616e-14,-2.8445337417184883e-17,1.6674710777345467e-67,1.6788644929243732e-36,-3.3541161806070236e-68,500000.0,1.1075520592022554e-67,1.5822695138067572e-69,100000.0,-2.4472060394448003e-68,7.598248120284479e-68,500000.0,2.227568662660966e-68,-1.0872767380266805e-67,-1.6793364944054784e-70,100000.0,-2.2334178985234247e-72,-1.967166354404019e-72,100000.0,-4.823818582142722e-17,1.5410755240122558e-35
1200,2999.7075213813036,199.7083807211906,99.99999999995387,19999.999999975284,-4.420028138644221e-09,-2.4702869166259235e-15,999.9999999999945,9999.999999999998,-1.9443840494962932e-12,39999.99999999999,-1.5383739115337828e-11,10000.0,100000.0,1.4230241924383612e-14,1000000.0,4.677528898111324e-13,1.2785726018565758e-70,20000.0,100000.0,2.003407821495294e-14,20000.0,0.304187329440037,1.448902404757091e-06,1.3983380668504763e-10,1.5642700822531944e-08,7.403713677519588e-19,-5.335477846319083e-12,-1.7107237380827562e-12,6.334680069094717e-82,1.3889953872507296e-75,-8.435826295109673e-12,-9.557815888244929e-15,-2.5702216682343823e-13,5.340413416617537e-13,2.2924593636165366e-76,7.432816623769629e-72,8.218878148655577e-14,-2.0656383993932273e-14,-3.6985328430010124e-17,-3.3143323813068826e-67,1.3957932619435226e-36,3.0819176248613854e-68,500000.0,7.67987768083671e-67,-6.617067685702511e-68,100000.0,-7.572712957222471e-69,6.708951248494132e-68,500000.0,2.0825891461728093e-68,-3.3188966369974864e-67,-1.9053868674149706e-70,100000.0,-1.224295029259341e-71,-2.798757618969865e-72,100000.0,1.8199995562166133e-16,7.695316805709203e-36
1300,2999.690387630481,199.6738320382828,99.99999999990179,19999.999999980653,9.656581262779485e-09,-7.039435528887847e-15,999.9999999999907,10000.000000000004,2.538933766808371e-12,40000.00000000001,-1.404121686170563e-11,10000.0,100000.0,-8.67191669048422e-15,1000000.0,-5.336604051367266e-13,-2.3676032361481526e-71,20000.0,100000.0,-3.657367026842198e-14,20000.0,0.3261724160666627,1.6456643685074626e-06,1.1872930191348527e-10,1.7776998795967952e-08,-1.56006564537528e-18,1.00269737830834e-11,-9.55696197057137e-13,6.730669980953432e-81,1.2028551117054364e-75,2.2308972310134723e-12,1.0280003710066917e-14,-2.4887839777832594e-13,-1.002566215156666e-12,-1.2102663781697828e-76,2.148838126028426e-71,-5.978224729536727e-14,7.199079994390351e-14,4.516420420679423e-18,-2.36490812322138e-67,-1.015676039120935e-36,2.8825093131404527e-68,500000.0,3.7222994749774e-67,9.522346173206522e-70,100000.0,3.101052716700769e-69,-7.268404388923901e-68,500000.0,-1.0016445250657623e-67,-3.34966390402668e-67,2.625927378231798e-70,100000.0,8.932700216584757e-72,-1.2351084213786684e-72,100000.0,2.1275982778230493e-16,1.1984207081590325e-35
1400,2999.671346478293,199.670062388903,99.99999999992394,19999.99999997822,-1.0893639104550766e-09,-6.047727218861041e-15,999.9999999999933,10000.000000000005,-3.2289330449682764e-13,40000.0,-5.379727927082738e-12,10000.0,100000.0,1.8763016060920847e-14,1000000.0,-3.327830400047919e-13,1.0102071195933504e-71,20000.0,100000.0,-4.137629536326805e-14,20000.0,0.34115334385375023,2.0478641427301107e-06,1.223859965975706e-10,2.121879863632776e-08,8.757699106092135e-19,-6.078874543822754e-12,8.167002951339722e-13,3.883506192961648e-81,3.8091075481358187e-75,1.9501531766352948e-11,1.2053201492302325e-14,2.0314819386251648e-14,9.548288445325395e-13,1.6295320977811325e-76,-5.965878600104903e-72,1.608725661794121e-13,4.3388111763187715e-14,-5.228231224724393e-18,3.4666186973004145e-67,9.033074701623204e-37,2.782097575649227e-68,500000.0,1.561199302975214e-67,-2.8178266995434935e-68,100000.0,1.806002822747401e-68,6.268395081695884e-68,500000.0,8.935532095862404e-68,8.18808131431565e-68,-4.417317837614562e-70,100000.0,8.297524387620506e-72,2.435390293352984e-73,100000.0,2.290060706673837e-16,1.3240258401259645e-35
1500,2999.656007252303,199.64386011090744,99.9999999998238,19999.99999998425,-4.26310939418382e-10,4.077313135930988e-15,999.9999999999947,10000.000000000002,-4.954464262225404e-13,40000.000000000015,-1.2605395372647435e-11,10000.0,100000.0,-1.957743912674906e-14,1000000.0,-8.043606440911112e-13,1.140316498070312e-70,20000.0,100000.0,-1.7218501608945196e-14,20000.0,0.3616154100620756,2.8624604550974074e-06,1.0267645935929891e-10,2.3956999286250047e-08,9.932815907738912e-20,-1.4219481716120126e-12,2.0339757939046682e-13,-3.477616162098726e-80,-1.055143823545074e-75,1.6993398583768068e-11,-5.07179164498152e-15,-1.29749981097554e-13,1.5103635448306946e-13,-1.460737611577378e-76,3.0278750642608457e-72,4.970224965973207e-14,7.908400922768461e-14,-2.5375524800706705e-17,2.5225174499005296e-67,-6.68463372988934e-37,-1.577309407357838e-68,500000.0,1.5119665415978028e-67,4.014237484714132e-68,100000.0,-1.4525584465071676e-68,-2.1427040760836655e-68,500000.0,-3.137229123007666e-68,3.371162748749301e-67,4.587390421745576e-70,100000.0,6.586746755887364e-72,-1.8990195847069428e-72,100000.0,1.8719135868831048e-16,1.1700960830725205e-35
1600,2999.630436320005,199.61564820381918,99.9999999997848,19999.999999965188,1.6335373770491424e-09,2.386670454794739e-15,999.9999999999937,9999.999999999998,1.5042902104766061e-12,39999.999999999956,-1.228958293006437e-11,10000.0,100000.0,-1.2132542739135605e-14,1000000.0,6.0616618124719e-14,1.3375361062071485e-70,20000.0,100000.0,4.288596031480225e-14,20000.0,0.3754387863836753,3.232213250458257e-06,1.884220160785266e-10,2.2713870953748066e-08,-5.983046301741446e-19,1.3426232830021336e-12,6.669917375276814e-12,-7.152205925368843e-82,-1.0066714009246036e-75,-7.414831364820874e-12,4.59891263159473e-16,-4.59241618532448e-14,-4.125679663057255e-13,-8.382234616534943e-77,-3.1119189650486364e-71,-4.206108103632435e-15,-6.254262245332957e-14,-3.891536245808438e-17,-1.5596267093145425e-67,6.764141428629475e-37,1.1186357446636026e-68,500000.0,-3.2032233894567784e-68,6.37866334784592e-68,100000.0,-9.363712756092588e-69,7.659217693186947e-68,500000.0,-9.368937521306956e-68,2.9028325873436525e-67,9.606076381212043e-70,100000.0,-1.790295638674099e-72,1.57926017100342e-72,100000.0,-1.5225512576800103e-16,3.442895579683287e-36
1700,2999.576807036937,199.59710682027108,99.99999999986701,19999.999999967586,1.834624591021183e-08,-1.437251790477079e-15,999.9999999999991,9999.999999999996,5.414751316540207e-13,39999.99999999998,-6.475574266587274e-12,10000.0,100000.0,7.71003769046493e-15,1000000.0,-1.6181810119458949e-13,-1.6644602938170345e-70,20000.0,100000.0,2.7776096080769592e-14,20000.0,0.42161213355767746,3.6751358963732145e-06,2.392984551622848e-10,3.103557804724159e-08,5.702278780078937e-19,1.9561736572735815e-12,2.1875393089202275e-13,9.94639417282199e-81,8.53157833374632e-76,1.0746422757711546e-11,3.3053576167299406e-15,-4.5497039975646833e-14,-3.1124196089592485e-14,1.874363544941557e-76,1.540095165191815e-71,-2.19450233217416e-13,5.138425062951042e-14,1.6380286301639785e-17,-3.982831388995018e-67,-1.0842933473473966e-37,9.046652652199744e-69,500000.0,-5.300142424246088e-67,-8.445873030293362e-68,100000.0,1.8222796000034798e-68,-3.7025102350448623e-68,500000.0,9.998401513012972e-69,-1.4728841323980358e-67,-3.298011368915345e-70,100000.0,4.444341882108052e-73,3.4187367478427347e-72,100000.0,9.492040501510225e-17,-2.1569350853849284e-35
1800,2999.5859306139923,199.56427146378866,99.99999999976654,19999.999999965934,7.239586265069176e-09,-4.198175319979936e-15,999.9999999999872,9999.999999999996,3.651438047697234e-12,39999.999999999985,1.63596435205947e-11,10000.0,100000.0,1.4324638860449982e-15,1000000.0,6.158696335176546e-13,1.281438791643374e-71,20000.0,100000.0,-2.5006871019351868e-15,20000.0,0.4291902690477521,3.7111647495308187e-06,2.3385082193120607e-10,2.673827078806984e-08,-2.5633850078235234e-19,1.4563940176099426e-11,5.93283956590983e-12,2.4407240614993196e-80,-2.3755684356250284e-76,3.5359085554497916e-11,1.1718887284228687e-14,-4.638678769237912e-15,7.57624858154119e-13,-1.5538360251476762e-76,3.3042824680395182e-71,2.2288418819812327e-13,2.6102678626143192e-14,2.4995618308257753e-17,1.4275131014839778e-67,-1.7334639836545918e-36,-3.903743220033985e-68,500000.0,-2.3000620940467956e-67,7.092532733862303e-68,100000.0,3.1309334692635575e-69,-6.500856921310196e-68,500000.0,-1.1223861821602145e-67,-3.6018986647797805e-67,1.0719560030328043e-69,100000.0,7.142691725482882e-72,1.7933515211672361e-72,100000.0,2.4086151172094006e-16,2.4201052184396142e-36
1900,2999.559551739655,199.5506470744858,99.9999999997742,19999.999999948326,2.651094903230316e-08,7.873310809596189e-15,999.9999999999886,9999.999999999985,2.7224667332879535e-12,39999.99999999997,6.377090695298343e-12,10000.0,100000.0,2.6667386036911443e-15,1000000.0,-5.21027626689151e-13,-1.8690702398482783e-70,20000.0,100000.0,-1.425620449274928e-14,20000.0,0.4557506936948312,3.925489602164839e-06,2.6569888551518863e-10,3.313088618601324e-08,-4.579253646922283e-19,9.69329490634829e-12,8.74776496707497e-12,2.4856152989274082e-80,-3.1720616933811504e-75,3.936930101389244e-11,8.669086254078586e-15,3.9686751820325425e-13,-7.478455580285057e-13,1.5337701159508735e-76,-3.291967337492245e-71,2.6453051256246534e-13,1.9442583748932546e-14,3.633751067954156e-17,-2.9152240750110152e-67,1.0409674072838151e-36,-3.3068712687492793e-68,500000.0,-2.3000718018727235e-67,-9.472876102645213e-68,100000.0,5.585713979067233e-69,2.143477549231031e-68,500000.0,-1.8796639157359267e-68,2.0228002711922775e-67,-1.4228326370113112e-70,100000.0,-7.58821623026268e-73,-1.2810855606854239e-72,100000.0,-9.038358123114614e-17,-2.1772232259033252e-35
2000,2999.5251524644013,199.53212739425507,99.99999999971499,19999.99999994282,2.7143540024216434e-08,-1.107304105941766e-15,999.9999999999953,9999.999999999998,2.130337562260465e-12,39999.99999999999,6.07770098273348e-12,10000.0,100000.0,1.6559334528217505e-14,1000000.0,1.2217826871957857e-13,1.431389381195052e-70,20000.0,100000.0,-1.9212372045923563e-15,20000.0,0.49192722586643295,4.703693531218828e-06,2.9516867015306594e-10,4.409566136167058e-08,3.3250189519406997e-19,1.4863184090558852e-11,6.072562052256739e-12,-7.2426365733649235e-81,2.6458655916305735e-75,3.136895406262967e-11,-9.77551643825865e-16,4.555603821270902e-13,-2.1017716811202474e-13,-9.077087583199446e-77,3.54876298109321e-71,2.359702104736184e-16,-2.654053813210327e-15,1.11284897954888e-17,-5.5972696240977995e-68,-9.88242156947784e-37,-4.142263822039161e-68,500000.0,6.960770006217078e-67,-6.920538759277051e-69,100000.0,2.463083708978827e-68,6.697140758168732e-69,500000.0,-7.192521974173633e-68,-1.9359861235246543e-67,-8.194384374526651e-70,100000.0,-3.531983568641281e-72,-1.7121337814065688e-72,100000.0,-4.3130334808872973e-17,-6.416115306401793e-36
2100,2999.5128506413967,199.48278604861937,99.9999999996369,19999.999999927495,3.276869851055256e-08,7.5187209140694e-15,999.9999999999953,9999.99999999999,1.855504511937815e-12,39999.99999999994,1.622633950225654e-12,10000.0,100000.0,1.2410448886654656e-14,1000000.0,4.699614662923868e-13,-1.1266585737195207e-70,20000.0,100000.0,5.700072061340619e-14,20000.0,0.49686037633626684,5.598397964819861e-06,4.3761472337261785e-10,4.8590712354594464e-08,2.8197872673893018e-19,1.333015748033095e-11,6.21793361056431e-12,1.851038503893115e-80,-4.049143572146086e-75,3.148106164365131e-11,-1.1236796367291186e-15,4.5073762845218285e-14,1.1525185598214791e-12,-1.6096245348845725e-77,-1.0608850337542372e-71,3.435515341137593e-13,1.0211061109238311e-13,2.8220170337681765e-17,-1.248807164202752e-67,-1.398839531109074e-36,-3.950632266498633e-68,500000.0,-6.722258682512729e-67,-1.2142836560364446e-68,100000.0,1.3437114544276327e-69,-7.1244788901737515e-68,500000.0,-5.629068456143348e-68,-1.2918182334403068e-67,6.453728032949497e-70,100000.0,-1.1439428498620529e-71,-3.0859668226205266e-73,100000.0,-2.411670163803517e-16,1.3603571898357366e-35
