milliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
0,3000.0145922464653,200.0020148815096,99.9999999999935,19999.999999996744,6.500862318938337e-09,6.7275161049825725e-15,999.9999999999956,10000.0,2.3210187503442382e-12,39999.999999999985,-3.048563664748524e-13,10000.0,100000.0,2.6255971384439286e-14,1000000.0,6.753567829785731e-13,8.680799723410344e-71,20000.0,100000.0,-7.513108615386262e-15,20000.0,0.013077793460676604,8.314380522772697e-08,-3.974789368302614e-11,4.497107437703787e-09,-6.344604368888657e-20,5.866117465441242e-12,-4.0573266259838034e-12,1.8479314822208578e-80,-6.957143288518498e-76,8.992172638715852e-12,-9.258629543089973e-15,9.983543082615926e-14,-6.533632457756935e-13,-2.5755720764462493e-77,2.3194761783742054e-71,9.908286357652298e-14,-6.38454608796008e-14,-1.4110498230017536e-17,3.821824250717003e-67,3.4172553328076806e-37,-3.4742849804133536e-68,500000.0,2.219803427146065e-67,-8.639968384147383e-68,100000.0,-1.7486795123249296e-68,6.810957906387383e-68,500000.0,-7.537742236282771e-68,-1.76380464195383e-67,-2.984698400481002e-70,100000.0,-1.2026641551746733e-71,2.2826568539650814e-72,100000.0,-1.6254562019314495e-16,4.660549655279561e-36
100,2999.9679235549006,199.9715682880805,99.99999999994964,20000.000000005355,7.561481179234651e-10,-6.5081820610332946e-15,1000.0000000000077,9999.999999999995,6.819440379173095e-13,40000.0,-2.182945569703813e-12,10000.0,100000.0,2.2686481380775824e-14,1000000.0,-3.9556614193005856e-13,-2.2583868320239818e-71,20000.0,100000.0,-4.9630869770497585e-15,20000.0,0.02976500042479042,2.463830246528727e-08,2.030708914831828e-12,-8.577536141870986e-10,-1.6728503814193093e-18,-8.185657138590575e-12,-2.6515981542195185e-12,-3.4115843439775144e-80,3.6806118472448405e-76,-9.070888358130282e-12,9.673266471401064e-15,-2.2431266557836774e-14,-3.0905763173202723e-13,2.372306520122836e-77,1.859902358676392e-71,2.0392238007083196e-13,-8.871416820431122e-15,-2.4114872161192074e-17,4.170794943136642e-67,-1.2288428206544209e-36,2.1815550272703956e-68,500000.0,7.040653210129909e-67,-3.4767889140597197e-68,100000.0,2.4747970443775115e-68,-3.807771644512354e-68,500000.0,-8.437417388647082e-68,-1.5511694240267002e-67,-2.3364435205403652e-70,100000.0,-1.1606807214876313e-71,-2.1057605216393524e-73,100000.0,-1.9549507212720585e-16,2.1277249568545388e-35
200,2999.93969071883,199.9685738037546,100.00000000002395,20000.00000000793,3.4274313584863566e-09,-5.98616471906181e-15,1000.0000000000043,10000.000000000005,-1.8549938618201587e-12,39999.99999999997,1.0152021948378312e-12,10000.0,100000.0,-1.934728469677211e-14,1000000.0,-1.8659087342841337e-13,-1.381518404508809e-70,20000.0,100000.0,-4.4280047895496036e-14,20000.0,0.05233513505282404,-3.561727009362857e-07,5.3811590506428004e-11,6.005335594697061e-09,1.3767206008660017e-18,-1.903252567065814e-12,-1.5863922446135943e-12,1.0133254638204258e-80,-3.201707883089722e-75,1.392224275400898e-11,1.5395451595241524e-15,1.2379307256347194e-14,-1.689677993536118e-13,-1.6797529776531358e-76,-1.6113189885273225e-71,1.653877958396938e-14,2.602750675672195e-14,2.2986381765071758e-17,1.1749973885400773e-67,-9.895994037908061e-37,4.181183226965226e-68,500000.0,6.370948520603556e-67,1.067650870002549e-68,100000.0,9.233744890460278e-69,7.491569008005103e-68,500000.0,4.5569488805873684e-68,3.27342312004333e-67,-3.415272353845265e-70,100000.0,-5.496067370412351e-72,-2.564577326492422e-72,100000.0,-2.1298071672213927e-16,-7.69086137938161e-36
300,2999.912500175507,199.91807456800268,100.00000000002696,20000.000000004424,7.803303300388726e-10,4.596472852874959e-15,1000.0000000000057,9999.999999999993,-1.5642006005272774e-12,39999.99999999999,-2.9546397194801243e-12,10000.0,100000.0,-1.0808922941745948e-14,1000000.0,-8.376368409286749e-13,8.192927859211857e-72,20000.0,100000.0,1.6230439288402606e-14,20000.0,0.05513917903253174,7.009758791453322e-08,-6.363261287533465e-11,5.254401937193191e-09,4.549724842554885e-19,-3.144216181356445e-12,-1.982656163073113e-12,3.852146136898205e-80,1.5264341025524303e-75,6.938283297775934e-14,3.794457176516144e-15,-2.530606434287167e-13,-1.0266594242680718e-12,-1.8187532001115213e-76,3.2139944464410523e-71,2.507779731431788e-13,-2.543850610700759e-14,4.1837783850129934e-17,-1.8873262808838276e-67,1.24250704771457e-36,-3.899014723014904e-68,500000.0,5.068680937220871e-67,-1.8052825920483502e-68,100000.0,4.77752435507987e-69,-2.3395705148631797e-68,500000.0,6.0220826432209485e-68,-1.8711871678901983e-67,5.3803295813915774e-70,100000.0,9.662805787478046e-72,-1.7361731380330255e-72,100000.0,1.6534165521833994e-17,2.0829930558112515e-35
400,2999.912226844284,199.91107505174423,99.9999999999787,19999.999999987114,-1.5271185343531675e-09,-1.1903620633349642e-15,1000.000000000004,10000.000000000002,-2.268904184771754e-12,40000.0,2.319096184883846e-12,10000.0,100000.0,-4.372582543191737e-16,1000000.0,8.443678556166542e-13,6.071897814226396e-71,20000.0,100000.0,1.0606054591272547e-14,20000.0,0.08770830896175895,-1.0320838304792541e-07,-5.620546192271708e-11,-5.43603727138979e-09,-1.9547941902125385e-18,-3.0678474687344944e-13,1.3148848181830667e-12,-3.3074091151697216e-80,-3.312966751050759e-75,-6.775097074656964e-12,1.0714288442933261e-15,-7.368416685386613e-15,9.275206134433371e-13,6.904870218842195e-77,3.7541269584200203e-72,1.365343846695004e-13,7.497078986180022e-14,-4.226923681552022e-17,-3.829707113860112e-68,1.8030553747179993e-36,4.184253202283701e-68,500000.0,7.171242338140795e-67,-3.806110819636044e-68,100000.0,3.9855694273687953e-69,-4.3734288775932136e-69,500000.0,-3.4762416516959383e-68,-2.8914008767831648e-67,-4.936436384791879e-70,100000.0,7.445109083165684e-72,2.3671002294639134e-72,100000.0,-2.4738147956958893e-16,2.7269008605923185e-36
500,2999.8924863972184,199.87317000635318,100.00000000000225,19999.99999998628,-3.0648598910091072e-09,-1.0760776087492361e-15,1000.0000000000068,10000.000000000004,3.150903056989121e-13,40000.00000000003,-8.561044713980212e-14,10000.0,100000.0,-2.257679674206046e-15,1000000.0,-4.846510050715158e-13,1.8469477567098505e-70,20000.0,100000.0,1.146583533832681e-14,20000.0,0.13014354935139022,1.4741516136950852e-07,-3.6473743953744184e-11,-2.3502427192710277e-09,1.0990423501541243e-19,3.936846366521179e-12,-3.2109608385891767e-12,-3.843276955219833e-80,-4.3209561474065013e-75,7.169322374323506e-12,-1.2141042655789164e-14,-2.59080354583543e-13,-5.485844915258455e-13,4.229121377357954e-77,1.158648040898882e-71,2.1771737848610153e-13,2.72610178087789e-15,-1.3479218279074468e-17,-3.3443282471592776e-67,-8.14029609759323e-37,-3.0442370794417358e-68,500000.0,3.741241739102622e-67,1.5765134174655706e-68,100000.0,1.8472049680569826e-68,7.434800734689821e-68,500000.0,1.0063898931002939e-67,2.1186241436007096e-67,9.663775923501422e-70,100000.0,9.136696897779298e-72,-3.7223595820835266e-73,100000.0,-2.117646852883173e-17,-1.1672205018694966e-35
600,2999.8411975139607,199.8658096870042,100.00000000004458,20000.000000012744,6.4016978564635484e-09,5.450232659524663e-15,999.9999999999969,9999.999999999996,-1.0913298989667681e-12,40000.00000000003,1.1001163547129173e-11,10000.0,100000.0,3.4567753199763845e-15,1000000.0,2.9110779715385645e-13,9.943357971924843e-71,20000.0,100000.0,4.7905058055263387e-14,20000.0,0.14382646586529702,8.982526787230178e-08,-3.2168783903944385e-12,5.278316293406131e-09,-4.900024457574492e-19,8.052035316495297e-13,-9.275731513594548e-13,-3.9545596520369635e-80,3.4365043622720324e-75,7.360817723555312e-12,-1.0584536169158495e-14,3.504125379272677e-13,9.33381235144817e-13,-1.9997903070938666e-76,3.2985175592141964e-71,-8.715982819210375e-14,-5.5336196082864345e-14,3.0896122145846143e-17,-1.3932227003197763e-67,1.1006417118815779e-36,3.5399715494057555e-68,500000.0,5.4456530108486584e-67,-3.782158134219353e-68,100000.0,1.3578300072774313e-68,5.8457937122119345e-68,500000.0,5.722958864657668e-68,5.309395118067421e-68,-2.9871927715468535e-70,100000.0,-1.1578563038838609e-71,4.631765701830299e-73,100000.0,2.3074230103380375e-16,-1.2363096380808265e-35
700,2999.8203431027578,199.8395112779574,99.99999999994915,20000.000000004926,-7.502854335117985e-09,-2.5094084280430437e-15,999.9999999999986,9999.999999999995,-6.484386320697018e-14,40000.0,3.137446022722628e-12,10000.0,100000.0,-1.9792123477327582e-14,1000000.0,-6.325942306012436e-14,8.739157389327617e-72,20000.0,100000.0,4.893464301794301e-14,20000.0,0.16880848056248457,1.9720748235271773e-07,5.1339263565852707e-11,6.124075406513252e-09,-9.150405527057785e-19,-2.0441251428104564e-12,1.2861601435414484e-12,4.522061833827244e-80,-2.4241608340006023e-75,-1.058873782008137e-11,-5.745480706865259e-15,-2.9094273908822877e-13,4.1143760819561376e-13,1.6071989350674543e-76,3.3345688963617115e-71,9.905062485903494e-14,-3.602352734188344e-14,2.1997416738632712e-17,-6.914154728181984e-68,-1.3843392912607494e-36,2.3532738593814486e-68,500000.0,-6.8610319617303365e-68,1.2488768320404648e-68,100000.0,7.993824480659529e-69,1.8499531650341955e-68,500000.0,-1.2331072128919246e-67,2.589593246198125e-67,-5.303111218835962e-71,100000.0,-2.2465389913746192e-72,1.8942213652624644e-72,100000.0,1.9935107667115724e-16,1.2788153896962578e-35
800,2999.795975632387,199.82528276093277,100.00000000004123,19999.99999998329,6.182296193378679e-09,6.832980013709766e-15,1000.0000000000052,10000.0,2.1350525636256442e-13,39999.99999999996,1.2255563022298887e-11,10000.0,100000.0,2.7412189220882054e-14,1000000.0,-4.731507365353546e-13,-8.126136236650086e-71,20000.0,100000.0,-2.438980614881803e-14,20000.0,0.18589137809532102,5.811984893556735e-07,8.148394836910847e-12,1.5982632068725102e-09,-3.561605899233647e-19,-1.1533480915198282e-12,1.8581528774338664e-12,1.836381832259985e-80,-3.9281469890212545e-75,8.956615524959128e-12,-1.0368827136155926e-14,-4.264308845489258e-14,6.706914982179161e-13,-4.7086336998751044e-77,-2.0063659600073953e-71,-3.8421124436912356e-14,-2.979804507511194e-14,-5.530521603857488e-18,-4.351829270150352e-68,-1.1736844627109263e-36,2.5112642049621003e-68,500000.0,2.1087356699060472e-67,2.009626262323702e-68,100000.0,1.8423307469657513e-68,-3.4116847118866337e-68,500000.0,-8.644811950398305e-68,3.06164724332449e-68,-4.49840398980945e-70,100000.0,-5.623530028966515e-72,-9.842950386862411e-73,100000.0,2.542585291552634e-16,1.3191592842709455e-35
900,2999.791469503846,199.7787209950441,100.00000000000651,19999.999999983334,1.926169430527713e-09,-6.530080786097997e-15,999.9999999999973,10000.000000000007,1.16738034569243e-12,39999.99999999996,-1.4358026951451939e-11,10000.0,100000.0,-1.6016043307515326e-14,1000000.0,-5.469754851699406e-13,3.6527334827214416e-71,20000.0,100000.0,2.0059669418297532e-14,20000.0,0.2093056899284759,5.308502847220481e-07,-1.613468500131694e-11,9.397584449755092e-09,1.1574113020624235e-18,5.524944446236394e-12,-8.776286814403691e-13,-1.146591464593383e-81,3.5412704893656313e-75,-1.0453816410053175e-12,-3.4234442902309354e-15,-3.836807043309674e-13,1.2945237875402994e-13,-1.0575227200973439e-76,-3.468411921230994e-71,-1.223368049338225e-13,3.391863120326046e-14,-1.6316431688531587e-17,9.222509118250483e-69,1.5313581563802786e-36,3.4432286755910378e-68,500000.0,4.008732690561031e-67,4.348746017147544e-68,100000.0,-1.0733648425128016e-68,-4.7055491637995994e-68,500000.0,-3.826394861489921e-68,2.1615371976648507e-67,4.4023807094105e-71,100000.0,2.421531328235077e-73,-2.805739066097817e-72,100000.0,-5.422124660684434e-17,-2.1159719046426407e-35
