miliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
1000,2999.7610155518996,199.76790077142297,99.99999999997513,20000.00000000565,-1.8150105928076893e-09,3.557064983281049e-15,999.9999999999976,9999.999999999995,-9.967760212474096e-13,40000.00000000002,9.442813304132937e-13,10000.0,100000.0,1.986840393861838e-15,1000000.0,-6.910532902094737e-13,-1.0603976850326865e-70,20000.0,100000.0,-4.073529437587185e-14,20000.0,0.24864919850782877,8.44990717632707e-07,1.4260889176470418e-11,2.0293840912740952e-09,1.8049714485017223e-18,2.679943064191034e-12,2.027851437507066e-12,-3.296364620054558e-80,-3.9510886067144004e-75,-4.7461849263781236e-12,8.35013772587542e-15,2.6632689892029364e-13,5.851853570023545e-13,-6.949238821910323e-77,3.634844391889343e-71,-3.269178170593666e-14,1.4736620621590446e-14,-3.688991216932884e-17,-3.349266370176661e-67,-1.116641989820212e-36,-2.63373224223654e-68,500000.0,-9.152712125614156e-68,-7.444792088595435e-68,100000.0,1.609021755156621e-68,-2.5767111453448287e-68,500000.0,8.758569388935954e-68,2.500313476022875e-67,2.952977283880743e-70,100000.0,-6.078119374269678e-72,2.400449043145435e-72,100000.0,2.8096232135319115e-16,1.325447350785121e-35
1100,2999.7203250557227,199.74226848564433,99.99999999990607,19999.99999998544,8.1399212922656e-09,2.054633735981951e-15,999.999999999992,10000.0,1.1455295225741161e-12,40000.00000000001,-1.6172080892393855e-11,10000.0,100000.0,1.4920686195216777e-14,1000000.0,7.740231654764659e-13,-2.4025849445868694e-71,20000.0,100000.0,-3.27989133981694e-14,20000.0,0.26016790892115116,1.844383651432573e-06,8.685986972285426e-11,1.1483820790912001e-08,-2.1337030804678515e-18,4.8672314686842245e-12,2.453099579804214e-12,2.3625210451028736e-80,-2.973635753140074e-76,-5.578554972108972e-12,-1.154515513371017e-14,-3.5016080007030056e-13,8.164646492592233e-13,1.292697682425412e-76,2.217311687922649e-71,1.9618776292463713e-13,2.0904552897158134e-15,-2.3082389143439217e-17,1.0074607776169178e-67,-3.100151800608949e-39,2.707658197190611e-68,500000.0,-1.0427778738189875e-68,-1.017747917263994e-67,100000.0,2.88120463032089e-69,-2.77550029028725e-68,500000.0,-6.7832334047166736e-68,1.1518809620045776e-67,-2.8291874984287725e-70,100000.0,-1.1374967649352932e-71,-2.1077828043826254e-72,100000.0,1.3673058760594805e-17,-5.932082205071113e-36
1200,2999.7028400614245,199.70636420966824,99.99999999990679,19999.999999998538,7.861188234238619e-09,-7.015295181229577e-15,999.9999999999962,10000.000000000007,2.1767960587638214e-12,39999.99999999996,-1.1041129940250244e-11,10000.0,100000.0,-1.2355317786401576e-14,1000000.0,8.30621278795304e-14,-8.424576831974206e-71,20000.0,100000.0,-1.5143511699092486e-14,20000.0,0.2836208874006069,1.788342530496966e-06,1.1920275385023144e-10,1.5889068786944648e-08,-1.481715888367095e-18,1.3189987425405155e-12,-2.06595650238269e-12,2.468483156710475e-80,3.9320174860646933e-75,-2.4955514109619883e-13,4.810004708797987e-15,-2.976804862483375e-13,-1.341855756222532e-13,-6.0818799232017384e-77,-1.6579836546650132e-71,-2.172896190844518e-14,4.039828999820923e-14,-1.359648130881377e-17,1.5891244415222017e-69,-4.236007489179831e-37,2.903871524338785e-68,500000.0,-1.432769002318616e-67,-8.153550934636132e-68,100000.0,2.1919793772055514e-68,-7.0049349617740665e-68,500000.0,6.3362091393891544e-68,-3.1308553570853346e-67,-2.4768479563532762e-70,100000.0,-1.8929615148592774e-72,3.0624026641283297e-72,100000.0,-9.897445933468749e-17,-1.2622648121900846e-35
1300,2999.7023482416766,199.6898690177454,99.99999999989483,19999.999999996333,-8.109107716310124e-10,3.761969496627836e-15,999.9999999999949,10000.000000000004,-1.9945018604562907e-12,40000.00000000001,-4.018491345523777e-12,10000.0,100000.0,-2.6272434318568576e-14,1000000.0,-5.405798114906361e-13,-1.6309386335173667e-72,20000.0,100000.0,-9.828150383848e-15,20000.0,0.3156623177060781,2.0258588746665917e-06,5.984184806184133e-11,1.2543190842792506e-08,1.111006105482095e-18,2.247283442370499e-13,-1.0145732983076398e-13,5.005840549336741e-81,-3.5190277159326553e-75,1.1921090035922355e-11,5.400000356206395e-15,2.9291325268091596e-13,-3.5763591270823983e-13,1.9613874806547237e-76,-5.298495564930069e-72,-6.160777946993063e-14,-3.808951695012558e-14,-2.2235892382898857e-17,-2.956300817780831e-67,-4.094205551213843e-37,1.5950748847334676e-68,500000.0,-5.421318766809182e-67,-2.743811230822262e-68,100000.0,-1.4327251108892345e-68,-5.984353514983519e-68,500000.0,9.000610675771471e-68,-3.6018043928592156e-67,8.286999164595218e-70,100000.0,5.569552700719791e-72,1.8694540724114029e-72,100000.0,1.7446365234807368e-16,-1.4172658179099193e-35
1400,2999.676785775422,199.6731312518088,99.99999999991134,19999.99999996617,8.756084653288695e-09,-8.08065585737774e-15,999.999999999992,10000.000000000007,1.9048153932981723e-12,40000.00000000002,-1.2050715712865241e-11,10000.0,100000.0,-2.5580314443444612e-14,1000000.0,-8.03132499543075e-13,-1.251277597243551e-70,20000.0,100000.0,-3.400226526613059e-14,20000.0,0.33236233554717337,1.9860799376955617e-06,8.54144950858269e-11,1.0350784834651892e-08,-1.1091731087400623e-18,2.566634016318787e-12,-2.5467372010928705e-13,4.486878643186932e-80,-1.608085758255958e-76,1.4178889374989369e-12,9.17243097619755e-15,1.5666615557421854e-13,-2.2310129530474434e-13,6.140092701337903e-77,1.10305895211754e-71,1.8848124907212132e-13,1.8457348371290176e-14,1.201095798181218e-18,-5.130700148540238e-68,1.6370849174134064e-36,-3.226982292194075e-69,500000.0,7.521210024503499e-67,-3.879958705352724e-68,100000.0,7.052666130290577e-69,-2.666636540017169e-68,500000.0,5.112395754801156e-68,-3.571599965564713e-67,-9.906709375558493e-70,100000.0,8.74138741364734e-72,2.2109054223848365e-72,100000.0,-8.03906550978041e-17,-1.6592591708071385e-35
1500,2999.630047505225,199.6529614479098,99.99999999979853,19999.999999964813,1.2502865119071737e-08,-4.48915120149157e-15,999.9999999999893,9999.999999999998,1.7692148772730344e-12,40000.00000000001,-6.0453709861421805e-12,10000.0,100000.0,-2.408809846140737e-14,1000000.0,7.886317573101448e-13,3.584594102012189e-71,20000.0,100000.0,1.9336259631579094e-14,20000.0,0.3522963869157364,2.4673256479939945e-06,9.315227912963165e-11,1.956976976421574e-08,-9.559294930509754e-19,8.872638537529547e-12,1.887921911896131e-12,4.607032425611923e-81,-3.395661288004206e-75,9.509078973868052e-12,-1.8675086677415278e-16,2.096915550983461e-13,-6.765139832343353e-13,1.4385872772044712e-76,-2.68859159704015e-71,7.32688603272096e-14,-6.709265817224724e-14,2.457346875166058e-17,-4.0162036518314406e-67,-7.179454988668555e-37,3.4094857343470844e-68,500000.0,-7.322635439221298e-67,-7.254679441220886e-68,100000.0,9.516060488311784e-71,7.357913768984416e-68,500000.0,8.22446062866637e-68,-1.640052484949235e-67,-1.0615582483732598e-69,100000.0,5.773116368739962e-72,-3.347442491722588e-72,100000.0,3.8098869556046985e-17,2.7843171590662173e-36
1600,2999.625653238354,199.59960742465572,99.99999999985157,19999.99999996902,1.2487543992402812e-08,1.8542594171141986e-16,999.9999999999944,9999.999999999998,2.032761627739201e-13,39999.999999999985,1.040134300000643e-11,10000.0,100000.0,1.5744249809778662e-14,1000000.0,-1.8304206691848765e-13,-1.2591190837378637e-70,20000.0,100000.0,-4.367255834225643e-14,20000.0,0.3913460375605284,2.7659186938054203e-06,1.7638463466972848e-10,2.4688554782512195e-08,4.977436565321789e-19,7.309035775257675e-12,4.742157187463234e-12,-4.317523025741206e-80,-2.937062889321964e-75,-3.895463837058171e-12,2.2872960145978713e-15,3.030607181641472e-13,2.389857787345531e-13,-6.4663734831133285e-77,5.442864772083663e-72,-6.063585693486931e-14,6.202012667474584e-14,-3.66538693548745e-17,-1.851100000755239e-67,-3.1172396073020324e-38,3.422012027986199e-68,500000.0,-7.760008349850273e-67,-4.361921953906788e-68,100000.0,-1.8408690112368176e-68,-2.962920332077411e-68,500000.0,-1.2058556215149064e-68,4.0128881917819357e-69,8.563634953018877e-71,100000.0,-1.0650873848183726e-71,3.1481722678517087e-72,100000.0,1.0986539078270025e-16,1.9535608877063625e-35
1700,2999.5842639703355,199.6070841858447,99.99999999978128,19999.999999971,1.1087660250595835e-08,-2.942969988890045e-15,999.9999999999889,10000.0,3.0565059008508558e-12,39999.999999999985,1.9230539634332418e-11,10000.0,100000.0,8.804052544310341e-15,1000000.0,7.485027411965399e-13,1.158546991464778e-70,20000.0,100000.0,-1.7906429767269273e-14,20000.0,0.4071393340848257,3.0629109306412323e-06,2.4153163853054906e-10,3.096732949844719e-08,-1.4393245718164928e-19,-1.37742196871221e-12,-9.999248935743924e-13,-2.329393028537525e-80,-4.857965781504668e-76,1.5427319934472603e-11,1.3551301127614662e-14,-3.354274688090906e-13,1.02347353313406e-12,6.245024924731703e-77,6.368137220135275e-72,-1.5405194193759012e-13,3.8568080544630666e-14,4.054768840369183e-17,1.5246995968356856e-67,1.0338398829081726e-38,-4.164293657142764e-68,500000.0,1.9966446159563673e-67,3.7705504832742425e-68,100000.0,-1.7827688393377146e-68,-2.1997307288509066e-68,500000.0,7.972299149300563e-68,-1.4322091204376448e-67,2.9907360964459076e-70,100000.0,-2.2261488932164044e-72,-6.371006795181789e-73,100000.0,1.3870940840349226e-17,-1.2913356230467036e-35
1800,2999.5628760648615,199.58007005659374,99.99999999975033,19999.999999943993,1.8671983245426438e-08,2.652076374461974e-15,999.9999999999981,9999.999999999995,3.3889210339213257e-13,40000.000000000015,7.6537920535322e-12,10000.0,100000.0,1.3817277946767452e-14,1000000.0,-3.313388909261566e-13,1.830777587378066e-70,20000.0,100000.0,3.372586226953164e-14,20000.0,0.4168225128421478,3.982303904744137e-06,2.335275548707565e-10,3.3904964055373164e-08,-2.775305528468231e-19,3.964681030531527e-12,-2.2247698421829578e-14,-5.548353139528447e-81,2.714861820974997e-75,2.9849245479309356e-11,-3.77240072399064e-15,2.0658106386538317e-13,2.7038464398928957e-13,-6.1564838520245214e-77,-6.251076561703068e-72,-5.705467708798612e-14,2.413086405388274e-15,-1.6067428794981378e-17,3.364610516067823e-67,-9.179880222844507e-37,-2.322196677171036e-68,500000.0,5.508389789039241e-68,-1.0304968725535402e-67,100000.0,-6.253407943206572e-69,-1.8549290703189887e-68,500000.0,-2.1308048670946523e-68,3.6217854090087084e-67,6.356629190135898e-70,100000.0,1.085478821013226e-71,1.3347522653055833e-72,100000.0,-5.1270668089883286e-17,-2.0983901927184959e-35
1900,2999.54064516816,199.53092457698273,99.99999999969403,19999.999999954616,2.6813225124069e-08,3.920332320866848e-15,999.9999999999914,9999.999999999998,-7.499811910758902e-13,39999.99999999996,-1.2441777978585037e-12,10000.0,100000.0,2.2005511906191406e-14,1000000.0,-6.427786264581959e-13,2.569677285115168e-71,20000.0,100000.0,3.9196933055795567e-14,20000.0,0.46109841054911554,4.414058609950137e-06,2.0469003214362938e-10,3.795046961853703e-08,-1.1387442163552054e-18,-1.2310689648012243e-13,7.819702558418886e-12,3.433499887204808e-81,2.505098900672284e-75,1.1442118577244998e-11,1.2602035011356338e-14,3.6001232640116013e-13,4.5152527782875897e-13,-9.144470065810148e-77,-4.926603107218411e-72,1.0964561665393354e-13,-2.792448604575434e-14,-3.3376821712617905e-17,-2.852867303831545e-67,3.6788295980037148e-37,-2.1471056242532063e-68,500000.0,-5.544801208972591e-67,9.152874959543801e-68,100000.0,1.9585124846594222e-68,-3.0362070148217553e-68,500000.0,-9.263755505244724e-68,1.3456304698934073e-67,1.1266834361110854e-69,100000.0,-6.686658239041464e-72,1.830899578545234e-72,100000.0,-5.02150479480177e-17,-1.8532942129272484e-35
2000,2999.5197497824197,199.51266382789393,99.99999999965276,19999.99999992911,3.017678371101294e-08,1.3295912990257425e-15,999.9999999999909,9999.999999999998,4.062482349204716e-12,39999.99999999999,-5.678678744078652e-12,10000.0,100000.0,1.6684025870491442e-14,1000000.0,-7.149661839362908e-13,5.428253349329388e-72,20000.0,100000.0,-1.514098046769498e-14,20000.0,0.47254921637050606,4.986461919122978e-06,2.7903164002142825e-10,4.384555837410017e-08,1.8060232672838932e-18,9.147429283693801e-12,4.195605413383201e-12,-2.9560704435171208e-80,3.874396401667857e-75,1.3426877929564366e-11,1.167361223565939e-14,-2.364899001028621e-13,1.42728319078979e-12,-8.400106912206272e-77,2.8016903310241e-71,-3.310093400190136e-14,7.487271735881941e-14,-3.764203589316403e-17,3.7235571845079204e-67,-1.0281805018212625e-36,-3.493834601188227e-68,500000.0,4.225182875187074e-67,-1.268204286637725e-69,100000.0,9.177651651456608e-69,-5.3297346485206785e-68,500000.0,-8.541862867552699e-68,-2.284286091894405e-67,-3.11796757838426e-70,100000.0,3.283451578856142e-72,1.7967555344994238e-72,100000.0,-2.6368379058159484e-16,7.50183439833692e-36
2100,2999.4909370954406,199.49096179454918,99.99999999966796,19999.99999993473,2.7853551099366085e-08,7.1555561575295e-15,999.9999999999927,9999.999999999982,2.4449409121101075e-12,39999.999999999935,2.827420001764453e-11,10000.0,100000.0,7.287555563246546e-15,1000000.0,7.109534819916933e-13,1.6025931565476477e-70,20000.0,100000.0,8.718363769772616e-15,20000.0,0.4935437269131824,5.259472041405131e-06,3.8811674073178544e-10,4.758736045071505e-08,-1.7558504974848705e-19,1.197087095448919e-11,9.018784530099575e-12,-4.7723080398375365e-81,2.4388376833249546e-75,1.6529684140516585e-11,1.6516559326187683e-14,2.9611138098328386e-13,1.462501456984107e-12,1.484969797867156e-76,2.07024430447697e-71,-1.6800202204924617e-13,1.1666698876638796e-14,-1.971834499290882e-17,4.644090995236234e-68,-1.2792070200936313e-36,2.189030856287552e-68,500000.0,1.9374232981214226e-67,3.9944383951275904e-68,100000.0,2.2318876315014084e-68,-2.8388714316974877e-68,500000.0,-4.506147794095325e-68,-2.1404166229234518e-67,5.749136286264622e-72,100000.0,1.1960991160701135e-71,1.731650668247772e-72,100000.0,-1.8722628816209894e-16,-1.0800185584978087e-35
