miliseconds,L,R,flip,pC8,C8,C6,BAR,pC3,C3,Bid,tBid,pC6,XIAP,C3_Ub,PARP,CPARP,Smac,Bcl2c,Bax,Bax_hash,Bcl2,L_R,R_hash,flip_R_hash,R_hash_pC8,C6_pC8,BAR_C8,C8_pC3,pC3_Apop,Apop,C8_Bid,C3_pC6,XIAP_C3,PARP_C3,Apop_XIAP,Smac_XIAP,Bcl2c_tBid,Bax_tBid,Baxm_Bcl2,Bax4,Bax2_Bcl2,Bax4_Bcl2,M,Bax4_M,M_hash,Smacm,M_hash_Smacm,Smacr,CytoCm,M_hash_CytoCm,CytoCr,CytoC,Apaf,CytoC_Apaf,Apaf_hash,pC9,Baxm,Bax2
1000,2999.747478004975,199.7733902838938,99.99999999992656,19999.999999992357,8.00638021923025e-09,8.042972024049139e-15,999.9999999999924,10000.0,-9.312293232406972e-13,40000.00000000002,-2.1937517498129e-12,10000.0,100000.0,-2.2815945360781246e-14,1000000.0,6.436622383515678e-13,-9.27479337387773e-71,20000.0,100000.0,6.315491651293363e-15,20000.0,0.2526227126427277,7.427178628543631e-07,8.320825484021525e-11,4.141862169495846e-09,-2.319279185486307e-19,-3.2061753533484062e-12,4.5335962547271605e-12,5.644381694307505e-81,-3.2048570366938085e-75,-6.713245455644856e-12,-4.000718137680899e-15,3.612512063224713e-13,-1.4038648457693323e-13,1.12691430317968e-76,2.434418347643851e-71,-9.395792607976255e-14,-5.919220324856608e-14,-1.9476010539224252e-17,2.7666862689692062e-67,1.6027929218140084e-36,2.1266797538189746e-68,500000.0,-2.230811034256384e-67,8.761728212547714e-68,100000.0,-2.475471212656038e-68,6.97659704246859e-68,500000.0,4.858522411983794e-68,-2.6782744819826928e-67,-9.396271160273767e-70,100000.0,4.1868744920675434e-72,-2.239653241735772e-72,100000.0,-1.1334583697837065e-16,-1.3999759362149097e-35
1100,2999.7393098085895,199.7308296116993,99.9999999999406,19999.999999976,7.935181948261533e-09,-7.701001557828481e-15,1000.0000000000019,9999.999999999996,-1.6107383837785447e-12,39999.99999999998,1.2557915236979741e-11,10000.0,100000.0,-8.388166382685451e-16,1000000.0,8.575082404941241e-13,2.565370557789873e-71,20000.0,100000.0,-9.992067284185408e-15,20000.0,0.26090062323969787,1.0593458717493756e-06,2.8636232260779768e-11,2.478347403349206e-09,1.0601079639743826e-18,-4.973456789924422e-12,-3.500700517048846e-12,-3.508593650496086e-80,-9.636482872806682e-76,-1.5743711884996807e-11,4.7575432371823685e-15,2.8813957888711257e-13,-5.52502721808072e-14,-2.3570197497804815e-77,2.309900945609484e-72,-2.0681725900026437e-13,2.2510955695708365e-14,4.2076503423681584e-17,4.817017584105904e-68,-1.8264228117276896e-36,-2.2304261663437456e-68,500000.0,-4.517095898654173e-67,-5.0204475326597635e-68,100000.0,2.4348413300271564e-68,3.726200473271532e-68,500000.0,-6.477445279174155e-68,1.6181068055668595e-67,-7.504408292048697e-70,100000.0,-1.1652270399314616e-71,-3.221678749858685e-72,100000.0,7.479564995310468e-17,5.328757960183112e-36
1200,2999.708721327506,199.6954142014407,99.9999999999188,19999.999999982723,5.8765496612481184e-09,-2.502026497520516e-15,1000.0000000000074,10000.000000000007,4.625923728488868e-13,40000.00000000001,5.410675919448786e-12,10000.0,100000.0,-6.531712326799205e-15,1000000.0,-5.631891437910072e-13,9.73944168285138e-71,20000.0,100000.0,-3.4826035922671085e-14,20000.0,0.28091792766252804,1.7695128746392126e-06,3.089912355376646e-11,6.758076593761058e-09,-1.3198758367184664e-18,-6.775760303282891e-12,-8.135472452404243e-13,3.2358852212099967e-80,2.745982243127384e-75,2.0882636894850536e-11,1.981948884138624e-16,2.966647518709559e-13,-1.051249586100026e-12,1.4483054791525974e-76,3.601347667389652e-71,1.651036695898806e-13,-4.0099170917018625e-15,3.349943209248171e-17,-1.480811351509043e-67,-1.81213625028721e-36,1.8668750916561335e-68,500000.0,1.4787542711121894e-67,-2.5113643399724046e-68,100000.0,-3.808192762552662e-70,2.2599470732974057e-68,500000.0,4.056917783039492e-68,-1.579919873223667e-67,2.0746636571982656e-70,100000.0,1.3267532231215578e-72,1.8722620370286686e-72,100000.0,2.4558561717891987e-16,-7.596320383316838e-37
1300,2999.6866573698726,199.67473830362795,99.99999999988988,19999.999999971216,1.2976743524952473e-11,3.860854085234186e-15,999.9999999999905,10000.000000000007,-1.8354700092274643e-12,39999.99999999998,-8.947420521936787e-12,10000.0,100000.0,-1.969056221418133e-14,1000000.0,6.37612282282695e-13,1.3975629896251184e-70,20000.0,100000.0,4.626428591369482e-14,20000.0,0.2942132366468691,1.719021277076906e-06,1.4633787442001304e-10,1.4132582172404486e-08,-1.4471236842168927e-18,9.210308371343564e-12,4.089659347608808e-12,-2.3298492124087216e-81,-2.0095923118982543e-75,1.2955710564981303e-11,-4.553539058468609e-15,-2.139770860568249e-14,-5.627283658448739e-13,-1.2735568478358637e-77,-6.717201404286103e-72,-1.7217818544745243e-13,-4.666513403304829e-14,2.7192749394663587e-17,-3.143707447957421e-67,-1.0674679061253096e-36,3.2311455923170914e-68,500000.0,6.62327442041351e-67,9.457666900492867e-68,100000.0,-1.7005107914038208e-68,6.3695262719758825e-68,500000.0,-1.9436250309266597e-69,1.736655434299393e-67,-1.1162152534876573e-69,100000.0,-1.0322300093669764e-71,-3.013717815607396e-72,100000.0,1.7009264913621788e-16,-9.899116109112938e-36
1400,2999.6723742804315,199.6702689062508,99.99999999991687,19999.99999997999,1.1132923962112539e-08,3.372867488885328e-15,999.9999999999951,10000.000000000007,2.3051605779718566e-12,40000.00000000002,9.547027015923999e-12,10000.0,100000.0,-2.2805112526280982e-14,1000000.0,-7.38911759943348e-13,5.127918498393906e-71,20000.0,100000.0,5.310096427618166e-16,20000.0,0.3205671073830695,2.3821399282497155e-06,1.5118668572786687e-10,1.0185715568252804e-08,-4.2734908148317324e-19,-8.115840308666569e-13,1.3989251932672606e-12,3.7896612281719054e-80,-4.384464663499313e-75,7.696838603207836e-12,-6.3700457681494556e-15,-7.736663323492728e-14,-4.156747425211204e-13,-1.1482819348489846e-76,3.1650615916027234e-71,1.1900858036333251e-13,1.8352976188376658e-14,-4.160889104399004e-17,-2.2768844793910637e-68,9.149323919500364e-37,2.9894158726201605e-68,500000.0,4.98677308247703e-67,6.87007776546884e-70,100000.0,1.3799143713143126e-69,4.85709759407881e-68,500000.0,-2.425177430819653e-68,2.8986125181422808e-67,1.2276701496350802e-70,100000.0,-7.27598280010169e-72,7.31047626530139e-73,100000.0,7.936537502410085e-17,1.6964102426394873e-35
1500,2999.6535581791672,199.63226051189528,99.99999999992008,19999.99999996495,8.94753157347997e-09,4.0021246296248514e-16,999.9999999999998,9999.999999999995,-1.249822223664427e-12,40000.0,-1.2657960330328464e-11,10000.0,100000.0,-2.600556595277294e-15,1000000.0,-7.995686341198589e-13,-1.3633480507739377e-70,20000.0,100000.0,-5.249596197823571e-15,20000.0,0.36343786983436116,3.037222858849892e-06,1.836256754961124e-10,2.5134371862937514e-08,2.135343200385226e-18,6.387902240290243e-12,2.9494928381475582e-12,1.3158927792609321e-80,1.0284269451468699e-75,1.6426944101940474e-11,-5.022667949942768e-15,-2.7895012969761485e-13,1.2740633038943617e-12,1.517655170123126e-78,2.6068399438904576e-72,8.981071317994598e-14,-4.9160487848353104e-15,3.433192620025097e-17,-1.609122675963418e-67,2.81417200071621e-37,-1.316945241651291e-68,500000.0,-4.274209352526873e-67,6.345822830303287e-70,100000.0,1.310683200694892e-68,1.2803952842643344e-69,500000.0,7.539699871177955e-68,2.0204872007385376e-67,4.267553408527697e-70,100000.0,-1.004964652838521e-71,-2.93236051756786e-72,100000.0,6.931952792318952e-17,7.140211380550413e-36
1600,2999.6097538245417,199.6095906259937,99.99999999986747,19999.999999973417,2.381758115008174e-09,2.8264721269975346e-15,999.999999999991,9999.999999999998,7.470863263275782e-13,40000.00000000001,-8.001339390590417e-12,10000.0,100000.0,-8.178449473604733e-15,1000000.0,3.477005122817168e-13,1.0563963190264146e-70,20000.0,100000.0,5.178303192534902e-14,20000.0,0.37859336946366823,2.9760660303183895e-06,9.884364280861727e-11,1.7645455118278407e-08,-2.0012776552112625e-18,6.770438828613392e-12,4.230884219324172e-12,2.0435105875241945e-80,3.4548918074662083e-75,1.6710583716908758e-11,9.766316739418068e-15,-2.0559370756806248e-13,4.0390604849090725e-13,-2.180017001769068e-76,-2.7539694199996445e-71,2.200479062960786e-13,6.405840500338253e-14,3.09490315347179e-17,-2.3732170396070777e-67,9.524422571530141e-37,1.4978863227036585e-68,500000.0,4.503917493203371e-67,-3.742161899845891e-68,100000.0,1.8415567023028391e-68,-4.31091073514465e-68,500000.0,-9.218854762462752e-68,-3.531804628062967e-67,9.071033399440863e-70,100000.0,5.164323083099527e-72,-2.9858402387242083e-72,100000.0,2.0981657812286234e-16,6.496781661515186e-36
1700,2999.610432479401,199.60834638525932,99.9999999998055,19999.99999996586,8.07455683147608e-09,3.7197997310914075e-15,999.9999999999937,9999.999999999996,2.914027286674902e-12,39999.99999999995,-3.869547208189255e-12,10000.0,100000.0,-4.923278335411992e-16,1000000.0,5.368461808164992e-13,1.1479251522122936e-70,20000.0,100000.0,1.9155434967941976e-14,20000.0,0.4132692108529475,3.304937845189047e-06,2.3041282122544795e-10,2.5254595454995378e-08,8.321803298373532e-19,-1.3098739526833147e-12,-7.429773847049024e-13,-1.3008907886224651e-81,1.995737796869589e-75,1.8019591552312885e-12,-2.0130554621719144e-15,-1.1888503086650215e-13,-3.452663943594681e-13,1.975535615344455e-76,-2.0920129170637365e-71,1.740949615363294e-13,5.127005943423225e-14,-1.104848159023922e-17,7.54199079579478e-68,1.5200067057993123e-36,-1.5476480625102584e-68,500000.0,-5.842445098663204e-67,2.3682364837474347e-68,100000.0,2.1957642146303307e-69,5.450860662982509e-68,500000.0,-5.625042650690847e-68,-1.2933804444275027e-67,-5.227360365881591e-70,100000.0,3.559283349674588e-72,2.1235493588498919e-72,100000.0,-7.576251617460612e-17,5.0210735406613096e-36
1800,2999.5741307140242,199.57586360900993,99.9999999997404,19999.9999999673,2.2066977881630313e-08,-1.051383124210145e-15,999.9999999999868,9999.999999999996,2.197590051515787e-12,40000.0,1.5514058794131713e-11,10000.0,100000.0,5.981061005277896e-15,1000000.0,-8.219804141258993e-13,-1.475565689918095e-70,20000.0,100000.0,3.9682637212243575e-14,20000.0,0.4260757252068615,4.240925724585256e-06,2.562368701435476e-10,2.7537827373139688e-08,6.101201490765974e-19,9.337652094597084e-12,2.633136354904989e-12,3.89335381692125e-80,-2.501903062075452e-75,1.4366494427741249e-11,-2.765314327668733e-15,4.1815922997055967e-13,9.277928449411335e-13,1.7618994414538017e-76,-3.5734962161725506e-71,2.432405219425624e-13,2.8043475653186888e-14,3.0974485324637864e-18,-4.092204693284388e-67,-1.8504422512911407e-36,1.320116778847499e-68,500000.0,2.3542283108289265e-67,6.421311128876929e-68,100000.0,1.607820466944491e-68,-7.184547023176833e-68,500000.0,-1.0934442606160931e-67,-2.3019683079981606e-67,2.0760311047586195e-70,100000.0,8.359803480627518e-72,-2.0465198035645039e-72,100000.0,5.780836338707413e-18,1.6401023495560678e-35
1900,2999.545501468744,199.54214553869807,99.9999999996576,19999.999999954114,1.3706324963748014e-08,7.711227509105377e-15,999.9999999999899,10000.0,1.8001528304415616e-12,40000.0,-4.704123244445575e-12,10000.0,100000.0,2.5077542546862436e-14,1000000.0,8.228336665940788e-13,1.1217570181851329e-70,20000.0,100000.0,4.712395648196284e-14,20000.0,0.4395186076339702,4.265698260459889e-06,2.2318918289314893e-10,3.786496177674927e-08,1.413988866618008e-18,1.446611709755781e-11,8.113222966490126e-12,-1.8700789681435074e-81,1.0169560795104832e-75,1.5297962110441408e-11,8.929500642881161e-15,-1.7014713340196256e-13,3.104513486306052e-13,-8.953721577835499e-77,-2.6296896539053142e-71,-2.0159279027040881e-13,3.501453359535786e-14,1.5831654867485238e-17,1.3462773335147721e-67,-6.251878228239001e-37,1.678414814839606e-68,500000.0,3.0024773143477493e-67,6.001743020062821e-68,100000.0,-2.267988057217976e-68,3.4439576879445596e-68,500000.0,-4.98906103114345e-68,1.8005248025367476e-67,-5.939952536703291e-70,100000.0,7.654319702441712e-72,-5.135954835348767e-73,100000.0,-5.731938908020876e-17,3.894903647845041e-36
2000,2999.5232737698607,199.53776904020236,99.99999999964322,19999.99999993114,1.9338720862572662e-08,-5.856563191709902e-15,999.9999999999858,9999.999999999984,2.115131993577244e-12,39999.99999999999,2.5710551083067444e-11,10000.0,100000.0,1.6413444499074715e-15,1000000.0,9.619554565927834e-13,1.8929079307603253e-70,20000.0,100000.0,5.6053461605468365e-14,20000.0,0.4701177260424771,4.449182606494123e-06,3.879849728397405e-10,3.664384781265824e-08,-1.847816082750175e-18,4.394336378719396e-12,1.040514480462403e-11,3.871717782051149e-80,2.6411404436229075e-75,1.6821287640967173e-11,-5.6146708183512034e-15,-4.447138076312984e-14,1.2798247705975517e-12,1.3537228335445856e-76,9.52897659051243e-72,-3.913678239442818e-14,-3.6439756902817126e-14,-3.865295871545804e-17,-1.768465400145111e-67,1.3379503854703192e-36,1.7082399536404695e-68,500000.0,5.81829660320747e-67,8.917737041339422e-68,100000.0,-1.944292200886814e-68,-7.569431264789513e-68,500000.0,-3.7164116717748384e-68,2.2902806395362992e-67,2.426589441500221e-71,100000.0,-1.2064747346343228e-71,-8.676244450732807e-73,100000.0,7.672306489087846e-17,2.0699364570156456e-35
2100,2999.4999129519433,199.49397790124044,99.9999999996219,19999.999999934487,2.397711701781821e-08,-4.7727315420319466e-17,999.9999999999858,9999.999999999993,4.9300668263603534e-12,39999.999999999935,-1.2217887400517188e-13,10000.0,100000.0,-1.9783519681025828e-14,1000000.0,1.3123776144920085e-13,-1.1229327760789536e-70,20000.0,100000.0,-3.280917539364838e-14,20000.0,0.5005376909885557,5.280769120739683e-06,4.278374368577944e-10,4.452635852017718e-08,4.400031078232929e-19,7.878179263783353e-12,7.833418114800482e-12,-3.8502728572315234e-82,3.9564379870184563e-76,5.0267560611823667e-11,6.731040626413041e-15,2.967618679632565e-14,-2.4068829396292195e-13,-2.13921990753724e-76,1.0186866831372387e-71,2.2195153258634456e-13,1.8373582172669564e-14,1.199533925664976e-17,-3.68394553916685e-68,-3.56994937516306e-39,-3.517674173760294e-68,500000.0,-4.750863188294414e-67,-3.171574407964745e-68,100000.0,5.873925118917525e-69,3.760605395596258e-68,500000.0,-1.8016829367285134e-69,4.2293537611020935e-68,-2.976932420273415e-70,100000.0,-8.41456089870997e-72,3.9006222970263315e-73,100000.0,-1.5145957772249637e-16,-2.1333709764736643e-35
