miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
0,116.0,93.19585355577503,155.01686666932392,235.999993293204,973.0000009913945,5177.999999585013,0.22325636812381935,0.03892830410790545,-0.0005513642229137885,-5.4604754904454344e-05,1.6194489464625452e-06,-3.94529140637587e-08,5.251201205291888e-06,5.624497163519182e-05,8.954120261958569e-05,-4.059005671643597e-06,-8.106974080743156e-06,16.6
100,116.0,92.81666002781427,154.97218424310807,235.99999389094955,973.0000895431933,5178.000002149381,0.22059996997497733,0.04421603048942832,0.0007389417489281092,-7.248539659627468e-05,7.712411982548969e-07,2.984644666280538e-08,-2.434310482492767e-06,-9.195647493703013e-05,-6.952313032560672e-06,-9.708500042997854e-06,-4.241041657488077e-06,16.6
200,116.0,91.83341854938301,155.01901329130632,236.00000236905896,972.9999195457095,5177.999994982475,0.9056418813128545,0.03933562984525291,0.0007696600183046633,-2.575351651598298e-05,3.8833284725078606e-07,-3.277972258664504e-09,-3.0489912102373844e-06,-1.554480252655638e-05,-5.5354002788810624e-05,-1.0865517687847767e-07,5.507957070999637e-06,16.6
300,116.0,91.8028984941781,154.97098970986067,235.99999383285095,973.0000316368179,5177.999994399486,1.4449288741571238,0.045684984258816834,0.0007566483517964138,6.984405280180152e-05,1.4614648488626784e-06,7.491474465198956e-08,4.964448837867855e-06,7.05354101572524e-05,-9.561465175742029e-05,-9.550785826850265e-06,4.244984556093303e-06,16.6
400,116.0,91.19524835586496,154.96725841519722,236.0000031449972,972.9999196347056,5177.99999703184,1.6151171914952758,0.02699163969417357,-8.969219048019745e-05,6.250972773044282e-05,1.0251739185802076e-06,-7.23910330811175e-08,6.265326383628815e-06,-7.709043234001399e-05,-5.6431541400366415e-05,-3.3274899716349618e-06,8.714125118590979e-06,16.6
500,116.0,90.73737251497043,154.95477446107742,236.00000484144633,973.0000369860356,5177.999990506446,2.3261937717176786,0.061532483199344734,0.0004872491545162978,5.263459681276191e-05,-9.378161658414792e-07,-4.130789965580024e-08,-4.088633919426827e-08,-5.1059486170113973e-05,-2.0360538870853445e-05,3.206495741365279e-06,4.715858713939276e-06,16.6
600,116.0,90.47104711424596,154.9372337915879,235.9999997635997,973.0000012461952,5178.000005245237,2.606489562801691,0.08691740922521005,0.0004714275854155313,-5.6244099250870596e-05,-1.1038672798213892e-06,8.377576639406681e-08,-5.68151617100659e-06,4.1235597439512203e-05,7.416963087782969e-05,1.5226955795053727e-06,2.3949523767514003e-08,16.6
700,116.0,89.68692100412596,154.88009734600834,235.99999600888003,973.0000600996128,5178.000006973444,2.9360360598968054,0.10595126580405748,-0.0005932919983326831,-6.255791731614637e-05,1.1665243562693444e-06,2.0434605389485873e-08,-4.071928654504738e-06,-4.302699693450809e-05,2.98509348696556e-05,-9.757865824935114e-06,-2.5013430294606324e-06,16.6
800,116.0,89.36094893793481,154.91079657742065,236.00000143818545,973.0000936361514,5177.999996349633,3.2115611044903147,0.0667961354729956,-0.00046214138730814536,5.087096293743248e-05,6.504141158973251e-07,3.959671631967987e-08,2.6024436054124423e-06,3.267371805863283e-05,1.6148042535771036e-05,-4.551197892242501e-06,5.484509969351572e-07,16.6
900,116.0,89.14976871986794,154.87334489559234,235.9999936379432,972.9999923175261,5178.000001030641,4.00412238823576,0.1574315330894784,0.0014199007290657205,-1.2714161478623195e-05,1.0434033164923364e-06,-2.9228536816514153e-08,-2.9127049961970724e-06,-3.589884130001915e-05,6.19601889070107e-05,-5.441008091526336e-06,7.2454508470597984e-06,16.6
