miliseconds,CD95,FADD,p55free,Bid,PrNES_mCherry,PrER_mGFP,DISC,DISCp55,p30,p43,p18,p18inactive,tBid,PrNES,mCherry,PrER,mGFP,CD95L
1000,116.0,88.57721741591236,154.79172825165554,236.00000113012766,973.0000450878288,5177.9999996177385,4.030492744086226,0.14242493104228326,0.0011441420925491052,-3.120020766245387e-05,5.709489735541945e-07,3.157044908312531e-08,-3.718479395850438e-06,1.9432460092087994e-05,-2.8603558457399452e-05,6.596922603117472e-07,-8.869701483788421e-06,16.6
1100,116.0,88.18482704923272,154.85392039249587,236.0000005747043,972.9999288294623,5178.000009244354,4.40120538494144,0.22528456128037946,0.0013610120147484288,-6.4279209188052e-05,1.642262015679513e-06,-2.1683701836868514e-08,5.081719044561864e-06,1.75001797479638e-05,4.1462592292562405e-05,2.6588528893992096e-08,7.934836524778985e-06,16.6
1200,116.0,87.83625385608885,154.72887407734183,236.00000761993294,972.9999603483905,5178.00000457015,5.10251301711027,0.261660165640072,0.00019818322474411296,8.307911382954989e-06,6.112992997425765e-08,6.732182828108563e-08,3.828824543254592e-06,2.9671207293461402e-05,-6.960406675157911e-05,1.1689541875344986e-06,-3.914553225366957e-06,16.6
1300,116.0,87.42028282655507,154.77069456506584,236.00000531634998,973.000053575754,5177.999997299187,5.58900680470295,0.30633940126114695,0.0020837471147583907,7.88221406432418e-05,-9.178544987658585e-08,-4.5001644060102494e-08,-4.7491009597029465e-06,-4.02741180251193e-05,5.016572180238427e-05,3.840731980488182e-06,2.215218804540577e-06,16.6
1400,116.0,86.85623360230565,154.6408450107457,236.0000023753354,972.9999140743492,5177.999996272354,5.885310641605826,0.3652660974846503,0.002223314876777926,-1.2997189687604465e-06,-1.2764664979490728e-06,-1.1085150425344096e-07,5.546795831452285e-06,-3.65226539929303e-05,7.783693182737975e-05,-9.626035362069083e-06,-5.052140152537469e-06,16.6
1500,116.0,86.25246095138823,154.67536490628538,236.0000038696017,972.999984158927,5177.999989920768,6.109922390733953,0.3189916535625405,0.0029755995947221767,1.1419593487334198e-05,-1.2080605570447766e-06,-4.2164077663188305e-08,2.1467065101850397e-06,4.846085794064659e-05,-1.2866803970095117e-05,1.0192115255108256e-06,4.462616125822315e-06,16.6
1600,116.0,85.84080515768642,154.54500132721094,236.00000284726147,973.0000312021587,5177.999995576703,6.545042029149498,0.43836350607568964,0.0016361150129624523,1.691526092532082e-05,6.132769215842782e-07,-2.449929018522311e-08,7.144989319468857e-06,-7.601793706417253e-06,8.908920017263907e-05,4.348635889468465e-06,-5.192072355586126e-06,16.6
1700,116.0,85.42686899021102,154.5535890130038,235.99999505543977,973.0000555862284,5177.999996473697,6.971112616033822,0.4752512291435099,0.0033582258653661696,1.5292100564680337e-06,-1.1484512088997063e-06,-3.6608608014954295e-08,3.011336579596959e-06,-2.8494609603104082e-05,-5.145883850652929e-05,4.900987959715638e-06,9.75907702359323e-06,16.6
1800,116.0,85.31666791010055,154.53611518677693,235.99999791424105,973.0000219531613,5178.000005585993,7.188550427438966,0.4794369652407018,0.0034310528833771067,-8.508076023903522e-06,-4.5279596794342896e-07,2.2412478525211454e-08,6.633144890055212e-06,-6.117272805831027e-05,-4.869598352785652e-05,-8.543112875763213e-06,6.210981161266596e-06,16.6
1900,116.0,84.85871293459492,154.4322060099958,235.9999927491709,973.0000056095595,5178.000006232286,7.609354058758331,0.5984573557091355,0.004506864855566918,0.00012958276459660694,1.200945534469282e-06,9.463240100199905e-09,9.316454154058394e-06,6.136309261833953e-05,4.088534928173349e-05,-5.989011492993353e-06,-1.246813433967761e-07,16.6
2000,116.0,84.53215296107817,154.33881461250996,236.00000147954208,972.9999043270514,5178.000006490804,7.856066338522861,0.5940249482199649,0.004898317364020532,4.718464188176992e-05,1.9955445318009574e-07,-1.0167029868940621e-07,7.298361092280621e-06,6.588130001118408e-05,0.00012037590232176186,1.0930556215804313e-05,-5.044499612016176e-07,16.6
2100,116.0,84.07462251237541,154.25858184181476,235.99999188170676,972.999878228358,5177.999989139659,8.350371550668225,0.6779347149776532,0.005709488572161936,5.584004919727944e-05,1.4592258919909988e-06,-4.5752552924642555e-09,9.003027181706598e-07,0.0001251932294983117,-1.78685541591109e-05,1.1290236210654655e-05,5.825494303307787e-06,16.6
2200,116.0,83.88840458432456,154.21922660537678,235.999987467285,973.0000091158211,5177.999988355116,8.393841582641727,0.788622009626099,0.006707700472573353,0.0001610002022990321,2.4996609430273637e-06,-2.3329782100212396e-08,1.4614292151807076e-06,5.7633323605369235e-05,-1.955916144158141e-05,8.182028493567973e-06,5.216839008690144e-06,16.6
2300,116.0,82.92301094758648,154.15183357236924,235.99999649853157,972.9998243794843,5177.999985460557,9.16914307911361,0.7786560623724198,0.007909140684444973,0.00019127953531571456,8.894037508567499e-08,9.644223073462195e-08,2.3021978324374946e-06,0.00011468668107391563,6.405953392490856e-05,1.0322524798738006e-05,5.4563155845514095e-06,16.6
2400,116.0,82.81156969459774,154.07339272264517,235.99999346285372,972.9998578862021,5177.9999929746455,9.20242495676046,0.8757234679353033,0.008696751321084061,0.0001677706655846975,1.2121024081644178e-06,1.8107552625250973e-07,1.2500226614067415e-05,9.858907929587084e-05,0.00012836135053340673,-2.866666752164735e-06,1.3564173820999272e-05,16.6
2500,116.0,82.44886242933737,154.0440560064025,235.9999858211866,972.9998900344326,5177.999996368562,9.383340640358943,0.9134285088606519,0.009628712059568776,0.00028978917528395097,2.0478287377720033e-06,1.4056606596159718e-07,1.3768307204157287e-05,0.0001932141916445831,4.9357422256824946e-05,7.605644473967544e-06,1.2052000113154466e-05,16.6
2600,116.0,81.87045077187803,153.9810652838707,235.99998052506564,972.9998184788528,5177.999999271704,9.886573550371594,0.9806966446794072,0.010981127339039635,0.0003104433398924286,1.6962780114440821e-06,7.33620408618982e-08,1.872900951549563e-05,0.00015651572256668707,0.00021456246191772484,9.38363157173436e-06,6.677144557109366e-06,16.6
2700,116.0,81.4975320572698,153.9265901079739,235.99998390569476,972.999841417452,5177.999991407239,10.302716834922645,1.1325629606401215,0.012226628301176644,0.00027568568485750427,5.31512131306021e-06,2.536463388926033e-07,2.2791941962852722e-05,0.00029315407982401156,0.00012994354742931478,6.727424186603894e-06,1.9134594944242414e-05,16.6
2800,116.0,81.36490651716001,153.81843554110395,235.99997572879215,972.9997284902794,5177.999991612275,10.664466221602567,1.1702886592323847,0.012290288343289508,0.00040498487394394184,4.503719911399619e-06,1.8654957510533398e-07,1.8943328229271292e-05,0.0002342273063230341,0.0002817935572059183,1.0135562605930853e-05,2.556585756680354e-05,16.6
2900,116.0,81.00754645075564,153.75942447807515,235.99997641280228,972.9997118702039,5177.999971605304,10.763912355192833,1.262361004631069,0.014841698969038425,0.0004379532668938598,5.370415700937065e-06,1.97554905191891e-07,3.31069777819695e-05,0.00036282450389698667,0.00029446366204001365,1.628092153203488e-05,2.650188643542215e-05,16.6
3000,116.0,80.3150088518007,153.64297677210575,235.999963163062,972.9995394071241,5177.999966142505,11.293919303475397,1.3387696753123972,0.015462055793615814,0.0005810692147082811,9.07961946754824e-06,3.439641981573303e-07,3.4979015172285186e-05,0.0003293512039521189,0.0004910016120276014,2.616257945948328e-05,3.245806604364871e-05,16.6
3100,116.0,80.03625723871791,153.55524549612852,235.99995276722586,972.9995829246586,5177.999972232862,11.68297010323079,1.4205233512484157,0.018272200417668593,0.0006455544273063153,1.1054578175061951e-05,4.786328834768443e-07,3.653363934945484e-05,0.0005512483710059467,0.000511757964013032,3.862672697417219e-05,3.224573662123108e-05,16.6
3200,116.0,79.49513883010157,153.5033988865252,235.999957668354,972.999416789004,5177.9999591340675,11.617707126056407,1.531297946963246,0.020048689433798346,0.0006252437500180964,1.1584587675911608e-05,6.120868180801615e-07,5.220555524380286e-05,0.0004904240076968819,0.0006304197187159155,4.102459232339083e-05,4.3714644142424535e-05,16.6
3300,116.0,79.36394802392618,153.41959487533862,235.99994965658962,972.9992363712544,5177.999941074648,11.893599268001118,1.6398808858177392,0.021133256306962132,0.000854247958393161,1.5080171213305404e-05,6.856676036480361e-07,5.5671206888956856e-05,0.0006826621785725986,0.0006846189068540755,5.371016009518298e-05,5.5745206582236935e-05,16.6
3400,116.0,79.11447664396891,153.27593609715498,235.9999369732298,972.9992517542707,5177.999941860297,12.582518748038282,1.7308370372460444,0.022984074462548885,0.0009044949267583784,1.7180101792396914e-05,6.436632990698728e-07,6.378245938302318e-05,0.0008465693818052772,0.0008304837971779658,6.935676254051545e-05,5.7278214711352264e-05,16.6
3500,116.0,78.43335467677481,153.1855625725502,235.9999232216479,972.9990797956578,5177.999917366165,12.583337554869518,1.8215570223498039,0.024090073549162386,0.0011045993674402028,1.7408546057578196e-05,8.882799634986887e-07,7.788193325638987e-05,0.0009440062738730169,0.0010161667759598918,7.190570543981927e-05,8.078999278416056e-05,16.6
3600,116.0,78.27183195264456,153.05434221158472,235.99990564722663,972.9988689921781,5177.99989997087,12.779607626471023,1.8294117019912863,0.027395499602414868,0.0012807576764827513,2.2271213284948812e-05,1.1677571443807274e-06,0.00010022579949314668,0.0010792308405046431,0.0012287339914425041,8.200700953039148e-05,9.783582742400319e-05,16.6
3700,116.0,77.67215131616334,153.04072159070904,235.99989156530535,972.9987529592073,5177.999882375426,12.965459885356942,2.0158833901371724,0.028111564591333505,0.0014336978500816568,2.6370671124168188e-05,1.3196650307659321e-06,0.00011374316871012927,0.0013760442230204301,0.0013905445611714804,0.0001209764774981212,0.00010732356182614595,16.6
3800,116.0,77.49564564338696,152.91420638992565,235.9998623097286,972.998369919675,5177.999862941772,13.26962258199516,2.024817925005536,0.030641602418669978,0.0015848021972063918,2.8601094148637494e-05,1.5714365997058957e-06,0.00012352940313838743,0.0016335277351390667,0.0016197586003555177,0.0001235239430251241,0.00012368971703642366,16.6
3900,116.0,76.89656777759882,152.81906506076922,235.99984089911314,972.9981036321593,5177.9998375497,13.913285969000887,2.1678348872254958,0.03349597515853702,0.0017311976941180355,3.470505100851413e-05,2.008313741189541e-06,0.000159601688870248,0.00181019927564116,0.0018705500664200495,0.000164262090926787,0.00015655776177356929,16.6
4000,116.0,76.69987076326748,152.6970363447212,235.9998227151446,972.9979987657089,5177.999820532918,14.086153255643564,2.2465342399289217,0.036632080386000195,0.002016143587940698,3.826554378672715e-05,2.3509881495102964e-06,0.00017309729857015643,0.0021834492037910978,0.0020355316657342105,0.00019775596965134853,0.00018039404758411997,16.6
4100,116.0,76.57060542979904,152.59744669720772,235.99980064245216,972.9976483536135,5177.999770821611,14.31234953667602,2.401841627911938,0.03962402802322352,0.0022885349961572457,4.7164833661593145e-05,2.5824169475907244e-06,0.0001954394013217633,0.002336696046015846,0.002424152271414276,0.00022686265717095737,0.00021724078928389624,16.6
4200,116.0,76.27347475662954,152.4572667438118,235.9997588818137,972.9973152521967,5177.999742166513,14.611155296467237,2.4442603295295062,0.042153752176221276,0.0024865091868397525,5.3248686199470187e-05,3.2537223631100294e-06,0.00022768697648419876,0.0027890162303603563,0.002746793395016963,0.0002500337789928063,0.00025788752860848,16.6
4300,116.0,75.53357492295804,152.4165149894951,235.99973752951445,972.9969017312546,5177.9997042080595,14.974411150490191,2.630032140191604,0.044001762019488896,0.002761323849981801,6.053182165564548e-05,3.6120769009904845e-06,0.00027207930103239746,0.00324257727849384,0.0031347047775656498,0.00030720400938012384,0.0003116359479371187,16.6
4400,116.0,75.52962780294139,152.2677199609673,235.99969176040915,972.9963464142658,5177.99964743948,14.829157957995939,2.662350189430056,0.04681107950274744,0.0031776487407985197,6.926830597764505e-05,4.210354433091205e-06,0.00030238287387230863,0.003611065972305108,0.003706774384567593,0.00035057306325240664,0.0003616414575023038,16.6
4500,116.0,75.13963984331292,152.11760361700655,235.99964729441513,972.9959271965231,5177.999586917985,15.394339112918711,2.842656687595404,0.050474005100134195,0.0033879062971420683,7.944747416901349e-05,4.918777770492978e-06,0.0003537177945763949,0.004065751581617576,0.004097500596919899,0.00040325833826186067,0.00042112833671904864,16.6
4600,116.0,74.60066001011275,152.05958008220216,235.99959986184302,972.9953284733629,5177.999514090081,15.418303880728994,2.8775128667526415,0.05329671890598296,0.0038712878334920186,8.673691403194459e-05,5.842925411643249e-06,0.00039270758849686675,0.0046141222062130146,0.00468337182534164,0.00047290370831245307,0.0004846447225712328,16.6
4700,116.0,74.23181575036182,151.95313118080463,235.99955757116427,972.9946479051374,5177.999451111862,15.906340257007821,3.0537524585475735,0.05824464600816445,0.004247831419862357,9.993975970096572e-05,6.668098717536266e-06,0.00045138298820456913,0.005308685505489905,0.00523900267875297,0.0005611711365166451,0.0005463256640589915,16.6
4800,116.0,73.6422760734136,151.82914004036738,235.9995022512649,972.9940105413547,5177.99936416406,16.18969395236666,3.0986723494288464,0.06188402554412656,0.004683800580123361,0.0001125727504907443,7.635528780965932e-06,0.0004948430794214269,0.005881298619334442,0.005960245795147088,0.000638280239966883,0.0006267451185734103,16.6
4900,116.0,73.76807196251143,151.72383073515138,235.99943327019494,972.9933452054656,5177.999275999957,16.316158940922776,3.2342665475618366,0.06403517715401746,0.005107142934526302,0.0001257471747892672,8.809383077156337e-06,0.000565366006801366,0.006701788865049406,0.006601518135867442,0.000725134313092143,0.0007290034816841113,16.6
5000,116.0,72.93588836186868,151.51231037592228,235.99936235424119,972.9924036723587,5177.999176004615,16.548149638682123,3.385509210412471,0.06744170300820881,0.0056554650323168126,0.00013949405189826004,1.0085670110912597e-05,0.0006297431591112939,0.007587491296950801,0.007474089623120248,0.000835820304358361,0.0008353842804948865,16.6
