miliseconds,Susceptible,Exposed,Infected,Recovered,Deceased,Total_population
0,9980805.907563644,20038.844128476037,60.35068915501478,82.52156542266013,-0.6099407319255645,10000000.0
100,9980091.073979571,19094.036885827263,500.0723366464492,100.49767078066573,-0.34418091313164867,10000000.0
200,9979190.628685476,18765.30112487584,1376.1761087639861,32.87485882541222,-2.7678030807010106,10000000.0
300,9979530.509946195,18079.50772888145,2128.806756016516,126.50130902347553,-3.57571794033339,10000000.0
400,9979853.309877964,18061.07340718081,2817.480461991637,-24.07394892668816,3.2965195742628772,10000000.0
500,9978708.107051918,17610.640172959447,2900.682524594294,167.6075802912529,-0.28942054826698094,10000000.0
600,9979128.619829835,17463.44999751934,3894.2957237856467,35.67801933582963,5.942155053613045,10000000.0
700,9978712.863275114,16880.94809445643,4030.292953072481,278.5967123462368,8.222219838943094,10000000.0
800,9978183.088084036,16499.142552076293,4307.995665451058,297.06322645674254,16.18348373933257,10000000.0
900,9978679.72766993,16579.728191967195,4724.356312236393,267.11506394333543,15.253449249702951,10000000.0
1000,9977648.510410514,16484.509240848412,5904.817119432307,469.49787096633503,21.059361053932108,10000000.0
1100,9977640.808559846,16151.457918600543,6184.102916552748,415.78587122894373,23.760063339260963,10000000.0
1200,9977310.5230535,16338.332187653297,6799.753627696751,608.849332034803,28.811704898437053,10000000.0
1300,9976403.323277272,16645.061063439764,6869.391566433142,536.2264015826053,29.760945551219216,10000000.0
1400,9975393.698069979,16323.528953885845,7039.652265382286,571.9564446610848,34.22216631461397,10000000.0
1500,9975591.075587818,16526.393268890122,8240.216280508079,824.492787537933,35.29405910647361,10000000.0
1600,9974892.947332932,16569.54779106416,8099.001584463807,973.751670240739,47.21701597140901,10000000.0
1700,9972734.019702978,17078.647927391674,9036.338783240353,910.0207316233901,53.30669693295268,10000000.0
1800,9972710.263580773,17130.7717922812,9513.104652507871,1081.4464473479147,47.99014701161156,10000000.0
1900,9971999.621521333,17049.065691260905,9799.794492323077,1279.82794617439,60.18676039877137,10000000.0
2000,9971095.077565324,17527.45257498105,9761.530704302977,1311.6065098068334,68.24497499218819,10000000.0
2100,9969683.252104422,17565.245818790736,10756.10950614075,1425.3615321513887,71.41639100003793,10000000.0
2200,9969212.579865666,18309.867030497924,10986.675683870357,1499.518235394019,82.94096645545108,10000000.0
2300,9968608.4285583,18300.840651029248,11234.992597996601,1650.603815413219,86.17107906227315,10000000.0
2400,9967280.703776384,18994.396754082612,12251.518810043492,1947.5373211193405,89.85837502790076,10000000.0
2500,9965935.293463685,19384.889179768852,12744.118828584178,2141.0457987497525,104.05133733508559,10000000.0
2600,9964979.304365335,19703.546844444514,12875.455021181184,2276.6821802633585,100.90640896208119,10000000.0
2700,9964269.495253218,19937.38495460552,13506.397541791219,2278.71508627393,110.66171517774964,10000000.0
2800,9963732.421960948,20315.10823062085,13616.921586642004,2427.5508524862157,121.44678229653574,10000000.0
2900,9962578.633332621,20698.770970229285,13950.648721307507,2646.3860349648985,131.49418997652472,10000000.0
3000,9960536.658903752,21558.974207399617,15242.474080211625,2997.394343868498,140.6766328869019,10000000.0
3100,9959136.539915772,21770.148212856395,15617.457579925875,2964.4128077244695,153.92110062327788,10000000.0
3200,9958933.126998005,22566.222038211676,16033.236807615069,3209.673674642116,152.8105441540095,10000000.0
3300,9957157.711061858,22798.869812203677,16553.343702218663,3589.6748103883483,165.50799311938036,10000000.0
3400,9954688.440723402,23749.34552587897,16910.70650991444,3595.4162444568574,178.51874028920014,10000000.0
3500,9954820.5619617,24340.79817949219,17883.51694227971,3934.979915371655,184.18030415942616,10000000.0
3600,9952410.485913962,25192.736066305046,18434.482665034044,4133.371230526014,203.75988603013542,10000000.0
3700,9951624.297536751,25504.61715362801,18542.750849010303,4327.862031353902,212.4527557011026,10000000.0
3800,9949090.613012606,26421.747600928495,19482.46155814199,4689.326906441822,225.9771334285321,10000000.0
3900,9947617.78505561,26787.495654741193,20070.681353664124,4848.00396655858,228.9280116529848,10000000.0
4000,9946346.538833939,27785.744171193302,20543.81152056117,4999.140967384328,249.78374986231773,10000000.0
4100,9944575.299876409,28604.499661414713,21052.008713177365,5428.373160982026,255.33942673443195,10000000.0
4200,9942246.95308176,29405.3989910218,22197.9951379544,5527.628787777016,273.1368341935797,10000000.0
4300,9941001.806649724,30234.85863391293,22970.44457781239,5872.257180497527,289.3931818458805,10000000.0
4400,9938444.007537067,31231.012836594946,23663.462204712465,6256.232674517191,303.1022304843179,10000000.0
4500,9936692.97129478,32350.436253023654,24556.993144435204,6552.617059241724,311.6083146696391,10000000.0
4600,9934022.11399273,32886.300398507774,25266.33933549774,6729.015657238798,328.13610170205453,10000000.0
4700,9932821.15929814,34208.84401550126,25419.739000117454,7210.517165468681,347.13069027198884,10000000.0
4800,9930438.998890169,34956.07478812617,26562.06695649191,7339.870820033247,361.7081545867681,10000000.0
4900,9927622.507801361,35850.43606491558,27672.06667361752,7743.3316360139215,376.78667075015625,10000000.0
5000,9925480.132040907,37112.7350805032,27858.04228819064,8083.835278509182,385.56934889200465,10000000.0
