miliseconds,Susceptible,Exposed,Infected,Recovered,Deceased,Total_population
0,9979577.341753023,20145.339208283567,199.67130390305599,100.43959923110148,-2.2818913741801197,10000000.0
100,9980527.083612304,19612.515459237395,595.438324691103,-33.186655729921554,1.6089708707111436,10000000.0
200,9979922.883438578,18969.783440047413,1234.2091519771423,-53.78498901009931,-1.3493475214252855,10000000.0
300,9980179.953865195,18576.7614324533,1716.8668911812902,88.26297133515901,-0.7813259176971745,10000000.0
400,9979878.203526553,18119.922066972966,2819.271215304475,58.67757561738534,2.090142041971108,10000000.0
500,9979812.851791942,17390.470359591473,3008.5835606108744,157.8048525182357,1.6371137212438152,10000000.0
600,9979727.417298183,16935.638343016304,3306.4502146394134,160.0262762850137,9.996293255786673,10000000.0
700,9978658.524599258,17099.79825019069,4262.5468365010765,133.56951275538614,6.827822198750135,10000000.0
800,9978980.59270332,16529.48421903555,4581.200134416007,182.56534673503597,9.817524504633104,10000000.0
900,9977517.296956083,16490.533412096745,5453.504079241684,343.2307469367409,14.285634458272911,10000000.0
1000,9977727.137252413,16594.140228718356,5322.688422288089,327.4750228187565,22.239024849276618,10000000.0
1100,9976596.170272479,16258.015462870826,6039.025032184142,378.13012863545254,22.630570498586877,10000000.0
1200,9976240.333516192,16665.43847051957,6223.3573897890565,546.2491540376707,26.66495774216651,10000000.0
1300,9975626.502997335,16611.998117345644,7127.862467221946,603.5373593693685,27.043694863540566,10000000.0
1400,9975928.844383828,16328.661522198543,7669.5979581463935,758.339630042708,35.071760528862065,10000000.0
1500,9974317.618062086,16776.34253035945,7541.824358387743,831.5510117427623,39.79193378058372,10000000.0
1600,9973968.218169104,16638.88249529333,8057.626105487076,793.6359219462099,42.877567936863905,10000000.0
1700,9973163.827380357,16973.47945721768,8501.888082115871,1043.120539142465,51.17809265125788,10000000.0
1800,9971880.764804676,16897.22051631812,8863.20521814713,1153.0128454536566,52.396354577428944,10000000.0
1900,9972167.03276536,17351.680931441137,9565.924223182223,1114.5117354138968,59.14876160424559,10000000.0
2000,9970787.081306474,17483.843837441753,10365.725699679166,1289.0221607868561,59.87550701301011,10000000.0
2100,9969390.231035125,17415.469097139296,10500.929014961592,1548.2355752070032,73.28096725744003,10000000.0
2200,9969012.495347362,17903.625955504285,11361.777152011915,1679.7031335474276,82.33103172673691,10000000.0
2300,9968448.521788428,18381.409092506357,11401.82199499347,1715.9198670740448,80.36575775410324,10000000.0
2400,9967731.29332845,18627.966323663775,11910.586715877798,1825.9144860032777,87.72318983506761,10000000.0
2500,9966611.716594134,19227.904522465204,12584.211884442635,2155.31241978355,102.97218832896344,10000000.0
2600,9965649.941026308,19579.948729069645,12843.36098122012,2189.0718339044906,105.5827036650235,10000000.0
2700,9964633.535523826,19837.63653383628,13589.60913462144,2298.7106405503655,109.23241922828859,10000000.0
2800,9963019.433744783,20567.55737976666,13838.033896927016,2545.653412092171,117.2406837606682,10000000.0
2900,9962296.424390435,20913.488474441045,14077.594461612727,2613.699198326986,134.2918731388218,10000000.0
3000,9960348.886163078,21587.67279972861,14879.372997418577,3013.0991396651193,144.80350531395948,10000000.0
3100,9958892.926541388,21711.982601035797,15306.477824038686,3015.4734566695433,143.35213196745804,10000000.0
3200,9958998.435767598,22529.572805422755,16150.682678356538,3159.3578073545896,155.0666781152613,10000000.0
3300,9956446.65517679,23173.820331573912,16405.53908687053,3373.302973419899,162.7636563125661,10000000.0
3400,9955009.276718121,23687.552456097434,16749.77684101365,3677.328347877452,179.4292290131581,10000000.0
3500,9954507.101197481,24179.41571942329,17321.70372380382,3960.011021309542,188.38442460635383,10000000.0
3600,9952205.812917652,25205.43635344122,18417.591773691078,4114.2085597383375,198.99504644613037,10000000.0
3700,9951303.39970669,25580.95557611955,19163.42417976505,4473.220312747664,206.93180741314777,10000000.0
3800,9948790.048107954,26210.164309123153,19042.21057138669,4609.784495066538,215.10478297943982,10000000.0
3900,9948211.726680042,27030.793728593228,19998.045995070686,4741.0592487345375,229.37154098521376,10000000.0
4000,9946637.193737375,28060.39959633627,20961.09926459638,5201.869047025681,241.7595536041713,10000000.0
4100,9944293.113614216,28545.66023532067,20979.57704248147,5372.004623843858,252.0998689358437,10000000.0
4200,9943330.144480417,29365.260632499645,21666.806053582866,5678.395777009889,267.9391088830625,10000000.0
4300,9940473.818155767,30067.81665517446,23087.277620760968,6008.2124313235045,288.468383481793,10000000.0
4400,9938714.971710093,31263.9600502664,23184.86718589257,6175.865484852976,296.2961841273619,10000000.0
4500,9936604.224704595,32362.82661726454,23986.813834537355,6460.6588584760375,307.3413039205538,10000000.0
4600,9935597.6356373,32946.20728187027,24774.58675905529,6766.763722860569,330.62492115795203,10000000.0
4700,9932773.779882014,34070.477752906285,25928.363179200856,7054.715486452838,343.4065885591217,10000000.0
4800,9931099.120564027,34948.91176470027,26306.102354665356,7333.788368907282,352.3005333865494,10000000.0
4900,9928920.762401834,36039.59334026546,27131.29484174511,7857.4559678260875,368.3960356635885,10000000.0
5000,9926814.99716588,37221.817493942784,27896.665341052027,8115.687459572506,388.36361259719644,10000000.0
