milliseconds,C1,C2,M1,X1,M2,X2
0,2.0005668652006285,-0.00011433152503700534,0.9846460611215936,0.26776789757916286,0.0002976408308131634,5.52232419850273e-06
100,2.002526938573301,-5.050091103910991e-05,0.9844325655282785,0.2733052758984994,7.197921155934938e-05,4.659901701966086e-06
200,2.013077702362554,0.0004738177229178756,0.9842271038920206,0.28125801271546824,2.427468781265219e-05,3.049379470685672e-06
300,2.0121012883143106,0.0005782459677891285,0.9838521046608835,0.27247721819827286,1.0074140179419413e-05,1.9112199348566283e-06
400,2.014620395410819,0.0007296272277638404,0.9839296662203871,0.2803798683834364,2.7246316461329218e-05,1.5132096221859379e-06
500,2.0189397141488867,0.0009087589096304822,0.9837094448936078,0.29086282383384016,2.107201129576076e-05,9.592183108487228e-07
600,2.024652841222245,0.0010983092259328176,0.9837145888475679,0.29280237453709745,2.7834830549426497e-05,9.088049428989596e-07
700,2.0277514488535626,0.0012375585871218443,0.9839701118348749,0.2912336344848168,3.265394675867573e-05,6.08678490766074e-07
800,2.0357921036619877,0.0010123356965814256,0.9839088017607265,0.2965051868782829,4.491793050896091e-05,8.109933967114625e-07
900,2.0432178694233154,0.0012998363956671095,0.9837780384610949,0.30642892596934285,5.549093425821308e-05,6.699383140747772e-07
1000,2.046619537176448,0.0016291626005611264,0.983702538658882,0.3059813681255847,5.4748897498060034e-05,1.0398563421191617e-06
1100,2.044632194521562,0.0015070897675468228,0.9840900269031828,0.31115478171306404,6.904133121227667e-05,9.28963000572318e-07
1200,2.0426586931890656,0.001937576207336404,0.9838511871741893,0.32483382171623076,7.329866931849436e-05,1.1877484277488058e-06
1300,2.0526609959568023,0.0018755925342273543,0.9839998692592341,0.33476293326111883,6.528329303364716e-05,1.1510635008230429e-06
1400,2.0610990204541526,0.002200606342868872,0.9839960610804426,0.33459864418317536,7.031492833232856e-05,1.2603186813784667e-06
1500,2.064087054102925,0.0023316342511025736,0.9839381857673967,0.33250861166723816,7.552061164640453e-05,1.3340977211102498e-06
1600,2.0680081614539048,0.0022348717257535096,0.9842373448839761,0.3450187638441467,8.315096587490908e-05,1.5519621855382181e-06
1700,2.0659740905815975,0.0026937699889796685,0.9840449932514014,0.3516652020365312,9.861494254656902e-05,1.5059282206441704e-06
1800,2.0690134470426895,0.0026853204248051283,0.9842000557508269,0.35341808568606214,0.00010097896717580092,1.7440355246209502e-06
1900,2.072647897396883,0.002592561671257551,0.9840623182898518,0.3640590779212729,0.00010096064199947871,1.8490776513328487e-06
2000,2.0739101874800587,0.0028089281429780183,0.983877879674015,0.35399347531764036,0.00010860693977247068,1.937004848287439e-06
2100,2.0802161684383256,0.00315321893026835,0.9838981996376913,0.3613190572175055,0.00011106640694386458,2.0406940109545107e-06
2200,2.0880062038335865,0.003279320222138901,0.9838963476388113,0.3657021577849467,0.00012859073404737704,2.3368308707741265e-06
2300,2.0881073651310453,0.003406876030644515,0.984050676087376,0.3771043684447771,0.00012936344285822775,2.4188392022135215e-06
2400,2.090298325782721,0.0036966971379626522,0.9840819327696413,0.37598380636120443,0.00013329396586855304,2.6118756902434085e-06
2500,2.102472166128451,0.003510256245045053,0.9839546796475122,0.38650553034493074,0.00014562957483002094,2.7165126947141596e-06
2600,2.1029066079320744,0.0036441620750204398,0.9840352930336054,0.3849662334959684,0.00015796412810288008,2.8457569184092157e-06
2700,2.1083392670518926,0.004191011515474357,0.9841208100082824,0.39746489235789345,0.00015858165618097043,2.8655335187337874e-06
2800,2.1148881638137564,0.004313098468205307,0.9842552202870123,0.40366402215728686,0.00016754046476152957,2.786472625916113e-06
2900,2.1205707746245346,0.00410444394820074,0.9840564377940659,0.40755010737800607,0.0001671465928927399,3.0476262561085483e-06
3000,2.1155487535078805,0.004457611101391948,0.9843411815454339,0.4169779167366351,0.00016775567744694447,3.2980105407318692e-06
3100,2.1184312327241894,0.004731591707883013,0.98406922301796,0.4207251374564987,0.00018728101693691378,3.350558606882145e-06
3200,2.122296598349484,0.004739850121188296,0.9840412740313217,0.4238410347232563,0.00018871196549477524,3.415805055552127e-06
3300,2.135137045379312,0.0048536981864642685,0.9844719200455403,0.42226201235983707,0.00018965637135958966,3.469176378399218e-06
3400,2.1355009279188697,0.0051155427009000895,0.9842335242142565,0.43637789708784,0.00019641332939643576,3.526662365508483e-06
3500,2.1329515019130905,0.00532780775684687,0.9844346788722115,0.4353977279192149,0.0002057773206115913,3.894172490738793e-06
3600,2.1457332723519604,0.005138617670235515,0.9845241934699719,0.44240947744507003,0.00021630183067542064,3.817092786654954e-06
3700,2.142025244836251,0.00557066311884682,0.9842049868608503,0.43738523958405057,0.00020725890257735364,4.085729660296275e-06
3800,2.1420810373598647,0.005708267223017647,0.984365491049108,0.4539452432224935,0.00021388959014586405,4.273550726482314e-06
3900,2.1480844887413237,0.005801473631820289,0.9842083824091504,0.45685790829244033,0.00023180579006460659,4.258175228713685e-06
4000,2.156952347250741,0.00611829820793996,0.9841776654545986,0.4513209483058039,0.0002368408997491589,4.346713909780559e-06
4100,2.152641573592207,0.0060757009471350855,0.9842341006315058,0.4583815028669322,0.00023912791325226044,4.524473919773624e-06
4200,2.164152628571197,0.006278039149744984,0.9842160075243365,0.4727765347841892,0.00025266507131509197,4.589686235992378e-06
4300,2.166256103769696,0.006526827967598392,0.9842964521871008,0.46919524271630286,0.00024423600942628153,4.646109361973164e-06
4400,2.1733981768661037,0.006507568160962325,0.9845318928305588,0.46988282228787975,0.0002635002213266373,4.9003146276723275e-06
4500,2.174353522426023,0.006503865003883082,0.9846081044068656,0.48579510626244876,0.00026971039145459003,4.910303845240391e-06
4600,2.173061463494089,0.006660869457809661,0.9845730352838149,0.4907727772882588,0.0002760492744201786,5.006933977128147e-06
4700,2.177231114933833,0.006954622507230365,0.9843571921449604,0.4881660263171286,0.00026625306928984013,5.083122225443028e-06
4800,2.1820850357987,0.00719315180815218,0.9846246539180238,0.4959689968452079,0.0002759216156987074,5.461390370183239e-06
4900,2.19280384131991,0.007320271838055861,0.9845671155913741,0.4926914539410484,0.0002839700813031878,5.560307702381155e-06
5000,2.1861665939255506,0.0073040761915686035,0.9843619963847907,0.507976671275612,0.0002855638424845518,5.495733703209906e-06
