milliseconds,IFNBm,IFNBenv,STATP2n,SOCSm,IRF7m,IRF7Pn,IFNam,IFNaenv,TNFam,TFNenv,STATm,STAT
0,0.9909457971493125,1.0000048707925955,0.9994533292252774,0.9793525687972492,1.0188544852574275,-1.741836418511181,10.704910026410351,0.9999931834101139,1.0220800948956255,1.0000127182071705,0.9741444919386942,6.129981327578853
100,0.954242320045125,1.000012016534045,0.8940489754714537,0.8625813530556941,0.9393394672417806,33.33237207408262,13.270275174416199,1.0000007232813968,0.9693833861625378,1.0000229436731676,0.9475592071048909,44.27842028970558
200,0.964084558124104,1.0000136125596355,0.7705200303198917,0.7349599321156277,0.8519363332850368,61.91906994809277,12.66756495531718,1.0000153025063985,0.9112795804921539,1.00001565880996,0.8737455430980154,75.51675464251022
300,0.9342405412646084,1.000014411072705,0.6726987850313559,0.6501923489987751,0.7862787730592578,94.17648122832308,0.8628789677300466,1.000022051248869,0.896570258688801,1.0000599057621062,0.7986035691000286,94.41410900139239
400,0.8957459578603167,1.000018079346537,0.5845825567007309,0.5420465378383833,0.7648527782602556,118.47617304113896,15.757093116580512,1.0000223628504192,0.8524823277038789,1.0000453793331627,0.746715837724251,128.83021025774292
500,0.8842577861809674,1.0000291207460743,0.530528967875498,0.4604184050204965,0.6996065687532108,163.4428820712622,6.6960321401705984,1.0000325446331897,0.8453534953839662,1.0000842813507278,0.6950187690968378,162.0381534984608
600,0.8672161543036133,1.0000305057734002,0.45447165215134067,0.4123556084967708,0.6488644335033235,174.28376123235697,15.306928963040182,1.0000439536155874,0.7952011386415658,1.0000810687396064,0.6880078994034003,178.49433913336892
700,0.8407090871931114,1.000037525825346,0.4185339554249565,0.3704072603236789,0.6382561170549954,206.90891538078378,37.71068841028213,1.000043351344738,0.7824640874491774,1.0000842045606873,0.6314948658498293,208.85993339706522
800,0.787923219262743,1.0000535339224617,0.3592986766153203,0.2952874648631982,0.583740096406831,234.11866420611426,28.81566598533295,1.0000453433820828,0.7541425309684371,1.0001259681291153,0.5775678588090221,219.71611505647687
900,0.7772403700536323,1.0000615320667157,0.3223635766793802,0.25510929100720015,0.5296438970971117,240.52136477538738,30.81738483025852,1.0000507981337092,0.7324944297899475,1.0001032708704616,0.5377962568846673,245.04845805282528
1000,0.7606414796377265,1.000056145816818,0.269558249212179,0.2156993598481186,0.5238454073114329,259.9162974253652,38.51649171740691,1.0000595688248684,0.7312075822264927,1.0001166144969438,0.5113638769991536,244.25334450664576
1100,0.7442443955741915,1.0000697680955293,0.2636967107539811,0.20042810440467348,0.46346988741429135,287.9316198859936,45.50138977915668,1.000069288276884,0.6968128860735175,1.0001587110693737,0.47352047110694306,274.94770615348244
1200,0.7332722010614247,1.0000709197481648,0.2156008057971075,0.15567517728256952,0.4564905228350133,303.5108563609179,55.314768214098066,1.0000807008101855,0.6690310272828089,1.0001591780749728,0.45754994089241646,293.58011328371435
1300,0.6988563880403548,1.000074087640518,0.18942207731497063,0.14019714670714817,0.40883355164772867,303.31134948043524,61.18755567469759,1.0000797878130367,0.650354735079472,1.0001614191297492,0.42590160209936356,307.4819008086047
1400,0.6969051167643431,1.0000849422485159,0.15739219756123649,0.12362443547072789,0.3723661930896346,320.53273573190285,79.65342398224581,1.000092269988976,0.610107132621581,1.0001979529018938,0.39657286634119515,314.2776276421535
1500,0.6496680627516163,1.0000886953376766,0.15833737875942752,0.08643561422419406,0.3650149149581491,344.4602170158111,94.00016154379429,1.0000939725947375,0.5760530734361823,1.000209484252293,0.34253345432949683,323.15885752764746
1600,0.6459961198432131,1.000100682786544,0.13180651388328837,0.0811159555027594,0.3365754683052515,353.40616854358035,93.6350408390608,1.000100909431135,0.5667958981999476,1.0002260304286086,0.3272842831023606,330.79579766403367
1700,0.6183355035062753,1.00010931325712,0.1415192866876098,0.09874517310883132,0.29955795790049894,360.6543577569914,109.32409009275828,1.0001052138110385,0.536089205768152,1.0002376945828486,0.2899238245014944,344.4038083839543
1800,0.626757670644465,1.0001060167862723,0.10286387734100863,0.059333119194132575,0.2708196481915765,361.8430770894487,117.06175395977162,1.0001094474231889,0.5287770541819861,1.0002268296539487,0.29975186790629016,365.8503381225901
1900,0.6093535264958813,1.0001220341271655,0.0853945611065413,0.06956499220155096,0.28975753519144154,383.0100686488545,132.65257909536382,1.0001153880830014,0.5391874218749443,1.0002414255091983,0.28092063176940524,366.58490721119233
2000,0.5710227392460246,1.000119516686926,0.07179531553055646,0.04406311134511756,0.26529327019985144,376.3820323734694,144.93600740707768,1.0001261348255688,0.5222073886987135,1.000285684130417,0.261325516526361,383.74067566307514
2100,0.5944558171368529,1.000130919249901,0.05701631404586982,0.05147511774563577,0.25647594991641104,393.31095904352225,155.38647663832725,1.0001187445677728,0.4848847697360249,1.000306493922203,0.26388120974313345,368.87203137550955
2200,0.5788222801937105,1.0001321272751091,0.043141797932092565,0.04791236951507891,0.2143887090065732,401.7836054381614,149.14541734755883,1.0001263465875811,0.49145566956982784,1.0003131580595914,0.22834112832875028,383.1012667354037
2300,0.5491721633957806,1.0001440998055544,0.04367460825400291,0.018462913567232914,0.1956690714852568,422.88493955582294,156.69831429877442,1.000139537650745,0.45432833672593886,1.000333605623519,0.22493341428577354,387.29245272786534
2400,0.5293604307677978,1.000142589032741,0.026842240086630775,0.03135160325483011,0.181823908092269,432.521742531066,178.04852897544762,1.000140116183217,0.4554867532719455,1.0003239449544419,0.2171371311518389,394.4590238780807
2500,0.5090173013383739,1.0001574007120677,0.03237664961234439,0.04075755560520701,0.20108860844500495,435.70268877943556,175.99843475039907,1.0001436162884663,0.405883434710896,1.0003344774807903,0.2075450306936285,405.3755882831874
2600,0.49306909007830035,1.0001589959412973,0.0315861116687349,0.042185968844696296,0.13880939870135078,420.8536629388717,187.7954159142422,1.0001607671206831,0.39119471362235003,1.000365024304104,0.17224277267137705,415.2722310705474
2700,0.4973846471700899,1.0001559968095914,0.0260979357822458,-0.0038227929212185374,0.15925718287479718,428.8616215941738,206.9560301380338,1.0001550578986065,0.37238025478495496,1.0003594522721089,0.15642053709247736,416.5155482672421
2800,0.4859638242853231,1.0001624623112586,0.031497908334346875,0.026161479687220785,0.14530724765426103,447.63627036338397,217.3082796626102,1.0001726016982113,0.40337994670716815,1.000369107737765,0.12145692631478572,411.5721362729575
2900,0.47825063647415883,1.0001707995632156,0.005268839348355078,0.0014098571460164026,0.125055713507357,444.596529619307,217.71716632277057,1.0001707315612816,0.3662803792815184,1.000403698442471,0.1270966861959697,408.65193288047936
3000,0.47911745037597975,1.00018371785055,0.016284260361185306,0.03282417902101355,0.14508993145385743,437.42549514238885,213.71543989927306,1.0001871889466334,0.33895706799889314,1.0004234566946772,0.1146211868887993,415.2546587245023
3100,0.4611986291292416,1.0001805042186862,0.023902199199177066,0.015815096615999315,0.14307932716439956,441.9450890381337,243.78073483560766,1.0001826139646237,0.34512450087612057,1.0004235530434238,0.12954349542645213,418.2846064558543
3200,0.43985853202335473,1.000189177861415,0.0056330291708404975,0.01154893698939911,0.13288589810928111,454.6266083638943,235.70871087508652,1.000195884155611,0.3482385185173756,1.0004185809502444,0.08598347378446913,426.73637879981663
3300,0.426302704229359,1.0002003480573418,0.03743696764167076,0.02064919532919379,0.12105447978199951,462.4069465152247,248.6294217433822,1.0002062004774948,0.30020463403314396,1.0004547045912677,0.10507998892747594,438.3067283480171
3400,0.4354769688969969,1.0002080309453998,0.022833354085532498,0.010295776588531765,0.10160774385629684,469.2168313537533,265.57356926409426,1.0002119232003537,0.2979211255298435,1.0004669952986833,0.0901836684727539,426.1221604714271
3500,0.39629030095015405,1.0002145378125977,-0.001679049519029776,-0.007044485841069883,0.09322874384008936,471.79088414720985,260.72450560788155,1.0002153676540493,0.3034102589099199,1.0004741396208379,0.06614692988332672,425.81568658639105
3600,0.40137616507516777,1.0002077571523003,0.020033338926957824,0.023124869580485957,0.07784402526017914,457.5316588431599,282.765917143946,1.0002108694768148,0.3039308817836628,1.0005007132733144,0.11036383622080714,438.0628212140214
3700,0.3877426531223997,1.0002170101637433,0.021671968747569825,-0.007932592342460467,0.05180102163595528,461.6449599647935,287.26629326072066,1.0002176235100173,0.30105065627936134,1.0004998561861003,0.08348123623276789,433.16965302164556
3800,0.38342751749273274,1.0002326434756132,0.007602905623870801,-0.005450406580589978,0.048242936928091784,468.5160434834067,287.08211588239584,1.0002210194811552,0.28816017434593844,1.0005292259737395,0.05255178359783169,432.27539068846744
3900,0.372137466900017,1.0002423561657607,0.012896732809338889,0.004569423009836284,0.0731996985117477,466.4184931869676,282.41529323925516,1.0002420359374478,0.2732265439556357,1.0005452607205487,0.07229479727617569,431.0228605992795
