milliseconds,U,I,M,E,V
0,2157092.815473536,-0.00014634526848431682,1.0000150179109413,0.010861926822332868,1.102015730534043
100,-673944.0781933826,0.0001284455694954909,1.0000729174267464,0.011371529032020732,0.8844799436438794
200,3052598.1836619135,0.0005375431221083565,1.0000782111932984,0.061998902579117415,0.7809708228060168
300,2447535.0456500524,0.0010289906628307272,1.0000910320010519,0.08850726221826492,0.7345165844886901
400,55493.36142964335,0.0009627982649807849,1.0000373193331924,0.14866701044000263,0.6229881841047595
500,730139.5652781966,0.0013258420455292568,1.0000769261383544,0.2096981489303113,0.6456338592594545
600,-67518.57458480773,0.00121647818562047,1.0000873776061783,0.2625672658853086,0.6451939646080576
700,3310069.3353867773,0.0013895083381511334,1.0001440704477995,0.29400249495902636,0.5690978322500745
800,1371709.6764762413,0.0012120691061977868,1.0001597262141826,0.2887456437179956,0.6538470441735925
900,2946964.3664036747,0.0011827189244247962,1.000147137450509,0.3497026946347951,0.5267458247161294
1000,938463.2468316795,0.0017544889386107603,1.0002150321975247,0.3539378553280673,0.6818732983667937
1100,4127670.5701155197,0.001658637758810765,1.0002194354875047,0.43412819160138616,0.7507335299488685
1200,4494820.86639699,0.001932325077578839,1.0002489206942475,0.44448604050969553,0.5996890972229104
1300,3200018.1750511145,0.001725634974614896,1.0002399993610438,0.49702880826676127,0.8046941982748118
1400,2015123.1873006122,0.001599445646694135,1.0002895823383022,0.5186226973372364,0.7355671223416205
1500,3479902.397296465,0.002271664094339002,1.0002985499675445,0.5555013305104257,0.7351648455471952
1600,4302641.471311342,0.00185658027694391,1.000259305018598,0.6079594190208822,0.9262413538080108
1700,6404574.367724784,0.0020498919301143947,1.0003186280313814,0.5963785870976206,0.7748888436928231
1800,3404673.923756143,0.002568985683662696,1.0002815965521146,0.6135986532037526,0.8088477914118631
1900,5427790.572934202,0.0021616796035367303,1.0003532827602526,0.6488409885096024,0.992400284658888
2000,7771066.514032721,0.002400535883814079,1.0003263780362754,0.7412214027441815,1.099500435084287
2100,7177475.741488922,0.002384185691320524,1.0003451341956033,0.7616451526017342,1.1135229488878728
2200,6137120.948152676,0.0029069109575533035,1.000405449012966,0.7651607313041424,1.0090403470926677
2300,6558734.949630189,0.0027235684607914367,1.0004703331883942,0.7700533425621079,1.2031825841923198
2400,8419732.39483257,0.0033941756935971148,1.000509653265742,0.8588874605340092,1.2565341224405204
2500,8989331.81592108,0.0031716292157221077,1.000550564521636,0.8482113288515873,1.1717620272078682
2600,9109353.793316586,0.003714726592974434,1.0005546738948499,0.8841854890934379,1.4220520908974204
2700,11590426.1459557,0.0034768109866085057,1.000525398935745,0.9248041197914808,1.3765818257114226
2800,11983144.396061577,0.003725493538094537,1.0006350815910685,0.9666695900463373,1.4381648666189601
2900,15476135.273496777,0.004148789084209144,1.000701497524054,0.9292703437510403,1.5808667273063386
3000,15463014.63120905,0.003915294724654058,1.0006407812944378,0.9829476933385345,1.6689538713563665
3100,15547691.009940816,0.004602313779060914,1.0006941695646343,0.9883693756867874,1.8125441091544583
3200,17806853.533120755,0.004304734223044299,1.0008132970279564,0.9897991485107049,1.744256887898536
3300,20216185.698994745,0.004905659070032485,1.000870356601705,1.057552903966425,1.8403913482939707
3400,21406466.886736877,0.005219892403445059,1.0008731890466496,1.055682789770587,2.114219850569295
3500,21137195.93242547,0.005092056851402391,1.0009039248708078,1.0711037025213077,2.1005217266361718
3600,25212324.62293685,0.005792287590550173,1.0009561918170955,1.0819009550194936,2.3022188882558647
3700,26019408.855709437,0.005839134283235939,1.0009809690696128,1.1100699197399635,2.282314967004024
3800,27229806.039235573,0.005913189447152774,1.0010935694433547,1.108010828875959,2.5361616656864254
3900,29198664.723548584,0.006284458730837608,1.0011809206440545,1.127503205711908,2.5862706001133664
4000,33469719.477863412,0.006938329670999178,1.0011984614227853,1.1610241381040125,2.699834050543073
4100,34584669.53935254,0.006945820642813213,1.0012719766953686,1.150326272880076,2.7517503675938038
4200,39231806.64432111,0.00780011085174075,1.00130846329377,1.173167266027715,3.074004880745666
4300,39919986.44131096,0.00821907111467969,1.0014049640542204,1.1341439729709328,3.095503625075537
4400,45500427.76770344,0.008327202554573846,1.0015673078840064,1.159515137108165,3.2783812662975786
4500,47793859.051159665,0.00887542147784672,1.001614221720338,1.161193026693638,3.503035472509438
4600,50845096.73889349,0.00943595425750517,1.0016310393765153,1.1718457554738266,3.5719912371943656
4700,55012946.17624702,0.009711751096828454,1.001803606204398,1.184682957765849,3.7911267364025836
4800,57577172.51341968,0.009897280762137214,1.0018573545111935,1.1908503712706877,3.9178944789715655
4900,62201519.26222728,0.010870264259718196,1.0019884537544335,1.1832070074186436,4.285992436926272
5000,66273120.61891302,0.01105256120817851,1.0021230365403109,1.1211074661583114,4.3581148659633
