milliseconds,U,I,M,E,V
0,-845573.5278165257,2.040006872085031e-05,0.9999941257616708,0.009200410141404984,0.9716418130478823
100,73168.1343099,0.0005803248045737038,1.0000459707945708,0.04939915410918908,0.8173906312053837
200,1375648.2450524238,0.0006956100677864437,1.000020488315414,0.11100722031249483,0.7409937013751449
300,2801238.467168589,0.0005143580321224251,1.0000201051993889,0.09576880752464148,0.6536177857620615
400,1443960.420623167,0.0006739695001728316,1.0000877973561573,0.18926584533141577,0.7043262377480312
500,3251928.618973654,0.001155382458883974,1.0001000842006178,0.16632146210294035,0.5969654387238822
600,1703799.7540796099,0.0010235434935355805,1.000069282226676,0.20894891115643013,0.48667647076875137
700,2586599.8717880603,0.0011192043088574363,1.0001725411043632,0.25351336062572116,0.6170991156957224
800,1724169.1476169585,0.0014005703574629473,1.000077001887607,0.2740215609248935,0.5510254230916981
900,520679.200674935,0.001345292859738964,1.0001079514544022,0.34330984585165025,0.6451486202637448
1000,3429175.6475042263,0.0017946465339618773,1.0002022610441155,0.3757181911605986,0.7395409192587139
1100,1431079.859764733,0.001790236364717865,1.0001981535970257,0.4285907989362443,0.706034538063268
1200,4014052.5058318055,0.001844787609639641,1.0001666929697772,0.47703535135490294,0.6353572733157808
1300,4786191.764345146,0.0019103353913716686,1.000163097248978,0.49564799998690046,0.6118713186997454
1400,3617917.096677886,0.0016765308260041061,1.0002850869396638,0.545112562109801,0.732422827786466
1500,2743644.709102053,0.0020051666073949963,1.0002001854508291,0.5164166996335415,0.7149107802431026
1600,2778071.602079869,0.0019110886560906274,1.0002340766876991,0.5818466035923551,0.7622859192640744
1700,3136906.1117118434,0.0022282046993025956,1.0002966251781498,0.6362655414314492,0.8289220065279118
1800,3735980.851894859,0.00204121857473064,1.0002750555966018,0.6583033541938985,1.0104426413545087
1900,5766122.358034337,0.0024421951694207837,1.0002984699338335,0.6885744720446164,0.9452750476197742
2000,5851394.005284938,0.0028001897204939733,1.0003100485169658,0.6981960828870167,1.043305192526341
2100,6045216.259394232,0.002666431634818904,1.0004417729218964,0.7599533715247972,1.0992288884391046
2200,8718465.797364049,0.0029974911385274483,1.0004405560790894,0.7354816175725641,1.135298982196546
2300,7447625.609250818,0.0031264089735583605,1.0004526605171726,0.7750656120405702,1.2133605092689024
2400,8312323.781626563,0.003198139374446913,1.000480852659901,0.8586457583593099,1.3112597611250683
2500,7900819.947848609,0.0032377436001832004,1.0004500847774676,0.8826769847753922,1.3828159186761144
2600,8690470.178662919,0.003295354590835559,1.0005479199493423,0.8558171824006889,1.4511775937331781
2700,9649322.086126607,0.0037373411857037444,1.0006267625111709,0.9410957698602488,1.3721829196013509
2800,12206567.129815552,0.0036873475092155917,1.0006208418654998,0.9592219389462235,1.3860411715244163
2900,14817496.9725614,0.004246768387543297,1.0006982612053341,0.9785627826068256,1.610146900869752
3000,16015089.305017913,0.004421541326781948,1.0006489370571225,0.9809321820694783,1.5414205543291108
3100,14533639.578636196,0.0045408168741249855,1.0007288554908944,0.9998121817183369,1.6699186416510043
3200,18284849.035503585,0.0046777546703549,1.0007552265985848,1.0050992421607998,1.757123988899339
3300,19024326.639622692,0.004782750993958073,1.0008659182756294,1.0073818596381428,1.9330364929976003
3400,19316980.60624103,0.004999122398557837,1.0008291091330181,1.0760246533550075,1.8944448014515662
3500,21489079.11041114,0.00557711019881977,1.0008744428027667,1.0920314901040085,2.0067106950612215
3600,24541420.22144432,0.005459913859027793,1.0009399286093412,1.0852885501754743,2.1538945588216025
3700,28116467.906780057,0.005767530797011051,1.0010654806151402,1.1317691685909057,2.279814092877117
3800,28310687.01026577,0.006317628652857293,1.0011294030365294,1.1140610640972248,2.5399733059460115
3900,32381873.0796623,0.006493446129647559,1.001117834228427,1.1475633028980525,2.5814359072860364
4000,31474856.65527036,0.006797519618429179,1.0012248475612577,1.1242615226739912,2.7334084308385433
4100,35887818.544063084,0.007393154186184017,1.0012546479410271,1.1346510644000514,2.7367312373036023
4200,37622817.72444176,0.007594287601791075,1.0013841486252406,1.1320206916229132,3.0169755440872614
4300,43258744.41740877,0.007809492609191204,1.0014676535090095,1.159228383642381,3.0360549298155095
4400,45124839.94463036,0.008490013685198751,1.0015637711524075,1.180027939442154,3.213081068609233
4500,49303337.032970734,0.008668770096577193,1.0015731032078004,1.1610119947956903,3.4198840889975393
4600,51136191.25610102,0.009191238153461777,1.0017422448785334,1.1913694632650997,3.7337448412843717
4700,56300078.337283164,0.009687657224356636,1.0017937900356813,1.1874400605884579,3.8897355330737224
4800,58638515.62883133,0.010280475992786257,1.0018315270962603,1.1859089630356772,4.084485881930988
4900,61590746.47644102,0.01043471041552856,1.001946292747068,1.1828707317511682,4.168924144002923
5000,64712976.21459983,0.011258105543094228,1.0021188033484478,1.135919509460951,4.520007988323926
