milliseconds,U,I,M,E,V
0,1409541.7178019441,-0.00018696329044810755,0.9999893921065618,-0.025529215651500983,1.019435026024865
100,2792928.809391544,0.00020438373781035045,0.9999927188727006,0.05699528982524629,0.8186135625832135
200,1167018.6466149217,0.0005320039563590527,1.000071915412089,0.08433896871540475,0.6185417714077237
300,637326.5090370795,0.0008009312432471786,1.0000492948614812,0.09377706702018271,0.6443802339110882
400,2182295.518386526,0.0008628767979215866,1.0000946737755054,0.16878819759259334,0.6153197675332036
500,-99554.9455671648,0.0009663022662505483,1.0000377916098757,0.18247624018565334,0.48713541086873113
600,3322785.5263960124,0.0008872506167057102,1.0000846815285782,0.2677227474045954,0.5440566956994453
700,1034545.4331429948,0.0014076095859222157,1.000124496733276,0.26903972324081116,0.5682966520909657
800,2378083.306225196,0.001592840205447523,1.0001894966522074,0.3185130150499874,0.6592063194921848
900,2509162.515583922,0.0016405260580483842,1.0001153040568942,0.3722629713632135,0.6094409221106889
1000,2517807.971785888,0.0013101590393372088,1.0002099919757625,0.376038150745484,0.5409772050276428
1100,3900246.7225875836,0.0014249844999137547,1.0001766089716058,0.4018418442402167,0.6951036037067324
1200,2000077.5244207191,0.0018676610708853957,1.0002096771092297,0.45999298626843327,0.6046972259891976
1300,1597239.7311588563,0.0014856732849632538,1.0001897005149378,0.48598868227698266,0.6124851339067827
1400,5299039.058240423,0.001648377809985544,1.000196190228035,0.5082369004061358,0.6665923906043727
1500,5032846.992667368,0.002091179240917153,1.0002908046220869,0.5666305166146186,0.8217980678206731
1600,5799069.105579576,0.0018178319775888569,1.0002648682760698,0.6115187953554877,0.7304125420738377
1700,5984627.81923909,0.0021614799021200093,1.000292670367938,0.5933953599402998,0.7770759834592015
1800,6057255.8291884195,0.0021796257435893933,1.0002921226748342,0.6249967808795253,0.9023749401644016
1900,4999564.718884497,0.0026060147672539624,1.0003202862794598,0.7031822234139192,0.8462212260352695
2000,6333837.267456976,0.0027403903401732894,1.0004156471574877,0.6873414557706929,1.0715787703331432
2100,7640120.349269279,0.0025618002647393744,1.0003595687199476,0.7586210548938659,1.122034641710472
2200,8577891.35006087,0.003080259088439149,1.0004569835437198,0.7515056588823472,1.1273298886465897
2300,9036469.536478829,0.0028660072348568708,1.0005012431050764,0.7896944854070319,1.0522615275036522
2400,7214022.655847052,0.0033803294047165355,1.0004601582268176,0.8611948529999759,1.2050703456488048
2500,10388388.227079814,0.0031442177720775763,1.0005305358048127,0.8658846809822193,1.2434334521825214
2600,9887817.603508012,0.003480748851927632,1.00052763044387,0.8962672248248854,1.4441331386178429
2700,12386090.660775773,0.003614449389447103,1.000590349209373,0.897476705011855,1.31937574947204
2800,13392497.081745515,0.0037293448868253062,1.0005734032780302,0.9491111642895632,1.5482169590945578
2900,12573885.869634526,0.00405796062480473,1.0006720767882742,0.9543043577667409,1.5588290301054923
3000,16319321.336566783,0.0038724489998469,1.000691788225705,0.9728656579342265,1.7003283442894404
3100,16556796.70300171,0.004165377786852842,1.000761379624822,0.9884943118183768,1.7130455549801267
3200,17598273.926115658,0.004424585144863216,1.000795618387666,1.0405592887405437,1.8749231274452633
3300,20485020.617673885,0.0046490726401011186,1.0007924792881044,1.007423772230516,1.8569883962462312
3400,21567120.816851933,0.005344108796496223,1.0009179825278722,1.0840618543433458,2.037561723758273
3500,23610828.54970601,0.0053285155998299,1.0009542384447028,1.0459767660810937,2.1641336062896235
3600,24168207.197529543,0.005874787784072986,1.0009699525106326,1.0889404141414423,2.2250473830149082
3700,25169377.372778427,0.0056958317927025305,1.00101080700029,1.079857925597766,2.287958787040496
3800,28923225.940265927,0.0063937177597471855,1.0010675018886255,1.1125088447552485,2.381676517014804
3900,29164001.321891025,0.0067466788123431475,1.001125326666711,1.1060792721327497,2.573176590271085
4000,33628698.5378368,0.006967393811876759,1.0011744652332435,1.120178649123459,2.7790986954333285
4100,35732357.474882394,0.007118558402673767,1.0012605811693986,1.1613089883992627,2.8784576164776854
4200,39272715.60029001,0.00740470484799511,1.001359098570709,1.1780943264090566,3.066068611972616
4300,41094195.13962665,0.0077534347629713,1.0013934512810694,1.1330029845715899,3.0446198281152204
4400,42987896.46690805,0.008053233382418949,1.0015243327989352,1.1988276490783567,3.2495242567872027
4500,46780258.54056646,0.00874030303903756,1.001551620713556,1.162234468474308,3.3523370950329388
4600,51700816.71575915,0.00892530162896192,1.0016437125540312,1.183328991660861,3.5960218807109077
4700,55135519.08400041,0.00964135863907716,1.0018411374957528,1.18608536883679,3.7334226856227777
4800,57131983.64673024,0.01012890708846991,1.0018409850086263,1.1426386572293465,3.982347363889056
4900,62544837.094839625,0.010471433846906828,1.002002951692068,1.1624121137191963,4.242232895500702
5000,65280163.66716409,0.010998556405768365,1.002099315185684,1.1549333994904523,4.360561552608305
