milliseconds,U,I,M,E,V
0,424847.85293642187,0.00024555912804236546,0.9999921192934726,0.01912243731461551,1.0000077074548153
100,774649.0295501212,0.00015136792366969963,0.9999961428144823,0.051338890077793915,0.8394280344443148
200,862169.378068594,0.000745959778868425,1.0000409364652292,0.10611202055928697,0.7359720851744262
300,292253.62830651866,0.00084590613430905,1.0000881047058698,0.13109518833190217,0.5404407613686604
400,2400345.7793665305,0.0008726437889398467,1.0000826570608716,0.14373070810654942,0.49979309794540777
500,655778.6073567629,0.0010417904060307942,1.0001083286397532,0.17786460588290184,0.6574386720144025
600,480618.5503544796,0.0008723115395971319,1.0001058500583406,0.20548356872813878,0.6745107607067404
700,1672017.0329693893,0.0011530605916989479,1.0001537103903666,0.2985153420800643,0.5336469014296059
800,2824116.4023561534,0.0012925650271419715,1.000095454650652,0.3363152518414894,0.6742183106444543
900,2691843.857531815,0.0013197774946641402,1.0001061722026492,0.3445068275745209,0.7057989495555117
1000,3396046.4961319305,0.0015558254107222093,1.0001347372239595,0.37390176046431434,0.7085447721474598
1100,2743461.609821876,0.001762794338747266,1.0001884339390106,0.41837002122029276,0.7055877372592647
1200,3698301.597152029,0.001641086730303887,1.0001724541942927,0.4479795059396605,0.6758220802224242
1300,3591836.3890507813,0.0017129787994264029,1.000239740975332,0.4749405731377894,0.6313055124755395
1400,5446944.088206641,0.0020809268605064793,1.0001795133602078,0.48264183485100765,0.70416203562975
1500,5260439.885700211,0.0022253626855326036,1.0002871822038037,0.546339369938692,0.7853333597899034
1600,3243084.6087565483,0.0023355610677792747,1.0002552575669017,0.6158150627973304,0.7440537340188336
1700,5693590.940863738,0.002257777819111338,1.0003070277485717,0.586250607300376,0.8656482273724155
1800,4870829.561619551,0.00248055771107697,1.0002809528436858,0.6268368323718915,0.9273995839598115
1900,4435387.808075108,0.0023771755762147673,1.0003548022628175,0.6706654239221371,0.9385851430247429
2000,6150766.450636758,0.002835150757618838,1.0004086436756046,0.7386173747767736,0.9811356876312617
2100,6360445.8122085035,0.002752433427459412,1.0004361861987063,0.7702097018694353,1.1008958193255725
2200,6040984.730915722,0.003043313126675992,1.000434230511184,0.7949677528645569,1.1512358516509795
2300,7991700.48273829,0.0028667944736927944,1.000496327250005,0.8159210378713669,1.2342749082340179
2400,10434485.845887424,0.003311774496518855,1.000506423289715,0.8005864221029465,1.1407607404051108
2500,8211462.987665276,0.0033498712092991097,1.000454672535819,0.8296222891280166,1.2290268589197715
2600,11371579.201620385,0.0033067971174301513,1.0005202607007593,0.8685356799837961,1.4468050774476402
2700,10373220.726705793,0.0038937825873650604,1.0005235255640503,0.9337278933476713,1.5029314373215397
2800,14146544.719963571,0.0038457260170938366,1.0006272907850309,0.8965513113225934,1.4210942976902137
2900,14642369.596567743,0.0036934864134445314,1.0006101972818546,0.9596939493717862,1.52444591439656
3000,14680181.312341018,0.004238418235446098,1.0006274007041156,0.997150470991928,1.6669562566873353
3100,17494690.455648366,0.004258497357956223,1.000759992262164,1.023268553686294,1.7703454464510424
3200,17972065.64355767,0.004853439470884974,1.0008112198097912,1.0302010950619398,1.753138320260015
3300,20493144.942771394,0.004569594781792265,1.0008500367825588,1.0653920201788474,1.9718910371658205
3400,22205591.487003367,0.004899921528192679,1.000817433752951,1.08262453349241,1.954680535979387
3500,21441716.968461197,0.005392037455130025,1.0008712998331393,1.1162161837341087,2.104401188909786
3600,24945742.164253727,0.005872072355199472,1.0009385023142898,1.0684193643172137,2.2134658193705534
3700,25642394.79529483,0.005823287286302493,1.0010341474489506,1.1404221897819695,2.3644000663332436
3800,29005668.240296166,0.006143373352080897,1.0011174621832355,1.1053639572131937,2.4460039907324362
3900,31059737.512942847,0.0064733845256050365,1.001141764981991,1.1701933967210556,2.560750027144811
4000,34786958.62001827,0.006664822877952807,1.0012265448559987,1.1724415570725109,2.797728777357272
4100,36920347.67099715,0.007078308786045189,1.0012958536142404,1.1813992127848232,2.9259841320810787
4200,37729598.10379966,0.007562440567536373,1.0013734310397684,1.1891646286030972,3.0511417136176853
4300,40121095.610692814,0.008234656034587961,1.001473720621399,1.1895870760871503,3.1585194764511546
4400,42795220.935986325,0.008423550351979623,1.0014964563238082,1.1531551070537835,3.2405546347175718
4500,48314318.9862549,0.008504975519852935,1.0016064624799144,1.1507163386554784,3.5375465615613835
4600,51807922.69615253,0.009033052311279295,1.0016896209071096,1.1992362523382853,3.64012824362128
4700,54656745.338199586,0.009945153348546556,1.001824936300863,1.179292652067768,3.7857966225631055
4800,57893786.77480715,0.01003552680124955,1.001934596459039,1.1527291865571956,4.069795033219045
4900,62719372.64359427,0.010532781379370826,1.0019268352281885,1.1311032467301314,4.271556948030725
5000,65781938.46523229,0.01108658144825422,1.002125284984186,1.1391630990457369,4.526497070326163
