milliseconds,RuBP,PGA,TP,HeP,TPGA,E4P,S7P,Ru5P,GG,ATP,ADP,UTP,UDP,Pi,TPc,HePc,Suc,Pic,SucV
0,2.005213761849838,2.38296415425684,0.5008232440070783,2.203736336199216,0.2086453675959942,0.048736620735273205,1.9834833170597095,0.038685359447231615,100.00027816477909,3.8751993232122666,0.5286645765087524,3.8709740538817523,1.6129765305445847,2.501675915424528,0.11409047709717535,0.0997036883113204,77.31001535136569,0.799745940582631,77.30999999919842
100,1.9709383106156524,2.476547488436532,0.3170804315025603,2.255949972744334,0.21187749050238328,0.05135966425377888,1.9304063067136954,0.13800974310665362,100.00074897521938,3.8860247998656057,0.515815201926727,3.870996091527682,1.6130446744720963,2.567662321148367,0.12550729269584807,0.10006196423393211,77.30999290342919,0.7880977427219221,77.309999995836
200,1.9295641296046224,2.522905875119967,0.22436370042379658,2.2800312813381036,0.23613400680091717,0.0504669147016771,1.89037916262046,0.2753109080507999,100.00177244795147,3.904365556547127,0.507237839236659,3.8709159337506933,1.613057797638493,2.598421486341133,0.13057574215992843,0.10101018047348177,77.3099908433892,0.781607960188242,77.31000000068877
300,1.9012703190117477,2.5763353266260576,0.17091803204868594,2.283212847887533,0.28763703006128694,0.059442830132613055,1.8507642555922081,0.33869636427746735,100.00189038681768,3.9137692686267838,0.4937889387919519,3.870875635785681,1.6131230924774038,2.6115933604292083,0.1330255640998803,0.10174601609527205,77.31001100312221,0.779905830954319,77.3099999962427
400,1.872449712059237,2.597735371698551,0.1356477262992719,2.2835200524415287,0.3007663372476679,0.061030138298423214,1.7931166910934904,0.4127002856710057,100.00298114320586,3.9242348141028676,0.4870626134792959,3.8707918762018036,1.6131787883843072,2.6168677814911026,0.1328556670372048,0.1025256438552286,77.31002586588185,0.7784853215568578,77.30999999961672
500,1.8304674352169603,2.6421282042696212,0.11637586304464746,2.2859199132610124,0.3482824454462864,0.06871878250304499,1.7492672126427558,0.52300676525303,100.00360112979062,3.9312363419076743,0.4772861485655153,3.8707282931434395,1.6132974773169548,2.6233616418228634,0.13346807329483823,0.10296629381691258,77.31007018082362,0.7782913605323848,77.31000000224763
600,1.8131608371389596,2.7149872670682758,0.09851313440518111,2.286053637616908,0.38972577756599236,0.07302836711900106,1.6830598681614746,0.5706670698806225,100.00467446916633,3.931528904311077,0.47737429673951637,3.870638416552064,1.6133944418458104,2.625437712727734,0.13108856998370422,0.10377062808816895,77.31006383467552,0.7784043067745904,77.30999999989699
700,1.78859066308296,2.727701718595524,0.0854348347580955,2.2774093939433797,0.42908223853509075,0.07442346706420626,1.6289498533050868,0.6523250266586305,100.00553990555396,3.937583271480175,0.4664341484891042,3.870573551713875,1.613436508554301,2.6203613834295387,0.12965875726879214,0.10437706458519447,77.31012397758823,0.7806178723476955,77.3099999996992
800,1.7576327632793023,2.766119710603991,0.07400175617773574,2.2687949296782692,0.4648064421143481,0.08141002549788254,1.592350371953788,0.6720996627214865,100.00622552835878,3.9337857045457167,0.46988151119572646,3.8704257944818297,1.6135182772655128,2.624269752556618,0.12782548181200218,0.10445160196642463,77.31017498689343,0.7831676558341628,77.31000000381076
900,1.7416900921566472,2.823197655793025,0.0685801290638037,2.2701147477989823,0.4832084890705342,0.0848529875511099,1.5473492114002303,0.7287423433792365,100.00669229058815,3.9342387200737643,0.46973499830140036,3.870367119111738,1.6136273772152525,2.619600969832864,0.12586423665274782,0.10509327445002024,77.31018877034556,0.7848648084481171,77.31000000469055
1000,1.717384952580163,2.8766529783514763,0.061439996463819466,2.2586083043866405,0.5267075682129526,0.09363350968146579,1.5117453261656473,0.8339447539414621,100.00771555431716,3.934079768084039,0.46971614974691245,3.8702529012477043,1.613760596188016,2.617821322743405,0.12365678288305368,0.10540700722094191,77.31027200700287,0.7871019858778898,77.31000000730293
1100,1.6934622057282214,2.9325714380698957,0.05779834048553835,2.2583447026408154,0.5464943765704694,0.0990872057691158,1.448559209001493,0.8681278530808895,100.00819936667273,3.9342825768726972,0.46971741807044626,3.8701755663156794,1.6138489266346447,2.6141564616699875,0.12067111291707272,0.10569157100333132,77.31030211220725,0.7889280361345556,77.31000001293226
1200,1.667569588314207,2.928033337492964,0.05342455146507601,2.24390122561495,0.5923121180047508,0.10378879453145053,1.4214711083523093,0.9400107379944692,100.00849517199416,3.9295634430270834,0.4676898245248858,3.8700827625773746,1.6138894724881752,2.611684578105019,0.11891489932684932,0.10540082208663154,77.31035488122829,0.7896639250444227,77.3100000125029
1300,1.6591244213583196,2.972351489665727,0.049557117932752866,2.2411837121200215,0.6117205374349693,0.1054107095459372,1.36630749986329,0.9876642095863347,100.00949251972608,3.9298593341079444,0.4722084482175882,3.869976098242792,1.6139790202522428,2.611578513697226,0.11616694149350097,0.10562900932365132,77.31043376260524,0.7930791389797011,77.31000001751178
1400,1.6291359303151967,3.0202973158230075,0.05086280810022429,2.236106014780802,0.6487833170937136,0.11257041824874536,1.3281523488294567,1.0187311058276771,100.01010637844817,3.924890665399283,0.4764601807849519,3.869902353430574,1.6141011809895156,2.6094558289407597,0.115206398356201,0.10579773583686601,77.31046881679015,0.7941474603176509,77.31000001930276
1500,1.6245342492337382,3.0692963027627487,0.04836234786279272,2.2276026865747074,0.6711173495900764,0.11850539505600752,1.2815466120899355,1.1002067772391746,100.01135176837943,3.921828584657333,0.47997516936372236,3.869820711754435,1.6141855552420639,2.598829216833987,0.11205330933753085,0.10520844667356273,77.31054419374513,0.796583995522582,77.31000002749875
