miliseconds,RuBP,PGA,TP,HeP,TPGA,E4P,S7P,Ru5P,GG,ATP,ADP,UTP,UDP,Pi,TPc,HePc,Suc,Pic,SucV
0,2.0032901014673667,2.3999014470968603,0.5036895021255331,2.1976290497884627,0.20000966607305795,0.049021555702474864,2.0035185565257034,0.02165869690904451,100.00017033963894,3.876729743922075,0.5337399652747192,3.8709763494439935,1.6130256088449404,2.497918381814485,0.11361925699345499,0.10016503762283158,77.31002243213133,0.8001072692383636,77.31000000126427
100,1.9644297610158379,2.474144310684659,0.3219279926345751,2.255703541971009,0.22493569780910744,0.04988754929195658,1.9516817949597485,0.1809107894160784,100.00033212364991,3.8866437362369255,0.5196576628503844,3.8709924709425576,1.6130215071250829,2.572281626986896,0.1247295939081456,0.1005357427470923,77.30997776837768,0.789522328372698,77.30999999640328
200,1.9218631988011963,2.4983917682371537,0.22607592794952738,2.2736799707870734,0.2516451843342935,0.054893512337686814,1.8686434518904298,0.2794482892419462,100.00114584504401,3.904934282856702,0.49929587490543326,3.87091877896051,1.6130497850285563,2.6006432156780765,0.1312460884342828,0.10047930815629601,77.3100085468484,0.7824761998410462,77.31000000072868
300,1.8909358757091834,2.5732163886699997,0.1729743473130336,2.2864301285782065,0.28914143086475724,0.05727262691059236,1.8250663501822688,0.3187662310888598,100.00180906935988,3.9158032882133753,0.49047610106631534,3.870891416613357,1.6131344667430838,2.6171436447928293,0.13240585904696114,0.10137280789884519,77.3100313831298,0.7805141055058519,77.31000000398467
400,1.8610304315538047,2.6237142922768824,0.1352581523930126,2.2883887180946694,0.32423387219079386,0.0610534306666926,1.7659437766678951,0.3994637600400278,100.00333739416848,3.919331188936985,0.48828659304339034,3.870781340826996,1.613226721505045,2.6207791358956674,0.1343379819542432,0.10211548193635187,77.31001714667008,0.7780387511677552,77.31000000278225
500,1.8484466642858433,2.6591071061239164,0.11357372856177927,2.28602207321171,0.3555912708096855,0.06553259657309725,1.7445242512590444,0.5182869953045399,100.00364517768035,3.9305089871446346,0.47794124301508256,3.870733126340874,1.6132623917849664,2.62444034050892,0.1333575336543443,0.10291721593860008,77.31003617584385,0.7785266241075166,77.31000000414977
600,1.8159685688465754,2.6780257001735213,0.09358772077825492,2.2869147759803887,0.3910584316985654,0.06840432542118932,1.6800508104787188,0.5515564225322658,100.00484878865063,3.928155171527456,0.47651952808918285,3.870665241124032,1.613348035640127,2.6215031158068696,0.1312198095032955,0.10332473490896146,77.31008114159712,0.7795691154980388,77.30999999919139
700,1.783848853791945,2.7610152597040662,0.08561976623129444,2.275708174703885,0.424921982618098,0.07643226771937324,1.6375789358074735,0.6341713633125552,100.0049335993395,3.9390762391306247,0.4729549942141865,3.870568384453249,1.6134459550790403,2.6206880306213205,0.13004377641743586,0.10426336339088303,77.31011893275183,0.780522455702333,77.3100000008956
800,1.7557180167737452,2.7752491728484756,0.07520150250340568,2.2709593357614195,0.46501171611203745,0.0820673556131242,1.5885473427469703,0.6897314287775843,100.00632508973482,3.93943774297502,0.469489192508918,3.870451140456247,1.6135323198040987,2.6231390214336305,0.12760520292734656,0.10458134309134412,77.31015754544018,0.7826874970706493,77.31000000332861
900,1.7339062792874995,2.847188979967824,0.06861703760019802,2.2713219269135334,0.4964485698736569,0.08770836173989634,1.545426678150158,0.7371543785655063,100.00676705597549,3.939425453306828,0.4657310919508767,3.8703352007234244,1.6136612358474463,2.6157140667761887,0.12641152765421432,0.10501338213180463,77.31019011921158,0.7836141504394226,77.31000000498302
