miliseconds,RuBP,PGA,TP,HeP,TPGA,E4P,S7P,Ru5P,GG,ATP,ADP,UTP,UDP,Pi,TPc,HePc,Suc,Pic,SucV
0,2.0066783563333166,2.3995840157164086,0.5032293145062428,2.2017773168006656,0.2058903188422327,0.047677566559999184,2.01371469265761,0.0419358960668167,99.99983614241197,3.878623809362332,0.5295676263217053,3.8710080855990703,1.6130186666609374,2.4997407524462916,0.1147089429847973,0.10014532427411237,77.30999362851222,0.7996929961139683,77.31000000237239
100,1.9663862072197544,2.456959611806501,0.31924108233869797,2.2607905469836806,0.2268143374335191,0.05107003188230409,1.9272341610812616,0.15427668236999137,100.00028353163124,3.888558406549023,0.5120949281066577,3.8709856413058623,1.6130510624823466,2.573333447930723,0.12481400436952834,0.10030513228808255,77.31000096980779,0.7878652709380903,77.31000000343228
200,1.9321444669090695,2.5206438137298783,0.2237423398584276,2.279721615959843,0.24203145673418655,0.05350115836455612,1.8726289982717867,0.24754276697410313,100.00181377171788,3.904598775236082,0.503793236281437,3.8709249358019644,1.613112396506094,2.604563794007602,0.13114842447452144,0.10091161738859908,77.31000430671423,0.7832477424073286,77.31000000419121
300,1.8957145263330135,2.551434993611914,0.16960999261844062,2.288919118524499,0.27561038118600684,0.05979514235871659,1.8442547172437151,0.31711216624647076,100.00256295971148,3.9127897112507823,0.4908510936842549,3.8708444060630005,1.6131539491399765,2.610570472878492,0.13226553433171953,0.10154631263033198,77.30999592187398,0.7794523896351226,77.31000000171258
400,1.863142732754998,2.6087907331539335,0.13402959409847448,2.284962942831233,0.3159416436532495,0.06104391460518091,1.7730151981861708,0.44527190387845234,100.00338585812474,3.9202883436160443,0.48448405367385966,3.8707754053327954,1.613193447874451,2.620396186075628,0.13316502146537876,0.1025181255863214,77.31005177232778,0.7785173939698958,77.30999999784927
500,1.8333048271921801,2.6763771785544863,0.11228727567197844,2.284609988998166,0.3587174231400323,0.06535505936853966,1.7229314360366554,0.4718149426830355,100.00323194378174,3.927295557074944,0.48097523353136984,3.870696207466267,1.613267057153339,2.6196408913778417,0.13293640878688762,0.10291944889457408,77.31003436138974,0.7786158388083851,77.31000000324721
600,1.8084835746919314,2.7222689550223746,0.0997494206466773,2.28546864371342,0.37618610958689247,0.07328674321896225,1.6906834184183708,0.5802053251986842,100.00423719185987,3.928155448835735,0.47055483299557926,3.870631178069293,1.613389164819237,2.622149606383184,0.13219416313935953,0.10350898519292315,77.3101025091263,0.7793546941423561,77.31000000340761
700,1.7857244732441322,2.7232832305730827,0.08348954316794191,2.2770081586557867,0.4245221193505219,0.0773508716353158,1.6215936094095553,0.6381970612453115,100.005491816499,3.9392175717736615,0.46592319491088235,3.8705463764647403,1.613437676018381,2.620306692156966,0.1305492463121318,0.1044476554538452,77.31012309368674,0.7807619268291746,77.30999999802525
800,1.7585345274600188,2.7807469832067286,0.07168878290997946,2.2685641329927058,0.4474987339544966,0.0840075097071771,1.5846232980808634,0.6691262519045499,100.00576013919064,3.933989989916938,0.4656542414540009,3.870480227238764,1.6135447415201716,2.6201487268491968,0.12694214271032428,0.1045778215699912,77.31018436795165,0.7820715692461874,77.31000000180116
900,1.7293385526048606,2.83438971392422,0.0715908957581014,2.2663565412995905,0.4820467144184107,0.08623697063275776,1.5189947700234108,0.7834676832401016,100.0066767842292,3.933857952474965,0.46819624861842674,3.870375356393942,1.613667168261412,2.618739181655681,0.1259562633439781,0.10483458960059368,77.31020648206403,0.784586952448654,77.31000000737767
1000,1.7156813644454687,2.8830611528913552,0.06644838224335688,2.2651423045396055,0.5195189176657923,0.09412148902611883,1.4971656293382343,0.7992533523976736,100.00781687428302,3.9381487083738778,0.4636994356119911,3.8702407721053973,1.6137419298795757,2.6130740677088045,0.12320397842958769,0.10541572350370552,77.31027799403233,0.7858102750401376,77.31000000716466
1100,1.697343600776113,2.9011953424672563,0.05675370546004581,2.2571928844993905,0.5648045415109689,0.0937006607346206,1.4682184364705664,0.8946735899453359,100.00779268100862,3.939730872078012,0.46691183227343014,3.8702002889285763,1.61381130633398,2.616915523548769,0.12060510976566903,0.10574144761954199,77.31030287133304,0.7888819215753604,77.31000000833397
1200,1.6678370130677456,2.9727337695545915,0.053310131660321655,2.2504478164838404,0.5780765319383613,0.10152295346622475,1.3970730983777404,0.9172872607108805,100.00874630934351,3.936786739628002,0.47098308793437743,3.8701153829599035,1.6138980406623915,2.6083711287658047,0.11831610639917974,0.10558117456634848,77.31035794970686,0.7897357048173236,77.31000001545803
1300,1.6609860052371612,2.971573089935471,0.0565927083677166,2.239475041138676,0.6268832154314763,0.10721077100912176,1.3520726194421226,0.9944910603069377,100.00991615735195,3.9320842720774944,0.47091140708273005,3.8700201594379906,1.6139825758616615,2.611794009387719,0.11615712778157314,0.10535831811355623,77.31044211804598,0.7931841644442617,77.31000001417745
1400,1.638792064821348,3.0449237853189555,0.05103425611486277,2.2374258115218155,0.6421131212900711,0.10970028888124936,1.3039736410106637,1.0387081325895644,100.010274048697,3.923473081905654,0.4744663728922411,3.869915641406687,1.6141132955582034,2.604867358546794,0.11384118504079374,0.10532675488393657,77.31047287017434,0.7955680594762115,77.31000002297318
1500,1.613182557127708,3.076341251981952,0.046026539402676765,2.226596955911144,0.6669130569811876,0.11649172221873033,1.300682986163003,1.049652947158575,100.01138574567834,3.9186510795458522,0.4869407344382754,3.8698380840244924,1.6141638727115648,2.604738444553025,0.1135269341189094,0.10576399336633584,77.31052444587428,0.7975065107002227,77.31000002377726
1600,1.5979476312977288,3.109734634614732,0.04521779079665614,2.2244650432757225,0.7014038677447452,0.12201161754827992,1.2487443894047106,1.1174656450607414,100.01212309642045,3.9195210632665223,0.48592045869468864,3.8697602209930624,1.6142714868401773,2.599108794873286,0.11047574174216761,0.10548864659144135,77.31057921015295,0.7992036296399352,77.31000003001844
1700,1.5775529881087889,3.1309741964971542,0.046212747182332106,2.2177898736945023,0.7260496753915703,0.12510621271071776,1.1931191726730928,1.1654679012398657,100.01209985628756,3.9116834735973343,0.49356778131109996,3.869691028725077,1.6143305655929368,2.5941345413730206,0.10821259989591685,0.10482487935431563,77.31064921011891,0.8007808402290991,77.310000038556
1800,1.562453403629145,3.1717804819782818,0.04232003493091525,2.2103888565839767,0.7483410818158699,0.13321364161133642,1.1816077391736837,1.2183376188792128,100.01309735521508,3.906825668130433,0.4961440680949309,3.869597825462924,1.6144241307586797,2.591087177309848,0.10800849070359793,0.10512095815764642,77.31070165754761,0.8026250655767176,77.31000004993746
1900,1.5645731270579946,3.1958212271009403,0.04349151598443296,2.1981227505808936,0.7653063157577484,0.13778292809082174,1.1263984585947469,1.277950200195193,100.0140180274884,3.9027294152620704,0.5010884195370391,3.86950728567735,1.614441085804973,2.5912928153797914,0.10531927729606204,0.10447567093398452,77.31072685902548,0.8053937407746694,77.31000005234858
