miliseconds,RuBP,PGA,TP,HeP,TPGA,E4P,S7P,Ru5P,GG,ATP,ADP,UTP,UDP,Pi,TPc,HePc,Suc,Pic,SucV
0,2.0033518810720445,2.4040824530212483,0.4988351407999668,2.1997579524373716,0.20453039343709534,0.04801011036034244,2.004963943159172,0.06126095769919805,100.00028091645376,3.8775125201458924,0.5331185890087463,3.8710141707558035,1.61301061732866,2.5024996696886257,0.11314504085406928,0.10030457921627549,77.31001944951329,0.7993161105425097,77.30999999679258
100,1.9621940121976587,2.457162607545596,0.3219453211850515,2.2536942263587427,0.22301400112891775,0.04802784464304427,1.9581677297711428,0.17951984959065015,100.00045305390185,3.8912139575227314,0.5176862694092162,3.870977147643657,1.6130161190800847,2.5687865651474597,0.12571317776288124,0.10042773240984668,77.30999067425931,0.7890936230579326,77.31000000176662
200,1.9365300220252506,2.4967544991320554,0.22369523770217617,2.281560613519176,0.25774862612633936,0.053716391299220824,1.9048755879495436,0.2513259776867691,100.00180449578785,3.8982910244168822,0.5059611597571717,3.870922164182191,1.6130748889808348,2.6028834063230666,0.13064642633772316,0.10049620491401536,77.30998628699658,0.7830163103240569,77.30999999739943
300,1.8913549061824582,2.5393002706903745,0.17238056222236758,2.2883438108835876,0.27875493280619934,0.05640903190144724,1.850222619292254,0.3517317819813898,100.00194304565969,3.9090223802855,0.48843357103080987,3.8708711475604205,1.6131566093050576,2.613610859437836,0.1324739400492208,0.10146740944305613,77.3100052693543,0.7797109193954612,77.31000000417113
400,1.8694411745194621,2.5906825168211536,0.139155850712283,2.283757780661137,0.3054300903633173,0.059277053948465636,1.7830204313400309,0.4104999599094964,100.00310554048595,3.921809944276142,0.48321556401794563,3.870796268694566,1.6131868085507892,2.6178205531269665,0.13392443995823602,0.1022829195532567,77.31004562047742,0.7787937359608018,77.31000000429181
500,1.8402240267932974,2.6681285777721064,0.1141578598804677,2.282034024441928,0.34770464025262315,0.06307196535051253,1.7094901749337303,0.4705162931090182,100.00337731123687,3.9262704051487627,0.47888511768546316,3.8707052110623916,1.6133129090035576,2.6189274223560197,0.13247175221259558,0.10286682711380164,77.3100656879613,0.778809935129061,77.31000000290534
600,1.8033067717409093,2.682980577500307,0.09277989610445589,2.282780434922907,0.39240933273262196,0.06848950840631998,1.6757319884044934,0.5577983058641703,100.00412948658568,3.927820882676974,0.4695963701620811,3.8706580294885953,1.6133616998355231,2.6258630112361594,0.131218695772455,0.10376579432187268,77.31007701708411,0.7784521535142619,77.3100000021914
700,1.793303892104308,2.7303750262528177,0.0805773503274439,2.2740084551764985,0.4108268566256458,0.07332133664827442,1.6409631195335748,0.6355101502567351,100.00499869793832,3.9353264156438477,0.4679243027372045,3.870534852525799,1.6134293101581696,2.619244544692069,0.12979882710911278,0.10419822948868115,77.31011059070144,0.7794400415128087,77.31000000209254
800,1.7608640931513695,2.7697414022905456,0.07718856679227394,2.2691473951857,0.4672198712075914,0.07861660164975408,1.5978878990697378,0.7103485498440413,100.00553661178297,3.9363244486723037,0.46825161206835186,3.8704394731332523,1.6135621899219348,2.6223832635371274,0.12750596318995192,0.10468147682386085,77.31017754629289,0.7821400951626365,77.31000000193117
900,1.729049079667492,2.835805115150662,0.06880734059721555,2.270433349153087,0.4862476478207846,0.08414736954268207,1.5216579517247615,0.7497098629241705,100.00686726303474,3.937172654864164,0.4715207083749486,3.870351265097161,1.6136435541147274,2.6191474074310244,0.12501751786170384,0.10486521539522717,77.31022877015322,0.7832689705089053,77.31000000801404
1000,1.7089544574662519,2.8896390121674527,0.06287431304593044,2.2635668050033115,0.5290057927118009,0.09287356544250526,1.4973264461369877,0.8186509455644692,100.00707814465733,3.9396364152449745,0.4705559171390717,3.8702476077326167,1.6137612947793152,2.6142696723784455,0.12291119197311222,0.10524071451503317,77.31024872096994,0.7864961384530562,77.3100000045062
1100,1.6864180081669469,2.9247237050943307,0.05969817085765962,2.2510373300680158,0.5461526063781864,0.09620261820431167,1.431094635645536,0.8538780792792551,100.00814627619245,3.932196737033283,0.46580479889207876,3.870178939146415,1.6138454236954112,2.616354872331054,0.12179555551463134,0.10519550370317275,77.31031087338921,0.7891311302435869,77.31000001376542
1200,1.6732288395368546,2.9588578841538635,0.05766172358026318,2.2488528551546145,0.5952668577642344,0.10127763426551982,1.3946302678668305,0.9032008725134065,100.00846822203758,3.934380979073928,0.4746295499630913,3.8700610421301342,1.6139345673922858,2.613534129472573,0.11934373692400144,0.10593541227684022,77.31038220509886,0.7895032103136078,77.31000001080977
