miliseconds,BMAL1,ROR,REV,DBP,E4BP4,CRY,PER,PERCRY
2900,1.2874019279067357,3.387715340406186,97.63793397691511,1.1218870361822233,61.78382214765394,3.3348542642862746,15.446954478819313,2.6769574926007493
3000,1.2807816670943528,3.4049319278257437,97.20707855459949,1.1216092214633115,61.78216946196579,3.3842127063049023,15.269346903356693,2.6773638912144033
3100,1.2586743019375057,3.3973282038254338,97.26639505235379,1.1202810344247804,61.429759272429635,3.357636558417153,15.20274246766783,2.7303217127676227
3200,1.2463202045348865,3.4463342124842367,97.09717161878406,1.1204330454064482,61.7760328307796,3.438607450386477,15.136137351989843,2.8134340082413325
3300,1.224478132842076,3.469706119983096,96.69539958243689,1.118942196587231,61.82502835095806,3.500823173761457,15.20390902619253,2.8471342405693667
3400,1.2228813083106678,3.507483825768338,96.43021533196766,1.118120982438048,61.77029884862291,3.484413066599047,14.966193327668952,2.9601073325556837
3500,1.2009274770132061,3.4936534232995773,96.40506099682929,1.1178198468059892,61.36627119831835,3.5519097126912667,14.98376323291252,2.94580236143483
3600,1.176792588127784,3.565919003083806,96.29623838549135,1.1175348911506486,61.62979595665525,3.593868521629607,14.93102248977356,3.0422665230650248
3700,1.1707233338951906,3.58486010069222,96.21374940999132,1.1148779617928612,61.35651845290108,3.5621132154614465,14.637876754365411,3.0650151627161217
3800,1.1687949479337396,3.6068939853245303,96.05081765340312,1.1148407525128625,61.62631319791921,3.613027885446033,14.665126339527498,3.0718651681447233
3900,1.1430383988570152,3.5769931857588837,95.89011886443645,1.112394889355669,61.42186709838468,3.6786284984493607,14.618694774360886,3.1399060361259012
4000,1.125772535605836,3.6552126737459663,95.62869093977102,1.1134990124513893,61.40793819760507,3.6594772331672827,14.628672103745554,3.21487914555166
4100,1.1276305480839417,3.6054278746191515,95.66691120141863,1.1086609909783467,61.460514045175664,3.7253596526186774,14.566476225518844,3.223347957382799
4200,1.1060104449877715,3.6276361031145905,95.3652646606273,1.1064442578622555,61.821440752745914,3.762435729806118,14.507394250519429,3.262121702134012
4300,1.1154923255768698,3.6646621266458457,95.26028863507116,1.1051078502984426,61.98724874943145,3.7362280825505163,14.388357988417061,3.333392776530391
4400,1.1022195159228068,3.6712072480037468,94.92412656839659,1.1034527758819457,61.725996912761715,3.8122539987201782,14.387250312194475,3.3517534888776033
4500,1.1015927935271919,3.7353080004537187,94.76494900512807,1.1017715537368151,61.80665955059702,3.7968133223835387,14.24124754683402,3.3733606536339744
4600,1.080312302463816,3.7501566214631508,94.62246505652568,1.1004425185804516,61.778741112618334,3.80579739471207,14.201780168182491,3.4473937335361176
4700,1.079878609436454,3.722404457627294,94.48529088116689,1.099338550369751,61.99675081452512,3.8925091337052256,14.088325876448243,3.4800330912619324
4800,1.0640934490363236,3.7414817322418785,94.48738877565695,1.0965229147109694,62.0175756098031,3.9034664322910637,13.894342362395054,3.4496753933496693
4900,1.0717242858681892,3.791574318503167,94.19797564281573,1.0947140117219207,62.38129412341747,3.8774807347618347,13.887634043205422,3.5031240663895065
5000,1.065243610958991,3.736615576960646,93.90308715215657,1.0906800128483072,62.033260659825785,3.9128600293195888,13.692119028741292,3.5287112548114288
