milliseconds,OCT4,SOX2,NANOG,GATA6,CDX2,GCNF,OCT4_SOX2,Protein
0,0.01,0.01,0.01,0.01,0.01,0.01,0.1,0.0
100,0.105183867202436,0.010000295642894909,0.010004715315671826,0.022852571782131785,0.012140021939409638,0.01026681713584626,0.1,0.0
200,0.1993562736807587,0.010001072987901092,0.010014460472046377,0.04187399958775234,0.01468167698787593,0.010712233089074173,0.1,0.0
300,0.2925004201137366,0.01000232209655362,0.010024364131601717,0.06609174083184415,0.01768255703173637,0.011393596762001435,0.1,0.0
400,0.38459314859754584,0.010004033069960012,0.01002951322539118,0.09472687488158149,0.021200352747643248,0.012358881534239153,0.1,0.0
500,0.47560480582258163,0.010006195975588454,0.010026342229378057,0.1271462294169157,0.02528924514710801,0.013648428220795598,0.1,0.0
600,0.5654992654007619,0.010008800794849797,0.010013143594429197,0.16282816664430239,0.02999561514316771,0.015296245370949297,0.1,0.0
700,0.6542341775329635,0.010011837391268536,0.009989772912535241,0.2013372824375573,0.03535335826550207,0.017330985120708103,0.1,0.0
800,0.7417615802682384,0.01001529549315888,0.009957023915904372,0.2423057445609243,0.04137965982486034,0.01977665806224626,0.1,0.0
900,0.8280288425474988,0.010019164684126817,0.009916118481432852,0.28542019953521375,0.04807223225298009,0.02265312791594798,0.1,0.0
1000,0.9129800864725751,0.010023434393168149,0.009868349596372488,0.3304108117415872,0.0554082783740503,0.02597652949742454,0.1,0.0
1100,0.996557875563566,0.010028093893621002,0.009814898874458676,0.3770429596656034,0.06334562252268232,0.029759582682165615,0.1,0.0
1200,1.0787050166940126,0.01003313230747812,0.009756801341279956,0.425111751717497,0.07182615974377847,0.034011825435387374,0.1,0.0
1300,1.1593663900416444,0.010038538612201345,0.009694934177052,0.47443724884344424,0.08078049269063343,0.03873986755847271,0.1,0.0
1400,1.2384906068015735,0.010044301658019419,0.009630021840312995,0.5248604783868906,0.09013297174226045,0.04394765367593393,0.1,0.0
1500,1.31603139784088,0.01005041019135979,0.009562656399203187,0.5762402926030549,0.09980640129278523,0.049636719641490544,0.1,0.0
1600,1.3919486461356085,0.01005685288117888,0.009493320634859427,0.6284508168574627,0.10972592012819056,0.055806454960024454,0.1,0.0
1700,1.4662090620546189,0.010063618351912837,0.00942241178849859,0.6813795479192736,0.11982196476205415,0.06245436439816185,0.1,0.0
