milliseconds,IR_beta,IR_beta_pY1146,IR_beta_refractory,IRS1,IRS1_p,IRS1_pS636,AMPK,AMPK_pT172,Akt_T308,Akt_pT308,Akt_S473,Akt_pS473,mTORC1,mTORC1_pS2448,mTORC2,mTORC2_pS2481,p70S6K,p70S6K_pT389,PRAS40_T246,PRAS40_pT246,PRAS40_S183,PRAS40_pS183,TSC1_TSC2_pT1462,TSC1_TSC2_pS1387,PI3K_variant,PI3K_variant_p
0,16.5607,0.0,0.0,18.9345,0.0,0.0,20.5064,0.0,21.4109,0.0,12.2517,0.0,25.14,0.0,18.7959,0.0,14.301,0.0,13.5613,0.0,17.55,0.0,14.9175,0.0,18.9345,0.0
100,14.625460118530228,1.8966905666627212,0.038549314807121524,18.925430042677867,0.00902544114137263,4.451618076147385e-05,20.445079437231243,0.061320562768744216,21.365663570528195,0.04523642947180931,12.251611611604392,8.83883956143485e-05,25.029898456891427,0.11010154310857179,18.792422046429383,0.003477953570597006,14.300855056198028,0.00014494380196796415,13.559234356321356,0.002065643678650082,17.533199349306408,0.01680065069360627,14.91665563871462,0.0008443612853844491,18.92098519834069,0.013514801659311765
200,12.91674916674888,3.4980747136140393,0.14587611963715322,18.900138088243693,0.03303154825120596,0.0013303635050383482,20.047940199476187,0.4584598005237933,21.071654662537988,0.3392453374620107,12.247440005861604,0.004259994138405006,24.920280094659663,0.21971990534032865,18.77417884689926,0.021721153100723273,14.300421300202098,0.000578699797904724,13.530767287192289,0.030532712807717955,17.487730556258793,0.06226944374121695,14.90463034977474,0.01286965022526682,18.895454916538423,0.03904508346158186
300,11.408409736699683,4.841589301388349,0.31070096191204033,18.861254400567763,0.06414158753499619,0.009104011896484117,19.119406102683364,1.386993897316614,20.377276614876706,1.03362338512329,12.215829566526793,0.03587043347321748,24.811150754755715,0.32884924524427817,18.73730377731554,0.05859622268444262,14.299700361810663,0.0012996381893384276,13.422091935768886,0.13920806423111984,17.419929032853716,0.1300709671462921,14.8569975228751,0.06050247712490099,18.86882446023677,0.06567553976324277
400,10.077288486551124,5.960217641436079,0.5231938720128686,18.811106215197277,0.09051610825266189,0.03287767654747056,17.710624171253045,2.7957758287469363,19.30409895569056,2.106801044309429,12.108233157709222,0.1434668422907844,24.702535279352606,0.4374647206473905,18.682668003777767,0.11323199622220423,14.298693923586516,0.0023060764134890327,13.17896543547707,0.3823345645229344,17.33491844643084,0.21508155356916445,14.745817705523661,0.17168229447634073,18.844673618961068,0.08982638103894795
500,8.902891889785723,6.8830070025639,0.774801107650447,18.75174711568768,0.10165942083544073,0.0810934634898293,16.09904552190824,4.407354478091739,18.044477975786524,3.366422024213464,11.881018713221756,0.37068128677824863,24.594487774323827,0.5455122256761622,18.612601975951208,0.18329802404876808,14.297403785453254,0.0035962145467527784,12.781972425583369,0.7793275744166366,17.236836194114836,0.31316380588517123,14.554357147979433,0.36314285202056684,18.823932731797314,0.11056726820270016
600,7.867081401090379,7.63552653020473,1.0580920687049613,18.68497753629225,0.09549989506981042,0.15402256867117006,14.60430869716101,5.9020913028389765,16.84165984645586,4.569240153544124,11.538224861427228,0.7134751385727804,24.48709163500592,0.6529083649940679,18.529709774622923,0.2661902253770562,14.295831943918797,0.005168056081208558,12.261279828915356,1.3000201710846486,17.129021573270016,0.42097842672998675,14.285089450154725,0.6324105498452756,18.806606958285506,0.12789304171450472
700,6.9538035264467135,8.240272415647755,1.3666240579056026,18.612358639578346,0.07915977884271194,0.24298158161419786,13.407802463152413,7.098597536847573,15.851260166512942,5.559639833487039,11.132749306095022,1.1189506939049838,24.380448917689215,0.7595510823107833,18.43645866485369,0.35944133514628296,14.293980656121791,0.007019343878210955,11.678513094702696,1.882786905297307,17.014169145341143,0.5358308546588617,13.955340999729984,0.96215900027002,18.79240516259501,0.14209483740500495
800,6.148850790689692,8.717026385279002,1.694822824031378,18.535229587948646,0.061840607544861065,0.33742980454185845,12.52328804994142,7.983111950058563,15.100783685616273,6.31011631438371,10.722255187109916,1.5294448128900926,24.274666720239832,0.8653332797601656,18.335054045166554,0.4608459548334238,14.291852469838798,0.009147530161204323,11.094887177331188,2.466412822668814,16.894451115562212,0.6555488844377917,13.586678354605795,1.3308216453942048,18.780965327715958,0.15353467228405324
900,5.439650091393691,9.083172828561757,2.037877080044626,18.45473323107496,0.048270053040913516,0.43149671591951194,11.87861329297772,8.627786707022263,14.542298129278828,6.868601870721153,10.335897023417612,1.9158029765823967,24.169847713211936,0.9701522867880584,18.227417909620165,0.5684820903798097,14.28945022203266,0.011549777967341418,10.551597022198804,3.0097029778011986,16.77161451231167,0.7783854876883378,13.197190569305759,1.7203094306942406,18.771932187370194,0.1625678126298152
