milliseconds,AcanmRNA,ADAMTS5,AGEprod,Alk1,Alk1_Alk5,Alk5,Alk5_dimer,Bax,Bax_Bcl2,Bax_Bcl2_Beclin,Bax_Bcl2_Beclin_I,Bcl2,Bcl2_Beclin,Bcl2_Beclin_I,Beclin,Beclin_I,Caspase_A,Caspase_I,Col2mRNA,DamP,IkB,IkB_NFkB,IL1,Lys_A,Lys_I,MMP13,MMP2,NFkB,NFkB_P,p38,p38_P,proMMP13,proMMP2,RAGE,ROS,Runx2_A,Runx2_I,Smad1,Smad1_P,Smad1_P_Smad4,Smad2,Smad2_P,Smad2_P_Smad4,Smad4,Smad7,SOD,Sox9,Sox9_A,Sox9mRNA,Tgfb_A,Tgfb_Alk1_Alk5,Tgfb_Alk1_Alk5_Smad7,Tgfb_Alk5_dimer,Tgfb_Alk5_dimer_Smad7,AggFrag,Aggrecan,Aggrecan_Collagen2,ColFrag,Collagen2,Integrin,Tgfb_I,IntegrinCount
0,-2.4869407761206697e-23,-1.2293880556483947e-14,-8.474932181740733e-10,501.043684268729,1.246716057372522,496.898624797278,1.8023186096262502,6.557761590211884e-06,89.99826471469257,10.000756722357227,9.428583578057218e-12,29.972416781626855,25.013048477847914,-1.3940195884481687e-11,74.98749714569017,5.732037808489417e-10,3.491579056155654e-07,99.99999968564056,-4.918145518087667e-20,0.0002591993880396891,-2.6940112103829605e-12,99.99999866876726,-1.959598102721852e-11,40.0000017059206,359.9999985641348,-6.774287104320655e-20,-2.43047425081513e-24,-2.280775672334061e-05,3.6303467173095118e-09,99.99998004642393,0.001947656854586019,1.352885418303724e-17,-9.932140047308012e-17,-1.2675354265141594e-10,1.999952466712563,-4.790931977302278e-16,100.0,599.9999999999998,1.0021011082122884e-13,-4.954694102791053e-15,600.0,-9.839457314846045e-13,4.1129340134607214e-14,599.9999999999999,-5.800267625248805e-20,2.0000099875820516,99.99999982136863,3.1733114172744056e-18,9.999902484153965,-1.1680096567701451e-08,2.367141470677942e-11,4.925452028217307e-29,-5.6083027541736834e-11,-7.567800286698612e-33,-6.753335179434737e-21,-1.4819870262856073e-31,1000.0,2.7383047659668647e-47,-1.0267431851172955e-20,2.7295959931586345e-08,199.99999999221797,3.817665491254667e-09
100,-6.68839432122148e-23,-4.302294489578298e-15,1.830469165768389e-08,499.2595878779039,0.37782287289927163,488.7813216724374,4.308667739034564,0.0032933812278566708,89.9981786286401,9.989632602034481,-1.3274060026210251e-11,29.958777863211736,25.022150770303192,-5.265963260435168e-12,74.98435966671153,1.753256463619544e-09,-5.550058202480804e-07,99.99999994929695,2.04827228349863e-20,0.0003465087093552484,-3.764916134480594e-12,99.99999749708482,1.9610835731595903e-11,39.9999962168279,360.00000391703327,3.537652497287934e-21,8.89910122142806e-24,1.8283109440029007e-05,-2.604217045591775e-09,99.99523212879735,0.004179116935683601,4.97766611110704e-17,-4.369097735464835e-17,-2.8768031895076385e-10,1.9998911777572048,-5.138534557265679e-16,100.0,599.9999999999997,-3.1976124932162945e-14,-4.523349828932295e-15,600.0000000000011,-3.305015699683014e-13,-2.8270226020140483e-14,600.0000000000001,-2.2190715517772784e-19,1.9995400510084316,100.00000002744068,-2.901978246711756e-17,9.999786190631102,-2.4374415347471378e-08,2.4982620945089678e-11,-6.901631716846511e-30,6.016403499755882e-11,-1.2162339021758985e-32,3.2672998593980768e-21,-1.6328747314311422e-29,1000.0,-7.879114139097363e-47,-6.714146547254503e-21,5.34660090539854e-08,199.99999999434633,1.3013388939398704e-08
200,2.7560211818396463e-23,4.9845863663583805e-15,2.446356436594993e-07,497.5036564549581,3.664767507156692,491.85569755230347,4.100944107991523,0.0033464199338682633,90.00732379548009,9.983594135524,5.030443608161807e-12,29.929234779222913,25.024161424393554,3.110483205239601e-11,74.98075136289778,9.181675484635936e-09,2.4907855441198163e-07,99.99999957675863,-2.60477816217863e-20,0.0004405016671096714,-4.308653886698588e-12,99.99998951373078,-1.1499924019930483e-12,39.99998799946834,360.00000626616793,-8.159007063021639e-21,4.163272214956938e-24,2.6179502679464847e-05,3.472068558324298e-09,99.99398178457848,0.006856571898354978,-5.053897180796957e-16,1.1524951002726803e-16,2.805792194824578e-10,1.9999343365266926,6.359866016211223e-16,100.0,600.0000000000003,-1.8963822617577847e-13,-7.184461431237277e-15,600.0000000000003,-1.0647433918610358e-12,7.679329196260289e-14,600.0,5.685199900212424e-19,1.9995019152206535,99.99999983658,8.734624075894585e-18,9.999884151070056,1.196604612773221e-08,2.7876072511036944e-11,1.8112688355417824e-29,-4.201499006415461e-12,4.314761196550117e-33,-6.158945717813713e-21,-1.994151039686034e-29,1000.0,-8.488657571677087e-47,-8.031887935595672e-21,1.3270202964518978e-07,200.00000001774296,2.2180849114511013e-08
300,-6.541240784017106e-23,-1.3099121763944069e-14,1.517022060882281e-07,497.45023836186607,4.157477057251031,483.0046266904387,8.644563883532713,0.00329340646294859,90.00917383639404,9.982387100072922,1.7712004430547305e-11,29.926913867836678,25.030507810007474,3.0227222334847644e-11,74.96742220289875,1.2939639298995963e-08,-3.8108299721563186e-07,99.99999993475186,4.6774364583711415e-22,0.0007535529451017539,-3.755338057284541e-12,99.99994367482785,-1.5453890843700698e-11,39.999988862650305,360.000017921889,-2.8942248365057555e-20,-6.891681491517281e-24,4.001693094726074e-05,-1.9200350797623513e-09,99.992341524594,0.006098393154609754,-6.261497679964823e-16,1.334409699334859e-16,2.580063651669101e-10,1.9998879394092075,1.8712933839169705e-16,100.0,600.0000000000001,-9.430317038091031e-14,4.825446606816386e-16,600.0000000000008,-1.6718672287675662e-12,-5.6114478813534785e-14,600.0,-3.8165025921568004e-20,1.9993334875256268,100.00000004721768,-3.3584629425080144e-17,9.999778064187929,-2.005028505425815e-08,-1.2906965374012111e-11,-1.0302835000874827e-28,6.289362893642677e-11,1.03039988997288e-32,4.921068460261861e-21,9.852489410846307e-30,1000.0,-6.144413793171459e-47,3.380110696474904e-21,1.1092079189386458e-07,200.00000001459412,8.723023701130473e-08
400,5.871292350805546e-23,1.8607851695129014e-15,4.2846437805287266e-07,494.898741911452,3.657772249827069,474.70677094196634,8.82583428713888,0.0033606287647105185,90.01908735227116,9.975750358113574,-1.2999833618702718e-12,29.883365194842124,25.052986628459433,1.162509572047905e-11,74.94709703369534,1.3451012428561976e-08,-4.3427746294989245e-08,100.00000018119847,-3.5271608206328236e-20,0.0010616672689677657,1.9249581471690726e-12,99.99992234496476,-1.706424773556146e-11,39.999988091832925,360.00001624370464,-6.724797876160142e-20,7.696746334488566e-24,9.964859633561795e-05,-3.4767756085139834e-09,99.99123705113485,0.008054053334595317,7.017483932734244e-16,-3.2401965075382664e-17,-1.2512306755112438e-10,1.9997448251983398,-1.9525850931839128e-16,100.0,600.0000000000002,-2.740405708000039e-13,-2.0189633551417106e-16,599.9999999999995,7.937712904131962e-13,6.741287617553817e-14,600.0,-2.7613785970482537e-19,1.9991793467906738,99.99999984710996,-2.6078694028169954e-17,9.999683750103271,1.4919737730904455e-08,-2.5599059049302437e-11,-1.4515823334314087e-28,-5.7509675347311836e-11,4.632534504981268e-33,-6.998263373931254e-21,-1.0214904906414029e-29,1000.0,-8.732278992781231e-47,1.0491710706034407e-20,1.4969205128398208e-07,199.99999998017134,1.7836583699121816e-07
500,7.674944853935657e-23,2.7220867880853354e-15,4.06894280969543e-07,494.2310490203206,5.456213709024122,472.7167097496457,13.606691023138003,0.003336606133105866,90.02473336359449,9.957233811768175,-1.0494614344226614e-12,29.88276956684712,25.065801613438175,2.2201619939453623e-11,74.95047702305527,2.277540331137222e-08,-3.259118464674675e-08,99.99999962593398,-1.0311221582049751e-20,0.001043727996305327,3.3855624624763597e-12,99.99988788228856,2.2422497213215205e-11,39.9999744297562,360.0000206164147,-1.6205309342534795e-23,-8.650329556657206e-25,0.00010507279141838109,-5.172964848792727e-10,99.99064490568378,0.011414603899487927,-5.37752397870557e-16,8.462029767428324e-17,6.138147540478283e-11,1.9997527253164593,6.231215747291922e-16,100.0,600.0000000000001,8.528522290541102e-14,6.292123496636104e-15,600.0000000000009,-1.6383379803501798e-13,4.1818356768846076e-14,600.0,3.0839706664946894e-20,1.999224503086897,99.99999988435734,-3.3690310237464134e-17,9.999361389551158,2.7867601392278478e-08,1.147156064319569e-11,-1.0951797227114947e-28,-6.231415571802842e-11,-5.972078444504095e-33,-9.379124491712228e-21,-1.039333762582721e-29,1000.0,-4.53039788149466e-47,-1.573521851084405e-21,1.6100202787947007e-07,200.0000000139011,2.4068415386452025e-07
600,9.455984367496853e-23,8.931012101986184e-16,5.057095870120891e-07,491.87707641579806,6.215406145853943,462.6782792386329,14.445763493306863,0.003376928894322934,90.04279037999963,9.961444025053268,3.0015049107889576e-11,29.85662465894095,25.12156707615362,4.3682577610877554e-11,74.92858926528133,2.7805746156429836e-08,-2.557260554036698e-07,99.99999928348947,-2.8132631781877976e-20,0.0011685396732753323,-4.6788951288694295e-12,99.99990131060821,2.3334838184325438e-11,39.9999703120496,360.00001956241675,-5.922245690014361e-20,-5.293058891936181e-24,9.262705917920523e-05,-2.8107144289682876e-09,99.98618103712731,0.010247027776241317,-8.322193170239886e-16,-4.027831795992345e-18,4.466390178244418e-10,1.9995483792060968,-2.5873061409541483e-16,100.0,600.0000000000002,-3.525044153129621e-14,-4.943603414213265e-15,599.9999999999986,-4.0263947712382014e-14,1.8560614331281388e-14,600.0000000000001,-2.497424408527761e-19,1.9985150357157822,99.99999977125184,3.1379080627767524e-17,9.999532294166208,3.966958497212188e-09,-2.4983107141026618e-11,-1.3596448797715276e-28,-5.85503858216913e-11,2.2152796255931895e-33,3.922177586801252e-21,4.343267658976736e-29,1000.0,4.711153261610044e-47,8.404708423892457e-21,2.1054063362930543e-07,200.0000000112459,2.96227969714958e-07
700,-8.216047491467894e-23,-5.665197069047299e-15,7.450847921324132e-07,492.9051993317548,8.596879845146892,458.92173677894806,18.19371738674241,0.0033587853309687,90.04828618988566,9.948395269731563,3.915499587730995e-12,29.79158198963172,25.110335203318606,2.6163086048139373e-11,74.92713942076517,3.077983818134898e-08,3.1192718523771103e-07,99.99999996727503,-1.8560656395748504e-20,0.0013065546196322708,-4.425319316434469e-12,99.99986153719388,-2.4416622882791632e-11,39.99996563426757,360.00003503784205,5.636135107807621e-20,-7.752622828160806e-24,0.00016186624200050737,1.272457887395068e-09,99.9881770306939,0.014199733517023473,-7.762315654353971e-16,-9.681130822960398e-17,3.2785070562758477e-10,1.9996092241516887,-1.3051601835613575e-16,100.0,600.0000000000003,-2.908524376522368e-13,-8.189564025769952e-15,600.0000000000007,7.567547243173192e-13,6.646029621382347e-14,600.0,-2.8122703629653093e-19,1.9983366490710028,99.9999998484576,2.6149627580320156e-17,9.99925009739136,4.648343399326538e-08,-1.891772791257397e-11,-1.3869250970717598e-28,6.781168338099253e-11,-1.5262043879760168e-32,-1.5094675984873755e-21,-2.0068440234930862e-29,1000.0,-9.183518338981129e-47,9.563706000025741e-21,2.648577801454386e-07,200.00000000286505,2.956116548137463e-07
800,6.271997712237311e-23,1.0934185909925072e-14,7.854317206438067e-07,490.4404194014054,9.32596930049121,459.35466729175675,19.745495544680203,0.0033251560190841207,90.04313150535063,9.93639301106232,2.920906519598298e-11,29.77032188787036,25.11281700761875,1.4553107972658845e-11,74.91917888672016,3.035990370672168e-08,3.3958456389360087e-07,99.99999928945364,-4.7417373538081583e-20,0.001467274694996363,-4.04230486695555e-12,99.9998386626658,2.0634473587706547e-11,39.99996696346025,360.00003279875847,1.5411457405885637e-20,-2.174515306378507e-24,0.0001324945554692324,2.9291335555739364e-09,99.98557335487243,0.01745765332826924,3.706328062343148e-16,-1.1971535558189941e-17,5.876945291190253e-11,1.999430296103058,-1.574897494228463e-16,100.0,600.0000000000001,3.5859147974818204e-13,-5.250574805697497e-15,600.000000000001,2.3123188439221836e-13,-8.732626667715772e-14,600.0,-4.978156528031945e-19,1.9982225198225472,99.99999969403497,-2.2045853848706036e-17,9.999277561378532,4.914061920784125e-08,4.121849990640737e-12,-1.0229616741715784e-28,4.2049913392162736e-11,7.669795142360591e-33,-7.484570031064996e-21,2.8812715826208416e-29,1000.0,5.74383852863772e-47,9.580327791366075e-21,3.6136686417141455e-07,199.9999999987739,3.009474729131674e-07
900,1.9065084589957886e-23,-1.2543597154761776e-14,7.883555096480622e-07,488.3484730545786,11.269312629031354,452.61582229119955,20.284321059055866,0.0033295526208919715,90.05113178457066,9.94246580969889,3.078213983968874e-11,29.765320144305186,25.178950483479163,6.356214830409089e-12,74.90974678962155,3.50915944826925e-08,5.993732833218333e-07,99.99999973243064,-1.4055105227841525e-20,0.0015809174044283903,2.274326161495701e-12,99.99980486624261,-7.164951609537339e-13,39.99995860189842,360.00003532527705,5.321252505999518e-20,6.710706407249923e-25,0.00015726767467222905,4.435888391903503e-09,99.9804146129304,0.01724302943212367,-4.905642789683076e-16,-2.0604446014725436e-17,4.309366405920835e-10,1.9993365332144144,5.607912853750386e-16,100.0,599.9999999999999,8.898638960518503e-14,1.1879725520909208e-15,599.9999999999986,-1.1519899333658405e-12,5.6182587919215306e-14,600.0,-4.547926276222755e-19,1.998292697803934,99.99999992039858,2.5202334981747432e-17,9.999126370571684,8.11788236767932e-09,2.176908887702584e-11,-6.823241010893454e-29,-3.557311832815155e-11,7.008908656069838e-33,4.136562409666639e-21,3.738620497053196e-29,1000.0,4.848587475178493e-47,8.368716489227072e-21,3.3069672230672845e-07,199.99999996260192,3.249831200016195e-07
