milliseconds,AcanmRNA,ADAMTS5,AGEprod,Alk1,Alk1_Alk5,Alk5,Alk5_dimer,Bax,Bax_Bcl2,Bax_Bcl2_Beclin,Bax_Bcl2_Beclin_I,Bcl2,Bcl2_Beclin,Bcl2_Beclin_I,Beclin,Beclin_I,Caspase_A,Caspase_I,Col2mRNA,DamP,IkB,IkB_NFkB,IL1,Lys_A,Lys_I,MMP13,MMP2,NFkB,NFkB_P,p38,p38_P,proMMP13,proMMP2,RAGE,ROS,Runx2_A,Runx2_I,Smad1,Smad1_P,Smad1_P_Smad4,Smad2,Smad2_P,Smad2_P_Smad4,Smad4,Smad7,SOD,Sox9,Sox9_A,Sox9mRNA,Tgfb_A,Tgfb_Alk1_Alk5,Tgfb_Alk1_Alk5_Smad7,Tgfb_Alk5_dimer,Tgfb_Alk5_dimer_Smad7,AggFrag,Aggrecan,Aggrecan_Collagen2,ColFrag,Collagen2,Integrin,Tgfb_I,IntegrinCount
0,-6.474678435706751e-23,4.123272445057922e-15,-2.1068870454573006e-08,499.5271822617406,-1.0124785043403082,501.3171591966341,-1.212701302207893,1.7129722597861993e-05,89.99721136623425,10.001104216058735,-1.5834079020809645e-11,30.01133832680632,25.014447671951554,1.7033376971042952e-11,74.98766492723715,2.1833699662420165e-09,4.3368478365027084e-07,100.00000036536632,-4.7854174021441307e-20,7.00171269149011e-05,-5.390079746665165e-12,100.00000288193412,-2.386299424768195e-11,40.00000222145004,359.99999923922263,-1.82345105495359e-20,-9.3749495242722e-24,-3.6127729870007495e-06,-2.5010968963344586e-10,99.99906300581958,0.0002903855804288405,-7.494662088410356e-16,-1.2191262758096295e-16,3.6561677339789113e-10,2.0000467894054874,-5.693902782177746e-16,100.0,600.0000000000003,-1.4775934620417825e-13,8.087745942169955e-15,599.9999999999983,-1.5809964492042811e-12,6.610445816962329e-14,600.0,-8.282895202114125e-20,2.0002938636427534,99.99999996173442,-1.6361412900773366e-17,10.000144929630606,-5.52937188848307e-10,-2.6293694231506922e-11,-4.085603045637008e-29,4.597852647427565e-11,1.510801731687135e-32,-4.835346043273235e-21,4.742411974476687e-29,1000.0,-8.386781819798882e-47,6.311869436252349e-22,7.630598395479916e-09,199.9999999900375,2.3912315732220805e-08
100,-3.2819946781291936e-23,-9.566789113829935e-15,1.7634133970451538e-07,498.5992482077429,1.2638889545094711,496.48518250509176,1.8111866310713367,0.003307152410298346,90.00695769043858,9.984492526902526,6.579424690289466e-12,30.012837257496393,25.015101321593015,1.515724632259211e-11,74.99873949759105,4.970679911035672e-09,2.849245648446567e-07,100.00000051743939,-2.454867365166597e-20,-3.1099543692667474e-05,3.234184368919258e-13,99.99999560640767,-7.574970825285278e-12,39.99999352759933,360.0000107662808,5.103771410554516e-20,-1.0657222282105123e-23,3.418466338029508e-05,2.282873018340455e-09,99.99845213410796,0.0005063858930817382,2.355038727881566e-16,-1.2817132886901838e-16,4.84958735738062e-11,1.999843875681209,1.4466511028736695e-16,100.0,600.0,1.9770585901828733e-13,-6.10595437473059e-16,599.9999999999981,1.5590006158611772e-12,-6.341712026078392e-14,600.0,-1.5193846939790357e-19,2.0000694169919737,99.99999982377471,-1.4690775111110988e-17,9.999982314022557,1.3358444559062425e-08,-1.986576834856376e-11,-9.653578156105736e-29,-4.1917751886411336e-11,-1.627999290718035e-33,1.0660855376285608e-20,-2.800209966463069e-29,1000.0,8.398827013982421e-47,4.211329520545014e-21,-1.8026640430767656e-10,200.0000000024979,3.545089054877317e-08
200,-8.013174301752627e-23,-1.7778827801059167e-15,1.7674480638416814e-07,497.5062533756234,2.488152961927011,491.7130980042578,7.034328274437528,0.0033054593033626433,90.00548278886069,9.977791092516464,-5.961464193458413e-12,29.955832330296357,25.046320421146667,7.110194665473771e-12,74.98525082034922,1.1436082495451445e-08,-4.509831792371404e-07,100.00000041648833,-3.52799928890509e-20,0.0006870684235160299,2.885973936023319e-12,99.99997441249712,1.2611185712746517e-11,39.999989817747114,360.00000232794514,-3.671527213869735e-20,9.794089778131586e-24,5.509234505748612e-05,1.5228562272429347e-09,99.99805012592694,0.002572908243397294,-2.0282219998255134e-16,1.2646034667262372e-16,-1.5863483364121745e-10,1.9997913129512557,3.741715555839934e-16,100.0,600.0000000000003,2.356423503497866e-13,1.0570721994978997e-16,600.000000000002,-1.7014920840866885e-12,-2.5466671473653656e-14,600.0,6.499070031511321e-20,1.9994401289704264,99.99999988301298,-2.729399652599494e-17,9.99985959597558,-1.768748762501669e-08,2.8990474180362797e-11,-1.2292678427265844e-28,-2.175868762399513e-11,-5.386830184974234e-33,-6.427222363437639e-21,-3.687675830408218e-29,1000.0,-1.839179759325382e-47,3.31921840785282e-21,1.218041369240987e-07,200.00000000812824,6.290780288711005e-08
300,-4.4892309758514513e-23,1.520593349438052e-16,3.0160553948419053e-07,497.25962798951747,4.7932894692517305,480.5094506234564,5.014401297651284,0.0033121470737512465,90.02127878528715,9.977959248903915,1.4345764327549322e-11,29.95010842135129,25.073872943058788,1.697056170166048e-11,74.97990003538209,7.919446345894207e-09,5.718528429262566e-07,100.00000023612174,4.215774591713495e-20,0.0003777027791568593,-4.41417294903912e-12,99.99993733224586,2.3644689316681216e-11,39.999987080462034,360.00000754442027,9.741270654331005e-21,-7.671400005680437e-26,3.2105115737475856e-05,-1.0405487216107103e-09,99.99564980826291,0.008145217804165009,3.065771088357529e-16,-9.805026798860377e-17,2.3529326079869646e-10,1.9998138336604439,-5.072261177769686e-16,100.0,599.9999999999997,-5.5231161704325865e-14,6.295999774610699e-15,600.0000000000008,-5.64471827420121e-13,-2.993512906092747e-15,599.9999999999999,-4.66185995399705e-19,1.9994861461690496,100.00000004904517,-1.8294929615204723e-17,9.999648175606175,2.127728246895773e-08,-2.616607786222752e-11,7.880819061177248e-29,-7.705640574740578e-11,-1.1558562355324498e-32,1.3949079683857254e-21,2.8624893078048666e-29,1000.0,-1.2746393285642656e-47,-8.014640366856224e-21,6.964168706856107e-08,199.99999999430798,1.0539932348862494e-07
400,-1.9846875475183854e-23,3.748047050840963e-15,2.6653618241943406e-07,495.33222175939744,4.589553555099915,473.1877680213931,7.8693536676372755,0.003387212916203929,90.02890494255452,9.97278894921248,1.1198892251016407e-11,29.879165053886975,25.057978866725787,-1.84552763202978e-11,74.94873660515495,1.1076683229297039e-08,-3.253088652645158e-07,99.99999939956642,3.851014805570871e-20,0.0008162875280845614,3.721348647071636e-12,99.9999059757107,2.1430045124034448e-11,39.99998154169183,360.0000162952615,-3.9658439261221715e-20,-8.36444580537122e-24,9.159782984814534e-05,2.9227957926301183e-09,99.99031589850688,0.006816431956856312,-4.398647742115181e-16,1.3294180184931601e-16,1.4079868050869597e-10,1.999744193726713,5.579334500083525e-16,100.0,599.9999999999998,-2.2553900398925758e-13,3.337498381418327e-15,599.9999999999999,-1.2083882585461753e-12,2.192619363771249e-14,600.0,-3.4025641950947655e-19,1.9993346901656202,99.9999998814725,1.1953938800994459e-17,9.999471914965408,1.5023753340425698e-08,-1.7718401290300185e-11,-2.213049529728009e-29,8.081758908920507e-11,4.9118639116599613e-33,-1.0447445038910591e-21,-1.1679655903849685e-29,1000.0,-5.923610227268851e-47,-3.480348657264611e-21,1.6492169009317938e-07,200.00000000169996,1.1140492834289552e-07
500,6.922239209183294e-23,-5.0534865338237396e-15,5.694703453474891e-07,494.5012414487506,5.7450755617775,465.27084824855154,11.586974119911007,0.0033128818513636013,90.0382263529873,9.97432633189633,1.2770222699586826e-11,29.89435675709502,25.079718741381825,-1.3494536803642664e-11,74.95115921128712,1.8767146065094745e-08,4.4607104513779686e-07,100.00000018941117,5.1557163007035966e-20,0.0009514181585668152,3.3445854442043386e-13,99.99990963342763,3.1420363747167085e-12,39.99998456557895,360.00001695095506,-2.474055247403906e-20,-3.318058201500854e-24,7.909978090650773e-05,-1.302274751189329e-11,99.98933647686636,0.008404264521283945,-8.481555859351085e-16,-1.0386832742128523e-16,4.0579199493493935e-10,1.9996876462896114,5.10198622251823e-16,100.0,599.9999999999998,2.964226550267605e-13,5.408371960511281e-15,600.0000000000009,1.5542852940029413e-12,1.4042572842059965e-14,600.0,3.3009404971830774e-19,1.99901556507128,100.00000009830121,2.9020399439162565e-18,9.999456870744138,1.7342881178123088e-08,8.46172780666338e-12,1.1426539876777304e-28,-2.5790597625442697e-11,-3.36551243347826e-33,-1.137090216082147e-21,1.9929736433424077e-29,1000.0,7.864024365579349e-47,8.849883272764154e-21,2.420322315272537e-07,200.00000001456422,2.034485292317414e-07
600,-6.596204816177378e-23,5.26719282898051e-15,6.942746310859426e-07,492.66146112116047,7.8482893180972715,464.60396773860583,13.930108281680063,0.0033044072403914386,90.04273932224618,9.95479888690462,2.247845831487806e-11,29.87160600778539,25.104385834346708,4.2402065633131977e-11,74.94530116405204,2.5197422751890312e-08,-1.8967547725093139e-07,99.99999987897776,2.708582219826831e-20,0.0012378742731993832,-2.9489197615203434e-13,99.99989804635482,2.5605694722056395e-11,39.99997834714711,360.00002810684305,5.61727973713351e-20,7.367938733016362e-24,0.0001034920400422439,1.788414929497788e-09,99.98896225337725,0.010628203864648992,-1.7890685653337497e-16,3.921828776224832e-17,1.3600424464856811e-10,1.999594302501045,-7.23874644941757e-17,100.0,599.9999999999997,2.3948549532849204e-13,-4.526305762992524e-15,600.0000000000011,1.8080793777915471e-12,5.916735326237952e-14,600.0000000000001,-5.443919170358868e-19,1.998535828815401,100.00000007836539,1.849874122592024e-17,9.99934302785196,2.121829407347871e-09,-3.751150929922625e-12,1.2107066577608646e-28,-5.6253749248372636e-11,1.1091247459970801e-32,4.2949877688100565e-21,-9.205690585235247e-30,1000.0,-7.454750517684068e-47,-7.528290044472734e-21,2.545617402681473e-07,199.99999999651158,2.821648765908041e-07
700,-2.5284305579305754e-23,8.949734810474019e-17,7.512777459472601e-07,491.9205476371407,8.263631445892393,464.79902387340724,17.26774067244814,0.003363444699181871,90.03682400780643,9.948266981463812,-1.79059214982969e-12,29.8504049376524,25.126455336232713,2.847111434190994e-11,74.93665722555387,3.123192853661385e-08,7.666888008591735e-07,99.9999994301173,-1.9305848761394247e-20,0.0012960387146723365,-5.3160226622139556e-12,99.99985776232496,-2.0735335530973678e-11,39.99997151442123,360.0000306225156,2.4788335191092723e-21,9.03280071272971e-24,0.00011638545130084684,-1.1521126292051696e-09,99.98780778512308,0.013810712875863874,5.946424032514642e-16,-5.0696992323637574e-17,3.4609817722580707e-10,1.9995359792714458,4.663577265042282e-16,100.0,600.0000000000001,3.464409298128347e-13,7.813819465164324e-15,600.0000000000019,5.027222660558331e-13,6.98077904882067e-15,600.0,-2.356470651475945e-19,1.9986063959428468,99.99999988318511,2.6178507980927145e-17,9.999432174365415,2.6081831541150077e-08,-8.363297849196825e-12,3.0844312833379557e-29,3.580519159676456e-11,-1.465590119351442e-32,-2.35078548219028e-21,-5.124181436365256e-29,1000.0,-1.9930588143319274e-47,2.364977498522207e-22,2.639199056632529e-07,199.99999997085672,3.1600038756968233e-07
800,-5.17473267948736e-23,4.632585616504182e-15,8.868124595243283e-07,490.0040109835035,9.392369560264376,457.83779838170517,16.529832818527716,0.0033798672659526192,90.05342923732381,9.94849938208488,1.2159401889310226e-11,29.762944649548462,25.1138469180099,9.499780612118686e-12,74.91143296350064,2.5013660778530427e-08,7.487211625799226e-07,99.99999918779054,-5.36204370327964e-20,0.0015947070091311792,-2.6311553361033306e-12,99.99982464589785,2.096160500993877e-11,39.99996624256054,360.00003549063564,3.104288810125754e-20,3.1454484336639205e-24,0.0001501324696865887,-2.881825626776359e-10,99.98152396063412,0.014779030624467216,4.598939873215604e-16,1.2164442101556576e-16,-6.298731045247133e-11,1.9994284946665446,-3.0275251399752244e-16,100.0,599.9999999999999,1.4080241096138226e-13,-1.2106266781750085e-15,600.0000000000014,8.92965952173592e-13,-9.163096370543805e-14,600.0,-1.2933759265354892e-19,1.9984117505852117,99.99999992235526,5.840419341333833e-18,9.999155196480087,7.97470839209971e-09,-2.0341724835337396e-11,-1.0224115761114764e-28,-5.248931197128234e-12,-9.435698344078622e-35,-6.610197589909558e-21,-1.5144132500023262e-29,1000.0,-3.652210875801628e-47,2.016879900428786e-21,3.675173661810515e-07,199.99999995879296,2.879807227620386e-07
900,-5.948345194454849e-23,6.950992187689526e-15,8.036186177088989e-07,489.42852927463224,9.369872700733548,451.7807087751066,22.085222554701023,0.0033874979565639675,90.0674109889402,9.934370529119873,3.888862152195508e-11,29.756399118313876,25.148625215536708,2.179384056397123e-11,74.9187438330361,3.295621452365425e-08,7.119522959635516e-07,99.9999996507482,-4.796540338452792e-20,0.0017517570644424336,-1.4735343179370434e-12,99.99983542688112,9.149858661954889e-12,39.999958008166736,360.00003487558155,-5.604739010085883e-20,-8.689739313237837e-24,0.0001805353710566141,1.2552487061264261e-09,99.97986562327746,0.01772501515460025,2.9422770579758494e-16,1.0060390952207174e-16,2.0225671910305888e-10,1.9994838219454742,4.493040063535583e-16,100.0,599.9999999999998,2.149725635974476e-13,-4.758157737742528e-15,600.0000000000008,-3.436916448643783e-13,8.566290404770182e-14,600.0000000000001,-2.092558157119075e-19,1.9983073716732318,99.99999977739895,2.845291502958829e-17,9.99925512879312,2.2618530951801342e-08,2.9478713741211206e-11,1.2333434040185637e-28,-3.28939391665129e-11,-1.2630620326472884e-32,-5.008496226699231e-21,5.458899185178823e-29,1000.0,9.37838277211896e-49,8.905701517219149e-21,3.9050384640108655e-07,199.99999996908048,3.680995837490424e-07
