milliseconds,T,I,V,N,H
0,0.2,0.071,0.12,0.1,0.18
100,0.20085306133958636,0.07401511893528594,0.1179625132024412,0.1014735173410691,0.1818169748571303
200,0.2017010287472891,0.07695984009855168,0.11600072175046114,0.10291115624989498,0.1836703440995357
300,0.2025440972643763,0.0798356551646576,0.11411259584553747,0.10431284316045582,0.18555992753842362
400,0.20338247894123135,0.08264421434316063,0.11229589894659689,0.1056786368858622,0.18748545194975705
500,0.20421637719993793,0.08538705448068158,0.1105485121089674,0.10700863455112485,0.18944665660735585
600,0.2050460141828981,0.08806580274696969,0.1088681533504647,0.10830298397044587,0.19144325938873905
700,0.2058716065648099,0.09068198686682272,0.10725263755289935,0.10956187603535705,0.1934749885602522
800,0.20669336771747587,0.09323706861963302,0.10569984393072931,0.11078553224073061,0.19554157867046057
900,0.20751150834672438,0.09573244403975158,0.10420771508478582,0.11197420843034994,0.19764276968563543
1000,0.20832623651030885,0.09816941761249923,0.10277428010263626,0.11312821444030755,0.1997783073685269
1100,0.20913776235797532,0.1005493439713251,0.1013975196477104,0.11424783428303639,0.2019479333724376
1200,0.20994629130181605,0.10287341370732576,0.10007557573665903,0.11533344735916279,0.2041513992857341
1300,0.21075203148508595,0.10514289384214363,0.09880651517147496,0.11638539148540464,0.20638845123035063
1400,0.21155518689260858,0.10735890227843892,0.09758856142756003,0.11740408929876328,0.20865884299207027
1500,0.21235596248523264,0.10952257692202273,0.09641991461387346,0.11838995493669947,0.21096232690556624
1600,0.21315456143214428,0.11163498355090623,0.09529886414521876,0.11934343986906126,0.2132986563741087
1700,0.21395118612756406,0.11369715051257868,0.09422373291687226,0.12026502036916904,0.21566758724334198
1800,0.21474603866113873,0.11571008903700283,0.09319288390295062,0.12115517650789877,0.2180688729325194
1900,0.21553931982875527,0.11767475322402582,0.09220473573730076,0.12201442355556605,0.22050226973690235
2000,0.21633123040995597,0.11959209190765353,0.09125773515452436,0.12284327238531167,0.22296753086451732
2100,0.21712197009397957,0.12146300476158746,0.09035038187104576,0.12364226318196836,0.22546441134810996
2200,0.21791173831549251,0.12328837760336298,0.08948120981119335,0.12441193579030436,0.22799266362210746
2300,0.21870073374019117,0.12506905996586684,0.08864879800530667,0.12515285012204844,0.23055204065183554
2400,0.2194891546097406,0.1268058811280433,0.08785176445850774,0.12586556909170274,0.23314229317957455
2500,0.22027719854087616,0.1284996403232491,0.08708876914926326,0.12655067014934962,0.23576317163987298
2600,0.22106506286806132,0.13015112267299364,0.08635850737282007,0.12720872687153856,0.2384144231797014
2700,0.2218529442191959,0.13176107976851528,0.08565971853833652,0.12784033106963416,0.24109579520266353
2800,0.22264103865221335,0.13333023590736182,0.08499118330869385,0.12844608570227456,0.24380703423447886
2900,0.22342954227863443,0.13485931532075915,0.08435170811122202,0.1290265763928862,0.24654788148918258
3000,0.22421865051746548,0.1363490096331093,0.08374014374511653,0.12958240539468624,0.2493180781520069
3100,0.22500855805987444,0.1377999763234042,0.08315538626636117,0.13011419319257325,0.2521173656283029
3200,0.2257994598655453,0.1392128780973496,0.082596351648813,0.13062253764395634,0.25494547906288323
3300,0.22659155068719317,0.1405883643791233,0.08206198790299121,0.1311080331758065,0.2578021503950095
3400,0.22738502419785334,0.14192703886344335,0.0815512974622092,0.1315713043839455,0.26068711376116266
3500,0.22818007428441106,0.1432295087477173,0.08106330164221753,0.13201295545613023,0.26360009747318625
3600,0.2289768949942528,0.14449638354945882,0.08059704034872867,0.13243357167966122,0.26654082433878257
3700,0.22977567931201678,0.1457282252992206,0.08015161242590568,0.13283376948695858,0.2695090192871826
3800,0.23057662033346416,0.1469255953968687,0.07972613645672659,0.13321414920660204,0.27250440211720295
3900,0.2313799115379277,0.14808906225243093,0.07931974001435034,0.13357528676790073,0.27552668604080854
4000,0.23218574538621573,0.14921915313535636,0.07893161047164866,0.13391778368220014,0.2785755857971809
4100,0.2329943143974358,0.15031639099226585,0.07856095586819582,0.13424222882308262,0.2816508114372233
4200,0.23380581159539374,0.15138130651533094,0.07820698650965716,0.1345491858523366,0.28475206606519476
4300,0.23462042907161337,0.15241439543972948,0.0778689715727476,0.13483923764138694,0.28787905349247267
4400,0.23543835897983337,0.15341614809697107,0.07754619993040518,0.13511295552837285,0.29103147294058185
4500,0.23625979394379876,0.15438705964300087,0.07723796323730427,0.13537088950453086,0.2942090172008966
4600,0.23708492593597216,0.15532760001775867,0.07694360157615053,0.13561359802983414,0.29741137803119144
4700,0.2379139468867358,0.15623823026630698,0.076662478657811,0.13584163183400016,0.30063824322366706
4800,0.23874704913299324,0.15711941315833433,0.07639396396594349,0.13605552421855185,0.303889294750872
4900,0.23958442473612696,0.15797159675885392,0.07613745998630095,0.13625580625363215,0.30716421164643426
5000,0.24042626554072694,0.1587952158334915,0.0758923998648264,0.13644300548442434,0.3104626697590561
