milliseconds,IL1b,IL1Ra,Anakinra,Proinsulin,Insulin,TigB,B,f,Anakinrasc,Glucose,a1c1,rbc1,a1c2,rbc2,a1c3,rbc3,a1c4,rbc4,a1c5,rbc5,a1c6,rbc6,a1c7,rbc7,a1c8,rbc8,a1c9,rbc9,a1c10,rbc10,a1c11,rbc11,a1c12,rbc12
0,0.05,25.0,0.0,6.5,50.0,0.29,100.0,0.0427776,0.0,5.0,0.09886955509795857,8.651128798466713,0.21396431505456867,8.536032501837244,0.3327193053002429,8.417278532382635,0.45086016747084917,8.299140146450867,0.5674987002300923,8.18250067401462,0.6825165921272481,8.067482914191363,0.7959199789037287,7.954080956169795,0.907729229535187,7.842274139003471,1.0179654080978104,7.732036430644338,1.1266560418651461,7.623344490933998,1.2338172354394643,7.516182869208798,1.3394707382150253,7.41052927730895
100,0.05,25.0,0.0,6.507349534499581,50.00216591850586,0.28987516478367503,99.99999999870894,0.04132558129164135,0.0,4.999999926335421,0.09852045423309665,8.65147791896971,0.21340854325529335,8.536588292083994,0.3321072380517291,8.41789058756668,0.45024375095458163,8.29975653335839,0.5668889841597685,8.183110401114472,0.6819152094602879,8.068084295349834,0.795327021262228,7.954673896760376,0.9071446075780415,7.842858731832134,1.0173890206195964,7.73261283619377,1.1260877082583967,7.62391284022695,1.2332569093761807,7.516743200473454,1.3389183047145725,7.411081711903706
200,0.05,25.0,0.0,6.5143365397224064,50.00421616753047,0.2897563761816474,99.99999999741792,0.03994389365722747,0.0,4.999999712554472,0.09817552954074867,8.65182286306713,0.21285530457780713,8.53714154922155,0.33149591391816347,8.418501899997969,0.4496274497504617,8.300372805164358,0.5662792475217505,8.183720148301111,0.6813137851617378,8.06868571828553,0.7947340199587726,7.955266881198329,0.9065599422092296,7.843443368217018,1.0168125901509326,7.733189284174445,1.1255193330383764,7.6244812311578,1.2326965414931865,7.517303573682418,1.3383658300038384,7.411634187758304
300,0.05,25.0,0.0,6.520976571437696,50.00615565178004,0.28964337916950156,99.99999999612689,0.03862957076982352,0.0,4.9999993651810595,0.09783475127960131,8.652163660501925,0.2123046282864919,8.537692243982804,0.33088535659995205,8.41911244597368,0.44901127162954074,8.300988954100342,0.5656694918093574,8.184329914087012,0.6807123192886848,8.069287182934906,0.7941409748161994,7.955859909661129,0.905975233225399,7.844028048362571,1.0162361164882874,7.733765774795472,1.1249509159967959,7.625049663928338,1.2321361315995047,7.517863989026031,1.3378133138854607,7.412186705071173
400,0.05,25.0,0.0,6.527286298211518,50.00798964021841,0.2895358996487642,99.99999999483583,0.037379424444110285,0.0,4.999998891163645,0.09749807138427376,8.652500359342135,0.2117565324708692,8.538240358275452,0.3302755870184369,8.419722204568435,0.4483952241673156,8.30160497259255,0.5650597187011507,8.184939696801553,0.6801108120971269,8.069888689034906,0.7935478858475933,7.956452982135127,0.9053904806095336,7.844612772286283,1.01565959961232,7.734342308084249,1.124382457103528,7.6256181385621105,1.2315756796832547,7.518424446514921,1.33726075633867,7.41273926386393
500,0.05,25.0,0.0,6.5332817670340395,50.009723212891224,0.2894336733464332,99.99999999354479,0.03619038078086289,0.0,4.999998297197747,0.09716544152883198,8.652833007916371,0.21121103439230063,8.538785874835387,0.3296666261748115,8.420331154776944,0.44777931514887387,8.30222085285752,0.5644499299616118,8.185549494688244,0.6795092638666256,8.070490236298996,0.7929547530738202,7.957046098598799,0.9048056843495805,7.845197540000661,1.0150830395082504,7.734918884063648,1.1238139563328666,7.626186655078349,1.2310151857368157,7.518984946155369,1.3367081573471211,7.413291864153745
600,0.05,25.0,0.0,6.538978895144246,50.01136141529576,0.2893364377865756,99.99999999225375,0.03505938678428257,0.0,4.999997589930569,0.09683681195953457,8.653161655981128,0.21066815122788643,8.539328776482717,0.3290584958631174,8.420939274800922,0.4471635528257389,8.302836586645352,0.5638401274979419,8.186159305848125,0.6789076749067525,8.071091824410528,0.7923615765208245,7.957639259025441,0.9042208444345265,7.845782351517179,1.0145064361618508,7.735495502756233,1.1232454136592867,7.626755213496009,1.2304546497531335,7.519545487952979,1.3361555168949764,7.413844505957292
700,0.05,25.0,0.0,6.544392532915162,50.01290896242658,0.28924394768644357,99.9999999909627,0.03398358944250301,0.0,4.999996775570527,0.09651213395533834,8.653486352260146,0.2101278990732091,8.539869047119161,0.3284512176640821,8.421546543055443,0.44654794559367783,8.303452165561808,0.5632303132996102,8.186769128299822,0.6783060455499343,8.071693453030266,0.7917683562196531,7.958232463383162,0.9036359608549692,7.846367206845676,1.0139297895599957,7.7360721641833035,1.1226768290585338,7.6273238138330335,1.2298940717258657,7.520106071912582,1.3356028349675457,7.414397189290057
800,0.05,25.0,0.0,6.549536793861499,50.01437033972815,0.2891559697046682,99.99999998967165,0.03296027464066416,0.0,4.999995860021663,0.09619135970614297,8.653807144566173,0.20959029324951386,8.540406671420856,0.3278448129094728,8.422152938204594,0.4459325019041263,8.304067581156913,0.5626204894031664,8.187378960014742,0.677704376143048,8.072295121804721,0.791175092204734,7.9588257116366385,0.9030510336025576,7.846952105994922,1.0133530996902547,7.73664886836531,1.1221082025072087,7.627892456106708,1.229333451649073,7.520666698038568,1.3350501115508653,7.414949914166767
900,0.05,25.0,0.0,6.55442509733423,50.01574981672029,0.2890722817323609,99.99999998838061,0.03198685891535326,0.0,4.9999948489015065,0.09587444210737386,8.654124080006394,0.20905534833843456,8.540941634803614,0.3272393027791346,8.422758439064415,0.44531723031494935,8.304682824874194,0.5620106579079766,8.187988798901376,0.6771026670508933,8.072896830362676,0.7905817845144417,7.959419003746543,0.902466062670042,7.847537048972572,1.0127763665408716,7.737225615321922,1.1215395339826915,7.628461140333714,1.2287727895172122,7.521227366334889,1.3344973466316656,7.415502680601429
