milliseconds,Uninfected_Tumor_Cell_U,Infected_Cancer_Cell_I,Oncolytic_Adenovirus_V,Tumor_targeting_T_cells_T,Naive_T_cells_A,Dendritic_Cells_D
0,57.414042,0.0,2.5,0.0,0.0,0.0
100,59.048969540988004,0.21458247424045887,2.0177657879692887,0.015971834833171307,0.0,0.0
200,60.77252147993485,0.36951645345226763,1.6833513525462995,0.057050554265325966,0.0,0.0
300,62.569295824896955,0.4826178296168398,1.4530211141764158,0.11533414065368074,0.0,0.0
400,64.42870531925652,0.5663384975670644,1.2960095422951365,0.18529089628484857,0.0,0.0
500,66.34368633551023,0.629406967815166,1.1906600918262056,0.2630480091991878,0.0,0.0
600,68.30971392419437,0.6779536536070971,1.1217244733203209,0.34589688357944753,0.0,0.0
700,70.32407448388638,0.7162915979160623,1.0784627329249024,0.43194651559921726,0.0,0.0
800,72.38534076512063,0.747458630485507,1.0533102902465408,0.5198810028151787,0.0,0.0
900,74.4929978098593,0.7735962293924513,1.0409400619695042,0.6087892398454473,0.0,0.0
1000,76.64717731877099,0.7962164502910902,1.0375985972799624,0.6980445165663027,0.0,1.0
1100,78.79017999019928,0.8155073629474469,1.0405568474775981,1.260507820105958,0.0,0.9656054352906768
1200,80.86798605308071,0.8315436031848217,1.0476100213852328,1.7898127022632209,0.0,0.9323938515235086
1300,82.8866392381979,0.8451153758654805,1.057152982201713,2.2872611273415524,0.0,0.9003245599819568
1400,84.85208486422796,0.8567949435898429,1.0680986147271476,2.754185913642458,0.0,0.869358282733157
1500,86.7701183924958,0.8670045890014636,1.0797106339561493,3.1919247564059794,0.0,0.8394570702268755
1600,88.646350395039,0.8760574984086456,1.091502569348583,3.601802315292921,0.0,0.810584288746297
1700,90.48619436136588,0.8841878303644616,1.1031642376161288,3.9851187719506718,0.0,0.7827045746224847
1800,92.29486770396774,0.8915746864879732,1.1145037556885102,4.343141857458542,0.0,0.7557837744847289
1900,94.07739417021146,0.8983588301139229,1.125407269934976,4.677101289291519,0.0,0.7297889043681668
2000,95.83861472092147,0.9046514381952372,3.6358183761813625,4.9881864672915075,0.0,0.7046881169901699
2100,97.33466345702612,1.1108305124074853,3.161483733780472,5.292501370132674,0.0,0.6804506831972683
2200,98.79050303296934,1.2571647834819746,2.831093689194663,5.599350027119861,0.0,0.6570468661072615
2300,100.20401434035465,1.3611380361230012,2.6015649317213034,5.9019386116490455,0.0,0.6344480124445449
2400,101.5755671574804,1.4350719107729724,2.442659214313725,6.195775127476346,0.0,0.6126264371403917
2500,102.90710677090445,1.487687919143333,2.333088547355544,6.477962238491119,0.0,0.5915554057876327
2600,104.20154057539678,1.5251516312427964,2.2579074696864074,6.746724078108062,0.0,0.5712091037413753
2700,105.4623196608561,1.5518239625615629,2.206637241728559,7.001065914494399,0.0,0.5515626043896096
2800,106.6931624517871,1.5708007164873532,2.17192031034591,7.240530051247698,0.0,0.5325918382024545
2900,107.89789187986271,1.5842741724516756,2.1486203759630893,7.465032665027073,0.0,0.5142735636332934
3000,109.08032379788689,1.5938069146050733,2.133141917859501,7.674740552677826,0.0,0.4965853385050703
3100,110.24420973831724,1.600513932716241,2.1229791331482453,7.869989615915786,0.0,0.4795054925045548
3200,111.39321113547253,1.605187452735233,2.116407822553075,8.051229398824647,0.0,0.4630131007267067
3300,112.53087386889923,1.6084003976750165,2.1122297750140633,8.218977216067907,0.0,0.4470879579437474
3400,113.6606221032717,1.6105723425035432,2.1096106770489587,8.373789317781348,0.0,0.431710553756667
3500,114.7857670757336,1.6120021552104156,2.1080008621210427,8.516247168009762,0.0,0.41686204896864737
3600,115.9095055229955,1.6129104907996028,2.1070310612732537,8.646939193410914,0.0,0.4025242523439464
3700,117.03492263588075,1.6134650590948652,2.106450786963865,8.766450298080565,0.0,0.38867959826365306
3800,118.16500306176371,1.613791329158302,2.106103011514751,8.875357990973491,0.0,0.3753111252903963
3900,119.30263507598809,1.613984848982962,2.10589439962857,8.974227708279885,0.0,0.36240245538603133
4000,120.45061796182073,1.6141189651488512,4.60577699952087,9.063610211638716,0.0,0.34993777412055754
4100,121.3472602914561,1.8085044421765957,4.120639050277601,9.15856797010652,0.0,0.3379018275296387
4200,122.19927930070902,1.943308065527287,3.778532191778651,9.267396183316194,0.0,0.3262798350375042
4300,123.01543113398033,2.0361351248102877,3.5366599022566576,9.382760510655084,0.0,0.31505757581226224
4400,123.8027645899188,2.0993890020799486,3.3650223605458827,9.499665016587409,0.0,0.30422130160919875
4500,124.56716471128975,2.141828846373174,3.2425373895218637,9.614740652705985,0.0,0.2937577364751389
4600,125.31366187493731,2.1696164487207907,3.154453731496868,9.725770020464887,0.0,0.28365406140954275
4700,126.04664850221074,2.1871100010075963,3.090400450269175,9.831328510999624,0.0,0.27389789803372633
4800,126.77001614991879,2.1973790060370098,3.043127312269969,9.930552299291863,0.0,0.2644772937232809
4900,127.48726091911026,2.202583866533362,3.0075792410890525,10.022967812680804,0.0,0.25538070712175803
5000,128.20156516289867,2.204253902742602,2.980220033909125,10.108367131151406,0.0,1.2465969939422084
