milliseconds,T,T_i,V_I,V_NI
0,179594.1865829342,1671.9908261164635,134415.53105564739,-96.53777601535053
100,179358.80177482162,1680.123294517445,131107.37119190107,3573.0061006119595
200,178434.4794956083,1662.4480030577458,127605.13663793229,6092.722284671617
300,177779.7099401288,1658.0492213109862,125373.95773402257,7983.872921646925
400,177844.25680144064,1652.8483798505688,123544.42099251965,9263.668901840674
500,177046.82241547498,1651.0991546323185,122412.89560797077,10243.888693005363
600,176034.46828784441,1633.9875929014129,122189.72819401872,11089.328315558701
700,175375.77532478745,1628.7830068148453,120836.1979582629,11607.51807749255
800,175316.90253713517,1614.81795087606,120163.22559335401,11990.115596324935
900,174255.36860115652,1609.2069140086871,118484.0468490208,12282.007044554828
1000,174066.34785751367,1600.9547619378666,118689.17978283518,12359.660477980799
1100,173362.1293214703,1592.848799469329,117744.9069506208,12457.94619072396
1200,172827.21379984936,1589.4315443555752,116356.85344055825,12514.584219307619
1300,171986.72192405575,1578.2770667313055,115203.10326186754,12635.090857008654
1400,171931.9058784446,1571.0270092657584,114683.7321624709,12575.753969219728
1500,171410.686576139,1552.8671255094816,113909.87276617574,12634.172741758042
1600,170414.59388850888,1541.7578591327367,113022.22291396647,12457.548347400367
1700,169860.38997182372,1528.7220981204805,112645.85851915789,12380.44480001177
1800,169215.49360493958,1528.4971602018193,112423.01729261785,12386.37150904444
1900,168627.96014119158,1515.613637480798,110642.14725771335,12269.276810381993
2000,168303.5113113427,1501.1519419127176,110653.34117903438,12235.459355584233
2100,167614.651775304,1487.9784098970413,109954.55396272393,12167.38478102994
2200,166801.50443650148,1472.5934409108754,108911.17408638925,12101.039199913042
2300,166461.1360873402,1469.3673794023432,107791.28316394695,12073.886262029939
2400,165943.05749653597,1459.9767064471105,107309.70945385592,11820.40728993801
2500,165238.03904535028,1448.908615490432,106372.46829823278,11783.03531779458
2600,164558.76631595762,1428.0690574390037,105041.32645164207,11724.020597770716
2700,163982.92156201677,1420.4724239935817,105236.16777780566,11668.132414912625
2800,164016.37737019378,1413.8135253290795,103722.25216297132,11583.234473195183
2900,163521.55659085358,1401.399847989759,103476.34922931914,11449.226379846288
3000,162616.99927212947,1380.1015545005755,102540.40572661198,11283.539988593495
3100,162341.72179387207,1375.201101769813,101433.02397473608,11191.735822409648
3200,161580.9260524239,1361.6108737007949,100858.5585345542,11065.595678729229
3300,161087.3782103116,1350.373253453251,100116.19137170452,11099.667032194264
3400,160089.48358549754,1327.5142105258365,99508.02188710161,10880.661682483156
3500,159896.43273697357,1317.481184709051,97619.54866919163,10985.15413042734
3600,159063.68539676667,1310.7792022337155,97617.89544560135,10805.362623536894
3700,158673.36395473877,1289.4026145995704,96360.37644708715,10787.08921548523
3800,158368.28007223416,1278.4406812895638,95340.5310716727,10685.714912308305
3900,157776.75298310167,1263.2828276207188,94033.47232733964,10519.48791994923
4000,157540.81445150066,1254.8419291852372,93660.03877430527,10489.958476882366
4100,156965.5632073565,1250.829029968987,92440.19790405167,10299.760372839213
4200,156430.8593285327,1240.450661725641,91938.0166228438,10300.95025263948
4300,155319.59221659155,1219.0337612903872,91534.53129765314,10162.633140250764
4400,154950.86298472935,1211.6574151841248,90537.24236535034,10020.400079325793
4500,154600.80194153613,1197.1092766137572,89647.63610567043,9910.758221668622
4600,154007.47292902597,1176.2385599093664,88719.68766768904,9723.04754889491
4700,153333.24039975897,1171.9141204715754,87174.96500300456,9674.947017928578
4800,152996.08500528682,1161.1311569471027,86328.12630333024,9501.096221742038
4900,152883.79654556,1143.383199426255,85679.67459875336,9494.6307609942
5000,152214.37695267537,1138.8170845204495,85112.01234211284,9483.425197513157
