milliseconds,Target
0,10.121577507620872
100,10.516197304953527
200,10.871414946226494
300,11.457030819452429
400,11.592337976904385
500,12.201369380037962
600,12.743524844833246
700,13.270913700656969
800,13.351426946039897
900,13.893289738917305
1000,14.413884804558851
1100,14.860916770081984
1200,15.047632488629905
1300,15.40589071341847
1400,15.992663428307576
1500,16.191236461873903
1600,16.817268285075322
1700,16.974683133347014
1800,17.537448175957298
1900,18.003998440887866
2000,18.00685272025646
2100,18.28013938574642
2200,19.08845353325165
2300,19.222014061271672
2400,19.83295710473214
2500,19.9642240039564
2600,20.274967420222936
2700,20.582671062035452
2800,21.167321372673463
2900,21.15920816885936
3000,21.842432286764957
3100,21.752343780993588
3200,22.28650344432756
3300,22.519231053993444
3400,23.168488359197163
3500,23.10056214287134
3600,23.623828916430377
3700,24.134619039455394
3800,24.425067362742126
3900,24.300006520526768
4000,24.61163357555434
4100,25.032358718314153
4200,25.51012038680901
4300,25.46208670912166
4400,25.83516259663831
4500,26.076582046167676
4600,26.53299270127006
4700,26.72855927730179
4800,27.31689440878369
4900,27.29791725894769
5000,27.92666740065029
